,python/cpython,rust-lang/rust,JuliaLang/julia
2010-08-16,35,1.6460042239999997,3
2010-08-17,48,1.426231193600001,5
2010-08-18,24,21.366142668800002,6
2010-08-19,26,-1.461066956799998,1
2010-08-20,6,18.7827592192,3
2010-08-21,24,-5.158713651199999,1
2010-08-22,22,-3.1125718016000024,0
2010-08-23,18,-1.9697945600000013,4
2010-08-24,14,11.546850304,3
2010-08-25,13,12.253007052800001,0
2010-08-26,6,6.8489980928000005,7
2010-08-27,0,8.9588374528,8
2010-08-28,13,-2.3481337856,13
2010-08-29,5,-3.454281420800001,4
2010-08-30,17,-2.001819750400001,6
2010-08-31,8,3.532259839999999,4
2010-09-01,39,-1.1613173759999995,0
2010-09-02,11,-1.5580367871999992,0
2010-09-03,39,3.009577369600001,0
2010-09-04,26,-1.4178403327999987,0
2010-09-05,31,-0.6990140415999997,4
2010-09-06,29,-0.3570880512000001,0
2010-09-07,40,3.7605375999999997,0
2010-09-08,25,14.00899072,0
2010-09-09,20,0.5215503360000007,4
2010-09-10,40,0.7278237695999987,3
2010-09-11,26,-1.8319508480000006,1
2010-09-12,28,-0.08802140160000049,1
2010-09-13,39,0.056844799999999585,0
2010-09-14,29,4.14291712,2
2010-09-15,19,2.402225152,2
2010-09-16,8,14.323713638400001,2
2010-09-17,16,-4.114507263999999,1
2010-09-18,19,-1.779005337600001,8
2010-09-19,23,-1.1048435712000007,0
2010-09-20,20,0.22679756799999973,0
2010-09-21,32,11.1982181376,2
2010-09-22,4,5.0410244096,0
2010-09-23,21,1.0012748799999995,1
2010-09-24,13,5.6703192064,1
2010-09-25,14,-2.9322456063999995,4
2010-09-26,6,-1.427660800000001,9
2010-09-27,16,2.0152396799999996,14
2010-09-28,31,3.6481172479999997,19
2010-09-29,29,-0.8465388543999994,16
2010-09-30,3,3.7601288192,12
2010-10-01,16,0.2864805888000004,5
2010-10-02,20,-0.25758709759999965,8
2010-10-03,15,-0.9223212032000001,10
2010-10-04,12,0.4775398399999997,7
2010-10-05,11,1.408894464,7
2010-10-06,51,4.206910668800001,0
2010-10-07,16,1.5642383360000003,0
2010-10-08,14,4.7317098496,4
2010-10-09,12,7.119215104,5
2010-10-10,17,-0.7028272127999999,10
2010-10-11,4,0.2932663295999991,9
2010-10-12,18,9.579406848,4
2010-10-13,45,3.9012192256000002,3
2010-10-14,61,5.0567457792,1
2010-10-15,43,-1.1972014080000002,1
2010-10-16,30,-1.1136044032000005,4
2010-10-17,89,-1.5391125503999998,10
2010-10-18,30,7.9768781824,1
2010-10-19,17,2.4976023552,1
2010-10-20,17,1.7302070272000005,0
2010-10-21,18,12.9283158016,0
2010-10-22,13,7.880930611200001,1
2010-10-23,14,3.6647190527999998,19
2010-10-24,17,-3.7652656128000013,15
2010-10-25,11,-2.0890978304000014,4
2010-10-26,9,3.5339217919999997,8
2010-10-27,22,-0.13353359359999928,3
2010-10-28,19,6.376768,3
2010-10-29,55,-2.6322441215999994,1
2010-10-30,37,-1.3991065599999994,1
2010-10-31,68,-0.8436139007999994,1
2010-11-01,30,-0.5217708031999999,9
2010-11-02,26,1.6702207999999998,3
2010-11-03,14,8.330777600000001,1
2010-11-04,27,0.8134640640000006,1
2010-11-05,48,6.4439596032,10
2010-11-06,49,6.5610451968,7
2010-11-07,28,-2.9374720000000005,9
2010-11-08,23,0.5245183999999989,6
2010-11-09,33,0.6048793599999995,18
2010-11-10,17,-0.30909030400000015,7
2010-11-11,10,0.9455373312000002,4
2010-11-12,21,1.8821397504000004,1
2010-11-13,18,-0.23112222719999953,1
2010-11-14,6,6.109226188800001,2
2010-11-15,1,-0.9036711935999997,0
2010-11-16,11,-0.04292966400000031,3
2010-11-17,9,-0.8377064448000002,1
2010-11-18,24,0.4767977471999999,1
2010-11-19,6,3.4271942656,7
2010-11-20,84,3.8328338432000004,13
2010-11-21,29,4.4157523968,18
2010-11-22,43,4.0238611456,7
2010-11-23,14,4.8014641152,0
2010-11-24,15,1.5145701375999998,7
2010-11-25,9,7.911608729599999,9
2010-11-26,59,6.804945408,5
2010-11-27,17,-1.6576425984000007,2
2010-11-28,7,-2.339101081600001,8
2010-11-29,15,3.5286210559999995,4
2010-11-30,34,3.9512953856000004,5
2010-12-01,14,3.6299150336,4
2010-12-02,23,5.5105364992,4
2010-12-03,54,11.0601206784,2
2010-12-04,64,0.6402959360000011,3
2010-12-05,23,-3.1144289280000006,3
2010-12-06,10,-0.7261611008000011,1
2010-12-07,20,7.58924032,6
2010-12-08,14,2.1808322560000004,0
2010-12-09,12,9.521760665599999,0
2010-12-10,12,6.205364121600001,0
2010-12-11,13,7.086247628800001,0
2010-12-12,28,-0.24076226559999991,0
2010-12-13,14,6.045987327999999,3
2010-12-14,33,3.440695807999999,1
2010-12-15,36,9.591302041599999,0
2010-12-16,33,5.4011326464,1
2010-12-17,22,0.5904727039999997,6
2010-12-18,34,2.5495575552,3
2010-12-19,17,-3.2300764159999997,14
2010-12-20,6,5.121976217599999,7
2010-12-21,19,4.3252117504,7
2010-12-22,9,3.0734465024000004,2
2010-12-23,21,-0.7949529087999996,5
2010-12-24,20,0.03561492480000039,13
2010-12-25,2,2.439855616,9
2010-12-26,15,-1.7280266239999997,0
2010-12-27,17,-0.9727207424000004,2
2010-12-28,42,-0.6520458239999999,7
2010-12-29,11,0.4841106432000005,2
2010-12-30,16,6.4495332352000005,0
2010-12-31,6,15.300839833600001,0
2011-01-01,15,-3.1294210048,1
2011-01-02,29,-2.0120895488000015,4
2011-01-03,51,7.7933865984,2
2011-01-04,30,11.3816192,6
2011-01-05,31,-0.1476403200000007,21
2011-01-06,33,3.142299647999999,14
2011-01-07,23,2.0842336255999996,11
2011-01-08,26,-0.7210272767999992,26
2011-01-09,25,-1.9901298688000002,5
2011-01-10,19,10.845442969599999,1
2011-01-11,22,1.7346053120000007,9
2011-01-12,31,7.3411881984,4
2011-01-13,10,-2.4628980736,7
2011-01-14,12,5.095105126399999,2
2011-01-15,32,-0.6150401024000001,6
2011-01-16,17,-1.8079477760000005,11
2011-01-17,21,5.884836659199999,2
2011-01-18,17,4.781689856000001,7
2011-01-19,13,2.3827812352000004,14
2011-01-20,14,4.686775808,6
2011-01-21,8,5.330374144,6
2011-01-22,5,-0.9609887744000001,12
2011-01-23,9,-1.9818144768000006,11
2011-01-24,22,3.8066926591999994,8
2011-01-25,14,2.135102976,6
2011-01-26,10,4.112877363200001,5
2011-01-27,10,8.7477865472,0
2011-01-28,3,3.6206679040000007,1
2011-01-29,17,-3.0663205888,5
2011-01-30,19,1.3775817727999993,13
2011-01-31,14,2.3498964991999998,0
2011-02-01,4,3.1816857599999997,1
2011-02-02,10,6.91107328,10
2011-02-03,5,0.04180080640000039,7
2011-02-04,7,-0.12257597440000012,2
2011-02-05,18,-1.6413072383999998,2
2011-02-06,3,-0.9538608128000003,1
2011-02-07,18,4.360361984,1
2011-02-08,0,-0.5072596991999996,1
2011-02-09,3,9.0134851584,1
2011-02-10,4,7.396526080000001,2
2011-02-11,19,5.7947592704,1
2011-02-12,4,-3.3074634752000005,0
2011-02-13,4,-1.688618700800001,2
2011-02-14,5,3.8715775999999993,1
2011-02-15,8,9.14908672,0
2011-02-16,0,3.719886336,1
2011-02-17,2,-2.0294728704000002,5
2011-02-18,3,1.123088896,1
2011-02-19,6,2.2325370880000004,9
2011-02-20,10,-1.8184641536,2
2011-02-21,32,0.014297599999999355,0
2011-02-22,29,3.08052992,0
2011-02-23,16,10.549464576,4
2011-02-24,16,4.813766041600001,0
2011-02-25,60,8.9802314752,2
2011-02-26,40,2.1007246335999996,2
2011-02-27,6,-3.1647316992000007,1
2011-02-28,10,0.22024867839999906,1
2011-03-01,11,7.377271808,3
2011-03-02,10,24.0953967616,5
2011-03-03,18,9.027694694400001,3
2011-03-04,9,5.550372659199999,3
2011-03-05,26,-2.7034396672000005,3
2011-03-06,42,2.258159923199999,1
2011-03-07,15,14.464399257599998,3
2011-03-08,17,11.231530496,2
2011-03-09,8,16.526457651199998,0
2011-03-10,21,9.8811265024,1
2011-03-11,23,9.1547011072,0
2011-03-12,23,-3.520363110400001,4
2011-03-13,21,-2.892986060800002,4
2011-03-14,69,23.4961671168,4
2011-03-15,97,4.125740441600001,1
2011-03-16,52,8.549415628799999,1
2011-03-17,38,2.3797891072000006,0
2011-03-18,4,18.5504846848,0
2011-03-19,28,7.0897241088000005,2
2011-03-20,55,5.982607155199999,0
2011-03-21,40,25.581740134399997,2
2011-03-22,32,18.880816435200003,2
2011-03-23,36,12.952050995199999,4
2011-03-24,27,6.516080435199999,4
2011-03-25,31,20.851629055999997,3
2011-03-26,53,-5.2805564416,0
2011-03-27,22,3.6482069503999988,0
2011-03-28,15,1.187765247999999,1
2011-03-29,20,11.1862135808,1
2011-03-30,14,4.894526259200001,1
2011-03-31,23,16.7256495104,1
2011-04-01,11,17.9000740864,0
2011-04-02,0,-3.3613754367999995,0
2011-04-03,21,3.968656895999999,0
2011-04-04,22,-4.523016294400001,1
2011-04-05,13,4.465907609599999,4
2011-04-06,18,1.9571350528,4
2011-04-07,14,18.3176891392,2
2011-04-08,16,16.4038228992,0
2011-04-09,19,-4.909059891199998,5
2011-04-10,11,-3.502113382400001,21
2011-04-11,23,4.164533657599999,20
2011-04-12,30,14.644340224,2
2011-04-13,45,9.4253070336,0
2011-04-14,15,7.085460684799999,1
2011-04-15,37,-1.7666827264,4
2011-04-16,27,2.9799959551999997,6
2011-04-17,6,4.2024654848,9
2011-04-18,24,10.2901587968,6
2011-04-19,24,17.0333357056,0
2011-04-20,53,7.892916531200001,0
2011-04-21,23,2.3784214527999996,5
2011-04-22,3,11.684523008,6
2011-04-23,6,-2.438273843200001,10
2011-04-24,20,-2.229800345600001,19
2011-04-25,18,4.889765171199999,6
2011-04-26,28,7.2669733888,10
2011-04-27,32,8.5666274304,3
2011-04-28,30,19.9768845312,0
2011-04-29,19,15.426128896,0
2011-04-30,32,-6.2632677376,3
2011-05-01,29,6.375490355199998,3
2011-05-02,30,-0.07475138560000083,4
2011-05-03,21,23.020991283199997,5
2011-05-04,24,9.028685004800002,11
2011-05-05,29,35.5620944896,10
2011-05-06,16,6.3431374848000015,7
2011-05-07,54,-6.992101376000001,5
2011-05-08,17,-5.048580403200003,0
2011-05-09,54,9.949673267199998,8
2011-05-10,29,4.2261395456,1
2011-05-11,16,30.629008384000002,0
2011-05-12,14,7.520532275200001,11
2011-05-13,16,16.330519347200003,3
2011-05-14,52,17.2577384448,15
2011-05-15,23,-7.311970713600001,1
2011-05-16,15,15.022846156799996,2
2011-05-17,17,12.845750681599998,5
2011-05-18,11,21.1348716544,1
2011-05-19,25,21.063675904,8
2011-05-20,20,16.7271709696,0
2011-05-21,23,14.855695052799998,3
2011-05-22,17,19.019757056,0
2011-05-23,45,-4.757581516800002,1
2011-05-24,39,10.524572876799997,2
2011-05-25,38,7.6987344896,1
2011-05-26,24,-2.8626499583999987,5
2011-05-27,17,32.590644224,1
2011-05-28,30,-5.845265100799997,7
2011-05-29,36,-7.1026221056,4
2011-05-30,28,-3.2939644928,4
2011-05-31,28,22.8778351616,2
2011-06-01,32,22.7390476288,2
2011-06-02,7,10.3389917184,2
2011-06-03,26,6.237379891199998,10
2011-06-04,19,11.3233668096,5
2011-06-05,18,-5.2249957376000005,3
2011-06-06,27,-0.900971622400002,10
2011-06-07,13,0.9659335679999979,5
2011-06-08,12,15.2116325376,6
2011-06-09,26,22.621215129600003,20
2011-06-10,29,16.925109248000002,10
2011-06-11,26,0.4497592319999981,17
2011-06-12,4,-0.8309821440000018,9
2011-06-13,6,-1.1575156736000007,13
2011-06-14,4,29.0581163008,23
2011-06-15,3,36.7562051584,14
2011-06-16,12,34.15330304,21
2011-06-17,21,22.5498399744,0
2011-06-18,12,-2.0864756736000025,6
2011-06-19,18,12.736356249599996,17
2011-06-20,29,13.467666943999998,10
2011-06-21,11,1.2411984895999986,8
2011-06-22,6,0.49781258239999815,16
2011-06-23,6,6.913566924800001,27
2011-06-24,7,9.912790425600004,16
2011-06-25,42,-0.24211486719999797,12
2011-06-26,15,-3.0326619136,2
2011-06-27,28,33.9280216064,10
2011-06-28,12,39.7048674304,6
2011-06-29,46,23.113078784,15
2011-06-30,17,23.343314124799996,8
2011-07-01,20,17.797971456,22
2011-07-02,15,-8.757087232000003,7
2011-07-03,33,-1.3842245632000036,9
2011-07-04,47,1.281258700799997,11
2011-07-05,23,18.9860604928,5
2011-07-06,6,58.038981324800005,2
2011-07-07,3,12.978417664000006,8
2011-07-08,21,42.7035890688,29
2011-07-09,20,-4.7410445312,27
2011-07-10,4,0.05817620479999519,34
2011-07-11,0,24.730944921599995,25
2011-07-12,3,36.415550668799995,31
2011-07-13,20,14.299868774399997,17
2011-07-14,20,9.0710670336,6
2011-07-15,35,13.9355276288,8
2011-07-16,6,-3.4627417087999994,11
2011-07-17,19,-1.6660933632000017,2
2011-07-18,14,7.610892287999998,40
2011-07-19,21,14.1350709248,53
2011-07-20,6,12.756804096000003,11
2011-07-21,9,14.516791296000003,5
2011-07-22,15,19.2387638272,34
2011-07-23,24,0.05447270400000015,12
2011-07-24,7,-3.907856691200001,9
2011-07-25,6,10.616678399999998,34
2011-07-26,24,34.2273440768,19
2011-07-27,25,27.85160704,2
2011-07-28,16,36.9471721472,3
2011-07-29,48,14.657033523199999,24
2011-07-30,31,0.8294068223999993,7
2011-07-31,21,-7.513419673600003,16
2011-08-01,18,4.345837977599997,5
2011-08-02,34,40.3432356864,3
2011-08-03,21,17.384904601600002,2
2011-08-04,4,15.0372878336,8
2011-08-05,6,26.729592832,18
2011-08-06,15,-11.2241183744,11
2011-08-07,8,-8.635003084800003,3
2011-08-08,11,8.527684505599996,12
2011-08-09,21,20.2347218944,4
2011-08-10,8,21.3498273792,7
2011-08-11,17,26.498893516800003,8
2011-08-12,17,62.5785531392,13
2011-08-13,22,-18.997530521599998,3
2011-08-14,4,-7.077400064000006,7
2011-08-15,9,38.405154918399994,6
2011-08-16,16,34.520289792,18
2011-08-17,9,15.4224021504,11
2011-08-18,30,15.0824963072,6
2011-08-19,51,22.8792559616,6
2011-08-20,41,3.815147212800003,29
2011-08-21,22,-12.886329446400001,3
2011-08-22,16,15.817112780799995,19
2011-08-23,17,0.1563121664000029,5
2011-08-24,7,13.047169433600002,11
2011-08-25,22,-3.001535385599997,0
2011-08-26,13,23.9579010048,10
2011-08-27,12,42.316854681600006,0
2011-08-28,9,-11.280411955199998,2
2011-08-29,17,9.019154431999995,2
2011-08-30,16,5.693594623999999,8
2011-08-31,5,21.226013900799998,4
2011-09-01,50,40.660468224,3
2011-09-02,24,4.2163741696,9
2011-09-03,8,3.1551358975999975,2
2011-09-04,10,-9.917142016,8
2011-09-05,20,-5.893858508800001,3
2011-09-06,13,0.1817862143999993,5
2011-09-07,4,4.2391293952,4
2011-09-08,0,-0.1666932735999982,1
2011-09-09,17,5.627649126400003,0
2011-09-10,20,5.1840080896000025,0
2011-09-11,5,-2.548146687999999,6
2011-09-12,18,44.040556544,4
2011-09-13,2,6.652318720000002,2
2011-09-14,7,25.065096192,2
2011-09-15,8,16.1520308224,3
2011-09-16,0,19.079358668799998,2
2011-09-17,6,-8.841992089600001,2
2011-09-18,9,-5.037277081600003,6
2011-09-19,14,3.917581414399997,2
2011-09-20,10,31.562319257600002,6
2011-09-21,19,18.9887794176,9
2011-09-22,3,15.707533107200002,5
2011-09-23,6,30.7014832128,1
2011-09-24,8,4.6670344192,0
2011-09-25,4,-5.043788288000002,1
2011-09-26,0,15.616330444799997,2
2011-09-27,1,21.513747251199998,0
2011-09-28,42,11.2571393024,3
2011-09-29,31,-4.078812364800001,0
2011-09-30,8,25.484365824,2
2011-10-01,27,-5.278064844799998,1
2011-10-02,20,-4.1089179648,0
2011-10-03,37,-0.8323792896000013,0
2011-10-04,63,4.9841238016,0
2011-10-05,31,34.4265817088,5
2011-10-06,49,5.523879321600003,2
2011-10-07,33,5.968328396799999,0
2011-10-08,15,-7.0814706688,0
2011-10-09,19,-0.058534195200000916,0
2011-10-10,4,2.6249506815999992,0
2011-10-11,32,12.557001420799999,0
2011-10-12,28,43.6041263104,15
2011-10-13,11,-5.732575641599997,42
2011-10-14,19,-5.345226137600002,13
2011-10-15,3,-1.485468774400001,14
2011-10-16,8,-1.5158265856000002,12
2011-10-17,16,7.291564031999999,19
2011-10-18,15,13.0420056064,24
2011-10-19,37,-5.7253023744,18
2011-10-20,20,9.952339865600003,14
2011-10-21,11,41.3900760064,15
2011-10-22,10,-7.274258636799999,8
2011-10-23,37,-0.8443552768000036,7
2011-10-24,20,29.452459724799997,9
2011-10-25,20,-2.7261380608000003,6
2011-10-26,10,2.6960849919999985,5
2011-10-27,12,13.366104883199998,6
2011-10-28,30,38.826535424,12
2011-10-29,6,-3.2492111871999967,9
2011-10-30,34,-1.4835057664000022,13
2011-10-31,40,11.883449958399998,14
2011-11-01,28,5.4753408000000015,2
2011-11-02,20,42.0481844224,17
2011-11-03,24,-6.672667340799999,12
2011-11-04,27,-6.096059801600003,10
2011-11-05,25,23.5805307904,3
2011-11-06,26,-4.478040678399999,15
2011-11-07,28,11.301873151999999,6
2011-11-08,24,3.9947251712,9
2011-11-09,5,10.7906285568,8
2011-11-10,15,11.969011916800001,6
2011-11-11,26,8.275119206400001,5
2011-11-12,21,-1.0487917568000018,12
2011-11-13,8,-3.1182015488,7
2011-11-14,17,2.3334672383999995,11
2011-11-15,21,4.4887946240000005,9
2011-11-16,11,55.1676787712,15
2011-11-17,8,19.021361561600003,10
2011-11-18,17,23.164582195199998,10
2011-11-19,7,-6.7035549696000025,6
2011-11-20,23,-7.492950118400003,1
2011-11-21,28,7.527993753599997,9
2011-11-22,35,10.479734067199999,3
2011-11-23,18,3.4947593215999984,4
2011-11-24,4,-2.639000371199998,2
2011-11-25,14,4.078814310400002,4
2011-11-26,17,-0.6195300351999968,2
2011-11-27,8,-3.3478237183999995,1
2011-11-28,12,4.163693875199999,11
2011-11-29,11,34.4914753536,27
2011-11-30,4,2.0811742208000013,7
2011-12-01,7,6.828046131199999,44
2011-12-02,12,19.1136306176,25
2011-12-03,26,-2.2114896896000005,15
2011-12-04,9,-1.4307798016000017,24
2011-12-05,12,2.895000678399999,15
2011-12-06,9,7.882700287999999,11
2011-12-07,12,22.949070233600004,31
2011-12-08,11,6.465985843200002,21
2011-12-09,14,5.976712089599999,13
2011-12-10,18,-5.4310218752,15
2011-12-11,9,-0.8160005120000005,17
2011-12-12,10,0.9809924095999989,35
2011-12-13,8,18.1664415744,20
2011-12-14,15,26.9301138432,19
2011-12-15,20,2.3297006592000002,13
2011-12-16,13,34.9355583488,15
2011-12-17,17,12.795962368000001,11
2011-12-18,42,5.109959372799997,10
2011-12-19,27,36.98576783359999,9
2011-12-20,14,18.4777975808,1
2011-12-21,17,10.883741286399996,1
2011-12-22,10,8.178218905599998,1
2011-12-23,15,-0.5439593472000013,2
2011-12-24,17,-3.8674009088000005,1
2011-12-25,17,-5.6646458368,14
2011-12-26,2,-3.4667166720000004,18
2011-12-27,7,-3.356502118399998,5
2011-12-28,4,9.522546585600002,3
2011-12-29,4,1.0393607168000027,10
2011-12-30,5,6.078650368000002,7
2011-12-31,9,5.673280409600001,11
2012-01-01,20,-1.4096569344,19
2012-01-02,9,20.879906816,6
2012-01-03,21,5.1059173376,27
2012-01-04,13,8.014042009599999,15
2012-01-05,10,17.677830655999998,35
2012-01-06,4,20.4503575552,14
2012-01-07,10,19.59403776,9
2012-01-08,6,-0.6071254016000012,6
2012-01-09,14,17.476201062399998,18
2012-01-10,11,8.4722476032,10
2012-01-11,10,13.0956223488,8
2012-01-12,15,11.5979319296,16
2012-01-13,17,22.5212377088,10
2012-01-14,47,19.2359861248,2
2012-01-15,5,2.5867793407999997,2
2012-01-16,48,33.420233318399994,4
2012-01-17,10,48.862043136,11
2012-01-18,41,21.009142783999998,7
2012-01-19,18,57.8502233088,10
2012-01-20,13,50.9167444992,3
2012-01-21,25,2.9837285375999976,8
2012-01-22,10,-12.891745484800005,7
2012-01-23,9,6.054195097599994,3
2012-01-24,10,52.667987968,13
2012-01-25,29,19.1444717568,22
2012-01-26,13,12.285099212799999,22
2012-01-27,23,18.7512790016,6
2012-01-28,8,-3.1856154623999977,18
2012-01-29,11,0.7833445375999997,5
2012-01-30,8,5.241337241599997,22
2012-01-31,11,21.918994636799997,6
2012-02-01,16,10.039610880000003,4
2012-02-02,18,13.915730841600002,2
2012-02-03,11,18.0490167296,3
2012-02-04,26,31.2998346752,3
2012-02-05,25,2.1723800576000016,2
2012-02-06,12,10.117403238399996,15
2012-02-07,6,-0.5888791552000008,10
2012-02-08,21,22.802488832,1
2012-02-09,13,0.6040692736000004,8
2012-02-10,12,36.4969562112,9
2012-02-11,10,6.875628032000002,8
2012-02-12,23,16.6299981824,3
2012-02-13,17,22.0246617088,0
2012-02-14,18,11.816887091199998,6
2012-02-15,37,11.905672601599997,4
2012-02-16,23,-5.6021852160000005,3
2012-02-17,14,9.072682393599997,3
2012-02-18,12,17.5352292352,5
2012-02-19,22,-7.32459008,29
2012-02-20,56,1.9385952255999994,39
2012-02-21,62,18.4358007808,16
2012-02-22,29,9.795823206400001,15
2012-02-23,45,23.225375232,10
2012-02-24,13,10.6580982784,9
2012-02-25,25,2.624523673599999,6
2012-02-26,37,-7.585934028800001,35
2012-02-27,21,9.5376807936,21
2012-02-28,12,11.2003145728,15
2012-02-29,17,30.157510348800002,20
2012-03-01,9,2.7495916544000014,9
2012-03-02,13,16.6825259008,15
2012-03-03,6,7.283483545599999,18
2012-03-04,26,-0.4698241024000005,34
2012-03-05,41,-1.3091278848000023,27
2012-03-06,19,44.101448192,18
2012-03-07,13,6.874946150400003,23
2012-03-08,17,19.6450696192,33
2012-03-09,11,-1.7575395327999992,16
2012-03-10,11,20.880471654399997,42
2012-03-11,6,13.242853376,26
2012-03-12,41,2.4685545471999983,10
2012-03-13,46,14.576241356799997,9
2012-03-14,57,15.259496960000002,16
2012-03-15,45,49.3782139904,29
2012-03-16,39,22.403615232000003,35
2012-03-17,52,-8.603891712000003,44
2012-03-18,14,-1.3210808320000034,37
2012-03-19,8,11.5887739904,40
2012-03-20,9,11.6335007744,15
2012-03-21,20,20.335845068799998,25
2012-03-22,27,13.3740689408,16
2012-03-23,19,22.67468032,7
2012-03-24,8,-2.099262463999999,12
2012-03-25,22,4.160951807999998,17
2012-03-26,21,7.285136588799998,4
2012-03-27,8,17.2828964864,10
2012-03-28,8,10.36812544,5
2012-03-29,13,39.7510690816,10
2012-03-30,12,-2.9699665919999987,4
2012-03-31,37,-6.7557242880000015,8
2012-04-01,22,15.668897894399999,26
2012-04-02,20,6.538056089600001,9
2012-04-03,18,5.2318747648,6
2012-04-04,8,16.850489344,1
2012-04-05,27,7.950149120000001,4
2012-04-06,15,44.771416064,1
2012-04-07,10,-8.215704473599999,13
2012-04-08,15,8.534016819199996,39
2012-04-09,27,0.4385230847999999,24
2012-04-10,33,0.0886080511999987,25
2012-04-11,20,6.347780608,30
2012-04-12,15,5.9801607168,37
2012-04-13,21,8.983514726400001,6
2012-04-14,16,3.558671667200003,38
2012-04-15,28,11.4088450048,29
2012-04-16,30,2.7431493632000006,26
2012-04-17,17,4.8444669951999995,34
2012-04-18,29,7.0837556224,13
2012-04-19,12,14.771949363200001,10
2012-04-20,21,37.0430144512,27
2012-04-21,9,-3.4238286847999984,13
2012-04-22,24,-4.7410908160000025,10
2012-04-23,32,13.863654912,19
2012-04-24,35,1.7829988352000008,15
2012-04-25,16,10.242218086399998,13
2012-04-26,9,5.302628351999999,18
2012-04-27,19,14.8069706752,9
2012-04-28,6,-0.8116572159999977,26
2012-04-29,58,-5.5404921856,31
2012-04-30,21,0.9593698303999991,32
2012-05-01,33,8.061992140800001,19
2012-05-02,13,5.826163814400001,22
2012-05-03,20,28.774695014400002,18
2012-05-04,26,-0.9330248703999988,10
2012-05-05,9,-3.7620051968000006,14
2012-05-06,35,-2.685181542400001,21
2012-05-07,18,7.512130867199999,9
2012-05-08,11,1.2644792319999998,15
2012-05-09,11,-1.1710478336000003,5
2012-05-10,17,3.6322758655999996,19
2012-05-11,11,2.2627046400000017,4
2012-05-12,15,-1.5802324991999992,3
2012-05-13,18,-0.43262494720000033,31
2012-05-14,22,5.916590387199999,14
2012-05-15,37,17.8689463296,14
2012-05-16,37,24.877661696,12
2012-05-17,10,7.710037504000001,10
2012-05-18,25,12.962936627199998,10
2012-05-19,18,17.2451378176,8
2012-05-20,30,-7.123382784,9
2012-05-21,10,-0.21760010240000405,17
2012-05-22,10,37.4948422656,30
2012-05-23,7,49.5435779072,14
2012-05-24,7,5.133978112000001,29
2012-05-25,23,10.831389695999999,13
2012-05-26,24,-0.05816944640000088,16
2012-05-27,18,-5.291189248000002,21
2012-05-28,23,-1.525648384000002,36
2012-05-29,28,12.656315699199997,38
2012-05-30,9,14.622913024000002,28
2012-05-31,24,37.1981990912,23
2012-06-01,17,4.162921369600003,7
2012-06-02,17,18.0145840128,12
2012-06-03,27,7.9113841663999995,5
2012-06-04,24,5.329072947199997,7
2012-06-05,7,13.480613478399999,19
2012-06-06,6,19.454113792,10
2012-06-07,8,47.6792665088,14
2012-06-08,10,5.021968179200002,8
2012-06-09,4,14.4710957056,6
2012-06-10,8,-6.0635359232,11
2012-06-11,11,-1.792786739200002,0
