,rust-lang/rust,swiftlang/swift,golang/go
2010-10-17,0.0,4.0,4
2010-10-18,9.0,0.20000000000000018,14
2010-10-19,4.1,-0.5200000000000002,7
2010-10-20,3.0949999999999993,-0.27200000000000024,17
2010-10-21,14.1185,-0.1824000000000001,17
2010-10-22,9.9915375,-0.13574400000000006,12
2010-10-23,5.762636749999999,-0.10725120000000006,0
2010-10-24,-2.0491918625000003,0.91186432,1
2010-10-25,-1.2420578287499988,-0.2744775679999997,11
2010-10-26,4.088067401609377,-0.14426511359999988,14
2010-10-27,0.7760627895984393,-0.060469350399999997,8
2010-10-28,7.041448891507814,-0.03360000000000001,14
2010-10-29,-1.4480405603781246,-0.025536000000000014,7
2010-10-30,-0.8498646142265616,-0.02042880000000001,4
2010-10-31,-0.5272414845562493,-0.01692672000000001,4
2010-11-01,-0.3305343827874989,-0.01438771199999994,18
2010-11-02,1.7892734937500006,-0.012469350399999964,6
2010-11-03,8.624674942421874,0.0,6
2010-11-04,1.860119541289062,0.0,10
2010-11-05,7.1446557908031245,0.0,14
2010-11-06,7.6999841797125,0.0,4
2010-11-07,-1.5636960000000002,0.0,0
2010-11-08,1.1336377250000003,0.0,6
2010-11-09,1.1892042450000009,0.0,5
2010-11-10,0.23663757021875131,0.0,9
2010-11-11,1.366459539037501,5.0,4
2010-11-12,2.3451727056296883,-0.9999999999999998,8
2010-11-13,0.306355172017188,-0.40000000000000036,3
2010-11-14,6.4754743375718755,-0.24000000000000019,0
2010-11-15,-0.012042840323437609,-0.16800000000000007,0
2010-11-16,0.40779296896875017,-0.12768000000000007,0
2010-11-17,-0.48686480235312485,-0.10214400000000005,2
2010-11-18,0.6777063019125007,-0.08463360000000004,8
2010-11-19,3.664041670182813,-0.0719385599999997,5
2010-11-20,4.36949032213125,-0.062346751999999825,1
2010-11-21,5.149800493126563,0.0,1
2010-11-22,4.940704747604687,0.0,4
2010-11-23,5.809279272982812,0.0,2
2010-11-24,2.6600913219484372,0.0,1
2010-11-25,8.837300651214063,4.0,0
2010-11-26,8.280071339484374,-0.7999999999999998,1
2010-11-27,0.013549339151562645,0.6799999999999997,1
2010-11-28,-1.3574384777218744,-0.3920000000000001,1
2010-11-29,4.095807594226564,0.7855999999999999,5
2010-11-30,4.837100582940627,-0.350144,10
2010-12-01,4.679141283675001,-0.19531520000000013,4
2010-12-02,6.615644192685938,-0.1412428800000001,9
2010-12-03,12.3891479722,-0.11157964799999978,5
2010-12-04,2.6625822019843746,-0.09234012159999988,0
2010-12-05,-1.7476107138906247,-0.03481651199999995,3
2010-12-06,-0.03723876132187409,-0.029396070399999974,13
2010-12-07,8.145915182421877,-0.01438771199999994,28
2010-12-08,3.454790581726564,-0.012469350399999964,29
2010-12-09,10.605095511690626,0.0,17
2010-12-10,7.949776070659375,0.0,5
2010-12-11,8.85880506624375,0.0,1
2010-12-12,1.6810492369187497,0.0,4
2010-12-13,7.319920178570313,0.0,18
2010-12-14,5.031252358234376,0.0,17
2010-12-15,11.084618699073438,0.0,14
2010-12-16,7.480390032098438,0.0,17
2010-12-17,2.5525373811328134,0.0,12
2010-12-18,4.018663680662501,0.0,0
2010-12-19,-1.8435026160312484,0.0,0
2010-12-20,5.848719266292189,0.0,2
2010-12-21,5.496047736465626,0.0,2
2010-12-22,4.362035209817188,0.0,0
2010-12-23,0.42887243804531283,0.0,5
2010-12-24,0.8465537306265634,0.0,1
2010-12-25,3.0831529820625008,0.0,0
2010-12-26,-0.9753304782734367,0.0,0
2010-12-27,-0.5952085764656241,0.0,3
2010-12-28,-0.41116463985937424,0.0,0
2010-12-29,0.6664601386390635,0.0,0
2010-12-30,6.670819736654688,0.0,1
2010-12-31,16.110634816253125,0.0,0
2011-01-01,-1.1238091161031267,0.0,0
2011-01-02,-1.1402334571343755,0.0,0
2011-01-03,8.276150339856251,0.0,2
2011-01-04,12.5942582375,0.0,13
2011-01-05,1.7971249662499997,0.0,14
2011-01-06,4.386404850734375,0.0,6
2011-01-07,3.357905607604688,0.0,8
2011-01-08,0.44912726473281395,0.0,5
2011-01-09,-1.175091418626561,0.0,3
2011-01-10,11.286547706214064,0.0,5
2011-01-11,3.2489123853593753,0.0,15
2011-01-12,8.505198334957813,0.0,16
2011-01-13,-0.8874629275656254,0.0,11
2011-01-14,5.886752205512501,0.0,11
2011-01-15,0.5528644272062504,0.0,1
2011-01-16,-1.0497837887109362,0.0,3
2011-01-17,6.312937877428126,0.0,1
2011-01-18,5.780337387562501,0.0,14
2011-01-19,3.5581309794906253,0.0,31
2011-01-20,5.712361323414062,0.0,32
2011-01-21,6.533325762875,0.0,9
2011-01-22,0.3874808138546877,0.0,3
2011-01-23,-1.1456924312828118,0.0,0
2011-01-24,4.270191083678126,0.0,10
2011-01-25,2.954438622640626,0.0,12
2011-01-26,4.931368272389063,0.0,12
2011-01-27,9.755680993420313,0.0,13
2011-01-28,5.188641451210938,0.0,7
2011-01-29,-1.6867596143765626,0.0,4
2011-01-30,2.0309204911812504,0.0,4
2011-01-31,3.051597763678126,0.0,16
2011-02-01,3.971889824921876,0.0,24
2011-02-02,7.830070920257813,0.0,18
2011-02-03,1.3938424655125,0.0,23
2011-02-04,0.7881993178625004,1.0,13
2011-02-05,-0.9581311065046868,-0.19999999999999996,6
2011-02-06,-0.5867673565015612,-0.08000000000000007,0
2011-02-07,4.597071963453126,-0.048000000000000036,6
2011-02-08,0.17292834657968803,-0.03360000000000001,7
2011-02-09,9.422000221028126,-0.025536000000000014,25
2011-02-10,8.624785806429687,-0.02042880000000001,11
2011-02-11,7.291705495629687,-0.01692672000000001,16
2011-02-12,-1.7805794336390635,-0.01438771199999994,3
2011-02-13,-0.9953495175718745,-0.012469350399999964,2
2011-02-14,4.307077006250001,0.0,9
2011-02-15,9.962314613671877,0.0,7
2011-02-16,5.235829586804687,0.0,19
2011-02-17,-0.6709770576921876,0.0,14
2011-02-18,1.8886725782343756,0.0,13
2011-02-19,2.977525407500001,0.0,2
2011-02-20,-1.0268214853234365,0.0,1
2011-02-21,0.40076963125000087,0.0,5
2011-02-22,3.445889438671876,10.0,10
2011-02-23,11.185936157898439,-1.9999999999999996,24
2011-02-24,6.317087697245312,-0.8000000000000007,10
2011-02-25,10.371048080482812,-0.48000000000000037,17
2011-02-26,3.9177546734171864,2.6639999999999997,1
2011-02-27,-1.7570488221703122,0.14464,0
2011-02-28,0.9319618436062511,-0.6442880000000003,7
2011-03-01,8.040228751984376,3.6067327999999996,9
2011-03-02,25.407531440401563,4.907322880000001,11
2011-03-03,12.34619061366875,-1.7549015039999998,14
2011-03-04,8.497745835443748,0.24117759999999944,10
2011-03-05,-0.15626875397500095,-0.6936089600000003,10
2011-03-06,3.816541616475002,0.556166144,12
2011-03-07,15.966209129784378,1.4652730368,31
2011-03-08,13.86432777021875,-0.7163490304000001,19
2011-03-09,19.4505769790375,-0.392647168,12
2011-03-10,13.580297335754686,-0.2862324735999996,14
2011-03-11,12.659402080779689,-0.18447882239999983,14
2011-03-12,-0.16831856051249972,-0.08588851199999997,6
2011-03-13,-0.8601918219781224,3.9297463296,2
2011-03-14,24.88684256929844,6.151758848,4
2011-03-15,7.740694126753127,0.2387552256000003,13
2011-03-16,11.365453344337501,-1.1769387008000005,20
2011-03-17,5.298415562529687,6.369599999999999,16
2011-03-18,20.88623487114219,2.166656,7
2011-03-19,10.6998582730875,1.3123327999999996,1
2011-03-20,9.101546024826563,5.482219519999999,1
2011-03-21,28.403080265075,6.715904512,8
2011-03-22,23.54085255100625,16.9984031744,11
2011-03-23,17.966308169092187,-1.5180064768000001,18
2011-03-24,11.212593758084374,-3.368948940800002,7
2011-03-25,24.847005747320317,-1.990859264000001,19
2011-03-26,-0.20668929144843595,1.5675579391999999,6
2011-03-27,6.691714642653129,1.3594932224,3
2011-03-28,4.049868000257816,-1.6411825152,11
2011-03-29,13.587163659282817,-1.0210244607999999,31
2011-03-30,7.982775218896878,-0.7124852735999986,8
2011-03-31,19.426352552832814,-0.48434585599999913,10
2011-04-01,21.556899005371875,-0.18777180159999993,3
2011-04-02,0.9016293014203125,1.8879334399999999,6
2011-04-03,6.515863037078127,-0.49394329599999975,3
2011-04-04,-2.147786840887498,0.7594288128000002,13
2011-04-05,5.855618881729692,1.6665919488,20
2011-04-06,3.6612867159468783,-0.5472,11
2011-04-07,19.853206911951567,-0.2590720000000002,10
2011-04-08,19.431904392709377,-0.1704576000000001,24
2011-04-09,-1.2825487992328135,0.87341056,1
2011-04-10,-1.6147880190281243,12.699723776,2
2011-04-11,5.295758458378127,3.2372769792000002,7
2011-04-12,16.078415516625004,-2.3362411520000004,9
2011-04-13,11.982755440839064,-1.1788447744000008,22
2011-04-14,9.750098946618749,0.22472529919999973,24
2011-04-15,0.7957086971906251,-0.7539968000000001,28
2011-04-16,4.651468693600002,-0.5157171200000004,1
2011-04-17,5.824354668876564,-0.4050078720000002,3
2011-04-18,11.911299280626565,-0.33466992639999926,11
2011-04-19,19.275838486354687,-0.2739638271999992,9
2011-04-20,11.164362291717186,-0.09524490239999979,13
2011-04-21,5.341312607868749,-0.01692672000000001,18
2011-04-22,13.992911270257814,1.985612288,14
2011-04-23,0.45688019122031376,-0.4124693503999999,7
2011-04-24,-0.45959734625312265,-0.16000000000000014,1
2011-04-25,6.12757175562344,-0.09600000000000007,14
2011-04-26,8.857048042493753,-0.06720000000000002,13
2011-04-27,10.513414871903127,-0.05107200000000003,13
2011-04-28,22.219311070225,0.9591424,18
2011-04-29,18.950628008570312,6.76614656,7
2011-04-30,-2.4606713040890638,-1.5087754239999995,0
2011-05-01,8.298066012326563,-0.6329387008000005,4
2011-05-02,2.142156006325002,-0.36960000000000026,20
2011-05-03,24.683362719553127,-0.2607360000000001,14
2011-05-04,12.703779122790625,-0.1991808000000001,7
2011-05-05,38.88613485915156,-0.15992832000000007,6
2011-05-06,12.255031302892185,-0.132874752,5
2011-05-07,-2.5549832927578127,0.8868166656000005,2
2011-05-08,-2.5670657056078103,-0.28728545279999973,6
2011-05-09,11.528135783006254,-0.08000000000000007,4
2011-05-10,6.720379295776567,-0.048000000000000036,4
2011-05-11,32.91839616214844,-0.03360000000000001,10
2011-05-12,12.365449734014062,-0.025536000000000014,14
2011-05-13,20.185124030967188,-0.02042880000000001,22
2011-05-14,21.642348792407812,-0.01692672000000001,5
2011-05-15,-2.6266625084796864,-0.01438771199999994,4
2011-05-16,17.498675256876567,-0.012469350399999964,14
