,php/php-src,python/cpython,ruby/ruby
2000-04-05,22,12,0.0
2000-04-06,10,25,0.0
2000-04-07,19,14,0.0
2000-04-08,3,3,0.0
2000-04-09,3,17,0.0
2000-04-10,11,50,3.0
2000-04-11,10,19,-0.5999999999999999
2000-04-12,8,5,0.7599999999999998
2000-04-13,9,13,-0.3440000000000001
2000-04-14,7,8,0.8191999999999999
2000-04-15,22,2,-0.324608
2000-04-16,9,0,-0.1748864000000001
2000-04-17,10,2,0.8756838399999999
2000-04-18,9,1,1.702808064
2000-04-19,23,12,-0.5598707712
2000-04-20,33,0,-0.24281651200000012
2000-04-21,15,23,0.8410039295999999
2000-04-22,5,14,0.6928762880000001
2000-04-23,8,5,-0.3639701504
2000-04-24,15,16,-0.18578432000000014
2000-04-25,5,12,0.870158848
2000-04-26,3,13,-0.30038077439999983
2000-04-27,12,12,-0.15090350080000003
2000-04-28,13,14,-0.08535552000000005
2000-04-29,14,0,-0.06491443199999997
2000-04-30,20,0,-0.05239306239999991
2000-05-01,35,12,0.9671018496
2000-05-02,46,19,-0.21692671999999996
2000-05-03,12,14,-0.09438771200000001
2000-05-04,24,7,-0.060469350399999997
2000-05-05,11,10,0.9664
2000-05-06,18,6,-0.22553599999999996
2000-05-07,8,10,-0.10042880000000008
2000-05-08,14,13,-0.06492672000000005
2000-05-09,2,29,1.9520122880000002
2000-05-10,9,8,0.5619946496000001
2000-05-11,12,9,-0.3804288000000001
2000-05-12,14,19,0.8070732799999998
2000-05-13,4,20,1.670412288
2000-05-14,7,1,0.42285864959999997
2000-05-15,13,2,1.5256063999999998
2000-05-16,10,1,1.33611776
2000-05-17,32,1,2.253561856
2000-05-18,21,2,1.9995727872
2000-05-19,9,1,-0.09898967040000017
2000-05-20,3,7,-0.7709419520000003
2000-05-21,11,1,1.5250989055999997
2000-05-22,17,1,3.2605545472
2000-05-23,58,15,-0.20659261439999987
2000-05-24,20,2,3.1926833152
2000-05-25,21,17,-0.2785107968
2000-05-26,11,16,-0.8509699072000001
2000-05-27,9,8,-0.5003973632000002
2000-05-28,16,6,-0.3359739904000001
2000-05-29,19,0,0.747344896
2000-05-30,8,9,1.5933325312000002
2000-05-31,14,9,1.3675992064000002
2000-06-01,14,14,0.3050530816000002
2000-06-02,10,18,-0.5538651135999999
2000-06-03,14,7,1.7187946496
2000-06-04,17,13,1.4132992
2000-06-05,21,1,0.29754367999999987
2000-06-06,29,6,0.42936524799999987
2000-06-07,13,19,0.46127298559999996
2000-06-08,15,14,-0.5169128448
2000-06-09,43,5,1.7071439871999998
2000-06-10,29,10,-0.5943163904
2000-06-11,19,1,-0.3021936640000001
2000-06-12,34,0,4.7873943552
2000-06-13,25,6,4.856118067200001
2000-06-14,21,3,3.3051442176
2000-06-15,24,4,-1.7877146624000004
2000-06-16,29,4,2.0976772095999996
2000-06-17,23,10,0.8019445759999999
2000-06-18,21,15,-1.0882987008000002
2000-06-19,12,3,2.3611135999999995
2000-06-20,5,13,-0.07244287999999965
2000-06-21,7,14,-0.8171146239999998
2000-06-22,11,0,2.5168869376000003
2000-06-23,21,7,0.09721548800000024
2000-06-24,19,12,2.372775424
2000-06-25,26,12,-0.9770058751999998
2000-06-26,30,6,1.5150523391999997
2000-06-27,17,16,1.285702144
2000-06-28,11,68,2.2005818368
2000-06-29,15,57,-0.01628631040000017
2000-06-30,18,91,-0.7245762560000002
2000-07-01,9,49,3.5551520768
2000-07-02,18,8,-0.09636208639999966
2000-07-03,15,20,8.2576729088
2000-07-04,7,11,1.7785487360000003
2000-07-05,17,19,0.17267691519999961
2000-07-06,20,28,1.6272274431999998
2000-07-07,7,26,-0.4134469632000002
2000-07-08,8,26,-1.0008290304000005
2000-07-09,17,43,-0.6516807680000002
2000-07-10,17,39,2.5018072064
2000-07-11,20,29,0.0392687616000007
2000-07-12,8,26,5.2695491584
2000-07-13,10,13,-1.5738617855999997
2000-07-14,11,16,2.2861714431999998
2000-07-15,13,9,0.9499962368000001
2000-07-16,7,11,-0.9408917504000002
2000-07-17,12,6,0.4715750399999996
2000-07-18,13,5,2.420537344
2000-07-19,5,9,1.0228359168
2000-07-20,6,0,-0.8991540223999999
2000-07-21,12,4,0.49594613759999984
2000-07-22,13,15,-0.49935257599999994
2000-07-23,11,11,-0.31042027519999993
2000-07-24,19,27,1.7977761792
2000-07-25,20,8,3.460374528
2000-07-26,25,7,0.9249780736000002
2000-07-27,12,13,0.09738772479999991
2000-07-28,11,5,-0.6610654208000002
2000-07-29,13,5,0.6241402879999998
2000-07-30,8,15,-0.47067095040000007
2000-07-31,4,19,3.71975936
2000-08-01,10,19,0.9891240960000003
2000-08-02,7,18,2.1096282112
2000-08-03,6,27,0.9268844544000001
2000-08-04,18,25,-0.9301552128000001
2000-08-05,9,7,1.4972599295999998
2000-08-06,20,4,-0.7439749120000001
2000-08-07,17,11,1.5751581695999999
2000-08-08,14,8,0.30023731200000014
2000-08-09,15,13,5.4025094144
2000-08-10,17,4,-0.5290272767999997
2000-08-11,11,18,-0.9022410752000003
2000-08-12,4,14,-0.5114641408000002
2000-08-13,8,12,-0.34476902400000004
2000-08-14,15,14,-0.26603694080000007
2000-08-15,14,31,3.806189056
2000-08-16,6,15,0.03868446720000018
2000-08-17,13,23,0.3642776576000002
2000-08-18,11,28,0.4387961856000001
2000-08-19,18,8,-0.4748693504000001
2000-08-20,31,17,-0.2637440000000002
2000-08-21,21,18,-0.1888512000000001
2000-08-22,29,14,-0.14727168000000007
2000-08-23,18,20,-0.1204423679999998
2000-08-24,25,26,1.8983793664000002
2000-08-25,17,43,0.5562162176000002
2000-08-26,13,9,-0.3868570624
2000-08-27,29,11,-0.18846935040000012
2000-08-28,8,1,1.8848
2000-08-29,12,14,1.515328
2000-08-30,14,19,3.3736064
2000-08-31,18,48,3.88971776
2000-09-01,11,58,2.471097856
2000-09-02,16,7,-1.5495984128000002
2000-09-03,29,9,-0.7987989504000006
2000-09-04,20,13,2.4631449599999997
2000-09-05,25,28,-1.006424064
2000-09-06,20,9,-0.5657090048000002
2000-09-07,12,19,0.6071616512000001
2000-09-08,18,20,-0.4903228415999996
2000-09-09,19,16,-0.2765055999999997
2000-09-10,17,9,-0.15916380159999993
2000-09-11,26,11,2.9156198399999997
2000-09-12,21,19,5.331300864
2000-09-13,13,9,-1.4978368511999998
2000-09-14,8,26,-0.6409267200000005
2000-09-15,4,41,0.5968122879999999
2000-09-16,4,38,-0.49067735040000005
2000-09-17,5,6,-0.29450240000000016
2000-09-18,5,17,2.77864704
2000-09-19,23,27,4.221676544
2000-09-20,14,9,-0.38927032319999944
2000-09-21,2,34,5.1607550976
2000-09-22,4,35,7.36227328
2000-09-23,0,13,-1.5869957120000002
2000-09-24,0,35,-0.44303575040000087
2000-09-25,2,31,6.907939839999999
2000-09-26,15,29,0.6681584640000002
2000-09-27,6,16,3.1997298687999995
2000-09-28,17,18,-2.045289984
2000-09-29,6,14,-1.1099009024000002
2000-09-30,18,21,0.21325096960000045
2000-10-01,7,5,-0.7515769855999997
2000-10-02,15,22,1.5687627776
2000-10-03,13,23,0.27150479360000046
2000-10-04,5,11,-0.6211515391999998
2000-10-05,12,25,0.6891173888000003
2000-10-06,5,38,0.6020244480000001
2000-10-07,3,14,-0.38159872000000006
