,elastic/elasticsearch,meilisearch/meilisearch,typesense/typesense
2022-12-05,18.249486848,11.0,0
2022-12-06,18.6409670656,11.0,1
2022-12-07,20.5017905152,18.0,2
2022-12-08,9.7813315584,13.0,2
2022-12-09,-5.341784883200001,2.0,1
2022-12-10,-5.0516089856000015,1.0,1
2022-12-11,-0.25140285440000154,4.0,0
2022-12-12,28.073766399999997,7.0,0
2022-12-13,9.708014080000002,13.0,2
2022-12-14,17.242604544000002,8.0,2
2022-12-15,5.8861855744000025,3.0,5
2022-12-16,7.3445035008,3.0,0
2022-12-17,-5.137783193600001,0.0,0
2022-12-18,-3.341129011200003,0.0,1
2022-12-19,8.841990143999999,14.0,2
2022-12-20,13.2381319168,7.0,4
2022-12-21,20.5666313216,13.0,3
2022-12-22,19.354854092800004,17.0,1
2022-12-23,2.12495616,0.0,2
2022-12-24,-6.304370176000002,0.0,0
2022-12-25,-4.348736000000002,1.0,1
2022-12-26,3.1035625471999984,3.0,0
2022-12-27,5.5924115456,0.0,0
2022-12-28,2.942329139200001,0.0,1
2022-12-29,-0.7655462911999988,0.0,1
2022-12-30,4.243322163200002,0.0,0
2022-12-31,-1.970337075199999,0.0,0
2023-01-01,-1.6556167168000002,0.0,1
2023-01-02,-0.9934408704000006,5.0,2
2023-01-03,17.258523648,3.0,7
2023-01-04,19.8035690496,9.0,1
2023-01-05,10.3277441024,14.0,4
2023-01-06,-3.4533644288000014,1.0,3
2023-01-07,-3.871848755200001,0.0,1
2023-01-08,-2.423721164800001,0.0,0
2023-01-09,27.291748249599998,8.0,8
2023-01-10,16.87011584,6.0,4
2023-01-11,21.790882304,13.0,4
2023-01-12,12.769205964800001,9.0,0
2023-01-13,24.2789643264,1.0,1
2023-01-14,-8.882086092800002,0.0,0
2023-01-15,-6.674707251200004,0.0,1
2023-01-16,19.607953919999996,10.0,2
2023-01-17,21.889923072000002,16.0,5
2023-01-18,13.426395750400001,16.0,3
2023-01-19,21.7566024704,18.0,5
2023-01-20,-7.908192767999999,0.0,1
2023-01-21,-3.959621427200001,0.0,4
2023-01-22,-3.985892249600001,0.0,1
2023-01-23,35.623422668799996,12.0,0
2023-01-24,32.681050112,8.0,1
2023-01-25,17.2381973504,18.0,3
2023-01-26,17.035036159999997,4.0,4
2023-01-27,22.2313995264,0.0,4
2023-01-28,-12.856483020800002,0.0,1
2023-01-29,-7.486338457600005,0.0,0
2023-01-30,27.850007756799997,5.0,5
2023-01-31,15.475188121600002,26.0,2
2023-02-01,18.9900713984,9.0,0
2023-02-02,28.1054532608,15.0,3
2023-02-03,-11.1878452224,0.0,3
2023-02-04,-4.850865152000001,0.0,5
2023-02-05,-5.556901376000002,0.0,3
2023-02-06,33.4037200896,9.0,3
2023-02-07,36.806006784000004,0.0,2
2023-02-08,10.3520693248,9.0,0
2023-02-09,14.893202329599998,5.0,5
2023-02-10,14.039144448000002,2.0,3
2023-02-11,-6.676749312000002,0.0,0
2023-02-12,-6.2526287872000035,0.0,2
2023-02-13,19.982549708799997,13.0,1
2023-02-14,19.278306816,14.0,2
2023-02-15,2.407729971200002,2.0,2
2023-02-16,10.864797491200001,13.0,33
2023-02-17,-2.2919767039999996,1.0,3
2023-02-18,-4.739015372799999,0.0,2
2023-02-19,-3.667596390400001,0.0,0
2023-02-20,18.589723136,19.0,4
2023-02-21,19.9535312896,8.0,4
2023-02-22,16.610399744000002,16.0,3
2023-02-23,17.9061014528,21.0,0
2023-02-24,4.0889427968,0.0,1
2023-02-25,-6.9100266496000025,0.0,0
2023-02-26,-4.6381446144000025,0.0,3
2023-02-27,14.803320729599998,2.0,4
2023-02-28,17.939171328,1.0,1
2023-03-01,18.7582135296,1.0,2
2023-03-02,16.3635434496,0.0,3
2023-03-03,-7.074404864,3.0,9
2023-03-04,-3.797075148800001,0.0,0
2023-03-05,-3.964741017600001,0.0,3
2023-03-06,23.3254864896,9.0,3
2023-03-07,15.722466304000001,4.0,2
2023-03-08,26.618268364800002,10.0,0
2023-03-09,5.671814246400002,15.0,0
2023-03-10,23.0200092672,0.0,54
2023-03-11,-8.2779556864,0.0,2
2023-03-12,-6.336660275200003,0.0,0
2023-03-13,-1.1758558208000025,3.0,2
2023-03-14,3.268284928000001,2.0,3
2023-03-15,0.8472027136000015,6.0,2
2023-03-16,2.4875511808000015,1.0,8
2023-03-17,-2.3207598079999987,0.0,0
2023-03-18,1.0450260992000018,0.0,4
2023-03-19,-1.818220748799999,0.0,4
2023-03-20,21.1515301888,75.0,2
2023-03-21,27.005389824,3.0,0
2023-03-22,19.3683355648,2.0,3
2023-03-23,10.426178867199999,8.0,3
2023-03-24,13.257913855999998,0.0,0
2023-03-25,-8.1209759744,0.0,1
2023-03-26,-3.1830180864000033,1.0,0
2023-03-27,37.0134745088,8.0,0
2023-03-28,24.911888896,6.0,1
2023-03-29,16.2113513472,11.0,1
2023-03-30,21.6694208512,25.0,0
2023-03-31,20.6936153088,1.0,2
2023-04-01,-13.792276992000001,0.0,1
2023-04-02,-7.405843660800004,0.0,4
2023-04-03,7.014378905599997,16.0,2
2023-04-04,16.772743987200002,12.0,0
2023-04-05,25.357120921600004,12.0,6
2023-04-06,8.647772057600001,25.0,1
2023-04-07,-3.6535018495999996,6.0,2
2023-04-08,-6.424372121599999,0.0,0
2023-04-09,-1.8388315136000006,0.0,0
2023-04-10,13.098792959999999,0.0,4
2023-04-11,33.671133696,1.0,3
2023-04-12,14.206149939200003,16.0,1
2023-04-13,13.8077155328,16.0,2
2023-04-14,-5.073944473600001,0.0,0
2023-04-15,-5.215546880000002,0.0,0
2023-04-16,-4.0234343424000025,0.0,0
2023-04-17,45.138873856,0.0,2
2023-04-18,28.145131827200004,4.0,3
2023-04-19,8.3246304256,0.0,2
2023-04-20,31.7160812544,0.0,1
2023-04-21,20.345098752000002,0.0,1
2023-04-22,-10.453857689600003,0.0,1
2023-04-23,-8.481956864000004,0.0,0
2023-04-24,27.351304089599996,8.0,1
2023-04-25,13.116839424000002,7.0,1
2023-04-26,11.106976460800002,9.0,0
2023-04-27,18.73569536,3.0,0
2023-04-28,8.6120522752,1.0,1
2023-04-29,-7.1325468671999985,4.0,1
2023-04-30,-5.112192512000002,0.0,0
2023-05-01,8.965057638399998,0.0,6
2023-05-02,22.432986624,18.0,2
2023-05-03,29.9788633088,33.0,3
2023-05-04,20.710547046400002,14.0,8
2023-05-05,8.3822738432,0.0,0
2023-05-06,-9.705342361600001,1.0,4
2023-05-07,-4.0644592640000035,0.0,2
2023-05-08,13.563446476799998,3.0,4
2023-05-09,25.1735310336,0.0,4
2023-05-10,14.594894028800002,6.0,4
2023-05-11,14.5854148608,1.0,2
2023-05-12,6.471138918400001,0.0,59
2023-05-13,-7.9062628352,0.0,3
2023-05-14,-5.094967910400002,0.0,3
2023-05-15,18.625952665599996,7.0,3
2023-05-16,24.0061074432,10.0,57
2023-05-17,17.9535449088,2.0,19
2023-05-18,-0.6907056127999986,0.0,4
2023-05-19,-6.4468096,0.0,5
2023-05-20,-4.520643584000001,0.0,2
2023-05-21,-2.968216268800001,0.0,0
2023-05-22,26.882842009599997,2.0,5
2023-05-23,16.497775616000002,4.0,8
2023-05-24,20.4558830592,4.0,7
2023-05-25,18.908898201600003,11.0,8
2023-05-26,11.2436543488,0.0,5
2023-05-27,-7.798025216000003,0.0,2
2023-05-28,-3.744168550400003,0.0,0
2023-05-29,3.687889919999998,11.0,2
2023-05-30,19.248335872,2.0,8
2023-05-31,8.044781670400003,0.0,80
2023-06-01,24.7209114624,0.0,6
2023-06-02,9.656027750400002,0.0,2
2023-06-03,-6.0915398656000015,0.0,2
2023-06-04,-5.386848972800002,0.0,1
2023-06-05,20.6368049152,1.0,7
2023-06-06,24.693705523200002,3.0,2
2023-06-07,22.6988709888,1.0,4
2023-06-08,17.131693158399997,3.0,3
2023-06-09,8.1578628096,0.0,0
2023-06-10,-8.3296176128,0.0,0
2023-06-11,-6.100793344000003,0.0,0
2023-06-12,22.965541068799997,1.0,1
2023-06-13,16.530345472,0.0,3
2023-06-14,29.351391846400002,3.0,7
2023-06-15,9.079663411200002,0.0,5
2023-06-16,-4.8353242112,0.0,15
2023-06-17,-6.044690841600001,0.0,5
2023-06-18,-1.514540032000002,0.0,4
2023-06-19,13.3042158592,1.0,7
2023-06-20,29.940248576000002,7.0,4
2023-06-21,5.303243059200003,1.0,3
2023-06-22,27.609848832,14.0,5
2023-06-23,4.219368550400002,3.0,6
2023-06-24,-1.9305771008000026,0.0,2
2023-06-25,-5.352169574400002,0.0,0
2023-06-26,24.7750004736,23.0,84
2023-06-27,18.1088821248,43.0,42
2023-06-28,17.852023091200003,39.0,4
2023-06-29,23.0203252736,28.0,2
2023-06-30,8.5327676416,2.0,6
2023-07-01,-8.7297598464,1.0,5
2023-07-02,-3.2518575104000025,0.0,5
2023-07-03,14.230466355199997,9.0,10
2023-07-04,12.831435161600002,2.0,14
2023-07-05,11.813937254400003,2.0,0
2023-07-06,11.5920863232,10.0,10
2023-07-07,24.490349260800002,0.0,10
2023-07-08,-9.1384237056,0.0,5
2023-07-09,-3.9122791424000027,0.0,2
2023-07-10,31.8749944832,6.0,4
2023-07-11,23.866595020800002,0.0,6
2023-07-12,17.0423297024,6.0,4
2023-07-13,10.083901951999998,4.0,4
2023-07-14,9.250747392,11.0,2
2023-07-15,-7.012588544,0.0,0
2023-07-16,-6.308178227200002,0.0,0
2023-07-17,14.962600755199997,2.0,0
2023-07-18,22.111367987200005,6.0,6
2023-07-19,12.190092697600003,1.0,3
2023-07-20,17.6692265984,3.0,5
2023-07-21,-6.268361625599999,0.0,5
2023-07-22,-6.088444108800001,0.0,0
2023-07-23,-3.776441344000001,0.0,1
2023-07-24,17.3875570688,5.0,12
2023-07-25,21.962452992000003,6.0,5
2023-07-26,18.119729254400003,3.0,14
2023-07-27,17.1831225344,3.0,8
2023-07-28,7.6934991872000005,0.0,5
2023-07-29,-4.901743308800002,1.0,1
2023-07-30,-4.616661401600003,0.0,2
2023-07-31,16.1087872,1.0,5
2023-08-01,24.120448,2.0,4
2023-08-02,14.897110016000003,0.0,13
2023-08-03,15.8619061248,0.0,10
2023-08-04,18.5029271552,0.0,5
2023-08-05,-10.3161069568,1.0,8
2023-08-06,-4.107117875200003,0.0,1
2023-08-07,10.579907686399999,0.0,4
2023-08-08,18.8179920896,11.0,6
2023-08-09,19.280133120000002,1.0,2
2023-08-10,13.8084914176,13.0,13
2023-08-11,15.007810048,0.0,3
2023-08-12,-6.286271078399999,0.0,0
2023-08-13,-2.247484313600002,0.0,0
2023-08-14,20.352726425599997,1.0,1
2023-08-15,27.7992072192,0.0,10
2023-08-16,24.324227584000003,1.0,2
2023-08-17,24.851905024,0.0,6
2023-08-18,-8.3494740992,0.0,2
2023-08-19,-7.624379289600002,0.0,6
2023-08-20,-3.580607488000002,0.0,3
2023-08-21,21.769870950399998,0.0,6
2023-08-22,44.6656630784,1.0,3
2023-08-23,20.821836288000004,3.0,6
2023-08-24,6.486621593599999,1.0,1
2023-08-25,12.3337092096,0.0,2
2023-08-26,-6.2706819072,0.0,8
2023-08-27,-3.145214054400004,0.0,0
2023-08-28,14.459038105599998,2.0,5
2023-08-29,27.065771827200003,0.0,5
2023-08-30,12.302017433600003,0.0,0
2023-08-31,19.1533344768,0.0,3
2023-09-01,2.3664321536000017,0.0,6
2023-09-02,-6.8122302464,0.0,4
2023-09-03,-4.507645849600001,0.0,2
2023-09-04,14.173695999999998,2.0,6
2023-09-05,9.5671619584,1.0,3
2023-09-06,34.115233792,6.0,2
2023-09-07,20.995790848000002,2.0,4
2023-09-08,34.7129365504,3.0,1
2023-09-09,-14.63503872,0.0,1
2023-09-10,-6.918167449600005,0.0,0
2023-09-11,30.637355827199997,11.0,2
2023-09-12,12.8702555136,8.0,1
2023-09-13,19.215410380799998,0.0,1
2023-09-14,6.9847228416,0.0,7
2023-09-15,-5.389158502399999,0.0,6
2023-09-16,-5.8107625471999995,0.0,4
2023-09-17,-3.4856747008000006,0.0,3
2023-09-18,20.9490098176,2.0,3
2023-09-19,21.8692837376,0.0,4
2023-09-20,16.3805694976,0.0,3
2023-09-21,14.1142165504,2.0,2
2023-09-22,15.14355456,0.0,4
2023-09-23,-7.101475737600001,0.0,0
2023-09-24,-4.950096384000003,0.0,6
2023-09-25,16.864130457599998,0.0,8
2023-09-26,14.7433378816,2.0,4
2023-09-27,18.485906022400002,0.0,5
2023-09-28,25.0691390464,0.0,8
2023-09-29,26.8989014016,0.0,5
2023-09-30,-10.9016221696,0.0,0
2023-10-01,-2.669820416000004,0.0,1
2023-10-02,32.165837516799996,0.0,3
2023-10-03,33.4132632576,1.0,3
2023-10-04,21.8728805376,0.0,5
2023-10-05,12.879439667199998,2.0,8
2023-10-06,23.3138491392,0.0,5
2023-10-07,-9.048840192,0.0,1
2023-10-08,-6.286715801600003,0.0,3
2023-10-09,36.5865100288,5.0,14
2023-10-10,32.787144192,3.0,5
2023-10-11,29.749990604800004,9.0,4
2023-10-12,10.478704128,7.0,0
2023-10-13,21.3775086592,14.0,12
2023-10-14,-12.335981875199998,0.0,1
2023-10-15,-5.021166796800005,0.0,3
2023-10-16,26.330991001599998,3.0,3
2023-10-17,21.636958412800002,1.0,6
2023-10-18,26.999251660800002,4.0,1
2023-10-19,25.1201821696,1.0,0
2023-10-20,-10.6420383744,0.0,2
2023-10-21,-8.071082803200003,0.0,1
2023-10-22,-4.940605030400002,0.0,0
2023-10-23,15.786868940799998,6.0,7
2023-10-24,12.782154342400002,1.0,4
2023-10-25,22.8102161408,0.0,12
2023-10-26,23.4146541568,1.0,4
2023-10-27,22.883119104000002,0.0,8
2023-10-28,-6.998788096,0.0,0
2023-10-29,-4.686557184000003,0.0,0
2023-10-30,27.532016537599997,82.0,7
2023-10-31,24.5557252096,12.0,7
2023-11-01,10.364191232,4.0,3
2023-11-02,27.77606144,13.0,5
2023-11-03,17.903851929600002,0.0,2
2023-11-04,-10.7330625536,0.0,2
2023-11-05,-6.946244096000003,0.0,1
2023-11-06,17.734703001599996,6.0,2
2023-11-07,21.5303958528,0.0,4
2023-11-08,11.092951756800002,5.0,2
2023-11-09,21.904583680000002,9.0,2
2023-11-10,18.1508067328,1.0,2
2023-11-11,-10.229248409599998,0.0,1
2023-11-12,-1.7702514688000033,1.0,2
2023-11-13,32.7090336768,5.0,7
2023-11-14,30.778226073600003,2.0,13
2023-11-15,33.7421841408,1.0,7
2023-11-16,29.151798784,0.0,5
2023-11-17,-12.743871692799999,0.0,9
2023-11-18,-7.332216012800004,0.0,0
2023-11-19,-3.157095936000002,0.0,1
2023-11-20,25.350569779199997,5.0,3
2023-11-21,20.692759552000002,1.0,4
2023-11-22,23.0691934208,1.0,6
2023-11-23,29.7258959872,4.0,6
2023-11-24,26.561972428800004,0.0,2
2023-11-25,-14.131240038400001,1.0,2
2023-11-26,-7.598125568000006,0.0,3
2023-11-27,44.0324599808,3.0,7
2023-11-28,20.5791192064,11.0,11
2023-11-29,10.5088454656,0.0,4
2023-11-30,26.2393496576,0.0,6
2023-12-01,30.00758528,0.0,10
2023-12-02,-14.967548211199997,0.0,1
2023-12-03,-5.196614860800006,0.0,1
2023-12-04,26.330529587199997,0.0,3
2023-12-05,36.6410858496,0.0,5
2023-12-06,14.004751360000002,7.0,5
2023-12-07,22.014969856,0.0,3
2023-12-08,6.209641472000001,0.0,2
2023-12-09,-8.2248083456,0.0,0
2023-12-10,-4.773481472000002,0.0,2
2023-12-11,36.474666291199995,2.0,7
2023-12-12,32.593085542400004,2.0,10
2023-12-13,1.4800068608000014,2.0,8
2023-12-14,26.712529100799998,31.0,2
2023-12-15,-7.937022463999998,0.0,0
2023-12-16,-5.520543846400001,0.0,0
2023-12-17,-4.852516966400002,0.0,1
2023-12-18,15.837829222399998,7.0,13
2023-12-19,17.8533480448,12.0,13
2023-12-20,13.862775603200003,9.0,6
2023-12-21,11.758291968000002,2.0,6
2023-12-22,10.1409052672,0.0,1
2023-12-23,-6.5660905472,0.0,1
2023-12-24,-2.8826819584000027,0.0,0
2023-12-25,-1.6659781632000015,0.0,4
2023-12-26,0.9760900096,0.0,9
2023-12-27,14.964216832000002,0.0,11
2023-12-28,2.479468544000002,0.0,3
2023-12-29,3.6983257088000006,0.0,4
2023-12-30,2.100594073600001,0.0,0
2023-12-31,-1.2713481216000004,0.0,0
2024-01-01,-1.1617307648000006,0.0,0
2024-01-02,38.3897725952,3.0,9
2024-01-03,24.8675110912,3.0,4
2024-01-04,27.1238836224,0.0,4
2024-01-05,17.0777914368,0.0,6
2024-01-06,-8.398810419200002,0.0,1
2024-01-07,-4.428203315200004,0.0,0
2024-01-08,40.5573057536,2.0,3
2024-01-09,36.978657587200004,1.0,6
2024-01-10,24.3357392896,1.0,11
2024-01-11,16.145020416,9.0,1
2024-01-12,19.5375842304,1.0,3
2024-01-13,-9.4971159552,0.0,0
2024-01-14,-7.660536320000002,0.0,0
2024-01-15,10.391114342399996,1.0,2
2024-01-16,17.7501523968,15.0,1
2024-01-17,27.587518361600004,2.0,2
2024-01-18,32.796630528,2.0,2
2024-01-19,-11.8113178624,0.0,4
2024-01-20,-5.6691884032000015,0.0,3
2024-01-21,-1.9726325760000005,0.0,1
2024-01-22,20.3295374336,7.0,2
2024-01-23,2.7410250751999996,0.0,2
2024-01-24,24.2360563712,1.0,1
2024-01-25,12.777711513600003,1.0,2
2024-01-26,14.185192652800001,0.0,5
2024-01-27,-6.8996363264,0.0,1
2024-01-28,-3.617963417600002,0.0,1
2024-01-29,37.900740300799995,0.0,0
2024-01-30,30.673215078400002,0.0,1
2024-01-31,11.965746688,0.0,0
2024-02-01,13.817404313599997,9.0,1
2024-02-02,16.0567330816,0.0,4
2024-02-03,-11.135449907200002,0.0,0
2024-02-04,-2.868402585600003,0.0,0
2024-02-05,24.603348684799997,0.0,2
2024-02-06,43.155970355200004,3.0,5
2024-02-07,14.960151859200003,9.0,4
2024-02-08,21.0501696512,64.0,1
2024-02-09,23.6731954176,0.0,0
2024-02-10,-13.2605809664,0.0,0
2024-02-11,-6.559108403200005,0.0,0
2024-02-12,33.9878358016,5.0,5
2024-02-13,11.561522278400002,5.0,5
2024-02-14,18.490066432,5.0,2
2024-02-15,25.5661037568,5.0,2
2024-02-16,-9.121264742399998,0.0,1
2024-02-17,-7.365711360000001,0.0,0
2024-02-18,-0.39848017920000167,0.0,1
2024-02-19,13.416045875199998,1.0,4
2024-02-20,11.194079539200002,2.0,3
2024-02-21,23.430544896,4.0,1
2024-02-22,22.826208870400002,3.0,5
2024-02-23,14.297644032000001,0.0,0
2024-02-24,-6.057292595200002,0.0,1
2024-02-25,-4.694334464000003,0.0,0
2024-02-26,1.294776729599997,13.0,2
2024-02-27,0.42441267200000077,0.0,1
2024-02-28,1.9097581568000006,1.0,3
2024-02-29,0.15692206080000126,1.0,3
2024-03-01,2.823744921600002,0.0,2
2024-03-02,-1.0402762751999979,0.0,2
2024-03-03,2.0461520896000005,0.0,2
2024-03-04,27.169557504,2.0,3
2024-03-05,18.1617846272,16.0,4
2024-03-06,20.937553817599998,1.0,2
2024-03-07,12.283575295999999,0.0,3
2024-03-08,23.7286711296,0.0,4
2024-03-09,-6.584316313600002,0.0,0
2024-03-10,-6.072533606400004,0.0,0
2024-03-11,21.252171571199998,1.0,1
2024-03-12,33.3266837504,7.0,2
2024-03-13,28.7996995584,9.0,1
2024-03-14,12.055204352,1.0,2
2024-03-15,-11.014002585600002,0.0,2
2024-03-16,-6.505318604800001,0.0,2
2024-03-17,-2.171214643200001,0.0,0
2024-03-18,20.869449216,4.0,2
2024-03-19,32.9998462976,20.0,2
2024-03-20,19.380341145600003,5.0,2
2024-03-21,29.3677883392,3.0,1
2024-03-22,19.1889288192,1.0,2
2024-03-23,-12.155661004800002,0.0,1
2024-03-24,-5.859002572800005,0.0,0
2024-03-25,14.263266713599997,15.0,2
2024-03-26,20.7842700288,15.0,1
2024-03-27,23.267281408000002,14.0,1
2024-03-28,14.4245764096,3.0,1
2024-03-29,5.145258803200001,0.0,1
2024-03-30,-2.7647259648,0.0,3
2024-03-31,-1.8341067776000015,0.0,0
2024-04-01,15.863892275199998,0.0,2
2024-04-02,20.3051809792,2.0,1
2024-04-03,24.016971264000002,2.0,1
2024-04-04,16.9501435904,16.0,3
2024-04-05,11.0595380224,1.0,1
2024-04-06,-9.830950604800002,0.0,1
2024-04-07,-6.115739340800003,0.0,3
2024-04-08,22.8866844672,0.0,1
2024-04-09,18.505639936,1.0,2
2024-04-10,28.9864160256,0.0,1
2024-04-11,16.919402700800003,2.0,3
2024-04-12,14.425855078400001,0.0,0
2024-04-13,-8.9781272576,0.0,0
2024-04-14,-5.052632371200003,1.0,0
2024-04-15,28.039027609599998,0.0,0
2024-04-16,26.780507136,18.0,0
2024-04-17,11.075581235200001,6.0,1
2024-04-18,17.5550195712,2.0,1
2024-04-19,-9.0921158656,0.0,1
2024-04-20,-3.012074496000001,0.0,0
2024-04-21,-3.2710714368000016,0.0,0
2024-04-22,34.1681051648,4.0,1
2024-04-23,19.5903429632,1.0,3
2024-04-24,25.710481612800002,4.0,2
2024-04-25,16.8478236672,2.0,1
2024-04-26,11.4231245824,0.0,1
2024-04-27,-9.467706777600002,0.0,0
2024-04-28,-3.6743867392000045,0.0,0
2024-04-29,32.8004358144,0.0,3
2024-04-30,21.656181043200004,2.0,1
2024-05-01,18.3913166848,0.0,1
2024-05-02,22.279609344,2.0,0
2024-05-03,11.2424957952,1.0,1
2024-05-04,-7.18169344,0.0,1
2024-05-05,-5.719402393600003,0.0,1
2024-05-06,18.646916403199995,1.0,2
2024-05-07,24.2902243328,5.0,0
2024-05-08,18.3892338688,0.0,1
2024-05-09,16.0524571648,0.0,0
2024-05-10,17.1430962176,0.0,1
2024-05-11,-8.123275264,0.0,0
2024-05-12,-5.222504960000003,0.0,1
2024-05-13,37.009606143999996,0.0,0
2024-05-14,23.0169024512,8.0,3
2024-05-15,17.8151890944,5.0,3
2024-05-16,13.9051527168,5.0,4
2024-05-17,29.628201472,0.0,0
