,containerd/containerd,moby/moby,canonical/lxd
2016-07-25,0,27.3065261056,1
2016-07-26,0,31.399395225600003,9
2016-07-27,0,2.5283426304000045,0
2016-07-28,0,-1.8109584383999966,2
2016-07-29,0,20.3746506752,0
2016-07-30,0,-18.7555749888,0
2016-07-31,0,-9.4635318272,0
2016-08-01,0,21.255839027199997,3
2016-08-02,1,19.8021986304,5
2016-08-03,1,12.103446528000003,8
2016-08-04,0,-0.11216035839999705,7
2016-08-05,0,25.4968633344,7
2016-08-06,0,-18.777265561599997,0
2016-08-07,0,-14.058335539200002,4
2016-08-08,0,21.668947967999998,1
2016-08-09,0,3.467413606400001,0
2016-08-10,2,21.9014496256,0
2016-08-11,0,20.460573184000005,5
2016-08-12,0,15.713908838400002,2
2016-08-13,0,-20.369574911999997,0
2016-08-14,0,-13.234175180800001,0
2016-08-15,1,16.981340876799997,7
2016-08-16,0,32.6710111232,3
2016-08-17,0,8.799102464000004,3
2016-08-18,0,2.7896691712000035,2
2016-08-19,0,1.7877165056000024,2
2016-08-20,0,-9.764017766400002,2
2016-08-21,0,-8.217759129600001,0
2016-08-22,0,15.010239590399998,0
2016-08-23,0,14.901306163200001,2
2016-08-24,0,2.010299904,4
2016-08-25,0,23.4431118336,1
2016-08-26,7,18.581060608,3
2016-08-27,0,-18.206615449599997,0
2016-08-28,0,-4.9490028544,0
2016-08-29,0,8.850298060799998,0
2016-08-30,1,46.7264877568,10
2016-08-31,0,16.691918745600006,3
2016-09-01,0,-3.090667827199997,2
2016-09-02,0,-4.070987263999996,2
2016-09-03,0,-12.3458998272,3
2016-09-04,0,-7.374399692800001,2
2016-09-05,0,8.995390566399998,2
2016-09-06,0,16.1650482176,0
2016-09-07,4,33.0493815808,13
2016-09-08,2,9.793374208000003,14
2016-09-09,1,6.0834545664,2
2016-09-10,0,-16.5495689216,0
2016-09-11,0,-11.204611891200003,2
2016-09-12,5,29.766519091199996,6
2016-09-13,0,14.326800588800001,8
2016-09-14,1,11.307792998400004,9
2016-09-15,0,-0.37701591039999727,44
2016-09-16,4,8.586912256000002,37
2016-09-17,0,4.8488305664,14
2016-09-18,0,-7.994854092800001,13
2016-09-19,4,36.9359798272,14
2016-09-20,9,18.925911859200003,5
2016-09-21,1,4.5726511104000025,2
2016-09-22,3,7.1697174528000005,36
2016-09-23,0,18.219193241600003,25
2016-09-24,0,-18.4529371136,0
2016-09-25,0,-12.426829721600003,0
2016-09-26,0,35.3201696768,8
2016-09-27,4,9.903263744,8
2016-09-28,3,-9.474551603199998,5
2016-09-29,0,17.417264128000003,9
2016-09-30,2,0.0965897216000009,3
2016-10-01,0,-9.298545561600001,11
2016-10-02,0,-5.195147673600001,3
2016-10-03,2,13.7357974528,12
2016-10-04,1,6.439498649600001,16
2016-10-05,1,9.908023296000003,5
2016-10-06,5,3.3670110208000033,7
2016-10-07,0,3.8962879488000013,4
2016-10-08,0,-10.532296806399998,0
2016-10-09,0,-5.178860748800002,4
2016-10-10,0,21.1220161536,1
2016-10-11,0,14.5213693952,15
2016-10-12,0,6.426196070400003,6
2016-10-13,0,5.220865536000002,1
2016-10-14,0,13.9118220288,15
2016-10-15,0,-7.152557875199999,0
2016-10-16,0,-7.9290742784,2
2016-10-17,0,32.4721939456,19
2016-10-18,0,23.518433894400005,13
2016-10-19,0,7.355929907200007,2
2016-10-20,0,18.705483673600003,6
2016-10-21,0,29.242223001600003,11
2016-10-22,0,-20.5826859008,3
2016-10-23,0,-18.8285576192,0
2016-10-24,0,11.173778227199998,12
2016-10-25,0,37.9569046528,5
2016-10-26,0,-2.6875724799999965,12
2016-10-27,0,2.3858638848000027,14
2016-10-28,1,52.6282479616,3
2016-10-29,0,-26.802851737599994,3
2016-10-30,0,-16.6410042368,0
2016-10-31,0,25.7256406016,4
2016-11-01,0,5.0529991679999995,0
2016-11-02,4,34.4370906112,0
2016-11-03,0,32.396733337600004,2
2016-11-04,1,34.82673131520001,3
2016-11-05,0,-30.622241587199994,4
2016-11-06,0,-17.848748441600005,1
2016-11-07,4,12.164317491199995,0
2016-11-08,0,53.996974694399995,0
2016-11-09,0,86.36918200320001,8
2016-11-10,0,44.01676779520001,1
2016-11-11,0,-1.7704722431999897,2
2016-11-12,0,-41.5466804224,1
2016-11-13,0,-10.889883545600007,0
2016-11-14,0,11.461497241599993,2
2016-11-15,0,4.392141823999999,7
2016-11-16,2,11.133540147200002,6
2016-11-17,0,21.265084313600006,21
2016-11-18,0,12.657106432000006,7
2016-11-19,0,-19.2405804032,2
2016-11-20,0,-10.620192972800002,8
2016-11-21,0,38.2736513024,3
2016-11-22,0,39.1755237376,9
2016-11-23,0,2.8702484480000052,12
2016-11-24,0,-13.386469273599992,4
2016-11-25,0,-4.1568989184,15
2016-11-26,0,-4.658345472000001,5
2016-11-27,0,-11.208211148800002,5
2016-11-28,2,42.4121133056,7
2016-11-29,7,11.114018713600004,3
2016-11-30,5,24.0033467392,0
2016-12-01,20,-8.018081177599996,6
2016-12-02,9,17.3321956352,2
2016-12-03,2,-12.838472806399999,1
2016-12-04,0,-10.555451801600002,0
2016-12-05,3,12.746771865599998,6
2016-12-06,4,19.5760126976,12
2016-12-07,1,-4.336191180799997,4
2016-12-08,6,16.4676603904,3
2016-12-09,8,4.8792649728000015,3
2016-12-10,0,-12.2656352256,0
2016-12-11,0,-3.4917249024000014,0
2016-12-12,6,19.5840246784,4
2016-12-13,9,14.13161984,1
2016-12-14,12,9.321670553600004,26
2016-12-15,15,4.069567488000004,33
2016-12-16,14,12.845941350400004,8
2016-12-17,0,-11.698055577599998,0
2016-12-18,1,-3.5178117120000003,1
2016-12-19,0,24.7383933952,0
2016-12-20,1,4.283070566399999,12
2016-12-21,0,15.1210909696,10
2016-12-22,0,7.771860480000001,3
2016-12-23,0,-17.6077681664,15
2016-12-24,0,-1.2628670464000002,0
2016-12-25,0,-4.684999680000001,0
2016-12-26,0,6.812352409599999,0
2016-12-27,1,26.111119257600002,0
2016-12-28,0,1.7767497728000023,0
2016-12-29,0,18.2223415296,0
2016-12-30,0,-8.554955673599999,0
2016-12-31,0,-6.1128530944,3
2017-01-01,0,-6.2311658496,0
2017-01-02,0,6.5986226175999985,0
2017-01-03,1,24.7795335168,0
2017-01-04,1,12.830905241600004,3
2017-01-05,1,8.399214592000003,0
2017-01-06,0,1.8329390080000039,0
2017-01-07,0,-8.6374257664,5
2017-01-08,0,-6.708429516800001,0
2017-01-09,2,25.5729073152,1
2017-01-10,4,-0.7512933375999964,0
2017-01-11,8,3.8529204224000004,17
2017-01-12,21,21.0652563456,1
2017-01-13,7,3.5936414720000016,2
2017-01-14,3,2.161788006400002,5
2017-01-15,0,-8.874419199999998,3
2017-01-16,1,-2.1659073536000015,0
2017-01-17,5,23.081151385600002,0
2017-01-18,9,-2.848376729599998,2
2017-01-19,14,8.798141747200003,3
2017-01-20,7,9.873401446400003,1
2017-01-21,0,-15.7858025472,0
2017-01-22,0,-4.588193894400002,2
2017-01-23,7,16.196519628799997,5
2017-01-24,6,25.6587569152,13
2017-01-25,2,-3.4656772095999955,3
2017-01-26,20,20.1869786112,2
2017-01-27,15,15.2401584128,4
2017-01-28,1,-15.950616780799997,2
2017-01-29,0,-3.375948083200001,0
2017-01-30,3,15.680636415999999,3
2017-01-31,0,3.790643814399999,1
2017-02-01,2,31.6858796032,2
2017-02-02,6,12.063153766400006,1
2017-02-03,17,-4.3164295167999995,5
2017-02-04,1,-1.182716211199999,5
2017-02-05,0,-13.310602240000001,0
2017-02-06,5,16.869408563199997,0
2017-02-07,10,22.8451501056,0
2017-02-08,3,1.0631633920000034,4
2017-02-09,2,0.9683135488000048,6
2017-02-10,14,4.200833843200002,0
2017-02-11,3,1.7835280384,3
2017-02-12,0,1.3645926399999997,0
2017-02-13,0,14.6209583104,1
2017-02-14,2,4.280188006400003,35
2017-02-15,10,10.339065344000002,39
2017-02-16,4,2.5756000256000036,29
2017-02-17,7,10.6234182656,3
2017-02-18,3,-8.3493307392,1
2017-02-19,1,-5.119767040000001,2
2017-02-20,7,0.8221113343999988,10
2017-02-21,25,7.839358464,18
2017-02-22,15,3.3821292544000006,40
2017-02-23,1,10.7575677952,43
2017-02-24,10,4.021718323200002,24
2017-02-25,7,-12.104293887999999,10
2017-02-26,0,-1.2316776448000013,10
2017-02-27,9,9.2802080768,27
2017-02-28,9,22.7552038912,19
2017-03-01,11,1.057726156800003,15
2017-03-02,5,13.2244933632,17
2017-03-03,6,4.0640483328000006,14
2017-03-04,0,-10.535189196800001,6
2017-03-05,0,-4.9122477056000005,36
2017-03-06,8,22.419546112,8
2017-03-07,5,-0.6499863551999994,14
2017-03-08,5,18.5242160128,18
2017-03-09,3,4.692103475200003,4
2017-03-10,11,7.378462822400003,7
2017-03-11,0,-8.959294156799999,1
2017-03-12,0,-4.649995264000001,9
2017-03-13,3,24.941719756799998,2
2017-03-14,3,13.1274177536,2
2017-03-15,12,7.233068441600004,6
2017-03-16,6,23.9681845248,4
2017-03-17,6,-14.621595648,3
2017-03-18,2,-10.7840147456,1
2017-03-19,0,-5.295282790400002,0
2017-03-20,0,12.831928422399997,20
2017-03-21,8,5.476882432000002,0
2017-03-22,32,22.997378662400003,8
2017-03-23,1,5.7501552640000035,1
2017-03-24,9,9.609856819200001,17
2017-03-25,0,-15.1293689856,1
2017-03-26,0,2.329954815999999,0
2017-03-27,0,9.6004033536,5
2017-03-28,1,32.5736354816,5
2017-03-29,2,7.364634316800004,3
2017-03-30,5,6.609255014400006,0
2017-03-31,6,0.6884049920000024,4
2017-04-01,1,-12.221953024000001,17
2017-04-02,0,-2.9788343296000015,0
2017-04-03,8,8.5751960576,2
2017-04-04,16,22.3604713472,0
2017-04-05,11,-0.06262097919999832,8
2017-04-06,4,6.748692992000002,0
2017-04-07,7,20.505435443200003,0
2017-04-08,0,-12.108797542399998,0
2017-04-09,0,-9.000276172800001,0
2017-04-10,11,41.668582912,11
2017-04-11,4,24.8993219584,3
2017-04-12,8,5.288234086400003,2
2017-04-13,11,-9.964291379199999,4
2017-04-14,7,-7.788855603199998,2
2017-04-15,3,-6.143437721600003,11
2017-04-16,0,-2.099491532800002,0
2017-04-17,2,1.0756272127999988,5
2017-04-18,1,0.8903894016000002,8
2017-04-19,8,-2.9859546111999986,5
2017-04-20,7,3.2484569087999997,10
2017-04-21,9,-0.32565125120000005,21
2017-04-22,6,-1.04330752,0
2017-04-23,0,-0.9149484032000004,3
2017-04-24,7,12.8569572352,6
2017-04-25,9,4.958692454400001,1
2017-04-26,3,13.7917815808,11
2017-04-27,8,17.877315788800004,17
2017-04-28,7,10.370075648000004,28
2017-04-29,0,-12.176521523199998,1
2017-04-30,0,-9.024510668800001,1
2017-05-01,2,5.075945676799999,2
2017-05-02,2,9.633346457599998,11
2017-05-03,10,3.4884529152,3
2017-05-04,16,-0.10068490239999761,16
2017-05-05,4,20.4689480704,6
2017-05-06,7,-14.587721727999998,0
2017-05-07,0,-6.262544793600002,4
2017-05-08,10,10.550601215999999,3
2017-05-09,5,28.04473856,19
2017-05-10,15,17.137343488000003,5
2017-05-11,14,14.474660966400002,1
2017-05-12,19,-8.972840755199996,2
2017-05-13,0,0.8572042239999984,0
2017-05-14,1,-5.042059059200001,0
2017-05-15,9,29.5670188032,3
2017-05-16,17,9.213647872000003,9
2017-05-17,8,2.6231625728000054,8
2017-05-18,9,12.989245235200002,1
2017-05-19,11,4.496333312000004,0
2017-05-20,0,-15.712351744000003,1
2017-05-21,0,-8.475600998400001,0
2017-05-22,14,1.9429381119999984,0
2017-05-23,15,4.746759577599999,3
2017-05-24,25,2.2142184448,10
2017-05-25,10,1.6404505600000014,3
2017-05-26,21,-4.743090278399999,14
2017-05-27,9,0.30347345919999924,1
2017-05-28,0,-2.3845212159999996,1
2017-05-29,0,2.1864549375999998,1
2017-05-30,6,5.4085942272,16
2017-05-31,27,10.6581820416,7
2017-06-01,14,8.3941540864,7
2017-06-02,9,14.9738314752,10
2017-06-03,0,-7.899387903999999,2
2017-06-04,0,-5.688898150400001,0
2017-06-05,7,-0.6992558080000011,1
2017-06-06,18,13.5926948864,4
2017-06-07,8,11.308904448000002,2
2017-06-08,9,5.677033676800001,5
2017-06-09,19,12.842235187200002,0
2017-06-10,1,-12.125219225599999,0
2017-06-11,5,-6.304218112000001,0
2017-06-12,10,24.668287795199998,1
2017-06-13,6,3.6097475584000005,9
2017-06-14,23,2.2592851968000005,2
2017-06-15,13,-4.600842854399998,7
2017-06-16,25,-1.0580697087999997,0
2017-06-17,0,-3.9047425023999995,0
2017-06-18,0,-2.700860416000001,0
2017-06-19,8,3.6518859775999997,2
2017-06-20,18,10.1397041152,2
2017-06-21,29,30.6172858368,2
2017-06-22,23,3.231905177600005,2
2017-06-23,26,18.713350144000003,24
2017-06-24,11,-7.866379161599998,0
2017-06-25,1,-11.692217753600001,8
2017-06-26,14,3.3589241855999976,2
2017-06-27,6,5.735846502399998,20
2017-06-28,15,-1.9201330175999995,8
2017-06-29,26,5.111029760000001,6
2017-06-30,15,2.7653367808000002,8
2017-07-01,0,-8.7941835776,14
2017-07-02,0,-1.8891364352000006,11
2017-07-03,4,14.9776600064,20
2017-07-04,0,-2.9338247167999985,5
2017-07-05,4,-1.8330716159999998,4
2017-07-06,5,11.6300044288,10
2017-07-07,6,-1.5925602304000002,10
2017-07-08,0,-5.1589069824,2
2017-07-09,1,-2.2137686016000004,0
2017-07-10,6,7.747831295999999,8
2017-07-11,20,8.5450927104,12
2017-07-12,29,9.122541465600001,15
2017-07-13,7,4.216364851200002,15
2017-07-14,16,-1.4271931392,7
2017-07-15,0,-5.2021142528,3
2017-07-16,1,-4.135273369600001,0
2017-07-17,10,10.6232717312,0
2017-07-18,12,6.1079544832,8
2017-07-19,27,4.943238144,7
2017-07-20,8,0.4703812608,0
2017-07-21,28,-0.1554395135999993,7
2017-07-22,1,-5.9793370112,5
2017-07-23,0,-2.777394278400001,107
2017-07-24,20,1.2252888063999996,8
2017-07-25,12,4.504868864,10
2017-07-26,4,5.821449625600001,5
2017-07-27,12,8.278522265600001,8
2017-07-28,14,9.195828633600001,2
2017-07-29,0,-7.722329395199999,0
2017-07-30,1,-4.5201406976000005,0
2017-07-31,12,8.57422592,9
2017-08-01,4,7.941778944,7
2017-08-02,30,4.837941145600002,4
2017-08-03,14,5.467389542400001,4
2017-08-04,25,-5.211987455999999,11
2017-08-05,2,2.5025655808,0
2017-08-06,0,-6.0366032896,0
2017-08-07,20,5.263066726399999,17
2017-08-08,14,6.9798497280000005,9
2017-08-09,10,18.8741302272,6
2017-08-10,21,-11.316855091199999,8
2017-08-11,25,1.3434561536,2
2017-08-12,4,-4.829577523199999,1
2017-08-13,0,-3.165167923200001,0
2017-08-14,15,14.0451398656,2
2017-08-15,10,1.2461603840000013,3
2017-08-16,9,15.4209212416,4
2017-08-17,20,-6.6790619135999965,1
2017-08-18,15,4.603779379200001,15
2017-08-19,0,-2.4116888575999997,3
2017-08-20,1,-5.296922009600001,0
2017-08-21,11,3.3156600831999996,30
2017-08-22,24,18.759623168,14
2017-08-23,27,3.6823877632000013,5
2017-08-24,28,4.913182924800001,7
2017-08-25,17,0.8041698304000029,3
2017-08-26,0,-8.619068416,0
2017-08-27,0,-1.9472334848000008,0
2017-08-28,16,2.720352255999999,19
2017-08-29,20,4.5952148479999995,9
2017-08-30,12,2.1771512832000006,4
2017-08-31,17,-3.7970468863999987,4
2017-09-01,34,8.733111808,3
2017-09-02,4,-5.510723583999999,4
2017-09-03,3,-1.8856680448000005,0
2017-09-04,3,-0.9580195840000001,8
2017-09-05,26,6.391324774399999,15
2017-09-06,26,12.8088947712,16
2017-09-07,22,5.5557193728000005,24
2017-09-08,6,-5.599658598399998,9
2017-09-09,11,-3.5795506176000007,0
2017-09-10,0,-1.8128833536000006,2
2017-09-11,2,0.9663859711999994,0
2017-09-12,6,4.5065792512,0
2017-09-13,13,8.876715827200002,0
2017-09-14,10,27.0103382016,0
2017-09-15,13,-9.270575513599997,0
2017-09-16,1,-7.3590310912,2
2017-09-17,5,-3.3072743424000013,1
2017-09-18,11,14.984416051199998,9
2017-09-19,7,8.8210511872,18
2017-09-20,21,-0.8393145343999997,21
2017-09-21,23,-1.4555047935999994,9
2017-09-22,29,4.236020633600001,7
2017-09-23,3,-7.750497075199999,5
2017-09-24,1,-2.2595869696000004,5
2017-09-25,22,12.5333184512,6
2017-09-26,18,14.366832947200002,12
2017-09-27,9,-1.8410896383999962,1
2017-09-28,17,-0.40471306239999905,13
2017-09-29,11,4.101900288,3
2017-09-30,0,-0.6437431295999998,0
2017-10-01,0,-3.2105422848000007,0
2017-10-02,10,6.827775488,7
2017-10-03,16,7.220865843200001,31
2017-10-04,17,0.37451878400000105,0
2017-10-05,14,-1.1511402495999992,6
2017-10-06,13,1.4644981760000002,24
2017-10-07,2,-0.4744536064000009,6
2017-10-08,2,1.4276954112000002,0
2017-10-09,8,4.3742168064,13
2017-10-10,14,6.2201240576000005,3
2017-10-11,22,8.6622620672,5
2017-10-12,15,-3.4019013631999986,3
2017-10-13,7,-0.09163960319999997,5
2017-10-14,0,-4.3252789248,2
2017-10-15,0,-2.011281817600001,2
2017-10-16,18,-0.22865049600000065,7
2017-10-17,9,1.7856397311999999,9
2017-10-18,12,0.1459278848000003,23
2017-10-19,7,6.4763761664,0
2017-10-20,6,2.2419566592000013,7
2017-10-21,1,-3.5073609728,3
2017-10-22,0,-0.21684961279999992,0
2017-10-23,10,6.0111962112,5
2017-10-24,6,9.7497505792,1
2017-10-25,12,6.712736358400001,1
2017-10-26,17,-6.327889203199998,0
2017-10-27,14,1.9049430015999995,2
2017-10-28,3,-1.6435863552,0
2017-10-29,1,-1.3749175296000007,0
2017-10-30,18,3.4419131392,0
2017-10-31,17,10.1329813504,0
