,facebook/react,sveltejs/svelte,angular/angular
2021-06-27,-0.7774080000000003,8,0.0
2021-06-28,-0.4818944000000003,10,11.0
2021-06-29,0.6450534399999999,12,6.0
2021-06-30,3.519240704,1,10.0
2021-07-01,3.8884016128,1,4.0
2021-07-02,-1.5316288511999998,6,10.0
2021-07-03,-0.7336488960000003,1,1.0
2021-07-04,-0.4392624128000001,0,0.0
2021-07-05,-0.3030421504000001,2,0.0
2021-07-06,-0.22632192000000012,1,0.0
2021-07-07,4.815761408,1,10.0
2021-07-08,10.8453462016,9,20.0
2021-07-09,-0.9218159615999992,1,12.0
2021-07-10,0.3376532479999992,6,0.0
2021-07-11,-1.3040000000000005,1,0.0
2021-07-12,1.2131199999999995,7,41.0
2021-07-13,8.028224,1,5.0
2021-07-14,1.5919488,8,5.0
2021-07-15,1.0170111999999996,0,12.0
2021-07-16,4.271089664000001,0,9.0
2021-07-17,-2.1977330688,2,0.0
2021-07-18,-1.0827957248000004,0,0.0
2021-07-19,2.2664046591999996,0,0.0
2021-07-20,0.8589608960000001,0,21.0
2021-07-21,0.9233626112000004,23,8.0
2021-07-22,0.9528720384000002,6,7.0
2021-07-23,-0.9514008575999999,11,9.0
2021-07-24,-0.5235423231999998,0,1.0
2021-07-25,-0.35037450239999995,0,0.0
2021-07-26,4.79009024,14,5.0
2021-07-27,3.8310538240000005,8,5.0
2021-07-28,1.4591054848,0,9.0
2021-07-29,-0.32756756480000027,0,1.0
2021-07-30,2.0982858751999998,0,4.0
2021-07-31,-1.1446187008000002,0,0.0
2021-08-01,-0.6186240000000004,0,0.0
2021-08-02,5.5590144,1,19.0
2021-08-03,2.4558054400000007,6,15.0
2021-08-04,0.43789772800000026,8,6.0
2021-08-05,0.8082769919999999,0,2.0
2021-08-06,0.9438240767999999,0,2.0
2021-08-07,-0.9992484864000001,0,0.0
2021-08-08,0.4146751487999998,1,0.0
2021-08-09,1.4024524799999998,0,5.0
2021-08-10,1.2068372480000003,0,15.0
2021-08-11,5.133850009600001,0,3.0
2021-08-12,1.3570361344000004,0,5.0
2021-08-13,0.6436964351999999,1,2.0
2021-08-14,-0.12041492480000016,0,0.0
2021-08-15,0.16060497919999972,4,0.0
2021-08-16,3.2808852479999997,2,21.0
2021-08-17,0.7305209856000001,1,8.0
2021-08-18,5.9307671552,0,7.0
2021-08-19,-1.0140387327999996,0,8.0
2021-08-20,4.8118025216,12,1.0
2021-08-21,-1.8888829952,0,0.0
2021-08-22,2.0477596671999994,0,0.0
2021-08-23,1.7642264576,0,3.0
2021-08-24,3.6859887616,6,0.0
2021-08-25,0.2452153344000001,1,12.0
2021-08-26,1.6900477952,0,14.0
2021-08-27,-1.3806414848,8,0.0
2021-08-28,0.25930997759999996,1,0.0
2021-08-29,-0.7257626624,0,0.0
2021-08-30,3.572040704,0,3.0
2021-08-31,-1.1306703871999997,0,0.0
2021-09-01,4.4419135488000006,2,4.0
2021-09-02,-0.35943833599999975,2,14.0
2021-09-03,-0.8229306368000001,0,0.0
2021-09-04,-0.4764787712000002,0,0.0
2021-09-05,-0.31210291200000007,0,0.0
2021-09-06,10.7585437696,0,0.0
2021-09-07,8.614769152000001,0,11.0
2021-09-08,-0.23493980159999994,0,4.0
2021-09-09,3.9031347199999993,0,25.0
2021-09-10,0.5856655359999996,8,9.0
2021-09-11,-0.8869653504000008,0,0.0
2021-09-12,-0.3344128000000006,0,0.0
2021-09-13,0.8868812799999997,0,10.0
2021-09-14,1.8122388480000005,0,17.0
2021-09-15,2.613011353600001,5,20.0
2021-09-16,-1.5383087103999997,0,11.0
2021-09-17,5.2483207168,0,13.0
2021-09-18,-1.6992067583999995,0,0.0
2021-09-19,-0.8005880832000004,0,1.0
2021-09-20,11.4878590976,0,11.0
2021-09-21,10.2246598656,0,10.0
2021-09-22,3.1509752831999998,7,10.0
2021-09-23,-0.23353169920000072,0,29.0
2021-09-24,5.6613622783999995,0,12.0
2021-09-25,-3.005558272,1,0.0
2021-09-26,-1.6711297024000007,1,0.0
2021-09-27,7.867752959999999,0,13.0
2021-09-28,1.3188904960000007,1,7.0
2021-09-29,1.7592660992000004,1,18.0
2021-09-30,4.970973900800001,6,3.0
2021-10-01,-0.4802623488000002,2,85.0
2021-10-02,-0.6687337472000001,0,0.0
2021-10-03,-1.2161580032000003,4,1.0
2021-10-04,1.2526003199999995,0,22.0
2021-10-05,0.027136512000000335,0,13.0
2021-10-06,2.1748445184000005,0,28.0
2021-10-07,-0.0683088895999997,2,8.0
2021-10-08,2.2399263744000004,0,10.0
2021-10-09,-1.0416595967999998,0,1.0
2021-10-10,-0.4945200128000002,1,1.0
2021-10-11,1.6790404095999998,0,6.0
2021-10-12,0.36667545600000007,2,17.0
2021-10-13,2.4528566272,0,11.0
2021-10-14,2.0901543936,0,9.0
2021-10-15,4.9422240768000005,0,8.0
2021-10-16,-1.7243044864,0,0.0
2021-10-17,-0.8286016512000005,3,0.0
2021-10-18,2.48030976,0,17.0
2021-10-19,5.014803456,1,15.0
2021-10-20,2.2553910272,2,5.0
2021-10-21,5.347014553599999,1,10.0
2021-10-22,-1.2909315071999998,1,0.0
2021-10-23,-1.3539423232000003,0,0.0
2021-10-24,0.16028149759999977,1,0.0
2021-10-25,-0.7586969600000002,1,10.0
2021-10-26,-0.5187906560000002,0,15.0
2021-10-27,2.5920211968,0,5.0
2021-10-28,0.09511720960000047,0,4.0
2021-10-29,-0.6330541055999996,0,45.0
2021-10-30,-0.3461019647999999,0,0.0
2021-10-31,2.8218039296,0,0.0
2021-11-01,5.275404288,2,2.0
2021-11-02,0.4607082496000001,3,3.0
2021-11-03,1.9047910399999997,1,12.0
2021-11-04,2.791110144,3,20.0
2021-11-05,-0.46600376320000003,0,18.0
2021-11-06,0.041828249599999534,1,0.0
2021-11-07,-0.7972249600000003,0,0.0
2021-11-08,2.475410944,2,15.0
2021-11-09,4.997381836800001,3,17.0
2021-11-10,-1.7352228863999997,0,25.0
2021-11-11,1.1942264831999996,1,0.0
2021-11-12,1.0788855808000002,0,0.0
2021-11-13,-0.9193998336,0,0.0
2021-11-14,-0.49735946240000023,1,0.0
2021-11-15,10.6509776896,1,3.0
2021-11-16,2.5370045440000006,2,9.0
2021-11-17,-2.0956639232,1,9.0
2021-11-18,2.9224728575999994,0,8.0
2021-11-19,0.5277711359999999,5,13.0
2021-11-20,-1.2226101248,0,1.0
2021-11-21,-0.7293355008000004,0,1.0
2021-11-22,-0.5187379200000003,0,6.0
2021-11-23,2.5877575680000007,1,7.0
2021-11-24,0.05811138560000084,0,14.0
2021-11-25,2.3890887679999997,0,0.0
2021-11-26,-0.9154042879999998,1,0.0
2021-11-27,-0.4674528256,0,0.0
2021-11-28,-0.2791467008000001,0,0.0
2021-11-29,-0.18762240000000008,0,14.0
2021-11-30,0.8521830399999999,2,19.0
2021-12-01,-0.3213762559999998,3,10.0
2021-12-02,4.8174240768,3,4.0
2021-12-03,0.8963675136000004,1,3.0
2021-12-04,0.12899194879999987,0,0.0
2021-12-05,-0.6255360000000003,0,0.0
2021-12-06,1.6355711999999998,1,1.0
2021-12-07,0.34019327999999993,0,4.0
2021-12-08,8.438796287999999,0,10.0
2021-12-09,-1.1394965503999996,0,5.0
2021-12-10,-0.16142080000000036,1,6.0
2021-12-11,-0.9047208960000002,0,0.0
2021-12-12,-0.5361200128000001,0,0.0
2021-12-13,1.6218244095999998,8,0.0
2021-12-14,2.311302656,1,16.0
2021-12-15,5.0023683072,0,7.0
2021-12-16,-1.7153142783999995,0,1.0
2021-12-17,0.16526141439999986,1,0.0
2021-12-18,-0.6667290624000002,0,0.0
2021-12-19,-0.41153495040000015,0,0.0
2021-12-20,-0.29635584000000015,0,0.0
2021-12-21,2.764271616,2,0.0
2021-12-22,0.20480184320000028,0,0.0
2021-12-23,1.4158368768000003,0,0.0
2021-12-24,-0.7157428223999999,2,0.0
2021-12-25,-0.3231877120000002,1,0.0
2021-12-26,-0.21867735040000008,0,0.0
2021-12-27,-0.15402240000000006,2,0.0
2021-12-28,-0.12228096000000008,2,0.0
2021-12-29,-0.10094745599999985,0,0.0
2021-12-30,-0.08564920319999986,1,0.0
2021-12-31,-0.041244774399999844,0,0.0
2022-01-01,-0.02493870079999993,1,0.0
2022-01-02,0.0,1,0.0
2022-01-03,0.0,2,0.0
2022-01-04,2.0,3,48.0
2022-01-05,0.6000000000000001,1,12.0
2022-01-06,-0.3600000000000001,9,15.0
2022-01-07,0.8239999999999998,0,10.0
2022-01-08,-0.31520000000000004,1,0.0
2022-01-09,-0.1646720000000001,3,0.0
2022-01-10,0.8856063999999999,0,8.0
2022-01-11,1.71211776,5,13.0
2022-01-12,1.4487618560000002,6,6.0
2022-01-13,0.33224478720000006,0,10.0
2022-01-14,-0.5189960704000002,11,0.0
2022-01-15,-0.28312371200000014,1,1.0
2022-01-16,-0.19917015040000008,1,0.0
2022-01-17,-0.14245632000000008,0,0.0
2022-01-18,0.885365248,0,8.0
2022-01-19,2.7044729856000003,0,10.0
2022-01-20,5.2493591552000005,0,7.0
2022-01-21,1.4726735872,0,7.0
2022-01-22,-1.2700693504000005,0,0.0
2022-01-23,-0.6543360000000005,0,0.0
2022-01-24,1.5573631999999997,1,27.0
2022-01-25,-0.7322291200000001,1,3.0
2022-01-26,1.5756513279999997,7,35.0
2022-01-27,0.28552079360000016,2,13.0
2022-01-28,0.39828551680000035,0,9.0
2022-01-29,-0.5450512383999997,0,0.0
2022-01-30,-0.27346565120000005,0,0.0
2022-01-31,-0.1665254400000001,1,32.0
2022-02-01,3.871230976,1,14.0
2022-02-02,0.0952430592000002,7,16.0
2022-02-03,-0.5861309440000002,1,20.0
2022-02-04,0.6717468671999999,0,8.0
2022-02-05,-0.4092570623999999,0,0.0
2022-02-06,-0.2282133504000001,0,0.0
2022-02-07,2.8447488,0,11.0
2022-02-08,1.2782643200000001,0,13.0
2022-02-09,4.259986432,1,9.0
2022-02-10,1.6113060864000002,0,1.0
2022-02-11,3.7738039295999997,0,3.0
2022-02-12,-1.6381957120000001,0,0.0
2022-02-13,-0.8368277504000006,0,0.0
2022-02-14,-0.5601177600000004,1,9.0
2022-02-15,-0.42376857599999995,0,2.0
2022-02-16,1.6602165248,0,12.0
2022-02-17,3.3501985792000006,2,2.0
2022-02-18,0.8498565120000003,0,12.0
2022-02-19,0.07465338880000016,1,0.0
2022-02-20,-0.681546752,0,0.0
2022-02-21,0.6385279999999998,0,0.0
2022-02-22,-0.4582016000000001,1,6.0
2022-02-23,7.719759359999999,0,7.0
2022-02-24,4.1891240960000005,0,17.0
2022-02-25,3.9896282112,1,6.0
2022-02-26,-2.1851155456000004,2,0.0
2022-02-27,-1.0965552128000007,0,0.0
2022-02-28,2.2767159296,1,9.0
2022-03-01,2.867365888,1,9.0
2022-03-02,2.5363280895999996,1,3.0
2022-03-03,0.39676518400000016,6,7.0
2022-03-04,-0.3004413951999998,0,3.0
2022-03-05,-0.9241503743999997,0,0.0
2022-03-06,-0.5486465024000001,1,0.0
2022-03-07,0.6501606399999997,0,11.0
2022-03-08,5.522742784,0,15.0
2022-03-09,1.4909406208000004,0,7.0
2022-03-10,2.7102895104,0,6.0
2022-03-11,-1.4571795455999998,0,0.0
2022-03-12,4.269537587199999,0,0.0
2022-03-13,-0.47891415040000007,0,0.0
2022-03-14,1.0494924799999996,0,4.0
2022-03-15,3.0006215679999997,0,3.0
2022-03-16,2.5927090176000003,0,6.0
2022-03-17,0.4370338816000001,1,2.0
2022-03-18,-0.2018388992000002,0,0.0
2022-03-19,-0.8924118016000002,0,0.0
2022-03-20,0.45773312,0,0.0
2022-03-21,0.390352896,1,9.0
2022-03-22,0.44466114560000003,0,5.0
2022-03-23,1.4554099712000002,0,1.0
2022-03-24,3.2766895104000002,0,18.0
2022-03-25,3.8372844544,0,20.0
2022-03-26,-1.5348912128,0,2.0
2022-03-27,-0.7345608704000005,0,0.0
2022-03-28,0.5227847679999997,0,5.0
2022-03-29,8.4452146176,0,24.0
2022-03-30,6.849894297600001,3,5.0
2022-03-31,0.22090434559999972,2,2.0
2022-04-01,1.0472768511999995,1,2.0
2022-04-02,-1.7217519616,0,0.0
2022-04-03,0.001000447999999654,0,0.0
2022-04-04,2.12459008,1,6.0
2022-04-05,1.792004608,0,3.0
2022-04-06,0.6798063616000003,3,2.0
2022-04-07,6.8286198784000005,0,7.0
2022-04-08,17.7634965504,12,5.0
2022-04-09,-3.0144079871999994,0,0.0
2022-04-10,-2.6434291712000015,1,0.0
2022-04-11,8.433673727999999,3,19.0
2022-04-12,1.8804417536000004,8,32.0
2022-04-13,-1.6557750272000007,1,6.0
2022-04-14,-0.7412452352000007,3,8.0
2022-04-15,-0.37543239679999996,0,10.0
2022-04-16,0.8272775168000013,7,0.0
2022-04-17,-1.1717304319999995,0,0.0
2022-04-18,-0.5634859008000003,0,15.0
2022-04-19,2.5959244800000003,2,5.0
2022-04-20,4.073276416000001,5,32.0
2022-04-21,-0.4051619839999998,0,9.0
2022-04-22,0.1713586175999997,0,4.0
2022-04-23,-0.6815105024000001,0,0.0
2022-04-24,-0.41385277440000007,0,0.0
2022-04-25,0.7044948992,1,3.0
2022-04-26,6.58793984,0,7.0
2022-04-27,-0.6537615359999998,0,19.0
2022-04-28,1.0452978687999999,0,10.0
2022-04-29,-0.943261184,0,9.0
2022-04-30,-0.4955930624000002,11,0.0
2022-05-01,-0.3412501504000002,0,0.0
2022-05-02,-0.2526643200000001,0,21.0
2022-05-03,5.795624448,1,9.0
2022-05-04,-0.37096765439999935,1,15.0
2022-05-05,2.1844733952,0,16.0
2022-05-06,1.9907552256,1,5.0
2022-05-07,-1.1145387008,0,0.0
2022-05-08,-0.5708160000000004,0,0.0
2022-05-09,-0.39290880000000017,0,19.0
2022-05-10,0.7006028799999998,0,8.0
2022-05-11,0.5588526080000004,0,4.0
2022-05-12,4.5187296256,0,6.0
2022-05-13,-0.2344126463999996,2,8.0
2022-05-14,0.2378288127999999,0,0.0
2022-05-15,-0.6165440512000001,0,0.0
2022-05-16,1.6580351999999998,1,23.0
2022-05-17,-0.64663552,1,6.0
2022-05-18,3.647405568,3,5.0
2022-05-19,0.9465445376000001,0,3.0
2022-05-20,0.09103656960000017,0,4.0
2022-05-21,-0.6967331840000001,0,2.0
2022-05-22,-0.37811466240000013,0,0.0
2022-05-23,2.7363332095999997,0,28.0
2022-05-24,0.20483737600000018,0,7.0
2022-05-25,2.4009608192,0,7.0
2022-05-26,1.0641669120000001,0,2.0
2022-05-27,1.1156204544000001,0,9.0
2022-05-28,0.1464655871999999,0,0.0
2022-05-29,-0.6560917504000002,0,0.0
2022-05-30,0.6089830399999998,0,0.0
2022-05-31,6.512351744,2,11.0
2022-06-01,0.29189447680000025,0,6.0
2022-06-02,-1.1638795264000001,0,15.0
2022-06-03,0.3499342847999998,1,9.0
2022-06-04,-0.6273768447999999,0,0.0
2022-06-05,-0.3857072128000001,0,0.0
2022-06-06,7.7285303296,0,20.0
2022-06-07,1.1926676480000002,0,4.0
2022-06-08,5.5874272256,1,6.0
2022-06-09,-1.1604896767999997,0,2.0
2022-06-10,0.7853345791999995,0,21.0
2022-06-11,-1.1354757120000003,0,0.0
2022-06-12,-0.6957077504000003,2,0.0
2022-06-13,4.49494784,0,6.0
2022-06-14,4.598380544,0,6.0
2022-06-15,0.06709422080000027,0,9.0
2022-06-16,0.6840936447999999,0,3.0
2022-06-17,2.8484733952,0,3.0
2022-06-18,0.5734752256,0,0.0
2022-06-19,0.8365012991999996,0,0.0
2022-06-20,-0.07747840000000039,2,0.0
2022-06-21,0.14417152,0,17.0
2022-06-22,-0.7687280639999997,0,14.0
2022-06-23,1.5345678336000002,0,6.0
2022-06-24,-0.6949506047999998,0,9.0
2022-06-25,0.6236634112000001,1,1.0
2022-06-26,0.5455289344000002,0,0.0
2022-06-27,0.5617303552000001,0,25.0
2022-06-28,1.5646748672,0,18.0
2022-06-29,3.3706853376,0,32.0
2022-06-30,5.8865412096,1,9.0
2022-07-01,-1.924340224,2,15.0
2022-07-02,-0.9070302208000006,0,0.0
2022-07-03,-0.5732152320000002,0,0.0
2022-07-04,-0.42198538240000005,4,0.0
2022-07-05,1.6788222976,0,0.0
2022-07-06,1.3480467456,2,18.0
2022-07-07,1.2390234112000003,1,6.0
2022-07-08,3.1934086144000005,0,14.0
2022-07-09,-1.2104854527999998,0,0.0
2022-07-10,-0.5342720000000004,3,0.0
2022-07-11,0.6488703999999997,5,22.0
2022-07-12,9.53981696,1,19.0
2022-07-13,0.7143695360000004,0,17.0
2022-07-14,-0.6172827648000005,2,7.0
2022-07-15,-1.0750210048000004,1,8.0
2022-07-16,-0.6680255488,0,0.0
2022-07-17,-0.4744662016000001,4,0.0
2022-07-18,1.6685772799999998,0,16.0
2022-07-19,4.329522688,3,9.0
2022-07-20,-1.3875554303999993,0,10.0
2022-07-21,2.31921664,0,4.0
2022-07-22,0.04100423680000009,0,6.0
2022-07-23,-0.6715413504000003,0,0.0
2022-07-24,-0.39253760000000026,0,0.0
2022-07-25,1.7152025599999998,2,0.0
2022-07-26,0.37638297600000015,0,0.0
2022-07-27,-0.5436996607999998,1,0.0
2022-07-28,-0.30955571200000004,2,0.0
2022-07-29,1.824710144,0,0.0
2022-07-30,0.4635322368000002,0,0.0
2022-07-31,-0.4388629504000001,0,0.0
2022-08-01,-0.23028224000000017,2,24.0
2022-08-02,0.8390978560000001,2,5.0
2022-08-03,1.6760015872,0,4.0
2022-08-04,-0.5588629504,0,10.0
2022-08-05,0.7377177599999998,0,6.0
2022-08-06,-0.37530214399999995,2,0.0
2022-08-07,-0.2120624128,0,0.0
2022-08-08,0.8680298496,3,13.0
2022-08-09,-0.29138432000000003,0,6.0
2022-08-10,0.846222848,0,6.0
2022-08-11,1.6903264256000001,0,5.0
2022-08-12,2.4445345792,0,7.0
2022-08-13,-0.847923712,0,0.0
2022-08-14,-0.40249815040000025,2,0.0
2022-08-15,-0.2536627200000001,0,2.0
2022-08-16,0.813311488,0,62.0
2022-08-17,0.6531383296,0,5.0
2022-08-18,0.610472448,0,8.0
2022-08-19,0.5799750656,1,0.0
2022-08-20,-0.42970183679999985,0,0.0
2022-08-21,0.7754559487999999,0,0.0
2022-08-22,0.6724352,0,24.0
