,facebook/react,sveltejs/svelte,angular/angular
2020-11-16,2.0,1,20.0
2020-11-17,1.6,1,12.0
2020-11-18,2.44,5,28.0
2020-11-19,-0.8560000000000001,2,23.0
2020-11-20,3.5967999999999996,0,19.0
2020-11-21,-1.062272,0,1.0
2020-11-22,-0.5127296000000003,0,0.0
2020-11-23,-0.34331904000000024,8,13.0
2020-11-24,-0.258315264,4,26.0
2020-11-25,-0.2066382847999999,0,16.0
2020-11-26,-0.1498170367999998,0,0.0
2020-11-27,-0.10511493119999993,1,0.0
2020-11-28,-0.05755084799999976,1,0.0
2020-11-29,-0.04987740159999986,0,0.0
2020-11-30,2.0,3,15.0
2020-12-01,3.6,1,11.0
2020-12-02,0.040000000000000036,3,26.0
2020-12-03,1.3839999999999997,0,14.0
2020-12-04,5.2608,0,7.0
2020-12-05,-0.593472,0,4.0
2020-12-06,0.0473983999999994,1,2.0
2020-12-07,5.22369536,1,7.0
2020-12-08,6.302416896,0,34.0
2020-12-09,5.5449101312,2,17.0
2020-12-10,2.1921726463999995,0,23.0
2020-12-11,-0.41436989440000094,1,3.0
2020-12-12,-1.7546364928000002,0,1.0
2020-12-13,-0.10179133440000032,0,2.0
2020-12-14,1.0398642175999997,3,19.0
2020-12-15,-0.07251978239999968,0,11.0
2020-12-16,0.11345244160000045,1,6.0
2020-12-17,1.2500523008000006,0,6.0
2020-12-18,8.1737171968,0,1.0
2020-12-19,-2.2042229759999996,0,0.0
2020-12-20,-0.9578590208000006,1,0.0
2020-12-21,0.40659404799999965,0,15.0
2020-12-22,1.3679277056,0,7.0
2020-12-23,-0.8069347328,0,5.0
2020-12-24,-0.4525697024000002,3,0.0
2020-12-25,-0.3231852544,0,2.0
2020-12-26,-0.2471641087999994,0,0.0
2020-12-27,-0.1837249535999997,0,0.0
2020-12-28,-0.05778432000000003,0,0.0
2020-12-29,-0.04824115199999996,1,0.0
2020-12-30,-0.041244774399999844,1,0.0
2020-12-31,-0.02493870079999993,1,0.0
2021-01-01,0.0,0,0.0
2021-01-02,0.0,13,0.0
2021-01-03,0.0,0,0.0
2021-01-04,3.0,6,0.0
2021-01-05,-0.5999999999999999,0,24.0
2021-01-06,-0.2400000000000002,0,26.0
2021-01-07,-0.1440000000000001,0,26.0
2021-01-08,-0.10080000000000003,0,18.0
2021-01-09,-0.07660800000000004,0,1.0
2021-01-10,-0.06128640000000003,0,1.0
2021-01-11,0.9492198399999999,0,36.0
2021-01-12,2.7568368640000003,0,0.0
2021-01-13,1.2825919488000002,0,14.0
2021-01-14,2.312,0,12.0
2021-01-15,1.0623999999999998,0,8.0
2021-01-16,-0.8623360000000002,0,1.0
2021-01-17,-0.46823680000000034,0,0.0
2021-01-18,0.6739148799999999,3,1.0
2021-01-19,8.550166528,1,12.0
2021-01-20,1.9181556736000003,1,3.0
2021-01-21,-0.7258212352000002,0,23.0
2021-01-22,2.9124447231999997,1,6.0
2021-01-23,-1.4661194752,1,2.0
2021-01-24,-0.7775915008000004,0,2.0
2021-01-25,4.47147008,6,17.0
2021-01-26,0.5916206079999999,3,8.0
2021-01-27,3.8677615616,1,18.0
2021-01-28,-0.6684169215999995,1,18.0
2021-01-29,1.0040280063999996,13,8.0
2021-01-30,-0.9849001984,1,0.0
2021-01-31,-0.5790934016000002,0,0.0
2021-02-01,2.6172288,1,0.0
2021-02-02,3.0993280000000003,0,12.0
2021-02-03,7.712743424,0,11.0
2021-02-04,4.581338419200001,1,5.0
2021-02-05,0.47661209599999976,0,3.0
2021-02-06,-0.8442527744000006,0,0.0
2021-02-07,-1.2667691008000006,0,0.0
2021-02-08,4.178480639999999,5,1.0
2021-02-09,3.3777187840000003,0,65.0
2021-02-10,3.0994910208,0,15.0
2021-02-11,7.9753237504,2,21.0
2021-02-12,-2.0921470975999994,0,9.0
2021-02-13,-1.6830553088000004,0,12.0
2021-02-14,-1.0096197632000004,0,4.0
2021-02-15,-0.7109269504000003,3,0.0
2021-02-16,2.45232384,0,33.0
2021-02-17,0.9512570880000004,2,14.0
2021-02-18,1.0360186880000002,0,6.0
2021-02-19,-0.9271505919999994,0,25.0
2021-02-20,-0.49588121599999985,0,0.0
2021-02-21,-0.2522773504000001,0,0.0
2021-02-22,2.8204416,0,11.0
2021-02-23,2.25729024,0,14.0
2021-02-24,0.04212582400000009,0,25.0
2021-02-25,2.3159630848,6,0.0
2021-02-26,2.0214858752000002,1,27.0
2021-02-27,-1.0903467008,1,0.0
2021-02-28,0.4445055999999996,0,0.0
2021-03-01,0.4175974399999999,4,13.0
2021-03-02,1.428219904,0,1.0
2021-03-03,-0.7633923071999997,0,20.0
2021-03-04,-0.4054623232000001,0,15.0
2021-03-05,0.7384513536000001,1,6.0
2021-03-06,-0.3937359871999997,0,3.0
2021-03-07,3.7941644288,0,2.0
2021-03-08,8.079827968,0,24.0
2021-03-09,-1.2143105024,0,20.0
2021-03-10,4.821219225599999,0,6.0
2021-03-11,1.1082324991999999,0,9.0
2021-03-12,-0.5494707200000004,0,15.0
2021-03-13,0.9124730879999996,0,0.0
2021-03-14,-1.1151714304000002,0,2.0
2021-03-15,3.307663872,0,12.0
2021-03-16,4.6749256704,0,11.0
2021-03-17,2.0978054144000002,0,12.0
2021-03-18,0.30692341759999997,0,13.0
2021-03-19,3.6818364416,0,9.0
2021-03-20,-1.7413932032,0,1.0
2021-03-21,-0.9065759744000005,0,0.0
2021-03-22,7.3754376191999995,0,12.0
2021-03-23,0.9401016320000002,4,17.0
2021-03-24,5.3875518464,9,6.0
2021-03-25,5.7076356096000005,0,0.0
2021-03-26,3.2639135744,0,0.0
2021-03-27,-0.5779652608000001,0,0.0
2021-03-28,4.198414848,1,0.0
2021-03-29,-1.2922521600000003,1,8.0
2021-03-30,5.509228544,8,17.0
2021-03-31,0.5867486208000003,3,1.0
2021-04-01,8.1432194048,1,25.0
2021-04-02,-3.1076210687999994,0,10.0
2021-04-03,-1.5472433152000002,0,0.0
2021-04-04,-0.9851326464000003,0,0.0
2021-04-05,0.3161987072000003,0,9.0
2021-04-06,3.2756627456,0,15.0
2021-04-07,3.7517485056,0,26.0
2021-04-08,4.3322842112,1,4.0
2021-04-09,7.9931148288000005,1,6.0
2021-04-10,-2.004629504,0,0.0
2021-04-11,0.421427199999999,1,0.0
2021-04-12,1.6120780799999994,3,21.0
2021-04-13,0.5185454079999996,0,34.0
2021-04-14,10.6978134016,0,41.0
2021-04-15,4.7755997184000005,0,13.0
2021-04-16,0.853758976,1,17.0
2021-04-17,-2.4362855424000003,0,6.0
2021-04-18,-1.3924930560000004,0,0.0
2021-04-19,2.0998854656,1,41.0
2021-04-20,5.7142111232,0,18.0
2021-04-21,0.8251214847999999,3,11.0
2021-04-22,1.2812797952000003,1,19.0
2021-04-23,1.3907592192000005,0,9.0
2021-04-24,-0.4531136511999998,1,1.0
2021-04-25,-0.9747158016000003,0,2.0
2021-04-26,2.4048102399999998,0,38.0
2021-04-27,7.951655424,0,19.0
2021-04-28,11.5996034048,0,17.0
2021-04-29,-2.9320511488,0,18.0
2021-04-30,-1.0045801472000013,18,16.0
2021-05-01,-0.42850590720000037,3,1.0
2021-05-02,-1.1413061632000003,0,0.0
2021-05-03,7.2337872895999995,4,26.0
2021-05-04,3.8113571840000002,0,9.0
2021-05-05,2.6765636608000003,0,22.0
2021-05-06,-0.24054364159999952,0,21.0
2021-05-07,4.4168858624,0,16.0
2021-05-08,-1.0496717824,0,0.0
2021-05-09,-1.2875034624000006,0,2.0
2021-05-10,-0.8333359104000004,0,24.0
2021-05-11,0.38052198400000026,0,11.0
2021-05-12,2.3016117248000008,0,5.0
2021-05-13,-0.008716902399999338,0,10.0
2021-05-14,1.298888704,0,9.0
2021-05-15,-0.7857916927999997,0,0.0
2021-05-16,-0.42353981439999994,2,0.0
2021-05-17,0.7608938496,0,5.0
2021-05-18,6.62905088,1,21.0
2021-05-19,2.383331328,1,16.0
2021-05-20,5.4785831936,1,9.0
2021-05-21,-1.1752492032,0,11.0
2021-05-22,-1.2539807744000007,0,0.0
2021-05-23,-0.7745195008000003,0,6.0
2021-05-24,0.45472767999999975,0,17.0
2021-05-25,4.373058048,0,47.0
2021-05-26,0.5705721856000006,2,25.0
2021-05-27,1.8682478592,1,27.0
2021-05-28,-1.2011181055999995,0,4.0
2021-05-29,-0.6312091648,6,0.0
2021-05-30,-0.3717781504000002,2,0.0
2021-05-31,0.7290572799999999,0,0.0
2021-06-01,3.583513088,1,19.0
2021-06-02,2.9404522496000003,1,16.0
2021-06-03,9.690097664,0,29.0
2021-06-04,2.1862981632000005,0,8.0
2021-06-05,-0.26934405120000093,0,0.0
2021-06-06,-1.5849728000000007,0,0.0
2021-06-07,2.029614079999999,0,16.0
2021-06-08,3.691294208,0,29.0
2021-06-09,-0.7973238783999999,0,9.0
2021-06-10,0.8091618303999999,0,8.0
2021-06-11,6.8455665664000005,0,2.0
2021-06-12,-2.295562854399999,0,0.0
2021-06-13,-1.0496885760000005,1,0.0
2021-06-14,6.3454011392,0,18.0
2021-06-15,5.131902464,3,1.0
2021-06-16,-0.3314189312,0,20.0
2021-06-17,0.4299816959999996,0,8.0
2021-06-18,-1.3078585344000002,0,15.0
2021-06-19,-0.8099923967999998,2,0.0
2021-06-20,-0.5847084032,0,0.0
2021-06-21,-0.3797606400000002,0,13.0
2021-06-22,2.6888693760000004,18,7.0
2021-06-23,2.1372895232000007,0,2.0
2021-06-24,4.0100856832,1,18.0
2021-06-25,0.5622858752000002,1,3.0
2021-06-26,-0.06973870080000033,13,0.0
