,gcc-mirror/gcc,golang/go,llvm/llvm-project
2016-07-07,25,3,100
2016-07-08,20,7,138
2016-07-09,2,0,53
2016-07-10,2,0,29
2016-07-11,18,5,91
2016-07-12,18,4,104
2016-07-13,29,7,108
2016-07-14,29,1,150
2016-07-15,35,4,147
2016-07-16,3,3,48
2016-07-17,2,1,43
2016-07-18,14,12,151
2016-07-19,19,1,131
2016-07-20,28,5,139
2016-07-21,32,8,148
2016-07-22,27,2,126
2016-07-23,2,1,40
2016-07-24,11,1,48
2016-07-25,34,1,114
2016-07-26,23,8,106
2016-07-27,17,4,110
2016-07-28,27,2,115
2016-07-29,32,1,134
2016-07-30,8,0,34
2016-07-31,16,0,25
2016-08-01,30,1,88
2016-08-02,21,10,137
2016-08-03,28,1,106
2016-08-04,36,5,98
2016-08-05,20,4,97
2016-08-06,13,2,52
2016-08-07,8,1,27
2016-08-08,23,2,91
2016-08-09,35,4,102
2016-08-10,20,4,116
2016-08-11,25,3,128
2016-08-12,22,0,134
2016-08-13,6,0,35
2016-08-14,5,0,26
2016-08-15,20,5,100
2016-08-16,17,65,105
2016-08-17,26,29,132
2016-08-18,23,21,140
2016-08-19,24,18,148
2016-08-20,4,3,39
2016-08-21,2,18,17
2016-08-22,20,27,81
2016-08-23,23,44,97
2016-08-24,11,14,90
2016-08-25,8,19,88
2016-08-26,20,23,93
2016-08-27,6,4,39
2016-08-28,7,6,25
2016-08-29,19,20,77
2016-08-30,19,30,145
2016-08-31,19,21,135
2016-09-01,21,11,100
2016-09-02,13,12,122
2016-09-03,3,2,43
2016-09-04,9,11,37
2016-09-05,14,7,41
2016-09-06,11,19,83
2016-09-07,8,13,119
2016-09-08,4,30,119
2016-09-09,17,18,114
2016-09-10,14,12,28
2016-09-11,7,17,35
2016-09-12,14,23,93
2016-09-13,19,18,145
2016-09-14,18,24,135
2016-09-15,17,24,117
2016-09-16,22,32,113
2016-09-17,3,9,44
2016-09-18,4,3,27
2016-09-19,22,13,77
2016-09-20,28,18,84
2016-09-21,32,16,81
2016-09-22,36,9,84
2016-09-23,68,7,103
2016-09-24,7,4,27
2016-09-25,8,10,23
2016-09-26,28,20,86
2016-09-27,34,21,94
2016-09-28,30,8,91
2016-09-29,25,17,144
2016-09-30,29,14,161
2016-10-01,4,7,67
2016-10-02,3,4,25
2016-10-03,17,16,82
2016-10-04,16,27,112
2016-10-05,44,30,137
2016-10-06,19,22,98
2016-10-07,27,11,100
2016-10-08,11,2,56
2016-10-09,9,7,22
2016-10-10,36,5,120
2016-10-11,47,18,125
2016-10-12,57,42,127
2016-10-13,60,23,92
2016-10-14,39,3,114
2016-10-15,10,8,21
2016-10-16,7,6,36
2016-10-17,35,43,84
2016-10-18,25,33,109
2016-10-19,24,35,112
2016-10-20,27,16,116
2016-10-21,38,15,103
2016-10-22,6,9,28
2016-10-23,8,2,23
2016-10-24,32,41,88
2016-10-25,35,52,100
2016-10-26,41,35,111
2016-10-27,23,38,107
2016-10-28,24,69,110
2016-10-29,7,12,28
2016-10-30,7,10,21
2016-10-31,29,28,120
2016-11-01,24,33,113
2016-11-02,34,19,96
2016-11-03,21,50,102
2016-11-04,22,19,40
2016-11-05,8,11,26
2016-11-06,6,1,33
2016-11-07,40,20,87
2016-11-08,26,17,115
2016-11-09,29,8,106
2016-11-10,24,25,106
2016-11-11,14,30,152
2016-11-12,9,12,52
2016-11-13,19,7,50
2016-11-14,29,6,121
2016-11-15,46,14,128
2016-11-16,53,19,117
2016-11-17,40,22,104
2016-11-18,25,11,117
2016-11-19,13,1,57
2016-11-20,10,2,38
2016-11-21,34,8,82
2016-11-22,32,21,96
2016-11-23,67,8,103
2016-11-24,30,3,65
2016-11-25,28,1,48
2016-11-26,2,1,34
2016-11-27,12,0,20
2016-11-28,31,6,68
2016-11-29,30,20,126
2016-11-30,59,21,77
2016-12-01,38,31,116
2016-12-02,50,8,98
2016-12-03,11,3,51
2016-12-04,4,3,21
2016-12-05,16,7,108
2016-12-06,36,10,124
2016-12-07,32,13,103
2016-12-08,33,11,134
2016-12-09,25,22,113
2016-12-10,8,3,44
2016-12-11,9,1,51
2016-12-12,24,6,86
2016-12-13,21,11,101
2016-12-14,28,13,119
2016-12-15,48,20,149
2016-12-16,23,6,114
2016-12-17,9,0,37
2016-12-18,5,0,20
2016-12-19,26,7,74
2016-12-20,13,14,65
2016-12-21,37,11,73
2016-12-22,14,4,98
2016-12-23,3,3,73
2016-12-24,4,2,37
2016-12-25,1,0,26
2016-12-26,8,0,27
2016-12-27,14,0,80
2016-12-28,4,1,53
2016-12-29,9,1,37
2016-12-30,10,1,45
2016-12-31,1,1,21
2017-01-01,8,0,11
2017-01-02,6,3,40
2017-01-03,21,5,66
2017-01-04,32,6,118
2017-01-05,33,8,141
2017-01-06,58,11,111
2017-01-07,8,6,67
2017-01-08,7,1,34
2017-01-09,30,7,102
2017-01-10,29,13,108
2017-01-11,33,4,104
2017-01-12,38,10,105
2017-01-13,63,9,102
2017-01-14,10,4,55
2017-01-15,6,0,43
2017-01-16,27,4,86
2017-01-17,35,5,117
2017-01-18,38,4,113
2017-01-19,53,2,81
2017-01-20,53,6,131
2017-01-21,13,1,45
2017-01-22,9,0,33
2017-01-23,58,1,79
2017-01-24,28,9,129
2017-01-25,21,7,113
2017-01-26,34,5,112
2017-01-27,25,1,92
2017-01-28,8,1,54
2017-01-29,2,2,43
2017-01-30,19,2,123
2017-01-31,27,3,133
2017-02-01,17,34,105
2017-02-02,20,29,120
2017-02-03,26,28,79
2017-02-04,7,9,41
2017-02-05,13,1,49
2017-02-06,29,16,90
2017-02-07,19,31,114
2017-02-08,15,21,144
2017-02-09,21,25,122
2017-02-10,21,26,130
2017-02-11,14,9,71
2017-02-12,7,3,51
2017-02-13,25,24,71
2017-02-14,26,21,110
2017-02-15,17,17,123
2017-02-16,15,12,108
2017-02-17,22,19,133
2017-02-18,8,4,68
2017-02-19,12,7,39
2017-02-20,27,1,53
2017-02-21,26,22,99
2017-02-22,18,15,107
2017-02-23,16,8,127
2017-02-24,28,21,136
2017-02-25,8,6,72
2017-02-26,4,1,27
2017-02-27,13,15,107
2017-02-28,23,26,127
2017-03-01,18,28,152
2017-03-02,24,27,105
2017-03-03,27,19,87
2017-03-04,5,12,50
2017-03-05,5,2,10
2017-03-06,25,32,106
2017-03-07,11,24,123
2017-03-08,13,11,76
2017-03-09,31,14,80
2017-03-10,28,9,101
2017-03-11,10,4,39
2017-03-12,6,2,24
2017-03-13,19,17,93
2017-03-14,16,19,102
2017-03-15,20,10,123
2017-03-16,23,15,96
2017-03-17,19,26,130
2017-03-18,10,4,27
2017-03-19,3,9,34
2017-03-20,26,21,88
2017-03-21,27,25,135
2017-03-22,27,25,99
2017-03-23,13,23,103
2017-03-24,32,25,83
2017-03-25,6,7,32
2017-03-26,4,7,43
2017-03-27,20,11,65
2017-03-28,29,11,72
2017-03-29,11,23,68
2017-03-30,9,25,95
2017-03-31,17,34,123
2017-04-01,1,5,39
2017-04-02,5,1,24
2017-04-03,17,19,58
2017-04-04,18,6,78
2017-04-05,13,10,113
2017-04-06,12,16,136
2017-04-07,19,28,69
2017-04-08,5,4,10
2017-04-09,3,3,11
2017-04-10,26,13,72
2017-04-11,22,16,105
2017-04-12,13,26,133
2017-04-13,10,26,139
2017-04-14,9,8,92
2017-04-15,5,4,25
2017-04-16,2,3,28
2017-04-17,7,20,83
2017-04-18,16,21,112
2017-04-19,19,31,163
2017-04-20,19,22,125
2017-04-21,19,46,129
2017-04-22,1,6,27
2017-04-23,4,7,37
2017-04-24,18,18,130
2017-04-25,127,27,86
2017-04-26,9,33,123
2017-04-27,49,19,98
2017-04-28,36,38,112
2017-04-29,8,7,39
2017-04-30,4,8,22
2017-05-01,23,11,81
2017-05-02,55,8,102
2017-05-03,24,8,101
2017-05-04,34,10,109
2017-05-05,32,8,116
2017-05-06,14,3,25
2017-05-07,4,5,24
2017-05-08,21,4,94
2017-05-09,34,20,116
2017-05-10,30,15,145
2017-05-11,56,7,105
2017-05-12,34,7,110
2017-05-13,7,3,29
2017-05-14,18,3,28
2017-05-15,23,8,108
2017-05-16,33,8,86
2017-05-17,25,8,94
2017-05-18,34,16,78
2017-05-19,26,12,68
2017-05-20,2,2,26
2017-05-21,2,0,26
2017-05-22,27,14,67
2017-05-23,27,14,114
2017-05-24,30,16,111
2017-05-25,29,5,121
2017-05-26,21,7,106
2017-05-27,9,0,34
2017-05-28,4,1,33
2017-05-29,16,3,62
2017-05-30,29,5,73
2017-05-31,27,6,112
2017-06-01,26,2,114
2017-06-02,28,7,116
2017-06-03,4,2,58
2017-06-04,5,0,23
2017-06-05,23,14,56
2017-06-06,22,11,94
2017-06-07,50,16,110
2017-06-08,29,21,87
2017-06-09,30,12,98
2017-06-10,12,0,26
2017-06-11,5,1,17
2017-06-12,22,6,76
2017-06-13,31,16,87
2017-06-14,26,30,76
2017-06-15,13,20,98
2017-06-16,67,9,79
2017-06-17,13,2,23
2017-06-18,7,1,16
2017-06-19,25,4,98
2017-06-20,25,9,91
2017-06-21,41,6,96
2017-06-22,29,13,80
2017-06-23,23,14,109
2017-06-24,4,1,35
2017-06-25,1,1,27
2017-06-26,21,8,85
2017-06-27,31,11,134
2017-06-28,36,19,110
2017-06-29,40,13,135
2017-06-30,26,9,137
2017-07-01,12,0,45
2017-07-02,13,0,26
2017-07-03,37,1,45
2017-07-04,26,1,59
2017-07-05,23,1,109
2017-07-06,27,13,101
2017-07-07,11,8,108
2017-07-08,3,1,32
2017-07-09,7,1,27
2017-07-10,15,1,85
2017-07-11,14,3,119
2017-07-12,13,4,123
2017-07-13,13,4,106
2017-07-14,18,8,87
2017-07-15,5,25,45
2017-07-16,15,3,38
2017-07-17,28,7,77
2017-07-18,23,5,134
2017-07-19,31,4,130
2017-07-20,14,8,128
2017-07-21,26,5,88
2017-07-22,2,1,18
2017-07-23,9,0,26
2017-07-24,14,6,72
2017-07-25,34,6,114
2017-07-26,24,5,131
2017-07-27,20,3,91
2017-07-28,28,1,108
2017-07-29,22,0,38
2017-07-30,4,1,31
2017-07-31,22,4,100
2017-08-01,39,0,123
2017-08-02,21,5,117
2017-08-03,19,6,93
2017-08-04,16,10,139
2017-08-05,2,2,42
2017-08-06,10,1,44
2017-08-07,23,3,75
2017-08-08,16,17,100
2017-08-09,22,24,106
2017-08-10,22,8,110
2017-08-11,13,30,72
2017-08-12,4,4,13
2017-08-13,5,6,19
2017-08-14,13,42,85
2017-08-15,4,51,71
2017-08-16,16,31,76
2017-08-17,21,27,64
2017-08-18,12,39,64
2017-08-19,3,9,55
2017-08-20,5,1,34
2017-08-21,24,15,89
2017-08-22,20,19,75
2017-08-23,15,12,89
2017-08-24,14,22,88
2017-08-25,10,39,62
2017-08-26,1,3,17
2017-08-27,3,1,28
2017-08-28,11,30,81
2017-08-29,35,40,98
2017-08-30,98,22,99
2017-08-31,16,14,99
2017-09-01,25,10,74
2017-09-02,1,2,28
2017-09-03,5,4,35
2017-09-04,24,1,38
2017-09-05,37,7,75
2017-09-06,58,13,73
2017-09-07,17,5,81
2017-09-08,43,14,72
2017-09-09,18,20,34
2017-09-10,4,10,17
2017-09-11,28,22,82
2017-09-12,42,12,98
2017-09-13,40,14,123
2017-09-14,27,9,103
2017-09-15,30,11,102
2017-09-16,6,2,47
2017-09-17,5,2,31
2017-09-18,36,15,94
2017-09-19,16,14,100
2017-09-20,37,29,135
2017-09-21,30,8,96
2017-09-22,21,25,104
2017-09-23,4,6,19
2017-09-24,6,8,16
2017-09-25,28,15,88
2017-09-26,31,10,82
2017-09-27,20,23,98
2017-09-28,19,10,88
2017-09-29,35,7,86
2017-09-30,6,4,40
2017-10-01,4,2,28
2017-10-02,26,9,98
2017-10-03,12,25,118
2017-10-04,32,25,85
2017-10-05,22,27,87
2017-10-06,25,16,92
2017-10-07,10,4,26
2017-10-08,14,3,40
2017-10-09,31,12,53
2017-10-10,40,14,139
2017-10-11,37,45,144
2017-10-12,26,17,107
2017-10-13,33,21,132
2017-10-14,18,3,55
2017-10-15,5,3,42
2017-10-16,22,18,80
2017-10-17,27,16,80
2017-10-18,26,10,84
2017-10-19,31,12,52
2017-10-20,30,13,51
2017-10-21,11,7,27
2017-10-22,11,2,26
2017-10-23,27,5,92
2017-10-24,27,19,137
2017-10-25,21,59,87
2017-10-26,26,11,81
2017-10-27,32,10,101
2017-10-28,7,5,36
2017-10-29,5,12,27
2017-10-30,32,22,84
2017-10-31,31,37,84
2017-11-01,36,27,90
2017-11-02,19,30,121
2017-11-03,28,24,94
2017-11-04,8,7,36
2017-11-05,15,5,16
2017-11-06,37,26,79
2017-11-07,30,16,99
2017-11-08,39,8,97
2017-11-09,50,9,105
2017-11-10,24,21,99
2017-11-11,12,2,40
2017-11-12,4,2,11
2017-11-13,30,15,105
2017-11-14,21,15,93
2017-11-15,40,31,106
2017-11-16,50,30,116
2017-11-17,55,11,84
2017-11-18,9,8,30
2017-11-19,16,5,29
2017-11-20,27,5,71
2017-11-21,40,16,103
2017-11-22,41,21,65
2017-11-23,34,8,52
2017-11-24,14,2,29
2017-11-25,4,3,23
2017-11-26,3,2,18
2017-11-27,19,8,108
2017-11-28,29,9,139
2017-11-29,30,22,113
2017-11-30,21,19,120
2017-12-01,38,34,94
2017-12-02,15,2,28
2017-12-03,7,0,12
2017-12-04,17,8,77
2017-12-05,30,8,139
2017-12-06,20,23,129
2017-12-07,26,13,116
2017-12-08,28,17,95
2017-12-09,5,2,58
2017-12-10,6,2,67
2017-12-11,16,12,100
2017-12-12,31,5,93
2017-12-13,16,9,126
2017-12-14,36,19,112
2017-12-15,30,8,114
2017-12-16,17,1,40
2017-12-17,9,0,20
2017-12-18,20,2,87
2017-12-19,39,2,83
2017-12-20,57,4,97
2017-12-21,51,2,89
2017-12-22,13,1,65
2017-12-23,2,0,22
2017-12-24,3,0,17
2017-12-25,2,1,18
2017-12-26,4,0,16
2017-12-27,9,1,39
2017-12-28,8,0,39
2017-12-29,6,0,26
2017-12-30,5,1,18
2017-12-31,8,2,22
2018-01-01,3,1,23
2018-01-02,37,4,49
2018-01-03,97,8,73
2018-01-04,25,15,57
2018-01-05,13,9,79
2018-01-06,11,5,33
2018-01-07,7,0,30
2018-01-08,27,1,65
2018-01-09,43,13,91
2018-01-10,46,15,97
2018-01-11,80,9,86
2018-01-12,36,2,89
2018-01-13,44,0,26
2018-01-14,20,1,17
2018-01-15,28,3,59
2018-01-16,36,4,63
2018-01-17,44,5,136
2018-01-18,30,1,116
2018-01-19,29,2,97
2018-01-20,6,3,39
2018-01-21,8,1,16
2018-01-22,26,5,79
2018-01-23,29,11,119
2018-01-24,19,5,99
2018-01-25,24,6,90
2018-01-26,33,2,90
2018-01-27,9,0,36
2018-01-28,2,1,13
2018-01-29,18,2,90
2018-01-30,30,7,127
2018-01-31,39,10,95
2018-02-01,26,0,89
2018-02-02,23,5,100
2018-02-03,3,0,23
2018-02-04,6,0,20
2018-02-05,21,3,96
2018-02-06,21,6,122
2018-02-07,31,7,106
2018-02-08,25,1,137
2018-02-09,34,4,107
2018-02-10,4,0,44
2018-02-11,8,1,28
2018-02-12,25,38,101
2018-02-13,35,54,98
2018-02-14,19,46,104
2018-02-15,22,45,133
2018-02-16,41,7,114
2018-02-17,5,9,39
2018-02-18,9,2,16
2018-02-19,21,9,65
2018-02-20,27,27,96
2018-02-21,9,29,82
2018-02-22,28,10,91
2018-02-23,20,17,137
2018-02-24,3,3,44
2018-02-25,5,1,16
2018-02-26,33,22,96
2018-02-27,18,22,113
2018-02-28,31,17,129
2018-03-01,20,23,121
2018-03-02,33,16,114
2018-03-03,13,7,28
2018-03-04,6,7,11
2018-03-05,22,10,71
2018-03-06,16,21,91
2018-03-07,16,22,112
2018-03-08,17,27,114
2018-03-09,23,20,106
2018-03-10,9,7,41
2018-03-11,10,1,18
2018-03-12,20,8,104
2018-03-13,23,16,116
2018-03-14,22,14,132
2018-03-15,20,23,104
2018-03-16,28,4,75
2018-03-17,6,1,21
2018-03-18,11,2,31
2018-03-19,20,11,113
2018-03-20,24,12,136
2018-03-21,38,7,108
2018-03-22,15,9,107
2018-03-23,26,5,131
2018-03-24,4,12,46
2018-03-25,9,6,23
2018-03-26,10,17,126
2018-03-27,24,20,80
2018-03-28,17,16,65
2018-03-29,15,18,103
2018-03-30,11,13,70
2018-03-31,4,5,16
2018-04-01,6,5,29
2018-04-02,8,14,94
2018-04-03,24,19,105
2018-04-04,32,18,109
2018-04-05,33,19,123
2018-04-06,26,17,101
2018-04-07,13,4,43
2018-04-08,10,2,25
2018-04-09,22,15,124
2018-04-10,31,23,116
2018-04-11,20,27,94
2018-04-12,20,14,123
2018-04-13,13,16,105
2018-04-14,4,7,13
2018-04-15,1,10,13
2018-04-16,12,19,72
2018-04-17,24,17,76
2018-04-18,16,14,73
2018-04-19,20,11,88
2018-04-20,17,18,114
2018-04-21,2,6,36
2018-04-22,10,2,29
2018-04-23,10,10,123
2018-04-24,19,20,131
2018-04-25,17,22,111
2018-04-26,22,24,97
2018-04-27,23,12,98
2018-04-28,4,2,28
2018-04-29,3,14,26
2018-04-30,23,18,84
2018-05-01,16,30,83
2018-05-02,30,12,89
2018-05-03,20,18,81
2018-05-04,26,18,101
2018-05-05,4,3,31
2018-05-06,5,7,7
2018-05-07,20,13,100
2018-05-08,31,29,105
2018-05-09,23,16,121
2018-05-10,30,14,116
2018-05-11,15,5,100
2018-05-12,1,3,20
2018-05-13,10,3,18
2018-05-14,17,15,107
2018-05-15,16,6,103
2018-05-16,16,6,160
2018-05-17,22,7,113
2018-05-18,24,7,108
2018-05-19,14,2,22
2018-05-20,11,1,12
2018-05-21,55,11,92
2018-05-22,48,35,106
2018-05-23,59,23,101
2018-05-24,54,10,98
2018-05-25,59,7,78
2018-05-26,8,5,27
2018-05-27,8,1,11
2018-05-28,38,4,20
2018-05-29,48,25,93
2018-05-30,65,19,120
2018-05-31,41,15,100
2018-06-01,24,7,102
2018-06-02,11,1,28
2018-06-03,10,0,24
2018-06-04,25,11,96
2018-06-05,24,9,81
2018-06-06,22,14,92
2018-06-07,19,18,101
2018-06-08,36,8,89
2018-06-09,6,2,16
2018-06-10,6,2,26
2018-06-11,58,14,77
2018-06-12,41,25,106
2018-06-13,27,27,112
2018-06-14,19,15,154
2018-06-15,24,15,86
2018-06-16,7,3,23
2018-06-17,3,3,20
2018-06-18,21,5,79
2018-06-19,26,9,83
2018-06-20,30,11,110
2018-06-21,34,8,123
2018-06-22,24,13,117
2018-06-23,5,1,24
2018-06-24,5,1,8
2018-06-25,27,10,112
2018-06-26,22,10,130
2018-06-27,22,16,103
2018-06-28,26,10,147
2018-06-29,13,16,85
2018-06-30,12,1,26
2018-07-01,8,2,16
2018-07-02,23,12,84
2018-07-03,28,12,80
2018-07-04,28,4,64
2018-07-05,21,3,103
2018-07-06,22,11,75
2018-07-07,10,4,28
2018-07-08,1,3,14
2018-07-09,10,20,115
2018-07-10,10,18,128
2018-07-11,13,15,128
2018-07-12,26,20,105
2018-07-13,19,14,109
2018-07-14,3,1,38
2018-07-15,5,5,26
2018-07-16,70,15,89
2018-07-17,67,18,112
2018-07-18,13,32,99
2018-07-19,19,34,91
2018-07-20,17,11,122
2018-07-21,1,0,12
2018-07-22,3,0,15
2018-07-23,10,4,114
2018-07-24,13,10,114
2018-07-25,25,3,115
2018-07-26,25,1,110
2018-07-27,9,9,93
2018-07-28,2,9,30
2018-07-29,2,3,16
2018-07-30,16,3,115
2018-07-31,101,20,128
2018-08-01,40,18,167
2018-08-02,29,12,111
2018-08-03,17,14,131
2018-08-04,7,2,25
2018-08-05,4,0,14
2018-08-06,21,3,102
2018-08-07,15,6,110
2018-08-08,22,5,89
2018-08-09,17,16,106
2018-08-10,12,13,79
2018-08-11,4,0,16
2018-08-12,7,1,24
2018-08-13,17,3,92
2018-08-14,11,4,98
2018-08-15,22,0,94
2018-08-16,25,3,125
2018-08-17,21,14,113
2018-08-18,4,8,22
2018-08-19,2,0,16
2018-08-20,18,53,82
2018-08-21,59,53,105
2018-08-22,31,53,114
2018-08-23,24,11,91
2018-08-24,18,28,84
2018-08-25,6,7,19
2018-08-26,3,6,16
2018-08-27,23,3,83
2018-08-28,22,13,96
2018-08-29,23,6,112
2018-08-30,21,29,139
2018-08-31,14,11,109
2018-09-01,6,2,11
2018-09-02,5,3,11
2018-09-03,19,7,49
2018-09-04,14,10,85
2018-09-05,21,17,76
2018-09-06,11,9,95
2018-09-07,6,14,126
2018-09-08,6,3,21
2018-09-09,8,3,9
2018-09-10,5,2,107
2018-09-11,15,7,136
2018-09-12,18,10,131
2018-09-13,29,14,98
2018-09-14,26,6,104
2018-09-15,2,3,43
2018-09-16,3,3,12
2018-09-17,18,12,62
2018-09-18,23,12,90
2018-09-19,12,9,74
2018-09-20,17,8,93
2018-09-21,30,0,96
2018-09-22,5,0,36
2018-09-23,7,2,29
2018-09-24,19,17,77
2018-09-25,34,13,133
2018-09-26,65,11,107
2018-09-27,14,14,117
2018-09-28,19,10,86
2018-09-29,6,4,27
2018-09-30,8,1,32
2018-10-01,30,6,117
2018-10-02,23,27,94
2018-10-03,17,29,99
2018-10-04,24,19,92
2018-10-05,24,15,71
2018-10-06,6,11,20
2018-10-07,1,1,17
2018-10-08,25,5,62
2018-10-09,39,16,88
2018-10-10,12,16,116
2018-10-11,27,17,116
2018-10-12,19,17,123
2018-10-13,3,4,34
2018-10-14,6,3,15
2018-10-15,14,20,90
2018-10-16,17,11,83
2018-10-17,16,18,50
2018-10-18,27,11,55
2018-10-19,22,13,50
2018-10-20,6,2,41
2018-10-21,11,1,14
2018-10-22,25,14,93
2018-10-23,17,24,131
2018-10-24,21,19,140
2018-10-25,24,15,115
2018-10-26,24,11,108
2018-10-27,3,7,29
2018-10-28,5,9,17
2018-10-29,25,12,68
2018-10-30,23,23,121
2018-10-31,45,15,117
2018-11-01,25,10,121
2018-11-02,12,41,99
2018-11-03,2,6,18
2018-11-04,7,2,33
2018-11-05,32,21,78
2018-11-06,26,15,97
2018-11-07,30,6,95
2018-11-08,33,17,94
2018-11-09,49,16,118
2018-11-10,2,7,31
2018-11-11,12,4,27
2018-11-12,17,32,91
2018-11-13,49,19,93
2018-11-14,59,23,93
2018-11-15,25,9,84
2018-11-16,26,20,110
2018-11-17,14,3,33
2018-11-18,9,2,32
2018-11-19,25,8,101
2018-11-20,27,12,88
2018-11-21,28,8,72
2018-11-22,26,2,43
2018-11-23,20,4,26
2018-11-24,5,1,13
2018-11-25,6,0,10
2018-11-26,28,13,90
2018-11-27,39,13,105
2018-11-28,39,16,100
2018-11-29,40,26,113
2018-11-30,36,10,116
2018-12-01,9,6,31
2018-12-02,11,2,20
2018-12-03,34,10,108
2018-12-04,27,14,111
2018-12-05,20,20,112
2018-12-06,37,10,119
2018-12-07,16,10,113
2018-12-08,7,1,28
2018-12-09,19,1,25
2018-12-10,18,10,78
2018-12-11,69,15,89
2018-12-12,27,21,91
2018-12-13,29,25,97
2018-12-14,41,16,109
2018-12-15,11,5,55
2018-12-16,9,1,34
2018-12-17,22,19,98
2018-12-18,15,18,159
2018-12-19,36,8,110
2018-12-20,18,13,142
2018-12-21,22,4,111
2018-12-22,8,5,32
2018-12-23,16,0,26
2018-12-24,12,3,23
2018-12-25,1,1,3
2018-12-26,3,1,16
2018-12-27,12,3,30
2018-12-28,15,3,30
2018-12-29,11,4,24
2018-12-30,2,3,13
2018-12-31,8,1,14
2019-01-01,9,2,15
2019-01-02,25,13,73
2019-01-03,18,9,97
2019-01-04,17,10,72
2019-01-05,14,2,39
2019-01-06,9,1,14
2019-01-07,39,10,88
2019-01-08,27,8,108
2019-01-09,32,10,94
2019-01-10,22,5,133
2019-01-11,35,2,72
2019-01-12,26,1,33
2019-01-13,6,0,11
2019-01-14,13,5,111
2019-01-15,24,5,132
2019-01-16,20,2,122
2019-01-17,48,6,85
2019-01-18,30,8,109
2019-01-19,9,0,52
2019-01-20,7,2,38
2019-01-21,19,3,52
2019-01-22,31,3,121
2019-01-23,21,6,81
2019-01-24,22,1,131
2019-01-25,17,2,103
2019-01-26,14,0,42
2019-01-27,9,4,38
2019-01-28,18,2,98
2019-01-29,16,4,114
2019-01-30,23,7,119
2019-01-31,17,2,131
2019-02-01,24,4,109
2019-02-02,9,0,35
2019-02-03,6,0,32
2019-02-04,16,3,108
2019-02-05,26,3,121
2019-02-06,18,1,96
2019-02-07,18,3,120
