,golang/go,swiftlang/swift,rust-lang/rust
2020-06-04,15,40,61
2020-06-05,13,41,75
2020-06-06,0,20,32
2020-06-07,2,7,53
2020-06-08,13,49,86
2020-06-09,9,66,72
2020-06-10,7,65,68
2020-06-11,7,75,97
2020-06-12,4,77,58
2020-06-13,1,14,69
2020-06-14,2,4,39
2020-06-15,7,43,117
2020-06-16,5,63,75
2020-06-17,12,70,38
2020-06-18,8,42,91
2020-06-19,6,40,104
2020-06-20,1,11,131
2020-06-21,0,1,46
2020-06-22,1,50,75
2020-06-23,5,39,124
2020-06-24,9,36,122
2020-06-25,9,52,85
2020-06-26,8,47,104
2020-06-27,1,14,89
2020-06-28,1,8,85
2020-06-29,7,52,29
2020-06-30,7,62,99
2020-07-01,4,73,96
2020-07-02,1,67,121
2020-07-03,1,56,101
2020-07-04,0,5,55
2020-07-05,3,8,51
2020-07-06,6,17,36
2020-07-07,11,26,59
2020-07-08,9,33,40
2020-07-09,4,52,86
2020-07-10,4,48,53
2020-07-11,0,15,75
2020-07-12,0,6,39
2020-07-13,2,32,36
2020-07-14,3,35,112
2020-07-15,1,46,131
2020-07-16,7,59,165
2020-07-17,3,57,123
2020-07-18,0,12,61
2020-07-19,0,19,66
2020-07-20,3,54,79
2020-07-21,5,66,44
2020-07-22,1,80,91
2020-07-23,6,56,74
2020-07-24,3,69,81
2020-07-25,2,18,39
2020-07-26,0,6,43
2020-07-27,2,45,108
2020-07-28,2,78,78
2020-07-29,0,42,92
2020-07-30,11,54,124
2020-07-31,7,63,95
2020-08-01,2,30,47
2020-08-02,1,11,79
2020-08-03,8,47,69
2020-08-04,1,48,63
2020-08-05,1,54,77
2020-08-06,2,58,77
2020-08-07,2,94,97
2020-08-08,0,38,97
2020-08-09,0,12,99
2020-08-10,10,54,135
2020-08-11,6,63,115
2020-08-12,13,38,110
2020-08-13,7,42,113
2020-08-14,11,59,110
2020-08-15,11,31,55
2020-08-16,6,5,94
2020-08-17,41,38,68
2020-08-18,27,96,89
2020-08-19,13,51,96
2020-08-20,7,36,67
2020-08-21,7,31,61
2020-08-22,3,17,95
2020-08-23,3,14,58
2020-08-24,22,42,86
2020-08-25,17,58,79
2020-08-26,14,39,74
2020-08-27,19,80,54
2020-08-28,13,48,67
2020-08-29,2,45,62
2020-08-30,1,19,91
2020-08-31,3,35,83
2020-09-01,13,54,88
2020-09-02,6,31,74
2020-09-03,10,52,148
2020-09-04,0,54,62
2020-09-05,4,37,95
2020-09-06,3,12,61
2020-09-07,4,22,45
2020-09-08,5,32,64
2020-09-09,19,50,114
2020-09-10,6,49,99
2020-09-11,13,73,62
2020-09-12,4,28,72
2020-09-13,5,4,66
2020-09-14,11,14,73
2020-09-15,12,23,99
2020-09-16,18,57,121
2020-09-17,15,33,83
2020-09-18,21,27,108
2020-09-19,4,11,82
2020-09-20,1,9,124
2020-09-21,8,44,129
2020-09-22,17,47,82
2020-09-23,14,61,107
2020-09-24,12,46,97
2020-09-25,6,57,120
2020-09-26,6,15,92
2020-09-27,2,4,102
2020-09-28,11,21,64
2020-09-29,17,31,64
2020-09-30,13,54,86
2020-10-01,19,24,109
2020-10-02,8,48,131
2020-10-03,3,34,78
2020-10-04,0,9,113
2020-10-05,14,22,90
2020-10-06,19,55,137
2020-10-07,11,70,72
2020-10-08,7,45,108
2020-10-09,10,72,118
2020-10-10,2,39,112
2020-10-11,1,25,80
2020-10-12,26,36,116
2020-10-13,24,48,96
2020-10-14,15,42,87
2020-10-15,15,54,69
2020-10-16,22,46,109
2020-10-17,9,13,78
2020-10-18,3,5,69
2020-10-19,21,34,69
2020-10-20,39,33,79
2020-10-21,23,45,83
2020-10-22,21,54,82
2020-10-23,33,30,86
2020-10-24,11,20,90
2020-10-25,3,5,92
2020-10-26,42,28,154
2020-10-27,41,45,104
2020-10-28,29,55,90
2020-10-29,34,49,74
2020-10-30,30,44,71
2020-10-31,7,6,54
2020-11-01,4,20,41
2020-11-02,15,26,79
2020-11-03,9,37,88
2020-11-04,11,56,79
2020-11-05,22,66,82
2020-11-06,7,43,97
2020-11-07,9,10,54
2020-11-08,1,15,66
2020-11-09,23,49,70
2020-11-10,12,73,51
2020-11-11,9,59,74
2020-11-12,11,41,119
2020-11-13,5,60,66
2020-11-14,2,36,49
2020-11-15,0,11,68
2020-11-16,9,49,72
2020-11-17,7,52,134
2020-11-18,15,53,51
2020-11-19,13,42,77
2020-11-20,17,58,39
2020-11-21,4,7,46
2020-11-22,0,1,70
2020-11-23,2,3,72
2020-11-24,34,6,73
2020-11-25,35,3,58
2020-11-26,2,3,60
2020-11-27,3,2,96
2020-11-28,3,5,73
2020-11-29,0,0,95
2020-11-30,36,56,42
2020-12-01,37,57,67
2020-12-02,23,46,41
2020-12-03,30,52,66
2020-12-04,45,55,69
2020-12-05,2,42,29
2020-12-06,4,9,46
2020-12-07,29,23,81
2020-12-08,13,38,71
2020-12-09,19,47,67
2020-12-10,16,46,82
2020-12-11,6,44,77
2020-12-12,1,39,55
2020-12-13,0,10,71
2020-12-14,34,35,43
2020-12-15,23,48,42
2020-12-16,13,59,46
2020-12-17,29,49,88
2020-12-18,12,40,70
2020-12-19,1,24,54
2020-12-20,1,15,75
2020-12-21,19,35,63
2020-12-22,25,30,95
2020-12-23,53,42,79
2020-12-24,2,4,25
2020-12-25,7,2,41
2020-12-26,1,1,40
2020-12-27,1,0,34
2020-12-28,24,0,60
2020-12-29,25,5,60
2020-12-30,11,1,80
2020-12-31,5,0,68
2021-01-01,15,1,65
2021-01-02,2,13,81
2021-01-03,9,1,52
2021-01-04,6,25,94
2021-01-05,16,43,61
2021-01-06,8,65,56
2021-01-07,10,72,69
2021-01-08,27,47,66
2021-01-09,0,53,58
2021-01-10,4,1,76
2021-01-11,12,47,75
2021-01-12,17,45,59
2021-01-13,7,99,85
2021-01-14,18,79,53
2021-01-15,17,67,90
2021-01-16,4,35,102
2021-01-17,10,12,90
2021-01-18,6,37,87
2021-01-19,18,46,50
2021-01-20,15,87,38
2021-01-21,23,53,73
2021-01-22,18,49,110
2021-01-23,14,14,124
2021-01-24,1,18,57
2021-01-25,25,31,60
2021-01-26,13,51,61
2021-01-27,13,94,62
2021-01-28,8,72,74
2021-01-29,3,59,73
2021-01-30,2,23,87
2021-01-31,0,22,98
2021-02-01,6,43,71
2021-02-02,6,67,92
2021-02-03,10,70,104
2021-02-04,10,63,71
2021-02-05,11,75,93
2021-02-06,0,29,75
2021-02-07,2,21,66
2021-02-08,12,37,68
2021-02-09,12,105,106
2021-02-10,13,81,76
2021-02-11,6,77,41
2021-02-12,18,70,81
2021-02-13,4,44,106
2021-02-14,0,4,72
2021-02-15,2,33,114
2021-02-16,20,54,77
2021-02-17,5,75,74
2021-02-18,24,46,69
2021-02-19,65,31,68
2021-02-20,8,22,81
2021-02-21,2,10,80
2021-02-22,8,72,71
2021-02-23,48,89,105
2021-02-24,30,92,52
2021-02-25,22,60,76
2021-02-26,12,85,59
2021-02-27,4,30,95
2021-02-28,0,9,84
2021-03-01,9,39,106
2021-03-02,13,75,117
2021-03-03,13,80,101
2021-03-04,36,71,102
2021-03-05,31,87,192
2021-03-06,0,53,113
2021-03-07,2,21,54
2021-03-08,8,34,128
2021-03-09,22,56,187
2021-03-10,25,36,82
2021-03-11,20,44,113
2021-03-12,14,46,63
2021-03-13,16,36,80
2021-03-14,5,12,76
2021-03-15,22,50,137
2021-03-16,21,37,97
2021-03-17,16,100,124
2021-03-18,27,55,67
2021-03-19,15,78,55
2021-03-20,1,17,62
2021-03-21,0,10,75
2021-03-22,11,33,75
2021-03-23,19,30,75
2021-03-24,16,60,70
2021-03-25,29,49,55
2021-03-26,3,51,65
2021-03-27,2,11,90
2021-03-28,1,8,43
2021-03-29,19,35,70
2021-03-30,23,54,81
2021-03-31,16,85,93
2021-04-01,8,43,44
2021-04-02,17,63,92
2021-04-03,9,20,86
2021-04-04,3,16,97
2021-04-05,32,37,129
2021-04-06,22,70,91
2021-04-07,17,46,83
2021-04-08,31,72,97
2021-04-09,30,79,65
2021-04-10,8,12,58
2021-04-11,3,11,52
2021-04-12,31,44,64
2021-04-13,25,63,59
2021-04-14,36,63,68
2021-04-15,20,49,52
2021-04-16,39,43,80
2021-04-17,1,12,40
2021-04-18,1,7,62
2021-04-19,15,19,69
2021-04-20,22,54,58
2021-04-21,28,45,62
2021-04-22,24,39,90
2021-04-23,34,47,68
2021-04-24,1,10,56
2021-04-25,0,5,65
2021-04-26,12,36,49
2021-04-27,37,48,55
2021-04-28,32,48,46
2021-04-29,30,55,81
2021-04-30,37,89,66
2021-05-01,5,27,53
2021-05-02,7,7,62
2021-05-03,21,33,76
2021-05-04,30,61,69
2021-05-05,18,45,77
2021-05-06,14,42,98
2021-05-07,14,74,91
2021-05-08,6,16,54
2021-05-09,9,1,44
2021-05-10,11,24,64
2021-05-11,6,47,97
2021-05-12,10,33,88
2021-05-13,12,34,79
2021-05-14,10,27,43
2021-05-15,1,9,86
2021-05-16,0,3,51
2021-05-17,7,43,70
2021-05-18,13,40,80
2021-05-19,20,48,86
2021-05-20,15,53,55
2021-05-21,28,65,78
2021-05-22,1,30,54
2021-05-23,0,16,87
2021-05-24,21,32,94
2021-05-25,5,46,67
2021-05-26,23,47,88
2021-05-27,25,27,98
2021-05-28,7,26,43
2021-05-29,2,17,50
2021-05-30,2,4,62
2021-05-31,1,17,103
2021-06-01,14,33,59
2021-06-02,33,76,72
2021-06-03,20,37,73
2021-06-04,29,49,119
2021-06-05,9,20,59
2021-06-06,1,11,59
2021-06-07,20,27,75
2021-06-08,26,43,70
2021-06-09,13,61,82
2021-06-10,3,26,54
2021-06-11,15,33,52
2021-06-12,7,17,34
2021-06-13,4,9,68
2021-06-14,10,17,81
2021-06-15,12,42,78
2021-06-16,13,44,69
2021-06-17,40,40,97
2021-06-18,11,11,78
2021-06-19,1,3,52
2021-06-20,2,2,57
2021-06-21,17,24,103
2021-06-22,12,43,65
2021-06-23,16,64,47
2021-06-24,15,105,54
2021-06-25,17,51,73
2021-06-26,6,5,46
2021-06-27,4,6,38
2021-06-28,12,24,59
2021-06-29,8,38,58
2021-06-30,13,63,67
2021-07-01,20,77,78
2021-07-02,10,71,77
2021-07-03,5,16,47
2021-07-04,2,3,60
2021-07-05,0,14,66
2021-07-06,1,48,76
2021-07-07,21,47,64
2021-07-08,7,57,79
2021-07-09,4,60,71
2021-07-10,3,12,91
2021-07-11,1,2,58
2021-07-12,3,27,41
2021-07-13,5,42,47
2021-07-14,15,73,73
2021-07-15,5,48,63
2021-07-16,20,48,58
2021-07-17,3,31,52
2021-07-18,2,26,75
2021-07-19,29,45,71
2021-07-20,6,63,57
2021-07-21,12,60,59
2021-07-22,18,70,50
2021-07-23,6,92,76
2021-07-24,5,18,55
2021-07-25,1,5,61
2021-07-26,13,31,74
2021-07-27,11,55,89
2021-07-28,11,86,98
2021-07-29,13,49,65
2021-07-30,16,46,73
2021-07-31,3,12,45
2021-08-01,0,6,27
2021-08-02,6,25,83
2021-08-03,8,17,89
2021-08-04,16,45,70
2021-08-05,8,43,59
2021-08-06,18,59,60
2021-08-07,2,20,56
2021-08-08,1,6,39
2021-08-09,6,34,54
2021-08-10,10,34,84
2021-08-11,7,38,36
2021-08-12,13,78,87
2021-08-13,12,49,63
2021-08-14,8,15,47
2021-08-15,4,3,48
2021-08-16,55,50,104
2021-08-17,16,58,42
2021-08-18,13,65,70
2021-08-19,8,69,83
2021-08-20,15,72,42
2021-08-21,6,5,53
2021-08-22,9,8,94
2021-08-23,20,52,82
2021-08-24,14,56,60
2021-08-25,20,53,74
2021-08-26,14,79,91
2021-08-27,19,54,63
2021-08-28,10,22,55
2021-08-29,1,10,53
2021-08-30,17,34,73
2021-08-31,27,66,108
2021-09-01,22,51,68
2021-09-02,32,55,78
2021-09-03,8,51,43
2021-09-04,10,32,44
2021-09-05,2,10,53
2021-09-06,6,28,48
2021-09-07,17,51,53
2021-09-08,34,60,78
2021-09-09,30,58,113
2021-09-10,16,64,65
2021-09-11,2,15,62
2021-09-12,2,11,46
2021-09-13,11,56,63
2021-09-14,14,41,39
2021-09-15,21,24,59
2021-09-16,13,51,70
2021-09-17,19,33,101
2021-09-18,1,13,44
2021-09-19,3,16,46
2021-09-20,24,39,42
2021-09-21,25,56,57
2021-09-22,26,59,49
2021-09-23,14,78,29
