,nwjs/nw.js,electron/electron,AvaloniaUI/Avalonia
2017-02-09,0,41,8
2017-02-10,0,24,0
2017-02-11,2,6,0
2017-02-12,3,9,2
2017-02-13,3,19,1
2017-02-14,1,36,4
2017-02-15,0,16,0
2017-02-16,3,7,2
2017-02-17,1,20,6
2017-02-18,0,1,0
2017-02-19,1,1,9
2017-02-20,3,0,2
2017-02-21,6,5,1
2017-02-22,3,20,6
2017-02-23,1,10,5
2017-02-24,1,18,0
2017-02-25,0,0,1
2017-02-26,0,4,5
2017-02-27,1,11,1
2017-02-28,0,13,5
2017-03-01,0,10,1
2017-03-02,0,18,0
2017-03-03,0,76,2
2017-03-04,1,1,15
2017-03-05,7,6,25
2017-03-06,1,16,2
2017-03-07,1,22,46
2017-03-08,0,8,26
2017-03-09,0,24,5
2017-03-10,5,12,11
2017-03-11,0,2,7
2017-03-12,1,2,4
2017-03-13,1,72,12
2017-03-14,0,14,1
2017-03-15,4,6,1
2017-03-16,0,9,3
2017-03-17,2,22,6
2017-03-18,0,3,11
2017-03-19,0,14,20
2017-03-20,0,24,4
2017-03-21,1,4,3
2017-03-22,1,7,4
2017-03-23,0,18,1
2017-03-24,1,9,0
2017-03-25,0,6,0
2017-03-26,1,1,0
2017-03-27,0,17,1
2017-03-28,2,17,1
2017-03-29,0,12,0
2017-03-30,4,46,0
2017-03-31,0,18,1
2017-04-01,0,14,10
2017-04-02,0,0,5
2017-04-03,0,26,2
2017-04-04,2,50,5
2017-04-05,3,29,10
2017-04-06,1,18,2
2017-04-07,0,31,0
2017-04-08,0,6,1
2017-04-09,0,3,0
2017-04-10,0,17,0
2017-04-11,2,12,0
2017-04-12,0,12,0
2017-04-13,13,10,0
2017-04-14,0,4,0
2017-04-15,0,1,10
2017-04-16,0,4,1
2017-04-17,1,13,2
2017-04-18,0,27,0
2017-04-19,0,7,2
2017-04-20,3,13,2
2017-04-21,1,15,0
2017-04-22,0,1,2
2017-04-23,0,1,1
2017-04-24,1,24,0
2017-04-25,0,9,6
2017-04-26,0,17,4
2017-04-27,0,46,0
2017-04-28,1,3,0
2017-04-29,0,3,0
2017-04-30,0,5,9
2017-05-01,0,28,13
2017-05-02,1,10,1
2017-05-03,3,7,1
2017-05-04,0,21,0
2017-05-05,0,14,1
2017-05-06,0,1,0
2017-05-07,0,5,11
2017-05-08,0,6,5
2017-05-09,2,13,3
2017-05-10,3,57,4
2017-05-11,0,23,6
2017-05-12,0,6,0
2017-05-13,0,1,2
2017-05-14,0,3,0
2017-05-15,0,26,1
2017-05-16,0,28,0
2017-05-17,4,15,2
2017-05-18,0,14,0
2017-05-19,0,24,2
2017-05-20,0,2,0
2017-05-21,0,3,0
2017-05-22,0,49,0
2017-05-23,0,10,1
2017-05-24,0,7,0
2017-05-25,0,14,6
2017-05-26,1,49,6
2017-05-27,0,0,26
2017-05-28,0,1,1
2017-05-29,0,7,0
2017-05-30,0,26,1
2017-05-31,0,15,3
2017-06-01,0,5,10
2017-06-02,0,0,0
2017-06-03,0,4,13
2017-06-04,0,1,2
2017-06-05,0,30,4
2017-06-06,2,12,6
2017-06-07,0,8,15
2017-06-08,4,14,22
2017-06-09,0,9,0
2017-06-10,0,4,4
2017-06-11,0,1,5
2017-06-12,0,6,3
2017-06-13,3,9,8
2017-06-14,0,18,3
2017-06-15,0,13,0
2017-06-16,0,13,2
2017-06-17,0,0,3
2017-06-18,0,1,0
2017-06-19,2,7,0
2017-06-20,0,4,0
2017-06-21,0,4,1
2017-06-22,2,3,1
2017-06-23,0,6,2
2017-06-24,0,1,12
2017-06-25,0,1,11
2017-06-26,0,28,0
2017-06-27,1,3,5
2017-06-28,0,32,1
2017-06-29,0,3,6
2017-06-30,0,4,3
2017-07-01,0,0,1
2017-07-02,0,0,1
2017-07-03,0,1,0
2017-07-04,0,2,0
2017-07-05,1,7,3
2017-07-06,0,3,0
2017-07-07,0,4,5
2017-07-08,0,0,9
2017-07-09,0,7,4
2017-07-10,0,7,15
2017-07-11,0,4,2
2017-07-12,0,4,5
2017-07-13,0,4,2
2017-07-14,0,15,17
2017-07-15,0,3,12
2017-07-16,0,2,6
2017-07-17,0,28,2
2017-07-18,0,9,3
2017-07-19,0,3,14
2017-07-20,3,5,1
2017-07-21,10,2,8
2017-07-22,0,4,9
2017-07-23,0,0,15
2017-07-24,0,6,1
2017-07-25,1,8,0
2017-07-26,3,8,1
2017-07-27,1,13,1
2017-07-28,0,3,5
2017-07-29,0,1,0
2017-07-30,0,1,5
2017-07-31,0,14,0
2017-08-01,0,9,0
2017-08-02,0,15,8
2017-08-03,0,3,1
2017-08-04,0,4,8
2017-08-05,2,0,5
2017-08-06,0,0,26
2017-08-07,0,8,7
2017-08-08,0,14,7
2017-08-09,0,14,1
2017-08-10,0,5,0
2017-08-11,2,10,0
2017-08-12,0,2,2
2017-08-13,0,2,0
2017-08-14,0,6,9
2017-08-15,0,102,5
2017-08-16,3,7,0
2017-08-17,0,9,2
2017-08-18,1,4,6
2017-08-19,0,4,4
2017-08-20,0,1,21
2017-08-21,0,14,26
2017-08-22,0,17,22
2017-08-23,0,8,9
2017-08-24,0,5,12
2017-08-25,4,3,3
2017-08-26,0,0,10
2017-08-27,10,4,17
2017-08-28,0,4,5
2017-08-29,0,22,0
2017-08-30,1,8,0
2017-08-31,0,4,0
2017-09-01,0,0,7
2017-09-02,0,0,3
2017-09-03,0,0,4
2017-09-04,0,0,1
2017-09-05,0,0,12
2017-09-06,2,3,22
2017-09-07,0,4,5
2017-09-08,0,3,14
2017-09-09,0,2,2
2017-09-10,0,2,2
2017-09-11,0,7,0
2017-09-12,0,23,10
2017-09-13,0,8,10
2017-09-14,0,27,4
2017-09-15,3,3,2
2017-09-16,0,3,0
2017-09-17,0,5,0
2017-09-18,2,2,0
2017-09-19,0,2,0
2017-09-20,2,9,2
2017-09-21,1,0,1
2017-09-22,3,4,2
2017-09-23,0,1,2
2017-09-24,0,7,2
2017-09-25,2,11,13
2017-09-26,0,12,4
2017-09-27,0,20,6
2017-09-28,0,19,1
2017-09-29,2,22,2
2017-09-30,2,0,4
2017-10-01,1,1,4
2017-10-02,1,3,15
2017-10-03,0,18,19
2017-10-04,1,15,25
2017-10-05,0,13,7
2017-10-06,1,5,12
2017-10-07,0,14,9
2017-10-08,1,1,2
2017-10-09,1,23,6
2017-10-10,0,10,3
2017-10-11,0,8,10
2017-10-12,0,5,7
2017-10-13,2,2,14
2017-10-14,2,3,22
2017-10-15,0,1,11
2017-10-16,1,2,5
2017-10-17,3,11,6
2017-10-18,3,13,13
2017-10-19,1,3,5
2017-10-20,0,2,4
2017-10-21,0,3,8
2017-10-22,0,0,1
2017-10-23,0,11,9
2017-10-24,1,19,12
2017-10-25,0,16,6
2017-10-26,2,19,13
2017-10-27,0,39,0
2017-10-28,2,0,0
2017-10-29,0,0,2
2017-10-30,3,1,6
2017-10-31,2,11,0
2017-11-01,4,9,3
2017-11-02,2,24,0
2017-11-03,1,17,1
2017-11-04,0,4,0
2017-11-05,1,3,3
2017-11-06,1,6,6
2017-11-07,4,12,6
2017-11-08,0,13,0
2017-11-09,3,3,2
2017-11-10,0,7,1
2017-11-11,0,4,2
2017-11-12,0,2,10
2017-11-13,0,38,0
2017-11-14,4,9,1
2017-11-15,1,6,0
2017-11-16,0,20,0
2017-11-17,0,13,2
2017-11-18,0,5,1
2017-11-19,0,9,1
2017-11-20,2,28,3
2017-11-21,2,19,3
2017-11-22,0,23,3
2017-11-23,0,28,0
2017-11-24,0,146,0
2017-11-25,0,5,0
2017-11-26,0,5,0
2017-11-27,0,27,0
2017-11-28,9,21,0
2017-11-29,0,7,0
2017-11-30,0,8,0
2017-12-01,0,24,15
2017-12-02,0,9,14
2017-12-03,0,2,7
2017-12-04,0,13,4
2017-12-05,0,43,5
2017-12-06,0,17,6
2017-12-07,2,9,6
2017-12-08,0,10,8
2017-12-09,0,0,4
2017-12-10,0,7,7
2017-12-11,3,16,2
2017-12-12,0,20,8
2017-12-13,0,16,4
2017-12-14,2,3,0
2017-12-15,4,1,9
2017-12-16,0,2,4
2017-12-17,0,0,0
2017-12-18,0,6,0
2017-12-19,0,26,0
2017-12-20,1,23,9
2017-12-21,0,7,9
2017-12-22,2,6,1
2017-12-23,0,0,4
2017-12-24,0,0,0
2017-12-25,0,0,0
2017-12-26,0,0,0
2017-12-27,0,3,0
2017-12-28,0,3,0
2017-12-29,0,0,0
2017-12-30,0,0,0
2017-12-31,0,2,1
2018-01-01,0,11,2
2018-01-02,1,37,0
2018-01-03,1,9,0
2018-01-04,5,5,0
2018-01-05,0,3,0
2018-01-06,0,1,1
2018-01-07,1,1,1
2018-01-08,1,5,3
2018-01-09,4,1,0
2018-01-10,1,23,0
2018-01-11,1,1,1
2018-01-12,2,1,0
2018-01-13,0,0,0
2018-01-14,1,1,4
2018-01-15,2,0,2
2018-01-16,4,0,1
2018-01-17,4,10,1
2018-01-18,0,6,2
2018-01-19,1,4,3
2018-01-20,6,0,4
2018-01-21,0,0,14
2018-01-22,0,3,8
2018-01-23,0,5,2
2018-01-24,1,2,4
2018-01-25,1,7,2
2018-01-26,0,5,2
2018-01-27,0,9,7
2018-01-28,2,2,11
2018-01-29,3,19,2
2018-01-30,2,5,0
2018-01-31,0,2,6
2018-02-01,0,19,2
2018-02-02,0,4,2
2018-02-03,0,2,0
2018-02-04,1,0,1
2018-02-05,6,25,0
2018-02-06,1,14,0
2018-02-07,0,2,3
2018-02-08,3,7,0
2018-02-09,0,5,0
2018-02-10,1,22,1
2018-02-11,0,3,0
2018-02-12,0,19,10
2018-02-13,1,6,12
2018-02-14,0,7,4
2018-02-15,1,9,1
2018-02-16,2,9,1
2018-02-17,0,0,4
2018-02-18,2,4,9
2018-02-19,0,24,4
2018-02-20,0,36,1
2018-02-21,0,24,0
2018-02-22,0,20,0
2018-02-23,1,63,4
2018-02-24,8,0,10
2018-02-25,0,2,8
2018-02-26,1,7,5
2018-02-27,0,7,1
2018-02-28,1,3,2
2018-03-01,0,1,5
2018-03-02,0,3,4
2018-03-03,0,0,8
2018-03-04,0,1,7
