,mui/material-ui,twbs/bootstrap,ant-design/ant-design
2019-07-07,3,0,6.0
2019-07-08,6,1,6.3999999999999995
2019-07-09,14,2,8.03
2019-07-10,18,2,3.613999999999999
2019-07-11,2,0,15.771525
2019-07-12,8,4,-0.42283800000000094
2019-07-13,3,1,4.514748175
2019-07-14,7,5,-1.5815595149999997
2019-07-15,14,4,21.98762988565625
2019-07-16,3,1,15.930665614925
2019-07-17,4,23,28.484662021357813
2019-07-18,7,1,-0.14554859915156548
2019-07-19,15,6,16.73744744855469
2019-07-20,9,2,3.8712479533578126
2019-07-21,2,1,-1.186852120665622
2019-07-22,13,33,16.69532513353438
2019-07-23,11,25,13.436130421890628
2019-07-24,14,8,13.104585101876564
2019-07-25,6,16,3.0387680540671878
2019-07-26,5,3,-3.018095871228123
2019-07-27,7,1,-1.8054148679921846
2019-07-28,11,3,-1.3415364348437466
2019-07-29,4,9,5.060515862431253
2019-07-30,7,2,26.67624004888125
2019-07-31,11,2,15.327033556801561
2019-08-01,3,5,4.285902311873436
2019-08-02,4,4,13.213266315779688
2019-08-03,3,3,-1.235542467751562
2019-08-04,12,7,8.929171425000003
2019-08-05,9,1,12.447383222500001
2019-08-06,4,1,20.870354389406252
2019-08-07,2,2,8.677924791596876
2019-08-08,3,5,9.216671411696876
2019-08-09,8,1,18.50383038269219
2019-08-10,4,0,-2.2804046085374985
2019-08-11,2,0,-1.6888936128562477
2019-08-12,0,2,16.10052685800625
2019-08-13,6,1,2.760640304370315
2019-08-14,4,2,15.49465998583594
2019-08-15,2,0,7.604361143684375
2019-08-16,4,5,34.02699975532969
2019-08-17,7,4,13.52288612568906
2019-08-18,0,9,-2.7990468030718745
2019-08-19,1,1,6.068086374412501
2019-08-20,6,0,1.0425963606828161
2019-08-21,12,0,1.5960348562593794
2019-08-22,5,6,9.984308879253128
2019-08-23,9,7,12.370828212431253
2019-08-24,6,0,-2.0652199632234365
2019-08-25,1,1,1.1026820038734388
2019-08-26,6,2,8.58387685953594
2019-08-27,1,9,12.133226142787501
2019-08-28,7,1,10.485904390114062
2019-08-29,2,5,10.30447254529375
2019-08-30,4,10,5.13304212741875
2019-08-31,4,1,1.499166840584376
2019-09-01,4,0,-1.925199314804686
2019-09-02,8,5,32.78156082091719
2019-09-03,13,1,12.663884652235936
2019-09-04,8,0,3.0251468786718747
2019-09-05,9,2,20.01004684404375
2019-09-06,7,9,12.823004227829689
2019-09-07,3,1,0.9361616279078131
2019-09-08,3,0,13.107905252650001
2019-09-09,1,0,3.467909954856252
2019-09-10,5,0,-0.8904973162812468
2019-09-11,4,0,2.823098281262503
2019-09-12,0,0,6.11064833952969
2019-09-13,7,2,2.9822284341390644
2019-09-14,4,0,9.221462139157815
2019-09-15,4,2,-2.1488012856890624
2019-09-16,3,7,8.817549080320314
2019-09-17,6,0,13.164896213315625
2019-09-18,4,0,13.503435574967188
2019-09-19,3,0,5.043516847349999
2019-09-20,4,0,3.5270836144453126
2019-09-21,4,0,0.8758319558843759
2019-09-22,12,0,-1.6492170808515603
2019-09-23,6,0,11.87007747210469
2019-09-24,1,5,4.888910226093751
2019-09-25,7,0,18.04600353940625
2019-09-26,3,1,6.819352308710936
2019-09-27,2,3,1.3149111403
2019-09-28,3,0,23.06796296286875
2019-09-29,2,0,5.2587285332375
2019-09-30,2,0,-0.9295086963578116
2019-10-01,8,1,-0.026601692953123646
2019-10-02,7,7,-1.6571868240765595
2019-10-03,9,6,-1.1496244905640594
2019-10-04,8,0,-0.8804610283749976
2019-10-05,1,0,6.408379203828127
2019-10-06,1,0,1.8687959732156256
2019-10-07,3,1,4.040402451960938
2019-10-08,7,3,4.048586308645312
2019-10-09,8,1,5.008928168896875
2019-10-10,5,1,3.840897544928125
2019-10-11,6,0,7.843703162500001
2019-10-12,2,4,6.4029618387500005
2019-10-13,1,0,-1.718128092359375
2019-10-14,12,1,9.974711549451563
2019-10-15,4,0,14.197975071064063
2019-10-16,3,2,12.372441182242188
2019-10-17,4,2,4.064235265476562
2019-10-18,8,3,7.63833845345625
2019-10-19,5,0,2.5327571001796887
2019-10-20,6,1,5.985776185551565
2019-10-21,4,0,3.9037975709625012
2019-10-22,6,6,3.0978769793281264
2019-10-23,3,0,8.233500082604689
2019-10-24,8,0,0.8709339154406259
2019-10-25,4,3,3.4848829958515637
2019-10-26,2,1,2.5647473208421885
2019-10-27,6,1,5.702739514562501
2019-10-28,3,3,3.503431993195313
2019-10-29,12,0,2.6076479453687504
2019-10-30,6,0,1.7636085697062507
2019-10-31,4,7,-0.0683730440859367
2019-11-01,7,1,1.214060254343751
2019-11-02,2,0,0.29671925481406347
2019-11-03,6,0,2.4313120490078135
2019-11-04,7,7,15.320297117496875
2019-11-05,6,0,0.9885638946703117
2019-11-06,2,0,9.714893384007812
2019-11-07,9,6,1.1311776795593742
2019-11-08,6,1,3.6704354743765633
2019-11-09,3,0,3.653529287682813
2019-11-10,4,0,3.643622943162501
2019-11-11,6,0,3.6391392809171883
2019-11-12,9,2,2.6244844578921884
2019-11-13,5,0,5.724000474128125
2019-11-14,6,0,1.564064597970313
