,containerd/containerd,canonical/lxd,moby/moby
2016-01-05,4.0,0,48.0
2016-01-06,-0.20000000000000018,6,25.400000000000002
2016-01-07,-0.7199999999999998,15,23.159999999999997
2016-01-08,-0.3429999999999998,19,36.096
2016-01-09,-0.22014999999999996,4,6.387199999999998
2016-01-10,-0.15904349999999998,5,2.7262719999999963
2016-01-11,0.8771563,1,9.919257599999996
2016-01-12,1.6008900424999999,5,35.73548544
2016-01-13,-0.7874641408125003,13,31.537447424
2016-01-14,-0.33971036969687496,13,47.2360183808
2016-01-15,-0.17274591323281246,7,8.789434368000002
2016-01-16,1.88995475,0,-6.5057079296
2016-01-17,-0.6827213625,3,-9.131391283200003
2016-01-18,-0.27551899874999985,2,12.879407411199997
2016-01-19,-0.172791264265625,13,29.116982784
2016-01-20,0.8743381532359373,0,34.1801344
2016-01-21,4.613392673534375,2,31.906961817600003
2016-01-22,8.348438275,8,17.435086131200002
2016-01-23,-2.6224145475,0,6.225336832
2016-01-24,-0.7194159335312493,2,16.534696345599997
2016-01-25,4.742300423534376,9,20.2273616896
2016-01-26,-0.5380071124999999,25,58.2548615168
2016-01-27,3.2377734137500003,6,38.9114331136
2016-01-28,-2.480354460515625,1,-4.209088921599999
2016-01-29,-0.2205158470609374,3,16.244768972799996
2016-01-30,-1.1250688700703129,2,6.371841638399999
2016-01-31,-0.6756062978437503,1,-6.129522790399999
2016-02-01,-0.39786674749843753,1,29.935530700799998
2016-02-02,1.6966749261734373,5,36.27098112
2016-02-03,6.162239468321875,5,37.66821847040001
2016-02-04,-1.4398312727937506,9,18.128886476800005
2016-02-05,-1.240874339914062,3,14.6344138752
2016-02-06,-0.6177017167656247,0,-8.419966464000002
2016-02-07,-0.41366141323281247,0,-5.990907699200003
2016-02-08,-0.29476597499999996,1,11.914749644799997
2016-02-09,-0.23060083499999998,13,24.4287571968
2016-02-10,-0.18773521228125012,16,23.271345152000002
2016-02-11,9.842738882425,19,39.9717707776
2016-02-12,2.8890393906046867,5,22.9069034496
2016-02-13,-2.863583413232812,1,-10.0997769216
2016-02-14,-1.2249999999999992,1,-7.369623859200004
2016-02-15,-0.7586249999999998,4,1.9334970367999968
2016-02-16,2.4618225000000002,2,21.206409727999997
2016-02-17,0.688869875,20,29.802737664000002
2016-02-18,-1.2442579125,15,27.354908774400002
2016-02-19,2.33898918984375,9,14.814161817600002
2016-02-20,-1.3705819329218756,1,0.18636144640000118
2016-02-21,0.43401377060312507,6,-3.0736047104000033
2016-02-22,0.3922169125000001,3,6.786164531199997
2016-02-23,3.37107895375,11,22.4550263808
2016-02-24,-1.539205447796875,30,20.2777903104
2016-02-25,9.337991239270313,11,25.9037861888
2016-02-26,6.608078602284374,17,7.948372992000003
2016-02-27,-4.311281262796875,8,4.383645593600001
2016-02-28,-1.8468693759484367,0,0.4283212799999987
