,blevesearch/bleve,apache/solr,elastic/elasticsearch
2017-05-24,0,20,29
2017-05-25,6,22,23
2017-05-26,1,21,25
2017-05-27,0,1,4
2017-05-28,0,3,1
2017-05-29,0,8,12
2017-05-30,0,13,28
2017-05-31,2,17,21
2017-06-01,0,16,30
2017-06-02,0,19,34
2017-06-03,0,3,4
2017-06-04,0,0,0
2017-06-05,3,13,12
2017-06-06,2,14,35
2017-06-07,0,14,26
2017-06-08,0,17,34
2017-06-09,0,18,42
2017-06-10,0,2,5
2017-06-11,0,3,5
2017-06-12,1,11,18
2017-06-13,0,12,24
2017-06-14,1,3,32
2017-06-15,0,7,34
2017-06-16,0,20,24
