,hashicorp/consul,etcd-io/etcd,apache/zookeeper
2017-01-11,3,6,1
2017-01-12,13,10,0
2017-01-13,7,24,1
2017-01-14,3,5,1
2017-01-15,1,6,0
2017-01-16,0,0,0
2017-01-17,11,10,0
2017-01-18,10,9,0
2017-01-19,6,6,0
2017-01-20,1,25,0
2017-01-21,0,9,0
2017-01-22,0,2,0
2017-01-23,0,8,2
2017-01-24,5,18,0
2017-01-25,22,9,1
2017-01-26,31,14,0
2017-01-27,12,6,0
2017-01-28,0,0,1
2017-01-29,0,0,0
2017-01-30,0,0,0
2017-01-31,4,5,0
2017-02-01,31,9,0
2017-02-02,16,5,0
2017-02-03,1,6,0
2017-02-04,3,3,0
2017-02-05,0,1,1
2017-02-06,8,4,0
2017-02-07,6,7,1
2017-02-08,20,0,0
2017-02-09,9,5,1
2017-02-10,16,3,1
2017-02-11,18,5,2
2017-02-12,0,0,0
2017-02-13,0,6,1
2017-02-14,5,9,1
2017-02-15,6,7,1
2017-02-16,11,11,1
2017-02-17,4,9,0
2017-02-18,0,0,0
2017-02-19,0,0,0
2017-02-20,0,1,0
2017-02-21,7,14,0
2017-02-22,5,8,0
2017-02-23,2,5,0
2017-02-24,8,6,0
2017-02-25,4,1,0
2017-02-26,1,0,0
2017-02-27,0,4,0
2017-02-28,8,6,0
2017-03-01,3,5,0
2017-03-02,2,17,0
2017-03-03,0,10,0
2017-03-04,1,1,1
2017-03-05,1,2,0
2017-03-06,4,12,0
2017-03-07,3,15,0
2017-03-08,4,12,0
2017-03-09,15,28,1
2017-03-10,8,13,0
2017-03-11,0,1,0
2017-03-12,0,2,0
2017-03-13,0,15,0
2017-03-14,1,11,1
2017-03-15,6,16,0
2017-03-16,24,6,3
2017-03-17,4,4,0
2017-03-18,1,1,0
2017-03-19,0,0,0
2017-03-20,7,8,0
2017-03-21,1,12,2
2017-03-22,4,16,0
2017-03-23,13,23,2
2017-03-24,18,12,0
2017-03-25,9,1,0
2017-03-26,0,0,0
2017-03-27,11,9,1
2017-03-28,12,10,0
2017-03-29,10,1,0
2017-03-30,25,8,0
2017-03-31,2,9,0
2017-04-01,0,2,0
2017-04-02,0,1,0
2017-04-03,1,12,0
2017-04-04,13,16,0
2017-04-05,20,13,1
2017-04-06,9,5,0
2017-04-07,0,20,0
2017-04-08,0,2,0
2017-04-09,0,0,0
2017-04-10,3,10,1
2017-04-11,11,10,0
2017-04-12,16,15,0
2017-04-13,29,20,0
2017-04-14,10,4,0
2017-04-15,0,2,0
2017-04-16,0,0,0
2017-04-17,8,17,2
2017-04-18,18,20,2
2017-04-19,5,15,0
2017-04-20,2,5,0
2017-04-21,2,12,0
2017-04-22,0,11,0
2017-04-23,0,5,0
2017-04-24,1,0,1
2017-04-25,20,23,0
2017-04-26,4,11,0
2017-04-27,19,9,1
2017-04-28,16,5,1
2017-04-29,3,0,1
2017-04-30,0,0,0
2017-05-01,3,7,1
2017-05-02,10,11,0
2017-05-03,10,14,0
2017-05-04,14,11,0
2017-05-05,23,4,0
2017-05-06,1,4,0
2017-05-07,2,0,0
2017-05-08,0,6,0
2017-05-09,23,9,0
2017-05-10,13,8,0
2017-05-11,4,12,1
2017-05-12,13,7,0
2017-05-13,0,0,0
2017-05-14,0,1,0
2017-05-15,5,8,0
2017-05-16,0,5,0
2017-05-17,4,7,0
2017-05-18,4,12,1
2017-05-19,1,7,0
2017-05-20,1,3,0
2017-05-21,0,0,0
2017-05-22,1,5,0
2017-05-23,3,5,0
2017-05-24,12,10,0
2017-05-25,4,9,0
2017-05-26,9,12,2
2017-05-27,0,0,0
2017-05-28,0,0,0
2017-05-29,0,0,0
2017-05-30,63,9,2
2017-05-31,14,10,0
2017-06-01,7,7,2
2017-06-02,9,6,0
2017-06-03,18,1,0
2017-06-04,3,3,0
2017-06-05,1,4,0
2017-06-06,6,18,0
2017-06-07,11,12,0
2017-06-08,21,19,2
2017-06-09,16,19,2
2017-06-10,7,0,0
2017-06-11,0,0,0
2017-06-12,2,4,0
2017-06-13,0,8,0
2017-06-14,2,3,0
2017-06-15,3,28,1
2017-06-16,4,15,0
2017-06-17,0,0,0
2017-06-18,0,1,1
2017-06-19,2,10,0
2017-06-20,2,13,0
2017-06-21,25,14,0
2017-06-22,9,16,0
2017-06-23,3,12,1
2017-06-24,9,2,0
2017-06-25,3,0,2
2017-06-26,4,3,0
2017-06-27,11,6,0
2017-06-28,3,0,0
2017-06-29,5,2,0
2017-06-30,0,4,1
2017-07-01,0,2,0
2017-07-02,1,0,0
2017-07-03,0,0,0
2017-07-04,0,0,2
2017-07-05,1,6,0
2017-07-06,8,10,1
2017-07-07,58,13,0
2017-07-08,0,2,0
2017-07-09,4,0,0
2017-07-10,5,1,0
2017-07-11,6,4,0
2017-07-12,0,8,0
2017-07-13,0,6,0
2017-07-14,12,15,0
2017-07-15,12,1,0
2017-07-16,3,0,0
2017-07-17,17,0,0
2017-07-18,30,10,1
2017-07-19,11,3,0
2017-07-20,12,7,0
2017-07-21,0,18,0
2017-07-22,0,2,0
2017-07-23,0,0,0
2017-07-24,1,3,0
2017-07-25,8,12,0
2017-07-26,14,13,0
2017-07-27,5,11,3
2017-07-28,16,6,0
2017-07-29,0,0,0
2017-07-30,0,0,0
2017-07-31,7,14,0
2017-08-01,15,15,0
2017-08-02,4,5,0
2017-08-03,10,7,3
2017-08-04,9,11,0
2017-08-05,0,3,0
2017-08-06,0,6,2
2017-08-07,18,4,0
2017-08-08,16,5,0
2017-08-09,23,3,1
2017-08-10,11,6,2
2017-08-11,0,2,0
2017-08-12,0,0,0
2017-08-13,0,0,2
2017-08-14,0,11,0
2017-08-15,3,4,0
2017-08-16,3,6,0
2017-08-17,1,3,0
2017-08-18,4,9,4
2017-08-19,0,2,0
2017-08-20,0,2,0
2017-08-21,7,14,1
2017-08-22,0,14,0
2017-08-23,15,8,1
2017-08-24,3,2,1
2017-08-25,1,3,0
2017-08-26,2,3,0
2017-08-27,0,2,0
2017-08-28,0,4,0
2017-08-29,4,3,0
2017-08-30,25,6,0
2017-08-31,3,19,0
2017-09-01,15,10,0
2017-09-02,4,1,0
2017-09-03,0,0,0
2017-09-04,1,0,0
2017-09-05,10,9,0
2017-09-06,16,5,0
2017-09-07,15,18,0
2017-09-08,4,16,0
2017-09-09,0,1,0
2017-09-10,0,0,0
2017-09-11,3,6,5
2017-09-12,0,10,0
2017-09-13,0,6,0
2017-09-14,1,0,0
2017-09-15,0,4,0
2017-09-16,0,2,0
2017-09-17,0,3,0
2017-09-18,0,4,0
2017-09-19,2,5,0
2017-09-20,2,7,0
2017-09-21,1,4,0
2017-09-22,1,5,0
2017-09-23,0,2,0
2017-09-24,0,0,0
2017-09-25,14,5,0
2017-09-26,28,2,0
2017-09-27,27,7,2
2017-09-28,21,12,1
2017-09-29,15,9,1
2017-09-30,0,1,0
2017-10-01,0,0,0
2017-10-02,2,12,0
2017-10-03,4,9,0
2017-10-04,22,8,1
2017-10-05,24,24,0
2017-10-06,14,10,0
2017-10-07,0,3,1
2017-10-08,1,0,0
2017-10-09,2,17,1
2017-10-10,5,3,1
2017-10-11,12,3,1
2017-10-12,2,0,0
2017-10-13,3,2,1
2017-10-14,0,2,0
2017-10-15,0,0,0
2017-10-16,5,0,0
2017-10-17,83,3,0
2017-10-18,10,1,0
2017-10-19,5,16,0
2017-10-20,13,11,0
2017-10-21,2,1,0
2017-10-22,12,4,0
2017-10-23,168,17,0
2017-10-24,18,14,0
2017-10-25,10,7,0
2017-10-26,11,13,0
2017-10-27,4,15,0
2017-10-28,0,0,0
2017-10-29,0,0,0
2017-10-30,3,6,0
2017-10-31,11,11,0
2017-11-01,9,2,1
2017-11-02,1,13,0
2017-11-03,2,6,1
2017-11-04,0,0,0
2017-11-05,1,2,0
2017-11-06,0,7,0
2017-11-07,4,5,0
2017-11-08,16,10,0
2017-11-09,13,6,0
2017-11-10,14,21,0
2017-11-11,3,5,0
2017-11-12,0,6,0
2017-11-13,0,3,0
2017-11-14,0,6,0
2017-11-15,0,18,4
2017-11-16,1,4,0
2017-11-17,2,3,0
2017-11-18,0,0,0
2017-11-19,0,0,0
2017-11-20,8,5,0
2017-11-21,3,7,3
2017-11-22,0,3,2
2017-11-23,0,4,0
2017-11-24,0,0,0
2017-11-25,0,0,0
2017-11-26,0,0,0
2017-11-27,0,14,1
2017-11-28,0,7,0
2017-11-29,3,5,0
2017-11-30,16,8,0
2017-12-01,0,23,0
2017-12-02,0,1,0
2017-12-03,0,0,0
2017-12-04,0,8,0
2017-12-05,1,9,0
2017-12-06,1,9,2
2017-12-07,1,1,0
2017-12-08,4,14,0
2017-12-09,0,5,0
2017-12-10,1,1,0
2017-12-11,1,2,0
2017-12-12,4,2,2
2017-12-13,11,2,1
2017-12-14,11,5,0
2017-12-15,16,12,0
2017-12-16,0,0,1
2017-12-17,0,0,0
2017-12-18,1,18,0
2017-12-19,3,10,1
2017-12-20,8,45,0
2017-12-21,8,13,0
2017-12-22,4,5,0
2017-12-23,0,0,0
2017-12-24,0,0,0
2017-12-25,0,2,0
2017-12-26,0,0,0
2017-12-27,1,1,0
2017-12-28,0,1,0
2017-12-29,0,0,0
2017-12-30,0,1,0
2017-12-31,2,6,0
2018-01-01,0,1,0
2018-01-02,0,13,0
2018-01-03,4,6,0
2018-01-04,6,7,0
2018-01-05,11,2,0
2018-01-06,0,1,0
2018-01-07,0,1,0
2018-01-08,2,5,0
2018-01-09,3,15,0
2018-01-10,9,0,0
2018-01-11,2,6,0
2018-01-12,4,9,0
2018-01-13,0,0,0
2018-01-14,0,4,0
2018-01-15,0,1,0
2018-01-16,1,3,0
2018-01-17,0,14,0
2018-01-18,2,8,2
2018-01-19,10,7,1
2018-01-20,4,3,0
2018-01-21,0,0,0
2018-01-22,6,14,0
2018-01-23,5,19,0
2018-01-24,11,34,0
2018-01-25,4,40,0
2018-01-26,4,17,0
2018-01-27,0,2,0
2018-01-28,3,0,0
2018-01-29,1,9,0
2018-01-30,0,10,2
2018-01-31,0,5,0
2018-02-01,1,5,1
2018-02-02,1,4,0
2018-02-03,4,0,0
