label,group_id,split_id,group,target,c1_m1,c2_m1,c1_m2,c2_m2,c1_m3,c2_m3,c1_m4,c2_m4,t -> c2,t -> c1,c2 -> t,c2 -> c1,c1 -> t,c1 -> c2,permute
1,1,0,1,"chainer/chainer,tensorflow/tensorflow,pytorch/pytorch",False,True,False,False,False,False,True,False,-0.6528583540789451,-2.4803505992310635,8.303865636472286,-2.348419193727052,-0.15161598655201924,-0.9900252672623511,5
1,2,0,2,"voldemort/voldemort,apache/cassandra,linkedin/venice",False,False,False,True,False,False,True,False,20.69309121860422,-28.62222291955477,-2.3000222365208765,27.72825640387131,-10.94313775086803,3.9957772614971536,5
1,3,0,3,"spring-attic/spring-security-oauth,spring-projects/spring-security,spring-projects/spring-authorization-server",False,False,False,False,False,True,True,False,48.995015615713285,-72.04438692667587,6.682333853042244,-5.04762165405954,-1.5969653486670856,-3.030428900631482,5
1,4,0,4,"koush/androidasync,androidx/androidx,koush/ion",False,False,False,False,True,False,False,True,-55.21196654097032,7.568544875552316,-85.5183099556601,-6.723155482494686,1.2741281833436904,6.998271706129652,5
1,5,0,5,"stephanenicolas/robospice,square/retrofit,google/volley",False,False,False,False,False,False,True,True,-1.2222093980241562,-3.238710958148419,-0.2416444826114527,0.38917754824359063,-16.73568691497887,-8.697926698415294,5
1,6,0,6,"square/keywhiz,hashicorp/vault,lyft/confidant",False,False,False,False,False,False,True,True,-1.8822856972202573,-1.8155089772002104,-38.34944016457263,-13.461402483875345,-4.904791206660972,2.859429221479804,5
1,7,0,7,"torch/torch7,pytorch/pytorch,chainer/chainer",False,False,True,False,False,True,False,False,2.987293873803742,0.3379164249269765,2.6143503417761473,-5.247904236117491,-1.0216398234830024,5.148976837857627,5
1,8,0,8,"omab/django-social-auth,pennersr/django-allauth,omab/python-social-auth",True,False,False,False,False,False,False,True,-38.07576313469895,-14.082784953537326,-1.4864324219530767,-18.112861722504412,6.6129498261744075,-3.7695469318861767,5
1,9,0,9,"midgetspy/sick-beard,sickchill/sickchill,Sonarr/Sonarr",False,False,False,False,True,False,False,True,-71.17710671372694,40.94570431690594,-6.92833983181199,12.036014497337991,5.524570475541674,12.616233476719088,5
1,10,0,10,"fizyr/keras-retinanet,pytorch/vision,facebookresearch/detectron2",False,True,False,False,True,False,False,False,-11.919093998512658,32.16662618866026,3.025277790292195,-3.749321024164773,14.976667806134165,-6.597906698500325,5
1,11,0,11,"bizz84/swiftystorekit,RevenueCat/purchases-ios,apphud/ApphudSDK",False,False,False,True,True,False,False,False,11.559198556526452,2.244282506602611,-21.12704253280602,4.610251981337821,0.2509393559547375,4.68946153722267,5
1,12,0,12,"johncoates/aerial,OrangeJedi/Aerial,graysky2/xscreensaver-aerial",False,False,False,False,False,False,True,True,-15.994510704330478,-7.8319059612116,-22.695553776067328,4.958575653651869,-44.54889663160056,7.8362575724971855,5
1,13,0,13,"facebook/xctool,facebook/xcbuild,xcpretty/xcpretty",False,True,False,False,False,False,True,False,-36.870077747164146,-17.563219317481074,22.71249931901514,-39.90478937024978,-4.047889824805181,-7.074616931501318,5
1,14,0,14,"tekezo/karabiner,pqrs-org/karabiner-elements,hammerspoon/hammerspoon",False,True,True,False,False,False,False,False,-68.33052335587786,47.38016463527883,4.176255109329536,15.72506600997958,-13.22994708365129,14.845719758242277,5
1,15,0,15,"sass/libsass,sass/dart-sass,sass/sassc",False,False,False,True,False,False,True,False,5.468575223738044,-23.19272751163755,-122.45654251495588,20.900767547332837,-18.722970195853677,-9.921304774026689,5
1,16,0,16,"amrayn/easyloggingpp,gabime/spdlog,google/glog",False,False,True,True,False,False,False,False,4.004596848469412,0.07247378856096186,-11.503888570199662,27.29496591691735,-0.6744688634791159,1.373863529483762,5
1,17,0,17,"cocos2d/cocos2d-x,defold/defold,cocos/cocos-engine",False,False,True,False,False,False,False,True,-42.81996824375184,0.7117241862981588,-3.922330492369964,2.147487404742018,-10.371320425315242,-3.8821424768694435,5
1,18,0,18,"overviewer/minecraft-overviewer,webbukkit/dynmap,BlueMap-Minecraft/BlueMap",True,True,False,False,False,False,False,False,-31.930144808571214,-35.79202972088834,5.423388924201123,3.0554231134925054,11.378452439599146,-8.448001662729347,5
1,19,0,19,"tensorflow/tensor2tensor,huggingface/transformers,google/trax",True,False,False,False,False,True,False,False,1.0036921626527224,-41.33508021726075,4.155171679075387,-5.509838318741133,0.06282247145458514,-6.539972500309668,5
1,20,0,20,"sass/node-sass,stylus/stylus,sass/dart-sass",False,False,False,False,True,False,False,True,-24.235872768084256,14.650770283112625,-10.998110564330945,0.23791460698794073,16.365781592394804,4.579833170950624,5
1,21,0,21,"ripple/rippled,stellar/stellar-core,XRPLF/clio",False,False,False,True,True,False,False,False,6.063812735944843,2.4785900653051915,-6.88892886715836,-17.271968796034297,0.961309262325363,-6.109303576101712,5
1,22,0,22,"hill-a/stable-baselines,ray-project/ray,DLR-RM/stable-baselines3",False,False,False,False,True,False,False,True,-173.46459215765702,123.06497856709599,-38.90333904369812,31.758325822369173,19.29975302662395,15.301731553336312,5
1,23,0,23,"facebookresearch/pytext,facebookresearch/fairseq,pytorch/text",False,False,False,False,False,True,True,False,46.604701165275806,-96.53303260097647,38.76771056435147,-5.694655035399957,-69.43186148867498,-4.284177377946798,5
1,24,0,24,"orchest/orchest,apache/airflow,PrefectHQ/prefect",False,False,False,False,False,False,True,True,-1.3043954684833268,-0.5768756839758709,-2.1913655083716654,-1.5986892031848026,-8.230727543014998,-6.604619337859861,5
1,25,0,25,"allenai/allennlp,huggingface/transformers,flairNLP/flair",True,False,False,False,False,False,False,True,-6.875421144070066,-26.677785224944994,-3.4814952909338106,-1.9792888763231957,7.461033325235131,1.0814062113900367,5
1,26,0,26,"deepmind/dm-haiku,pytorch/pytorch,google/flax",False,False,True,False,False,False,False,True,-51.777607223196,7.7448589107599854,-10.942276968950898,-8.76087880156046,-0.48728048836515303,0.5362554315044679,5
1,27,0,27,"eleutherai/gpt-neo,huggingface/transformers,EleutherAI/gpt-neox",False,False,True,False,False,False,False,True,-16.384182943462903,12.475004831907158,-4.994787693167284,1.0440895922891367,-4.494846191073902,1.0901021987600419,5
1,28,0,28,"railsware/upterm,Eugeny/terminus,vercel/hyper",False,False,True,False,False,False,False,True,-24.90737895610106,17.883485141761074,-12.721439577684835,51.15744792719118,-65.58924486170376,7.36864284828484,5
1,29,0,29,"palantir/tslint,eslint/eslint,typescript-eslint/typescript-eslint",False,False,False,False,False,True,True,False,6.868613652027361,-6.138493127130226,17.173456573060637,-9.538505095973834,-7.857601041216503,1.0980158055002769,5
1,30,0,30,"microsoft/reactxp,flutter/flutter,necolas/react-native-web",False,False,False,False,True,False,False,True,-37.12886013404887,74.54631395401836,-43.72182386853222,37.39988079644441,2.9826154891600227,2.8567669809731897,5
1,31,0,31,"alibaba/bizcharts,antvis/g2,recharts/recharts",False,False,True,True,False,False,False,False,8.656716475353708,22.781756851678466,-5.053644008931326,-17.09519140393411,-0.6296269060416693,-18.318777041319507,5
1,32,0,32,"graphql/express-graphql,graphile/postgraphile,apollographql/apollo-server",False,False,False,False,True,True,False,False,14.519406454442269,1.5405839837185682,7.816398218066209,2.9873062854062638,0.35804181403156254,-0.9580613544306863,5
1,33,0,33,"apollographql/apollo-tooling,dotansimha/graphql-code-generator,apollographql/rover",False,True,False,False,True,False,False,False,-11.97832872506443,12.012750460337315,2.2086663844670142,3.127670777729993,6.939589560213729,7.338145040021846,5
1,34,0,34,"alephjs/aleph.js,vercel/next.js,denoland/fresh",False,False,False,True,True,False,False,False,11.371795751865266,31.287570647561328,-88.4916011715929,-68.41408420813785,2.2208559018706624,-3.764911908009914,5
1,35,0,35,"datorama/akita,ngrx/platform,ngneat/elf",True,False,False,False,False,False,False,True,-99.1723488947039,-26.803098940403245,-11.930059459645065,1.8713159082170618,3.9122403387102134,73.96611744552291,5
1,36,0,36,"componentjs/component,webpack/webpack,browserify/browserify",True,False,False,False,False,False,False,True,-0.7061366260654365,-16.88951390173927,-3.065680436257122,-0.09121557044016078,11.3607556893901,-39.203981259726554,5
1,37,0,37,"yuche/vue-strap,bootstrap-vue/bootstrap-vue,wxsms/uiv",False,False,False,False,False,False,True,True,-131.45134515503264,-45.84204187854283,-22.54856708156302,0.28219173708495215,-1.992124423996338,-7.443141048950045,5
1,38,0,38,"moscajs/mosca,eclipse/mosquitto,moscajs/aedes",True,False,False,False,False,False,False,True,-29.956638200439112,-11.923524737668316,-0.4396069501537321,13.351866184658679,5.213000118616968,-0.5426323654995537,5
1,39,0,39,"aheckmann/gm,lovell/sharp,moxystudio/node-cross-spawn",False,False,False,False,False,True,True,False,15.551098501168326,-0.36965868312811523,9.713605466676318,1.7346038393322523,-31.230549594030695,-0.6381091667450378,5
1,40,0,40,"exacttarget/fuelux,twbs/bootstrap,salesforce/lwc",False,False,False,False,False,False,True,True,-11.817060975519738,-9.141074595482069,-11.33953916485799,-14.38142240044988,-11.645614964364915,4.290858348712642,5
1,41,0,41,"automattic/kue,OptimalBits/bull,agenda/agenda",False,True,False,False,True,False,False,False,-13.195725895247898,13.046180121576878,19.471356746506952,-10.664877639893271,14.321485375135182,0.37727187790909666,5
1,42,0,42,"phenomic/phenomic,vercel/next.js,gatsbyjs/gatsby",False,False,False,False,True,True,False,False,8.988708690928396,2.232528730106416,2.8901431885963382,1.0410403478301962,5.903814104760215,-3.8686527878577737,5
