,elastic/elasticsearch,typesense/typesense,meilisearch/meilisearch
2022-06-22,20,0.0,9.0
2022-06-23,31,1.0,2.0
2022-06-24,15,1.9,1.0
2022-06-25,2,0.7549999999999998,0.0
2022-06-26,0,1.7814999999999999,0.0
2022-06-27,23,2.6773374999999997,2.0
2022-06-28,29,1.52405825,5.0
2022-06-29,25,-0.4580580125000001,1.0
2022-06-30,18,0.7296405287500002,0.0
2022-07-01,2,0.7038612819843753,0.0
2022-07-02,0,0.7003715501828128,0.0
2022-07-03,0,-0.29377294808749976,0.0
2022-07-04,13,0.8186969076828128,1.0
2022-07-05,23,-0.2329692866187498,22.0
2022-07-06,13,-0.13927444613906226,6.0
2022-07-07,18,4.914329836178125,4.0
2022-07-08,15,0.4455134782343747,0.0
2022-07-09,1,-0.3701776118015626,0.0
2022-07-10,0,-0.21862917805156257,0.0
2022-07-11,11,-0.1513050487859371,3.0
2022-07-12,28,0.8891854369843754,32.0
2022-07-13,16,-0.1903256650359373,0.0
2022-07-14,20,2.8863695062500003,0.0
2022-07-15,4,0.6125647386718749,0.0
2022-07-16,0,-0.3072250756953125,0.0
2022-07-17,0,-0.15501560253593752,0.0
2022-07-18,23,0.8963504875000002,11.0
2022-07-19,13,1.81989355375,19.0
2022-07-20,13,3.689828899484375,2.0
2022-07-21,20,0.4266580462140622,6.0
2022-07-22,28,1.602538864703125,0.0
2022-07-23,1,-0.4512066206234375,0.0
2022-07-24,0,0.7450556349640629,0.0
2022-07-25,29,0.7204527787500002,0.0
2022-07-26,30,1.7131544944843753,0.0
2022-07-27,26,0.6091942239328126,0.0
2022-07-28,17,0.6683488216156251,5.0
2022-07-29,17,-0.3041303656593749,0.0
2022-07-30,1,-0.17163924106718725,0.0
2022-07-31,1,-0.12244941382187471,0.0
2022-08-01,27,0.9162347157343753,0.0
2022-08-02,24,3.8305666794484377,2.0
2022-08-03,31,0.5032088126828123,1.0
2022-08-04,25,3.6540402856625,2.0
2022-08-05,3,2.4023703344484373,0.0
2022-08-06,0,-0.6156656025359375,0.0
2022-08-07,1,1.6527084875,0.0
2022-08-08,20,1.5519915037500003,1.0
2022-08-09,17,0.5164403894843754,0.0
2022-08-10,10,1.5942358991515628,18.0
2022-08-11,16,-0.47034954565937476,3.0
2022-08-12,13,-0.2720116933484371,3.0
2022-08-13,2,0.8014796258093754,0.0
2022-08-14,0,-0.23114972510781218,0.0
2022-08-15,15,-0.13171953103124978,0.0
2022-08-16,16,2.898147947646875,3.0
2022-08-17,32,1.6307840894124999,52.0
2022-08-18,15,1.6213477714328124,16.0
2022-08-19,0,0.5945402824281247,1.0
2022-08-20,0,-0.3200811962499999,0.0
2022-08-21,0,-0.20124356301562477,0.0
2022-08-22,20,-0.14994339003593712,20.0
2022-08-23,16,-0.11250111374999963,13.0
2022-08-24,14,0.9066668934531252,8.0
2022-08-25,11,1.8203174113609377,0.0
2022-08-26,21,-0.29202802735312505,0.0
2022-08-27,1,1.8551339819125,1.0
2022-08-28,0,-0.2860613525359376,0.0
2022-08-29,15,1.8525582500000002,3.0
2022-08-30,19,1.6976044875,1.0
2022-08-31,12,1.6312572787500002,5.0
2022-09-01,22,1.5890107944843748,8.0
2022-09-02,3,1.5578154964328126,3.0
2022-09-03,0,1.540456402428125,2.0
2022-09-04,0,-0.4660191510312499,3.0
2022-09-05,7,0.7141323774281253,2.0
2022-09-06,17,1.7017934564687502,2.0
2022-09-07,37,0.5969957513968753,15.0
2022-09-08,34,1.6648207513968751,3.0
2022-09-09,23,1.592891751396875,1.0
2022-09-10,1,0.5659365263968751,0.0
2022-09-11,0,2.651007656396875,0.0
2022-09-12,25,0.486342823678125,1.0
2022-09-13,22,0.6180237819843752,4.0
2022-09-14,16,0.6516508001828127,4.0
2022-09-15,22,2.6735183144125,0.0
2022-09-16,1,0.4946023664328125,0.0
2022-09-17,0,1.6132066851468752,0.0
2022-09-18,0,-0.44008836933749995,0.0
2022-09-19,18,-0.25796375033281216,1.0
2022-09-20,28,1.8149666706265628,0.0
2022-09-21,18,2.6740113506984375,6.0
2022-09-22,15,1.5133562331984374,4.0
2022-09-23,13,-0.4665215128328126,0.0
2022-09-24,1,-0.2737772631234373,0.0
2022-09-25,1,0.8212435214328129,0.0
2022-09-26,33,-0.23279698007187466,0.0
2022-09-27,28,-0.13890692999999976,0.0
2022-09-28,18,-0.1072417397812498,1.0
2022-09-29,23,1.9116474633812504,3.0
2022-09-30,17,-0.2604499336390625,1.0
2022-10-01,1,-0.11995971757187499,1.0
2022-10-02,0,-0.06809369625000002,2.0
2022-10-03,15,-0.05089331301562482,7.0
2022-10-04,21,-0.040632352535937374,8.0
2022-10-05,23,0.973675975,6.0
2022-10-06,15,0.8778126075,12.0
2022-10-07,3,2.83586337396875,2.0
2022-10-08,0,-0.3902977050718753,0.0
2022-10-09,1,-0.18416250000000003,3.0
2022-10-10,25,-0.12227924999999994,5.0
2022-10-11,28,1.9087337375000004,2.0
2022-10-12,31,-0.27260595874999993,11.0
2022-10-13,19,-0.15014804676562488,8.0
2022-10-14,38,-0.1082482543015624,4.0
2022-10-15,1,1.9215712084171876,0.0
2022-10-16,0,-0.2574300576078125,0.0
2022-10-17,15,0.8836759750000001,11.0
2022-10-18,21,2.8208126074999997,15.0
2022-10-19,13,0.5945383739687499,12.0
2022-10-20,19,0.687468794928125,3.0
2022-10-21,4,0.722513475,0.0
2022-10-22,0,-0.27379164249999977,0.0
2022-10-23,0,-0.17481138853124975,0.0
2022-10-24,15,0.8673433111781252,7.0
2022-10-25,15,0.8072093357343753,9.0
2022-10-26,13,-0.2224762503328124,80.0
2022-10-27,6,-0.1325205793734374,376.0
2022-10-28,7,-0.07822336180156236,6.0
2022-10-29,0,-0.05474641555156232,1.0
2022-10-30,0,0.9623223849640626,4.0
2022-10-31,18,2.87574429125,7.0
2022-11-01,25,0.6343379907343747,0.0
2022-11-02,20,0.7185328344484374,1.0
2022-11-03,25,0.7404386474640624,5.0
2022-11-04,23,-0.25160424999999986,2.0
2022-11-05,3,-0.15567476249999979,0.0
2022-11-06,0,0.8841410162500003,0.0
2022-11-07,19,-0.1927906642656248,0.0
2022-11-08,31,0.8775237496671877,10.0
2022-11-09,28,1.8124794206265626,1.0
2022-11-10,35,-0.29472336180156256,4.0
2022-11-11,9,0.8474160844484375,0.0
2022-11-12,0,-0.1992233650359375,2.0
2022-11-13,0,-0.11353544624999981,2.0
2022-11-14,24,0.9165361744843752,3.0
2022-11-15,29,1.8335209262140626,4.0
2022-11-16,26,0.707127544484375,1.0
2022-11-17,22,1.7408025089328123,8.0
2022-11-18,27,0.6494460986781249,0.0
2022-11-19,3,0.714489936984375,0.0
2022-11-20,1,-0.27645686503593747,0.0
2022-11-21,21,-0.16835947124999975,1.0
2022-11-22,28,-0.12631371801562472,0.0
2022-11-23,24,0.8982675501828128,3.0
2022-11-24,30,1.8221678269125001,6.0
2022-11-25,1,0.7032088126828124,0.0
2022-11-26,0,-0.2559597143375001,3.0
2022-11-27,1,-0.14062966555156245,0.0
2022-11-28,17,-0.09434060253593729,11.0
2022-11-29,14,-0.06605801249999978,2.0
2022-11-30,13,1.9464655287500001,7.0
2022-12-01,9,0.755082281984375,14.0
2022-12-02,11,-0.22862917481718756,0.0
