,llvm/llvm-project,gcc-mirror/gcc,golang/go
2020-05-03,40,4,1.0
2020-05-04,89,25,14.9
2020-05-05,122,67,13.454999999999998
2020-05-06,107,32,10.796499999999998
2020-05-07,137,35,23.576837499999996
2020-05-08,91,21,24.061445749999997
2020-05-09,41,41,-1.9053507625000012
2020-05-10,55,5,-1.0198876337499991
2020-05-11,114,43,4.746853305734378
2020-05-12,106,41,3.637479345979692
2020-05-13,110,33,6.758805640476566
2020-05-14,104,31,11.633481440257814
2020-05-15,126,29,-1.8609417538734365
2020-05-16,33,3,-1.7691802941218735
2020-05-17,39,11,-1.1048572900531233
2020-05-18,71,26,9.33621311761094
2020-05-19,141,32,8.48490681381875
2020-05-20,122,32,5.133569962904687
2020-05-21,97,20,10.26001830764375
2020-05-22,82,22,-1.2272647512921875
2020-05-23,42,12,-0.33444474851874895
2020-05-24,36,2,2.0671760224640634
2020-05-25,57,25,0.023175662500001692
2020-05-26,108,28,15.223682319843752
2020-05-27,136,28,2.8174490707343747
2020-05-28,153,31,4.37614266603125
2020-05-29,152,30,7.452119817310937
2020-05-30,46,8,-0.8201510271968744
2020-05-31,38,15,3.8984092331984384
2020-06-01,75,18,5.7351515621671885
2020-06-02,124,62,6.485762926876563
2020-06-03,143,52,16.28085433296406
2020-06-04,141,69,12.153827254346874
2020-06-05,161,52,10.024369330476562
2020-06-06,39,4,-2.9795289411062504
2020-06-07,49,12,0.25388044541093935
2020-06-08,125,47,11.59026860863594
2020-06-09,149,62,6.6649980012109395
2020-06-10,112,49,4.716027058123439
2020-06-11,119,57,4.906242939181251
2020-06-12,93,45,1.9887319078687513
2020-06-13,34,4,-0.5866751322421861
2020-06-14,31,7,0.928333112032814
2020-06-15,145,44,6.101732460218751
2020-06-16,144,65,3.652869621975001
2020-06-17,128,59,10.677780638642188
2020-06-18,151,53,6.0451864623171865
2020-06-19,117,43,4.157322043639063
2020-06-20,62,9,-0.6526126910640624
2020-06-21,29,4,-1.0840189531593738
2020-06-22,102,16,0.254297585182814
2020-06-23,132,24,4.321402472568752
2020-06-24,136,27,7.992583012170313
2020-06-25,154,25,7.505847586132813
2020-06-26,142,12,6.274780575443749
2020-06-27,48,8,-0.7166236446312504
2020-06-28,27,11,-0.056169690731249444
2020-06-29,116,24,6.210684138714064
2020-06-30,140,20,5.732654343234376
2020-07-01,142,30,2.532361703635938
2020-07-02,109,24,-0.28452769607031225
2020-07-03,92,13,0.09612967753593837
2020-07-04,42,2,-0.6928466356984364
2020-07-05,21,4,2.551045832946876
2020-07-06,103,44,5.3986133731984385
2020-07-07,127,47,10.022539782604687
2020-07-08,138,44,7.345076293639062
2020-07-09,131,25,2.2506915714359366
2020-07-10,120,55,2.654917330590625
2020-07-11,52,8,-1.217941203051562
2020-07-12,25,2,-0.7778987662859361
2020-07-13,124,32,1.4182499959531265
2020-07-14,131,26,2.329787793048439
2020-07-15,120,41,0.23739712536250068
2020-07-16,142,45,6.432474969964063
2020-07-17,114,19,1.9699372901140624
2020-07-18,52,7,-0.80958966220625
2020-07-19,28,6,-0.46343218514374984
2020-07-20,123,23,2.6920723200000007
2020-07-21,118,19,4.45961552271875
2020-07-22,163,21,0.16791932213125005
2020-07-23,125,19,5.437593218126563
2020-07-24,100,20,2.0418543676046874
2020-07-25,45,5,1.1623403432015629
2020-07-26,45,7,-0.6719288451078124
2020-07-27,108,43,1.5853170987500007
2020-07-28,136,17,1.4869765672031257
2020-07-29,166,24,-0.5427791439359371
2020-07-30,129,28,10.663155709304688
2020-07-31,104,33,5.6762611556203115
2020-08-01,34,9,0.6301560532374995
2020-08-02,36,6,0.06860929136093719
2020-08-03,112,33,7.3179033774281255
2020-08-04,138,38,-0.2652457685312495
2020-08-05,170,21,0.17664128139687563
2020-08-06,148,18,1.3431415486781255
2020-08-07,136,10,1.335851908078126
2020-08-08,48,5,-0.6628114740046868
2020-08-09,38,5,-0.37809764003281193
2020-08-10,103,21,9.7572806494125
2020-08-11,165,16,4.817240434589062
2020-08-12,99,21,11.803589645446875
2020-08-13,143,16,5.078521416948436
2020-08-14,98,15,9.287652128932812
2020-08-15,34,1,8.893423168896874
2020-08-16,29,3,3.691769169928125
2020-08-17,131,12,39.047435712500004
2020-08-18,112,25,21.643043779843747
2020-08-19,116,23,7.5016777077968735
