,getsentry/sentry,elastic/kibana,grafana/grafana
2021-09-24,18,-5.5246593851375,2
2021-09-25,0,-4.896821707957811,2
2021-09-26,0,-0.18657359801249518,0
2021-09-27,26,32.29773133356407,17
2021-09-28,35,33.43933359067969,18
2021-09-29,38,33.859616016867186,26
2021-09-30,25,23.91328149502656,21
2021-10-01,18,20.28055182664531,21
2021-10-02,3,-5.224563090664061,0
2021-10-03,0,-3.366863833857808,0
2021-10-04,28,54.75971045470313,14
2021-10-05,20,50.67132982059532,12
2021-10-06,44,50.42575600738281,22
2021-10-07,31,39.09571328745781,19
2021-10-08,52,0.2714717595265608,15
2021-10-09,0,-5.959384450587494,0
2021-10-10,0,-3.4335956682874906,0
2021-10-11,14,37.884731611912514,18
2021-10-12,33,56.56232390130782,27
2021-10-13,25,46.01863197624375,15
2021-10-14,25,44.346519447676556,23
2021-10-15,24,38.951179151510935,15
2021-10-16,0,-5.835476153020311,1
2021-10-17,0,-2.3951492739624936,0
2021-10-18,34,51.356506876396885,21
2021-10-19,27,70.06877637577188,22
2021-10-20,25,55.01203352424062,27
2021-10-21,22,53.30005696830937,22
2021-10-22,30,-10.102656957173439,18
2021-10-23,1,-8.188846695809367,0
2021-10-24,0,-6.269507051176552,0
2021-10-25,20,43.511857883456265,15
2021-10-26,22,66.5891858329297,26
2021-10-27,26,20.334072222951562,24
2021-10-28,24,28.788580041546872,18
2021-10-29,28,36.18690339620781,21
2021-10-30,0,-2.2488487337718723,0
2021-10-31,0,-6.555457925695308,0
2021-11-01,19,33.46326253996407,16
2021-11-02,16,62.66731909400001,36
2021-11-03,30,41.38315063835313,21
2021-11-04,41,32.35429100153906,17
2021-11-05,21,30.168892531204687,20
2021-11-06,1,-8.505758717620308,2
2021-11-07,0,-4.485335195778117,1
2021-11-08,18,31.36807009721251,16
2021-11-09,31,46.85895920540626,28
2021-11-10,32,33.06485549129063,25
2021-11-11,29,59.04763608515625,27
2021-11-12,19,-4.497394028342189,20
2021-11-13,3,-6.636839762721871,1
2021-11-14,0,-5.0448014225046816,2
2021-11-15,31,43.46221117889689,26
2021-11-16,16,52.46786114136563,23
2021-11-17,13,24.531148104612498,36
2021-11-18,18,29.7086466121375,31
2021-11-19,14,30.72058666037656,36
2021-11-20,1,-8.416898275354685,2
2021-11-21,0,-3.3970662208031186,0
2021-11-22,19,31.925552923714072,17
2021-11-23,31,42.25044382576563,25
2021-11-24,34,35.88722479362344,36
2021-11-25,14,15.413601488546874,16
2021-11-26,9,-1.8216174088671853,20
2021-11-27,0,-3.347870990776557,0
2021-11-28,0,-2.743575506953117,0
2021-11-29,21,37.32533659393282,31
2021-11-30,26,41.873967597615625,16
2021-12-01,30,40.63400182719062,25
2021-12-02,35,28.548671658785935,21
2021-12-03,21,31.074340857992187,14
2021-12-04,0,-6.045700596492187,0
2021-12-05,0,-5.57617043749687,0
2021-12-06,37,32.04821378191251,14
2021-12-07,14,52.30699609433907,10
2021-12-08,13,36.934361782562505,10
2021-12-09,36,29.75061653300937,10
2021-12-10,21,0.2012764436453125,4
2021-12-11,1,-6.67396050574062,0
2021-12-12,0,-4.350517240484367,0
2021-12-13,9,36.929884389892194,18
2021-12-14,45,30.5311030651875,27
2021-12-15,39,29.424059117034375,20
2021-12-16,45,25.97438901364531,18
2021-12-17,17,27.165584447685937,17
2021-12-18,0,-6.925319731593749,2
2021-12-19,0,-4.61530127535937,1
2021-12-20,12,27.727912937500008,23
2021-12-21,13,43.320149255625005,20
2021-12-22,11,27.572294380734377,11
2021-12-23,14,16.792742014592186,9
2021-12-24,0,-4.194559067610937,2
2021-12-25,0,-4.594627388018745,0
2021-12-26,0,-1.0926212892734308,0
2021-12-27,0,9.62049245121407,4
2021-12-28,1,9.93105248026563,6
2021-12-29,4,0.597014606120315,1
2021-12-30,1,2.558843513426565,4
2021-12-31,0,0.09446889456562646,0
2022-01-01,0,0.7339862225546894,0
2022-01-02,0,-0.9299958501078112,0
2022-01-03,18,3.3618533564687514,8
2022-01-04,24,24.092607687490627,24
2022-01-05,26,24.911082352865623,19
2022-01-06,24,18.69951565872031,14
2022-01-07,21,-0.48509839272187794,26
2022-01-08,0,-2.8973477812109367,0
2022-01-09,0,-1.9055511311031221,0
2022-01-10,32,34.56927069742813,21
2022-01-11,25,32.2625127416875,18
2022-01-12,27,38.72937998196562,15
2022-01-13,26,21.02331285841406,19
2022-01-14,18,19.777036144634373,14
2022-01-15,1,-4.863662360389062,0
2022-01-16,0,-4.275060110143745,0
2022-01-17,14,20.929666222500007,19
2022-01-18,19,39.1705101576875,15
2022-01-19,28,20.506221783378127,19
2022-01-20,27,38.085343341717184,19
2022-01-21,24,-5.491183265320313,22
2022-01-22,1,-4.943050567464059,1
2022-01-23,0,-0.2669809445015576,1
2022-01-24,17,25.371243534928134,17
2022-01-25,39,40.191460252625006,17
2022-01-26,27,19.58065745895,15
2022-01-27,43,34.23884785523125,21
2022-01-28,25,27.076576704540624,17
2022-01-29,0,-7.941720840664061,1
2022-01-30,0,-3.453655246357809,0
2022-01-31,22,53.68856625345313,30
2022-02-01,26,56.72332575920469,22
2022-02-02,27,24.837499482040624,25
2022-02-03,23,23.278032700710938,33
2022-02-04,21,25.026271529139066,26
2022-02-05,2,-6.865123172020308,1
2022-02-06,0,-5.517226997507804,0
2022-02-07,22,28.181494688234384,25
2022-02-08,25,27.759906849323443,39
2022-02-09,19,27.63631108193594,40
2022-02-10,20,41.321781415351566,36
2022-02-11,18,31.873177281690623,33
2022-02-12,0,-7.145433168717187,0
2022-02-13,0,-5.438539012253121,0
2022-02-14,31,31.345646839928133,1
2022-02-15,38,36.662074623500004,27
2022-02-16,28,39.79558434506875,25
2022-02-17,21,33.53158092948125,30
2022-02-18,17,-7.652660247773438,28
2022-02-19,0,-5.781605750401558,2
2022-02-20,0,-3.82448026750468,0
2022-02-21,9,11.309864888678133,17
2022-02-22,24,18.42195825570313,13
2022-02-23,50,32.333905244070316,20
2022-02-24,27,27.587217352454687,25
2022-02-25,25,-2.818044773896876,22
2022-02-26,1,-4.044996785076561,1
2022-02-27,0,-1.4691468800718712,0
2022-02-28,27,28.042279227500007,17
2022-03-01,40,29.459368337781253,18
2022-03-02,43,17.970970991903123,27
2022-03-03,41,34.225701440131246,33
2022-03-04,38,24.63455327863906,23
2022-03-05,3,-7.207023750784375,0
2022-03-06,0,-3.063418981393747,0
2022-03-07,46,35.98481037448438,8
2022-03-08,30,34.76060778449532,11
2022-03-09,29,51.230746571390625,11
2022-03-10,23,35.742704751403124,12
2022-03-11,28,-7.184757511487501,11
2022-03-12,3,-6.182517880437496,1
2022-03-13,0,-4.119049714899992,0
2022-03-14,36,34.031271770734385,17
2022-03-15,44,54.88367865610469,18
2022-03-16,32,46.206813013707816,21
2022-03-17,34,27.141820513104683,19
2022-03-18,32,32.20803171291094,17
2022-03-19,0,-7.777784405699997,1
2022-03-20,0,-4.825412770107806,0
2022-03-21,21,46.71193747625001,25
2022-03-22,23,27.54992274717188,19
2022-03-23,28,30.34244339721719,22
2022-03-24,29,54.95108348393281,18
2022-03-25,22,-2.5770951541062495,12
2022-03-26,1,-7.213679198021872,4
2022-03-27,0,-1.6692852662906184,0
2022-03-28,31,55.42656977316251,0
2022-03-29,53,70.33849113116719,23
2022-03-30,60,45.16662554835469,26
2022-03-31,28,37.39753492859687,31
2022-04-01,32,27.831291701848436,24
2022-04-02,1,-8.149353166940621,2
2022-04-03,0,-6.88207774907343,0
2022-04-04,42,32.034071494703134,28
2022-04-05,48,19.35263674572032,32
2022-04-06,29,24.37537846464532,35
2022-04-07,52,36.18251293225469,19
2022-04-08,28,-2.8227954853656243,22
2022-04-09,0,-4.4821634861718715,0
2022-04-10,0,-2.57200575298437,0
2022-04-11,27,38.468076343642196,15
2022-04-12,33,32.91864621967188,33
2022-04-13,32,38.605908174748436,27
2022-04-14,30,43.339671005029686,23
2022-04-15,17,10.985727506162497,13
2022-04-16,1,-2.6688393484249975,0
2022-04-17,0,-3.1167258869812446,0
2022-04-18,28,24.174552300698444,4
2022-04-19,46,57.25671008507344,13
2022-04-20,43,29.028983910917187,41
2022-04-21,31,19.724119134879686,35
2022-04-22,24,-3.2439606772156235,22
2022-04-23,0,-5.388973911446868,2
2022-04-24,0,-2.487633960832805,2
2022-04-25,47,13.32877307878907,19
2022-04-26,35,29.28736992924063,22
2022-04-27,42,30.218592142759377,24
2022-04-28,39,22.148518328876563,38
2022-04-29,38,21.53227844239531,28
2022-04-30,0,-5.3753008011203125,0
2022-05-01,0,-2.7258829089296834,0
2022-05-02,16,22.25617063448438,22
2022-05-03,45,31.37914796296407,26
2022-05-04,33,48.54336110240938,31
2022-05-05,44,17.81884580650156,36
2022-05-06,23,26.362695473753124,24
2022-05-07,3,-7.865003946729687,0
2022-05-08,1,-3.6010206927718693,1
2022-05-09,40,23.717549228198443,6
2022-05-10,47,29.746432319573444,4
2022-05-11,42,41.18857228678907,8
2022-05-12,38,37.259183369096874,13
2022-05-13,25,-7.428971263398438,8
2022-05-14,14,-5.361593423501559,0
2022-05-15,1,-0.6089152699718685,2
2022-05-16,42,32.149152450734384,28
2022-05-17,37,44.29550522729219,35
2022-05-18,43,44.60765653098281,29
2022-05-19,36,35.100639583992184,30
2022-05-20,33,41.05298753705625,27
2022-05-21,0,-10.677681130184377,5
2022-05-22,0,-4.989199231321869,4
2022-05-23,22,46.58741481720313,62
2022-05-24,33,61.463599761845316,36
2022-05-25,33,48.901913796710936,39
2022-05-26,31,15.178295314624997,36
2022-05-27,10,-8.051396028857809,9
2022-05-28,0,-6.3459235904140545,1
2022-05-29,0,-4.387282813082801,0
2022-05-30,25,24.884640553234384,24
2022-05-31,29,32.63158168366719,39
2022-06-01,49,24.764391288323438,35
2022-06-02,35,17.78346570853125,37
2022-06-03,36,26.59601983837031,32
2022-06-04,1,-5.827748497037499,5
2022-06-05,0,-2.956470555071871,3
2022-06-06,35,28.071421530000006,15
2022-06-07,37,46.631061128062505,33
2022-06-08,36,31.541172391899998,31
2022-06-09,20,35.40268951838437,38
2022-06-10,14,-1.2258793452906254,29
2022-06-11,0,-6.0440506016640585,3
2022-06-12,0,-3.9844175304515557,0
2022-06-13,35,43.17188360069844,32
2022-06-14,37,38.117193738979694,40
2022-06-15,45,40.52027289457344,24
2022-06-16,50,24.35110841250625,25
2022-06-17,12,16.316315555875,34
2022-06-18,1,-6.543779015706248,1
2022-06-19,0,-2.6043596452874933,0
2022-06-20,11,30.447653660000007,30
2022-06-21,41,29.832670657531253,30
2022-06-22,45,20.581397906393754,40
2022-06-23,41,45.00052656311719,29
2022-06-24,31,14.751870664457812,21
2022-06-25,0,-5.392006032862499,1
2022-06-26,0,0.3900115560859412,0
2022-06-27,50,24.32172739893282,29
2022-06-28,37,43.47399923739688,22
2022-06-29,56,48.64430460021563,34
2022-06-30,42,44.69842203926875,27
2022-07-01,4,-5.145926632818753,2
2022-07-02,0,-5.917608799243746,0
2022-07-03,0,-3.5496971681437426,0
2022-07-04,5,18.60870637235001,17
2022-07-05,29,48.112370894132816,14
2022-07-06,46,30.503870417478126,39
2022-07-07,29,33.40515776509844,46
2022-07-08,23,40.979092249592185,27
2022-07-09,1,-6.994783476320311,1
2022-07-10,0,-3.7676446494812463,0
2022-07-11,45,40.78400660444844,19
2022-07-12,41,41.29428537237032,20
2022-07-13,45,36.47282097563125,20
2022-07-14,38,40.88048549048594,37
2022-07-15,34,-5.852141245557814,22
2022-07-16,0,-4.734488821040619,1
2022-07-17,0,-3.681821270843743,1
2022-07-18,27,50.683853872610946,24
2022-07-19,32,43.976317767975004,37
2022-07-20,43,43.191222883117184,33
2022-07-21,38,36.28482925577031,22
