,llvm/llvm-project,gcc-mirror/gcc,golang/go
2012-11-06,79,68,10.6299910144
2012-11-07,46,38,12.275187507200002
2012-11-08,34,15,3.8202370048000027
2012-11-09,46,21,-4.348087295999997
2012-11-10,30,11,-3.7674474495999997
2012-11-11,17,19,-4.3731458048
2012-11-12,69,32,10.629266944
2012-11-13,79,24,5.1239622656
2012-11-14,94,21,3.385852518400001
2012-11-15,95,21,0.34251796480000163
2012-11-16,80,29,0.5087882240000008
2012-11-17,42,11,3.3094056960000007
2012-11-18,15,13,-4.1898016768
2012-11-19,36,27,3.4569578495999993
2012-11-20,43,32,0.18311782399999998
2012-11-21,49,27,4.7139096576
2012-11-22,20,17,-5.628765593599999
2012-11-23,24,23,-0.3483921408000006
2012-11-24,16,9,4.7865993216
2012-11-25,19,7,3.0123679744
2012-11-26,54,22,22.5735272448
2012-11-27,107,22,4.398592102400002
2012-11-28,68,33,-7.1698046976
2012-11-29,108,34,-0.11518259200000003
2012-11-30,76,20,4.3864690687999985
2012-12-01,44,12,-1.811551744
2012-12-02,9,11,-5.1398706176
2012-12-03,65,30,3.3085353983999997
2012-12-04,135,28,5.7813443584
2012-12-05,100,48,0.9580212224000011
2012-12-06,103,25,11.8481931264
2012-12-07,84,19,-6.9702484991999984
2012-12-08,24,10,-2.2039108608000006
2012-12-09,29,10,0.9397406719999992
2012-12-10,61,21,6.711289856
2012-12-11,89,27,13.364233728
2012-12-12,99,24,3.0535816192000027
2012-12-13,110,16,7.061398528000002
2012-12-14,75,9,-4.141709721599998
2012-12-15,20,9,-4.6183940096
2012-12-16,16,9,-2.0129099776000006
2012-12-17,76,10,20.8147984384
2012-12-18,88,20,-3.5471439871999983
2012-12-19,113,17,-3.4930805759999988
2012-12-20,133,26,1.8889986048000003
2012-12-21,122,22,6.5846788096
2012-12-22,24,4,19.6739796992
2012-12-23,15,4,-11.788974284799998
2012-12-24,37,1,-0.8995147775999994
2012-12-25,29,3,-4.3050146815999994
2012-12-26,47,3,-1.2732500992000015
2012-12-27,46,9,-0.6990644224000002
2012-12-28,23,4,5.6303602688
2012-12-29,22,4,-1.5727471615999988
2012-12-30,26,1,-0.11549122559999958
2012-12-31,48,4,-2.7057816576
2013-01-01,15,4,0.8896241663999995
2013-01-02,66,44,16.481769984
2013-01-03,37,38,-2.9182123007999987
2013-01-04,85,31,2.3503821824000006
2013-01-05,73,5,-3.9060432895999995
2013-01-06,24,14,6.428331929599999
2013-01-07,134,30,10.955075993600001
2013-01-08,93,25,-1.4734331903999998
2013-01-09,96,20,8.976938496
2013-01-10,124,24,-2.8193463295999983
2013-01-11,107,12,11.9591294976
2013-01-12,57,3,-3.045552127999999
2013-01-13,32,8,-3.8151530495999992
2013-01-14,104,26,7.5052490752
2013-01-15,81,24,-5.3672287232
2013-01-16,100,23,-1.9865340928000004
2013-01-17,86,15,9.0170522624
2013-01-18,98,15,20.468624896
2013-01-19,51,6,-8.357699276799998
2013-01-20,63,9,-3.8182308864000003
2013-01-21,101,15,1.5114686464
2013-01-22,87,18,11.134445465599999
2013-01-23,96,13,5.175107174400001
2013-01-24,84,15,-0.07492085759999867
2013-01-25,137,14,-5.461741977599999
2013-01-26,58,5,-1.3448365056
2013-01-27,43,4,-2.691851673600001
2013-01-28,83,14,11.73117952
2013-01-29,117,29,7.990489497600001
2013-01-30,128,16,19.288159027200003
2013-01-31,123,22,8.344332083200003
2013-02-01,101,14,-1.5535583231999972
2013-02-02,31,5,0.9811022848000004
2013-02-03,29,13,7.1430011904
2013-02-04,38,22,7.477357977599999
2013-02-05,128,16,1.2187978752
2013-02-06,83,39,-5.305615155199998
2013-02-07,124,26,-1.7000007679999998
2013-02-08,87,22,13.4631105536
2013-02-09,32,13,-3.3576909823999976
2013-02-10,32,2,-3.7497729024
2013-02-11,64,19,7.6489375744
2013-02-12,98,20,1.8957937664000006
2013-02-13,88,24,6.5488124928
2013-02-14,114,15,20.1223881728
2013-02-15,86,22,13.7005519872
2013-02-16,55,5,-14.4000964608
2013-02-17,25,3,-6.167132672000001
2013-02-18,63,8,1.7268146175999988
2013-02-19,101,12,12.939584716799999
2013-02-20,113,17,14.197538201600002
2013-02-21,130,20,9.560103424000001
2013-02-22,102,10,7.612570316800003
2013-02-23,38,1,-7.591764275199999
2013-02-24,25,6,0.28081479679999966
2013-02-25,54,11,13.1871993856
2013-02-26,77,20,8.757545062400002
2013-02-27,79,16,14.510377574400003
2013-02-28,75,24,13.105279180800004
2013-03-01,78,17,15.207360512000001
2013-03-02,22,3,-8.182477619199997
2013-03-03,11,11,-8.7538433024
2013-03-04,38,19,9.358506905599999
2013-03-05,69,29,-1.1320043519999992
2013-03-06,50,23,11.0456894464
2013-03-07,75,8,4.780797542400002
2013-03-08,69,22,-2.7835400191999984
2013-03-09,41,5,-2.4784478207999996
2013-03-10,14,3,-0.21726361600000033
2013-03-11,36,13,29.7919484928
2013-03-12,65,6,20.610927411200002
2013-03-13,74,9,-8.479758643199997
2013-03-14,103,12,6.690944614400003
2013-03-15,76,8,15.6898842624
2013-03-16,20,10,-17.2871718912
2013-03-17,11,35,-6.873156300800002
2013-03-18,113,18,4.884165529599999
2013-03-19,99,11,12.6123247616
2013-03-20,140,20,4.336268390400001
2013-03-21,67,30,10.023946956800001
2013-03-22,93,21,13.185638092800003
2013-03-23,55,8,-10.552327884799997
2013-03-24,14,8,-5.1005826048
2013-03-25,95,33,12.787404902399999
2013-03-26,133,23,9.7853906944
2013-03-27,98,32,8.729156403200001
2013-03-28,111,23,-0.4326791167999975
2013-03-29,64,17,5.321013350400001
2013-03-30,44,9,0.7764721663999996
2013-03-31,7,8,-4.6264595455999995
2013-04-01,54,14,3.741976371199999
2013-04-02,73,25,8.691348684800001
2013-04-03,106,31,16.1589439488
2013-04-04,89,19,3.5672748032000037
2013-04-05,115,20,-9.669872537599998
2013-04-06,27,3,-4.4580897792
2013-04-07,33,8,9.6942045184
2013-04-08,64,27,3.935135129600001
2013-04-09,61,20,1.8967043072000003
2013-04-10,89,16,-3.4953407487999986
2013-04-11,97,78,1.0664776704000003
2013-04-12,83,45,3.1300393984
2013-04-13,37,4,-3.3103235071999997
2013-04-14,33,4,-2.9362117632
2013-04-15,77,17,3.4658973695999995
2013-04-16,72,13,0.9980472320000002
2013-04-17,77,16,0.2359479296
2013-04-18,81,15,3.7327229952
2013-04-19,85,16,0.7161425920000006
2013-04-20,55,3,-1.7877753855999998
2013-04-21,26,2,1.5190396927999998
2013-04-22,81,37,3.1504024576
2013-04-23,90,37,4.2868979712
2013-04-24,63,45,-2.7957521407999995
2013-04-25,55,43,2.261672448
2013-04-26,59,16,-1.4164698111999998
2013-04-27,35,3,-1.3344715776000005
2013-04-28,2,10,-0.5883796480000001
2013-04-29,59,35,2.7039478783999997
2013-04-30,81,15,10.6480222208
2013-05-01,53,17,-0.1950957567999989
2013-05-02,74,18,-1.558027878399999
