,highcharts/highcharts,plotly/plotly.js,d3/d3
2020-08-19,4.0,17,0
2020-08-20,5.2,6,0
2020-08-21,16.48,11,0
2020-08-22,-4.272,0,0
2020-08-23,-1.8624000000000016,0,4
2020-08-24,16.832256,0,27
2020-08-25,8.5602688,5,4
2020-08-26,18.31007232,1,6
2020-08-27,-1.0308295680000006,2,10
2020-08-28,0.290315366399998,1,1
2020-08-29,-3.8142429183999997,0,2
2020-08-30,-1.3849347072000007,0,0
2020-08-31,2.2008166399999993,15,2
2020-09-01,13.849895424,11,0
2020-09-02,-0.6190559231999986,23,1
2020-09-03,0.9976767488000009,16,0
2020-09-04,0.49430906880000025,6,0
2020-09-05,-1.9189274624000001,0,0
2020-09-06,-1.1359646720000005,0,0
2020-09-07,8.210500608,4,0
2020-09-08,0.5744930816000005,6,0
2020-09-09,0.17388912640000043,0,0
2020-09-10,15.5419462656,2,0
2020-09-11,-0.16460840959999956,3,0
2020-09-12,-2.679664537600001,0,0
2020-09-13,-1.501075251200001,1,0
2020-09-14,3.9721011199999996,4,0
2020-09-15,4.210360832000001,9,0
2020-09-16,6.7613256704,7,0
2020-09-17,3.0443470848,14,0
2020-09-18,13.2867633152,3,0
2020-09-19,-2.7108098047999993,0,0
2020-09-20,-2.575637401600001,0,0
2020-09-21,-0.5666304000000011,6,0
2020-09-22,2.65582592,6,0
2020-09-23,3.2206376960000003,7,2
2020-09-24,12.9482013696,4,0
2020-09-25,-1.135835545599999,14,0
2020-09-26,-2.5388089344,10,0
2020-09-27,-1.4788578304000002,0,0
2020-09-28,0.10073937919999953,18,0
2020-09-29,2.1319214079999997,14,0
2020-09-30,-1.2176937984,10,0
2020-10-01,-0.7250031615999999,9,0
2020-10-02,-0.5065425919999991,8,0
2020-10-03,0.6434606080000007,2,0
2020-10-04,-0.3344448511999999,0,0
2020-10-05,1.84178688,3,0
2020-10-06,-0.5131678719999999,3,0
2020-10-07,0.7507675136,2,0
2020-10-08,3.6410559488,6,0
2020-10-09,-0.9676288,6,0
2020-10-10,-0.4359987200000004,3,0
2020-10-11,-0.2808453120000001,2,0
2020-10-12,17.7937412096,1,0
2020-10-13,-1.7513482239999991,3,0
2020-10-14,7.036419379199999,12,0
2020-10-15,-2.9060945920000005,6,0
2020-10-16,13.509179801599998,3,0
2020-10-17,-4.0087254016,5,0
2020-10-18,-1.9211904000000013,0,0
2020-10-19,11.704637439999999,7,0
2020-10-20,-1.580691455999999,7,0
2020-10-21,13.7713957888,6,0
2020-10-22,5.5551398912000005,14,0
2020-10-23,14.821075046399999,7,0
2020-10-24,-5.982983679999999,2,0
2020-10-25,-3.0412866560000014,3,0
2020-10-26,9.08251904,3,0
2020-10-27,0.3584855040000008,2,0
2020-10-28,11.168823500799999,4,0
2020-10-29,-3.4605564927999994,6,0
2020-10-30,2.4534055935999994,5,0
2020-10-31,-2.565356031999999,0,0
2020-11-01,-1.4821784575999999,0,0
2020-11-02,16.10098688,7,0
2020-11-03,1.8944890880000012,5,0
2020-11-04,14.8602034176,22,0
2020-11-05,0.7336239104000004,6,0
2020-11-06,33.2272077824,4,0
2020-11-07,-5.464119910399999,0,0
2020-11-08,-0.21565235200000288,0,0
2020-11-09,25.832424959999997,6,0
2020-11-10,12.297714176000001,2,0
2020-11-11,18.3552090112,0,0
2020-11-12,20.0186351616,7,0
2020-11-13,17.6775415808,9,0
2020-11-14,-11.7446923264,0,0
2020-11-15,-6.419870412800003,1,0
2020-11-16,44.8519056384,8,0
2020-11-17,-4.941496831999997,10,0
2020-11-18,26.993348096,13,0
2020-11-19,6.257438617600002,10,0
2020-11-20,41.3104212992,5,0
2020-11-21,-15.631388159999997,7,0
2020-11-22,-7.686910361600004,0,0
2020-11-23,19.06060032,6,0
2020-11-24,31.471332352000005,5,0
2020-11-25,9.091410534400001,10,0
2020-11-26,26.2981255168,13,0
2020-11-27,40.5549312,12,0
2020-11-28,-9.731085619199998,8,0
2020-11-29,-10.582868070400005,8,0
2020-11-30,79.73961471999999,10,0
2020-12-01,3.1849605120000035,2,0
2020-12-02,65.4692296704,8,0
2020-12-03,-1.077035519999999,2,2
2020-12-04,0.7462556671999963,9,0
2020-12-05,-13.817812172800002,0,0
2020-12-06,-8.497323417600002,0,0
2020-12-07,0.1950112767999972,12,0
2020-12-08,16.267091968000003,12,2
2020-12-09,2.3669395456000046,14,0
2020-12-10,-2.499098111999995,4,0
2020-12-11,-0.5976034303999977,15,0
2020-12-12,-3.0986592255999987,0,0
2020-12-13,-1.7904131072000005,0,0
2020-12-14,8.841710079999999,8,0
2020-12-15,-1.9199749119999998,2,0
2020-12-16,0.2386011136000008,0,0
2020-12-17,0.4579873792000009,7,0
2020-12-18,2.7935794176,13,0
2020-12-19,-1.4523882495999998,1,0
2020-12-20,-0.7629014016000004,0,0
2020-12-21,-0.4999680000000003,9,0
2020-12-22,-0.3871334399999995,10,0
2020-12-23,0.6840637440000004,2,0
2020-12-24,-0.35681341439999986,1,0
2020-12-25,-0.20142100479999991,2,0
2020-12-26,-0.13048954879999972,2,0
2020-12-27,-0.08347740159999986,0,0
2020-12-28,-0.025536000000000014,0,0
2020-12-29,-0.02042880000000001,0,0
2020-12-30,-0.01692672000000001,0,0
2020-12-31,-0.01438771199999994,0,0
2021-01-01,-0.012469350399999964,0,0
2021-01-02,0.0,0,0
2021-01-03,0.0,0,0
2021-01-04,1.0,20,0
2021-01-05,36.8,14,0
2021-01-06,-3.4799999999999986,6,0
2021-01-07,1.1919999999999975,12,0
2021-01-08,7.870399999999998,7,0
2021-01-09,-4.060736,0,0
2021-01-10,-2.2196608000000015,0,0
2021-01-11,5.429063679999999,4,0
2021-01-12,3.3803284479999998,3,0
2021-01-13,13.244438425600002,5,0
2021-01-14,-0.8442672127999984,16,0
2021-01-15,-2.911209881600001,17,0
2021-01-16,-1.6889635840000001,4,0
2021-01-17,-1.1629804544000002,0,0
2021-01-18,15.215964159999999,6,0
2021-01-19,-3.831279103999999,12,0
2021-01-20,0.19384555519999935,14,0
2021-01-21,4.459273625600001,9,0
2021-01-22,-0.1546604543999992,12,2
2021-01-23,-1.4344534016000003,2,0
2021-01-24,-0.8420608000000005,0,0
2021-01-25,13.38050048,3,2
2021-01-26,10.708523008000002,3,0
2021-01-27,7.6729921536,9,0
2021-01-28,-4.363193344000001,4,0
2021-01-29,5.752481587199998,0,0
2021-01-30,-3.1074955264,0,0
2021-01-31,-1.7116459008000011,0,0
2021-02-01,2.7865907199999995,0,0
2021-02-02,4.247652352000001,7,0
2021-02-03,9.6965924864,12,0
2021-02-04,11.4173461504,9,0
2021-02-05,11.332554035200001,0,0
2021-02-06,-5.394845696000001,1,0
2021-02-07,-2.7378860032000016,0,0
2021-02-08,8.231288319999999,7,0
2021-02-09,22.675103232,25,0
2021-02-10,1.9456676864000002,8,0
2021-02-11,2.8117697535999984,12,0
2021-02-12,21.4597245952,6,0
2021-02-13,-7.818203647999999,14,0
2021-02-14,-3.8341336064000022,8,0
2021-02-15,10.552959999999999,1,0
2021-02-16,56.55428096,1,0
2021-02-17,-4.718480895999997,10,0
2021-02-18,12.375744921599997,11,0
2021-02-19,15.967779430399998,9,0
2021-02-20,-8.0154033152,0,0
2021-02-21,-5.891473510400003,0,0
2021-02-22,7.212835839999998,11,0
2021-02-23,5.903885824,10,0
2021-02-24,5.576376012800003,0,0
2021-02-25,5.5702393856000025,1,0
2021-02-26,7.131538944000001,2,0
2021-02-27,-5.113898598399999,0,0
2021-02-28,-1.7037219840000009,0,0
2021-03-01,34.137654579199996,16,0
2021-03-02,13.466728448000001,10,0
2021-03-03,24.6592295936,4,0
2021-03-04,22.1516327936,9,0
2021-03-05,16.9703156736,4,0
2021-03-06,-12.012740198400003,0,0
2021-03-07,-6.476587724800004,0,0
2021-03-08,9.583328767999998,9,0
2021-03-09,16.8059467776,2,0
2021-03-10,4.541297561600002,4,2
2021-03-11,12.987862835200001,10,0
2021-03-12,10.008442060800002,0,0
2021-03-13,-7.783036211199999,0,0
2021-03-14,-3.071742361600002,0,0
2021-03-15,25.22519552,3,1
2021-03-16,26.348163072000002,18,0
2021-03-17,18.3182403584,5,0
2021-03-18,4.922311884799999,1,1
2021-03-19,9.127127244799999,0,0
2021-03-20,-7.658202624000001,0,0
2021-03-21,-5.064005427200002,0,0
2021-03-22,18.594940928,3,0
2021-03-23,22.9553550336,5,0
2021-03-24,18.0906923008,9,2
2021-03-25,4.4387165184,11,0
2021-03-26,20.663875686399997,6,0
2021-03-27,-10.3892071424,0,0
2021-03-28,-4.435149619200002,0,0
2021-03-29,11.191270809599997,6,2
2021-03-30,4.166222336000001,7,0
2021-03-31,4.525118771200001,2,0
2021-04-01,-1.1768724479999984,0,0
2021-04-02,5.3346316288,2,0
2021-04-03,-3.9437527039999987,0,0
2021-04-04,-2.1883298816000005,0,0
2021-04-05,-1.2943365120000008,9,0
2021-04-06,16.9936157696,2,0
2021-04-07,20.588276224,3,0
2021-04-08,17.039863296,13,0
2021-04-09,26.001415168,8,0
2021-04-10,-10.7041668096,4,0
2021-04-11,-5.2838721536000035,0,0
2021-04-12,19.555481599999997,0,0
2021-04-13,9.82933504,4,0
2021-04-14,16.719337984,3,0
2021-04-15,10.0510384128,4,0
2021-04-16,2.4586526719999995,7,2
2021-04-17,-6.818974617599999,0,0
2021-04-18,-3.926332313600001,0,0
2021-04-19,10.484131839999998,9,0
2021-04-20,31.436253184,1,0
2021-04-21,-0.8466706431999977,15,0
2021-04-22,1.5923914751999986,7,0
2021-04-23,13.7563751424,1,0
2021-04-24,-2.8087504895999995,0,0
2021-04-25,-2.328433254400002,0,0
2021-04-26,38.91389184,5,0
2021-04-27,8.425050624,1,0
2021-04-28,11.1285859328,0,0
2021-04-29,9.192709017599999,2,0
2021-04-30,2.7950792703999987,0,0
2021-05-01,-6.7925978112,6,0
2021-05-02,-2.0875155456000023,0,0
2021-05-03,14.7787577344,14,0
2021-05-04,13.051345715200002,14,0
2021-05-05,8.879771955200003,19,0
2021-05-06,20.2947303424,13,0
2021-05-07,10.057568256000001,0,0
2021-05-08,-8.2496187392,9,0
2021-05-09,-4.377518694400003,1,0
2021-05-10,26.050620415999997,10,0
2021-05-11,1.939742003200001,14,0
2021-05-12,17.8745960448,5,0
2021-05-13,-6.304289689599999,3,1
2021-05-14,-1.6839855104000012,15,0
2021-05-15,-3.5985829887999987,2,0
2021-05-16,-2.2271128576,0,0
2021-05-17,-1.5192268800000008,3,0
2021-05-18,20.771325952,13,0
2021-05-19,16.5708048384,7,0
2021-05-20,11.274861568000002,9,0
2021-05-21,29.2051800064,6,0
2021-05-22,-10.5033018368,7,0
2021-05-23,-5.082400051200004,0,0
2021-05-24,3.655974399999998,1,0
2021-05-25,12.10893056,8,0
2021-05-26,13.264068096,17,0
2021-05-27,18.953026867200002,2,0
2021-05-28,10.1341335552,5,0
2021-05-29,-8.2507579392,0,0
2021-05-30,-4.406874214400001,0,0
2021-05-31,15.283868159999999,21,0
2021-06-01,12.337975296,9,0
2021-06-02,0.3045706751999999,26,0
2021-06-03,13.9948819456,14,0
2021-06-04,5.238594150400002,9,0
2021-06-05,-5.918017638399999,0,0
2021-06-06,-3.1714840576000016,0,0
2021-06-07,2.934448639999999,9,0
2021-06-08,4.404954624000001,6,0
2021-06-09,4.903506636800001,0,0
2021-06-10,12.7080844288,0,0
2021-06-11,3.0922273792000015,9,5
2021-06-12,-4.0364502016,0,0
2021-06-13,0.8926717951999992,0,0
2021-06-14,10.046476799999999,8,0
2021-06-15,-0.6712319999999998,11,0
2021-06-16,15.466376703999998,8,0
2021-06-17,31.8465549312,20,0
2021-06-18,8.070820044800001,20,0
2021-06-19,-7.207129702400001,0,0
2021-06-20,-4.493088563200003,0,0
2021-06-21,4.045581823999998,4,0
2021-06-22,21.3738088448,8,0
2021-06-23,12.693410099200001,9,0
2021-06-24,-3.6519299072000004,41,0
2021-06-25,8.0828965888,16,0
2021-06-26,-5.636023500799999,13,0
2021-06-27,-2.924237619200001,2,0
2021-06-28,3.089203609599999,32,0
2021-06-29,0.5285980160000001,22,0
2021-06-30,5.800804147200001,15,0
2021-07-01,-0.012769279999997885,0,0
2021-07-02,14.921014784,0,0
2021-07-03,-1.4893976575999996,0,0
2021-07-04,-2.7136535552000005,0,1
2021-07-05,18.492991999999997,7,0
2021-07-06,16.92204288,21,0
2021-07-07,5.1628779520000005,35,0
2021-07-08,2.2528124927999986,17,0
2021-07-09,13.220041420799998,17,0
2021-07-10,-5.3986993152,0,0
2021-07-11,-3.6527100928000014,0,0
2021-07-12,7.655391948799998,19,0
2021-07-13,3.237624320000001,10,0
2021-07-14,5.374284288000001,13,0
2021-07-15,21.1843535872,0,0
2021-07-16,1.0181563392000008,2,0
2021-07-17,-3.8982203392000008,25,0
2021-07-18,-1.9642760192000015,1,0
2021-07-19,3.941437849599999,17,0
2021-07-20,1.3185766399999999,12,0
2021-07-21,2.5456440320000002,11,0
2021-07-22,1.5294907392,12,0
2021-07-23,6.753104486400002,12,0
2021-07-24,-3.1118069759999987,2,0
2021-07-25,0.5642139647999993,0,0
2021-07-26,3.6957874175999996,6,0
2021-07-27,5.1668094976,4,0
2021-07-28,3.5754602496,24,0
2021-07-29,2.5594179584,11,0
2021-07-30,0.6926899199999998,16,0
2021-07-31,5.1288955904,0,0
2021-08-01,2.4914264064,0,0
2021-08-02,5.718373376,1,0
2021-08-03,2.0975828992,13,0
2021-08-04,2.441426944,17,0
2021-08-05,1.5497162751999998,10,0
2021-08-06,1.8229835775999996,3,0
2021-08-07,-2.058428928,0,0
2021-08-08,-1.1938660352000001,0,0
2021-08-09,0.14913822720000014,0,0
2021-08-10,5.1992299520000005,39,0
2021-08-11,2.2798138368000007,8,0
2021-08-12,6.388292608,12,0
2021-08-13,109.57079552,9,0
2021-08-14,-23.566564249599995,1,0
2021-08-15,-9.701922201600008,0,0
2021-08-16,10.113556479999996,15,2
2021-08-17,11.634848768,6,0
2021-08-18,5.730035097599998,8,0
