,rust-lang/rust,golang/go,swiftlang/swift
2010-09-17,0.0,3,0.0
2010-09-18,0.0,2,2.0
2010-09-19,0.0,3,-0.20000000000000018
2010-09-20,1.0,16,-0.09000000000000007
2010-09-21,11.5,5,-0.057000000000000044
2010-09-22,1.875,17,-0.04132499999999985
2010-09-23,-1.5625,12,-0.032233499999999894
2010-09-24,4.2109375,29,-0.02632402499999992
2010-09-25,-5.49609375,2,-0.022187392499999934
2010-09-26,-1.9111328125,0,-0.01913662603124995
2010-09-27,1.86279296875,12,-0.016797705071874957
2010-09-28,2.707611083984375,10,0.0
2010-09-29,-2.4727020263671875,14,0.0
2010-09-30,3.22332763671875,16,0.0
2010-10-01,-1.3232421875,5,0.0
2010-10-02,-1.11322021484375,0,0.0
2010-10-03,-1.3870849609375,1,0.0
2010-10-04,0.37646484375,3,0.0
2010-10-05,1.082305908203125,2,0.0
2010-10-06,3.5644073486328125,13,0.0
2010-10-07,-0.0290679931640625,13,0.0
2010-10-08,3.5818328857421875,2,0.0
2010-10-09,5.1101837158203125,1,17.0
2010-10-10,-3.742919921875,0,9.299999999999999
2010-10-11,-0.8219451904296875,11,1.1349999999999985
2010-10-12,8.723236083984375,16,1.720499999999999
2010-10-13,0.4301910400390625,9,-1.0997624999999993
2010-10-14,2.4171142578125,10,-0.7217722499999984
2010-10-15,-4.0703887939453125,10,3.4514740375000015
2010-10-16,-2.2191925048828125,2,-0.843712723749999
2010-10-17,-2.08074951171875,4,3.447471732484376
2010-10-18,7.8639068603515625,14,0.1652009374671879
2010-10-19,-0.228179931640625,7,-0.517023405692187
2010-10-20,-0.16143798828125,17,-0.27736849665468727
2010-10-21,11.403579711914062,17,-0.188994607607812
2010-10-22,3.1020965576171875,12,-0.12950428499999958
2010-10-23,-0.69598388671875,0,-0.10703805206249968
2010-10-24,-6.949951171875,1,0.9088677923562503
2010-10-25,-2.7037811279296875,11,-0.14936694831249997
2010-10-26,3.340667724609375,14,-0.08816372315937493
2010-10-27,-1.6763458251953125,8,-0.0368988525359375
2010-10-28,5.5615386962890625,14,-0.020662499999999924
2010-10-29,-5.159942626953125,7,-0.016116749999999947
2010-10-30,-1.7699737548828125,4,-0.01316201249999996
2010-10-31,-0.95050048828125,4,-0.011093696249999967
2010-11-01,-0.5570068359375,18,-0.009568313015624975
2010-11-02,1.65966796875,6,-0.008398852535937478
2010-11-03,7.738250732421875,6,0.0
2010-11-04,-1.9596405029296875,10,0.0
2010-11-05,5.123443603515625,14,0.0
2010-11-06,3.8970947265625,4,0.0
2010-11-07,-6.09375,0,0.0
2010-11-08,-0.029296875,6,0.0
2010-11-09,-0.173828125,5,0.0
2010-11-10,-1.05303955078125,9,0.0
2010-11-11,0.52685546875,4,5.0
2010-11-12,1.2209320068359375,8,-0.5000000000000004
2010-11-13,-1.2277984619140625,3,-0.22500000000000017
2010-11-14,5.660125732421875,0,-0.1425000000000001
2010-11-15,-3.0894012451171875,0,-0.10331249999999961
2010-11-16,-0.68829345703125,0,-0.08058374999999973
2010-11-17,-1.288726806640625,2,-0.06581006249999981
2010-11-18,0.383056640625,8,-0.05546848124999983
2010-11-19,3.1010894775390625,5,-0.04784156507812488
2010-11-20,2.58782958984375,1,-0.041994262679687394
2010-11-21,2.7310333251953125,1,0.0
2010-11-22,1.9467620849609375,4,0.0
2010-11-23,2.6483306884765625,2,0.0
2010-11-24,-0.9741973876953125,1,0.0
2010-11-25,6.2698516845703125,0,4.0
2010-11-26,3.483978271484375,1,-0.40000000000000036
2010-11-27,-5.2043914794921875,1,0.8199999999999998
2010-11-28,-3.551483154296875,1,-0.2140000000000002
2010-11-29,3.2516632080078125,5,0.8723500000000003
2010-11-30,2.372100830078125,10,-0.1929669999999999
2010-12-01,1.5968017578125,4,-0.11831054999999979
2010-12-02,3.3878631591796875,9,-0.08899153499999984
2010-12-03,8.302978515625,5,-0.07209776456249978
2010-12-04,-4.018341064453125,0,-0.06080585639374983
2010-12-05,-5.386260986328125,3,-0.022730325515624934
2010-12-06,-1.201995849609375,13,-0.019492548785937445
2010-12-07,7.136688232421875,28,-0.009568313015624975
2010-12-08,-0.5969696044921875,29,-0.008398852535937478
2010-12-09,7.615753173828125,17,0.0
2010-12-10,2.275115966796875,5,0.0
2010-12-11,3.45745849609375,1,0.0
2010-12-12,-4.18011474609375,4,0.0
