,golang/go,nim-lang/Nim,rust-lang/rust
2023-01-07,0,0,53
2023-01-08,0,4,37
2023-01-09,7,1,172
2023-01-10,3,0,52
2023-01-11,3,2,133
2023-01-12,0,1,131
2023-01-13,3,1,106
2023-01-14,0,1,131
2023-01-15,0,0,49
2023-01-16,1,0,65
2023-01-17,42,2,100
2023-01-18,7,8,72
2023-01-19,19,1,76
2023-01-20,38,2,84
2023-01-21,3,1,83
2023-01-22,0,0,54
2023-01-23,12,0,100
2023-01-24,20,3,50
2023-01-25,16,2,64
2023-01-26,22,3,81
2023-01-27,14,3,151
2023-01-28,6,0,77
2023-01-29,1,1,57
2023-01-30,25,0,91
2023-01-31,31,2,95
2023-02-01,14,4,72
2023-02-02,17,2,73
2023-02-03,7,0,80
2023-02-04,9,0,30
2023-02-05,0,0,61
2023-02-06,15,0,65
2023-02-07,8,1,72
2023-02-08,10,2,52
2023-02-09,13,3,84
2023-02-10,20,0,89
2023-02-11,2,0,53
2023-02-12,0,1,56
2023-02-13,8,0,90
2023-02-14,8,5,139
2023-02-15,7,2,86
2023-02-16,8,4,95
2023-02-17,10,2,75
2023-02-18,1,0,98
2023-02-19,1,1,73
2023-02-20,1,1,93
2023-02-21,8,9,91
2023-02-22,14,5,83
2023-02-23,18,0,66
2023-02-24,12,4,42
2023-02-25,3,1,79
2023-02-26,0,4,82
2023-02-27,34,0,64
2023-02-28,26,2,79
2023-03-01,23,6,126
2023-03-02,10,7,66
2023-03-03,5,3,93
2023-03-04,1,3,80
2023-03-05,0,2,84
2023-03-06,13,4,75
2023-03-07,12,2,60
2023-03-08,5,1,98
2023-03-09,13,1,97
2023-03-10,25,3,104
2023-03-11,1,0,75
2023-03-12,0,3,78
2023-03-13,16,2,76
2023-03-14,11,0,87
2023-03-15,24,0,87
2023-03-16,17,3,86
2023-03-17,12,2,88
2023-03-18,4,0,47
2023-03-19,0,1,59
2023-03-20,8,11,70
2023-03-21,20,2,92
2023-03-22,21,1,91
2023-03-23,5,1,79
2023-03-24,20,0,75
2023-03-25,2,0,63
2023-03-26,0,0,61
2023-03-27,12,2,84
2023-03-28,16,5,81
2023-03-29,24,2,99
2023-03-30,12,4,105
2023-03-31,18,2,50
2023-04-01,0,2,33
2023-04-02,0,1,34
2023-04-03,7,2,105
2023-04-04,21,2,115
2023-04-05,16,0,91
2023-04-06,16,3,112
2023-04-07,20,1,70
2023-04-08,3,2,48
2023-04-09,0,0,85
2023-04-10,17,1,64
2023-04-11,30,7,101
2023-04-12,16,1,108
2023-04-13,16,4,99
2023-04-14,19,4,104
2023-04-15,0,0,47
2023-04-16,0,0,111
2023-04-17,11,10,90
2023-04-18,22,2,60
2023-04-19,12,5,83
2023-04-20,18,1,104
2023-04-21,24,7,94
2023-04-22,1,1,101
2023-04-23,0,3,70
2023-04-24,14,4,90
2023-04-25,9,1,93
2023-04-26,8,4,101
2023-04-27,8,0,109
2023-04-28,18,3,92
2023-04-29,0,3,95
2023-04-30,2,0,56
2023-05-01,7,1,64
2023-05-02,17,6,150
2023-05-03,20,4,68
2023-05-04,23,6,67
2023-05-05,23,4,120
2023-05-06,0,8,118
2023-05-07,0,2,64
2023-05-08,11,5,83
2023-05-09,16,4,70
2023-05-10,26,2,67
2023-05-11,28,12,72
2023-05-12,39,6,74
2023-05-13,1,0,63
2023-05-14,0,2,57
2023-05-15,9,2,79
2023-05-16,21,2,72
2023-05-17,29,2,54
2023-05-18,22,0,102
2023-05-19,45,4,39
2023-05-20,8,4,62
2023-05-21,0,3,44
2023-05-22,26,3,64
2023-05-23,57,5,75
2023-05-24,63,7,75
2023-05-25,29,3,105
2023-05-26,19,8,119
2023-05-27,3,11,46
2023-05-28,0,6,51
2023-05-29,0,4,66
2023-05-30,21,8,72
2023-05-31,27,4,80
2023-06-01,28,4,100
2023-06-02,10,2,105
2023-06-03,3,5,61
2023-06-04,1,7,53
2023-06-05,10,3,116
2023-06-06,23,8,67
2023-06-07,12,8,73
2023-06-08,11,8,76
2023-06-09,8,8,66
2023-06-10,2,4,72
2023-06-11,4,3,62
2023-06-12,12,3,108
2023-06-13,16,8,84
2023-06-14,9,2,102
2023-06-15,9,4,78
2023-06-16,16,9,81
2023-06-17,1,2,73
2023-06-18,0,1,58
2023-06-19,1,1,125
2023-06-20,9,3,107
2023-06-21,8,6,111
2023-06-22,5,2,85
2023-06-23,6,0,77
2023-06-24,2,3,55
2023-06-25,0,3,61
2023-06-26,7,2,62
2023-06-27,6,10,113
2023-06-28,3,3,101
2023-06-29,9,3,93
2023-06-30,1,3,99
2023-07-01,0,2,61
2023-07-02,0,3,72
2023-07-03,0,2,112
2023-07-04,3,2,67
2023-07-05,4,1,100
2023-07-06,6,3,69
2023-07-07,5,4,89
2023-07-08,0,0,83
2023-07-09,0,0,41
2023-07-10,4,3,103
2023-07-11,8,1,53
2023-07-12,6,0,81
2023-07-13,4,0,84
2023-07-14,3,3,92
2023-07-15,0,0,33
2023-07-16,0,2,74
2023-07-17,4,0,76
2023-07-18,10,2,84
2023-07-19,2,5,80
2023-07-20,32,2,96
2023-07-21,23,1,103
2023-07-22,0,8,94
2023-07-23,0,3,38
2023-07-24,5,2,100
2023-07-25,7,2,94
2023-07-26,14,1,83
2023-07-27,13,2,90
2023-07-28,8,0,78
2023-07-29,1,2,73
2023-07-30,0,2,103
2023-07-31,32,5,131
2023-08-01,16,3,87
2023-08-02,10,3,109
2023-08-03,19,3,96
2023-08-04,8,8,99
2023-08-05,3,4,70
2023-08-06,0,9,73
2023-08-07,39,5,88
2023-08-08,9,8,96
2023-08-09,11,12,73
2023-08-10,17,9,53
2023-08-11,16,8,72
2023-08-12,2,4,40
2023-08-13,0,0,49
2023-08-14,13,4,89
2023-08-15,22,4,98
