,reactor/reactor-core,Kotlin/kotlinx.coroutines,reactivex/rxjava
2016-10-14,1,0.0,1.9253800625046877
2016-10-15,2,0.0,1.4504058267703124
2016-10-16,1,0.0,-0.648584551465625
2016-10-17,2,0.0,2.8971405025
2016-10-18,2,0.0,0.14874479646874983
2016-10-19,0,1.0,3.506434413971875
2016-10-20,0,-0.10000000000000009,0.7032402089749996
2016-10-21,2,-0.04500000000000003,4.057414861853125
2016-10-22,0,-0.028500000000000022,0.2605111659531252
2016-10-23,0,-0.020662499999999924,-2.169214113745312
2016-10-24,0,-0.016116749999999947,0.8798934735359378
2016-10-25,4,-0.01316201249999996,1.6599551097046874
2016-10-26,4,-0.011093696249999967,-0.6595250427125001
2016-10-27,14,-0.009568313015624975,-1.12626815654375
2016-10-28,10,-0.008398852535937478,-0.6629584464609375
2016-10-29,0,0.0,0.5676896384578122
2016-10-30,0,0.0,-0.6050156046937503
2016-10-31,0,0.0,0.7167723753015625
2016-11-01,0,0.0,-0.47140611728125015
2016-11-02,0,0.0,0.7610832494875
2016-11-03,0,0.0,0.5541527935359374
2016-11-04,0,0.0,1.5179732242671875
2016-11-05,3,0.0,-0.81317752375
2016-11-06,0,0.0,0.6511799207343751
2016-11-07,0,0.0,0.47857656301718743
2016-11-08,0,0.0,-0.554202829265625
2016-11-09,0,0.0,-0.2797620494828124
2016-11-10,0,0.0,3.818941784484375
2016-11-11,0,0.0,2.6627425725015623
2016-11-12,0,0.0,-0.7183379592640624
2016-11-13,0,0.0,-1.0274049627156248
2016-11-14,0,0.0,-0.5384839905156249
2016-11-15,0,0.0,-0.3684911299984376
2016-11-16,0,0.0,0.7342496367671876
2016-11-17,0,0.0,-0.49867279500000006
2016-11-18,1,0.0,0.7323831754374999
2016-11-19,0,0.0,-0.49629779374375027
2016-11-20,0,0.0,-0.21537286969687505
2016-11-21,0,0.0,-0.10280366323281248
2016-11-22,0,0.0,1.9365566375
2016-11-23,1,0.0,2.35132247625
2016-11-24,1,0.0,-0.149157579265625
2016-11-25,1,0.0,-0.7665406869828123
2016-11-26,0,0.0,0.6202982832343751
2016-11-27,0,0.0,-0.5530114132328126
2016-11-28,2,0.0,4.719115025
2016-11-29,1,1.0,-1.6969773850000003
2016-11-30,1,-0.10000000000000009,-0.6770686172812498
2016-12-01,2,-0.04500000000000003,-0.42097450051250007
2016-12-02,0,-0.028500000000000022,0.7192796810359374
2016-12-03,0,-0.020662499999999924,3.5188580630171873
2016-12-04,0,-0.016116749999999947,-0.43728102926562507
2016-12-05,0,-0.01316201249999996,0.1121302180171877
2016-12-06,2,-0.011093696249999967,-0.762546083828125
2016-12-07,0,-0.009568313015624975,0.5772126838359375
2016-12-08,5,-0.008398852535937478,-0.5418243625
2016-12-09,0,0.0,0.7130365262500001
2016-12-10,0,0.0,-0.5042069242656251
2016-12-11,0,0.0,-0.26449091654531265
2016-12-12,0,0.0,-0.1783878934468751
2016-12-13,6,1.0,-0.09290349249843757
2016-12-14,7,-0.10000000000000009,-0.06226093698281252
2016-12-15,2,3.955,0.960842420734375
2016-12-16,0,2.5714999999999995,0.6674593130171874
2016-12-17,0,-0.5006625000000003,-0.420876716765625
2016-12-18,0,-0.2651167500000001,1.8219165867671876
2016-12-19,2,-0.18131201249999973,-0.6996625000000001
2016-12-20,4,1.8624518037500004,1.7201172500000002
2016-12-21,5,4.689433386984375,0.22799888749999997
2016-12-22,11,0.31774032496406224,-0.6325631362499999
2016-12-23,5,-0.4535543408125001,-0.3182744905156249
2016-12-24,0,-0.2911253491906248,-0.2158468549984375
2016-12-25,0,-0.18924255760781197,-0.1511009607328125
2016-12-26,0,-0.12757027499999957,-0.10803540853125007
2016-12-27,0,-0.10411420499999968,-0.08836223646562505
2016-12-28,0,-0.08776711978124974,-0.05071070728125009
2016-12-29,0,-0.0757329663999998,1.9569564567687499
2016-12-30,0,-0.05156257569531237,0.3864165867671874
2016-12-31,0,-0.008398852535937478,-0.5099999999999999
2017-01-01,0,0.0,-0.22399999999999987
2017-01-02,0,0.0,-0.13982499999999998
2017-01-03,8,0.0,0.900397
2017-01-04,1,0.0,3.623718025
2017-01-05,1,0.0,-1.36619541
2017-01-06,3,0.0,0.46978929271875025
2017-01-07,0,0.0,0.37879395676874994
2017-01-08,0,0.0,5.391046336767188
2017-01-09,2,0.0,0.8933381374999998
2017-01-10,6,0.0,-0.7417432237499997
2017-01-11,0,0.0,-0.13358856176562472
2017-01-12,29,0.0,1.0454336072046875
2017-01-13,11,0.0,-0.15988078918125015
2017-01-14,0,0.0,-0.8733424155156249
2017-01-15,0,0.0,-0.5069291099984374
2017-01-16,3,0.0,1.6414583524234372
2017-01-17,3,0.0,0.12902823405624964
2017-01-18,3,1.0,1.3381337947859375
2017-01-19,2,10.9,-0.9146555399984375
2017-01-20,0,0.8549999999999991,0.5858808794859376
2017-01-21,0,-0.7235000000000006,-0.5616465432312501
2017-01-22,0,-0.4241625000000002,-0.27519038823281244
2017-01-23,5,-0.30040424999999915,-0.18013590999999995
2017-01-24,2,17.7682287375,1.86256506771875
2017-01-25,2,3.011890666249999,1.2893216592687498
2017-01-26,5,0.5320770032343745,-0.8786177092640626
2017-01-27,5,-1.073837688207813,3.6248758997843753
2017-01-28,5,-0.715949003926561,-1.4152017167656252
2017-01-29,0,-0.4672117050718737,-0.5733489132328122
2017-01-30,7,1.6411750250000012,-0.3440022249999999
2017-01-31,9,4.502269905,-0.2451262725
2017-02-01,4,0.1559778594687502,0.8114510189687499
2017-02-02,5,8.396791696775,2.5479562900031247
2017-02-03,3,0.810044111289062,9.892004078534375
2017-02-04,0,-0.785843705071875,-1.7380068670625004
2017-02-05,2,-0.4740702749999998,-2.0279961529312494
2017-02-06,1,6.652923295000001,2.9852922500000005
2017-02-07,7,9.02585713021875,0.12677088749999998
2017-02-08,7,1.4585754210999995,-0.5160476112499999
2017-02-09,6,5.872770133054687,-0.1362785255156247
2017-02-10,9,1.6186614378234374,-0.0009552997796875573
2017-02-11,0,-0.11466854885468658,0.08298532837968686
2017-02-12,0,-0.7665867925718742,-0.8383974290921878
2017-02-13,0,5.467236251250001,0.616059603534375
2017-02-14,0,4.979294058890625,-0.5540850270625002
2017-02-15,1,3.7810969758421877,0.6967920272874999
2017-02-16,0,-0.18695212565625008,2.5254980705187497
2017-02-17,1,2.241407150032813,-0.11686076624843755
2017-02-18,0,-0.8067661030484369,2.2473623462515624
2017-02-19,0,0.5227500543765634,-0.27640349249843754
2017-02-20,0,2.559320644964063,1.1427515630171876
2017-02-21,1,-0.6128863680937495,0.948019170734375
2017-02-22,0,11.611716262940625,-0.1220910244828124
2017-02-23,0,-1.4549769140437507,-0.8543526505156249
2017-02-24,0,-0.7029479144453123,0.5159413252203124
2017-02-25,0,-0.44061605408281246,0.36395485978593745
2017-02-26,1,-0.3237262913578114,-0.6313355622796877
2017-02-27,3,4.763749598234376,1.6646765210359376
2017-02-28,0,6.304952058417188,-0.8061947567640626
2017-03-01,0,3.916679087392187,-0.35776028374687496
2017-03-02,4,-1.0723197561875004,-0.21504465573125003
2017-03-03,0,2.37140126956875,0.8638534505171875
2017-03-04,0,6.33227875,-0.3942744905156251
2017-03-05,0,-1.1169398124999996,0.8189781450015625
2017-03-06,1,2.37131368125,-0.41099796073281253
2017-03-07,1,0.2472049986718754,3.82308406646875
2017-03-08,0,-0.5924286850390615,-0.31638707646562514
2017-03-09,0,11.610563179670313,0.21655663750000032
2017-03-10,3,4.542103061070312,0.3083224762500001
2017-03-11,0,-1.3153735627968755,1.335692420734375
2017-03-12,0,-0.7597775362171875,1.0439158130171875
2017-03-13,5,2.4758149309984385,-1.048382916765625
2017-03-14,1,6.342825364703126,1.4884238792671876
2017-03-15,2,3.8755904793765628,1.0652097466874997
2017-03-16,1,3.8790047174640625,1.937785994053125
2017-03-17,2,9.8321305663125,-1.3834196287484375
2017-03-18,0,-1.818683858525,-0.6282614024984372
2017-03-19,0,-0.9435089027156245,0.5984831057359375
2017-03-20,1,0.3771885737500008,2.414590015003125
2017-03-21,3,2.4199578747031265,0.7941961510343749
2017-03-22,4,-0.7357375424671866,0.88598943146875
2017-03-23,0,0.5296158484203133,0.8555454187531251
2017-03-24,1,-0.41802898650781195,5.8459952732375005
2017-03-25,0,0.7296500441484381,-2.662516852198438
2017-03-26,0,-0.2823996403953122,0.9174346387500005
2017-03-27,1,-0.11624223374999981,-0.2755757630156248
2017-03-28,0,-0.08746615176562485,-0.9962678360296875
2017-03-29,2,-0.07092830408281228,1.4109783042703126
2017-03-30,0,0.9475929961421876,-0.9996258449968751
2017-03-31,0,0.877269674484375,0.498775823753125
2017-04-01,2,-0.16449254878593755,2.3664141811749997
2017-04-02,0,-0.08306831301562503,0.7583956973703123
2017-04-03,4,-0.05756135253593743,-0.08465120728124997
2017-04-04,9,-0.036779249999999875,-0.8182677682312499
2017-04-05,7,3.9707212375000003,-0.4257057107328124
2017-04-06,0,1.5757442912499997,0.71597995396875
2017-04-07,0,4.599337990734375,0.48443031228437494
2017-04-08,0,-0.721967165551563,-0.554030513015625
2017-04-09,0,-0.3730488525359374,-0.2869089735296876
2017-04-10,2,0.7517080000000003,0.8088765530203124
2017-04-11,1,2.7118059500000005,-0.41292629323125013
2017-04-12,0,-0.4962825599999998,0.8284154742671875
2017-04-13,4,-0.28977070706249974,-0.40173813625
2017-04-14,3,-0.2143630174249997,-0.17999649051562497
2017-04-15,0,-0.14274352014999955,0.8813196200015625
2017-04-16,0,-0.1035065251796872,-0.37702677573281257
2017-04-17,0,3.94942026625,1.8463224762500001
2017-04-18,9,0.5571505982343747,-0.6986575792656251
2017-04-19,5,3.6828962084171875,0.7172968130171876
2017-04-20,0,0.41580344239218703,3.535403033234375
2017-04-21,0,-0.39114999999999994,2.5778107242671875
2017-04-22,0,-0.24412949999999983,-0.7578977737499999
2017-04-23,0,-0.17991479999999951,-1.0606009417656246
2017-04-24,0,-0.14266629749999954,-0.5848682107328123
2017-04-25,2,-0.11813174831249966,-0.39406529603125007
2017-04-26,2,-0.10070052065937471,-0.29829105021562496
2017-04-27,7,0.9422341991515627,-0.21454951176562503
2017-04-28,0,-0.14316372315937498,-0.17620023779531271
2017-04-29,0,-0.05339885253593751,0.8632022062562497
2017-04-30,0,-0.028500000000000022,-0.37021036969687515
2017-05-01,0,-0.020662499999999924,0.8814165867671876
2017-05-02,0,-0.016116749999999947,0.6405
2017-05-03,2,-0.01316201249999996,-0.44516249999999996
2017-05-04,2,2.98890630375,-0.1942202499999999
2017-05-05,1,-0.30956831301562526,-0.12294336249999996
2017-05-06,0,-0.14339885253593757,-0.08884002375
2017-05-07,0,-0.08550000000000006,-0.06887782926562504
2017-05-08,0,-0.06198749999999977,-0.055821549482812524
2017-05-09,2,-0.048350249999999845,-0.03483399051562505
2017-05-10,0,0.9605139625000001,-0.02946012999843757
2017-05-11,0,1.86671891125,-0.013583413232812524
2017-05-12,3,-0.27370493904687515,0.0
2017-05-13,0,-0.14369655760781253,0.0
2017-05-14,0,-0.07766249999999997,0.0
2017-05-15,0,0.9425582500000003,1.0
2017-05-16,0,8.8546044875,0.7
2017-05-17,0,8.01758227875,0.595
2017-05-18,4,-1.365255705515626,1.5355
2017-05-19,1,-0.7096979785671877,-0.8046625
2017-05-20,0,-0.4753769550718744,-0.33938274999999984
2017-05-21,0,-0.3441752624999988,-0.21216361249999993
2017-05-22,2,-0.27460255874999917,-0.15228338624999999
2017-05-23,2,-0.22786969176562433,-0.11755535301562504
2017-05-24,0,-0.19435693592656195,-0.09497912874843756
2017-05-25,0,-0.16170448996406206,0.9326253225015624
2017-05-26,5,-0.0755896728234373,-0.3453368467640627
2017-05-27,0,0.0,-0.13216682646562497
2017-05-28,0,0.0,0.9405
2017-05-29,2,2.0,-0.34016250000000003
2017-05-30,6,-0.20000000000000018,0.86527975
2017-05-31,3,0.9099999999999999,-0.3827808625
2017-06-01,9,-0.15700000000000014,1.83588022625
2017-06-02,0,-0.08632499999999987,-0.705096966765625
2017-06-03,0,-0.06073349999999991,0.7129732242671876
2017-06-04,0,-0.04698652499999985,0.5323224762500001
2017-06-05,0,-0.03830414249999988,0.475517420734375
2017-06-06,6,2.96770136146875,-0.5564811869828125
2017-06-07,2,1.6721085986781248,-0.26710094176562493
2017-06-08,1,-0.34456831301562524,-0.18088071073281248
2017-06-09,0,9.816101147464062,1.87508295396875
2017-06-10,0,-1.1189875000000007,-0.6991252127156251
2017-06-11,0,-0.53967525,1.731885146984375
2017-06-12,2,-0.35671953749999996,1.2325825962515624
2017-06-13,3,0.733769886250001,-0.9197851299984375
2017-06-14,2,-0.31205983154687444,-0.4020239132328123
2017-06-15,1,-0.22095330863906204,-0.24588672499999992
2017-06-16,1,-0.15623466757187465,1.8223199525
2017-06-17,0,-0.11634563015624969,1.2622443414687499
2017-06-18,0,0.8998947246406253,-0.921643098965625
2017-06-19,6,0.8868379875,-0.3986679810312499
2017-06-20,2,0.8439063037499999,0.7417547400031249
2017-06-21,0,-0.18306831301562512,1.533067673534375
2017-06-22,0,4.897438647464062,-0.811002225
2017-06-23,0,0.43472074999999966,2.6460237275000003
2017-06-24,0,-0.3749412625000001,-1.1288304810312502
2017-06-25,0,-0.22787245875,-0.48396550999687493
2017-06-26,0,2.8343634782343754,0.711611811034375
2017-06-27,0,-0.43030711180156234,2.51399350125
2017-06-28,9,-0.2348939780515623,1.8520479857343748
2017-06-29,14,-0.16252934628593735,-1.3896794342640626
2017-06-30,9,-0.12092276132812461,-0.6177011477156247
2017-07-01,1,-0.09991282569531221,-0.376337900296875
2017-07-02,0,-0.047884890035937364,-0.27367935219843753
2017-07-03,7,-0.0332810887499999,1.82203938875
2017-07-04,2,-0.028704939046874926,-0.7425911255156251
2017-07-05,0,1.9748034423921876,3.6719146152203126
2017-07-06,5,-0.20000000000000018,-1.4073803899953128
2017-07-07,2,0.9099999999999999,-0.5410752396984373
2017-07-08,0,-0.15700000000000014,-0.2974404999999999
2017-07-09,0,-0.08632499999999987,1.792788275
2017-07-10,0,7.9392665000000004,0.2432044524999999
2017-07-11,1,9.153013475,0.36512311646875006
2017-07-12,3,8.6016958575,-0.626995921465625
2017-07-13,8,-1.7102986385312513,-0.30833186706250004
2017-07-14,0,-0.9281914013218748,-0.21343665293125005
2017-07-15,1,-0.630127313015624,0.883555525
2017-07-16,0,-0.48148745253593583,-0.39091566000000005
2017-07-17,3,-0.38153719499999883,0.8210084302187499
2017-07-18,6,-0.31910359162499913,4.57849918301875
2017-07-19,0,-0.27381091294374926,-1.6746226299984377
2017-07-20,0,1.8203283444843754,0.3721963367671879
2017-07-21,0,21.716011474640624,0.33905663750000015
2017-07-22,0,-2.290000000000002,-0.65449002375
2017-07-23,0,-1.0470000000000008,0.6477411707343751
2017-07-24,1,1.3316749999999997,-0.5486074994828125
2017-07-25,5,-0.6868084999999984,0.714454164484375
2017-07-26,0,-0.47089252499999884,-0.5054681095609378
2017-07-27,4,-0.36875166749999916,-0.25531770241406254
2017-07-28,3,0.6954770564687509,-0.12405424051562502
2017-07-29,0,-0.3595340914156244,-0.09290349249843757
2017-07-30,0,-0.2560987807906245,-0.06226093698281252
2017-07-31,5,0.9493126075,0.960842420734375
2017-08-01,6,-0.13979912603124997,0.6674593130171874
2017-08-02,3,2.922085544928125,0.579123283234375
2017-08-03,9,2.6583379874999995,-0.47808341323281245
2017-08-04,1,2.5332438037499996,-0.2046624999999999
2017-08-05,0,-0.5461850630156253,-0.12938274999999996
2017-08-06,0,-0.30404836503593735,-0.09316361249999999
2017-08-07,6,-0.20693144624999965,-0.07195838625
2017-08-08,1,-0.15939210051562447,0.941885146984375
2017-08-09,1,3.870483771214063,-0.3484174037484376
2017-08-10,1,0.49852793470312495,0.8655398700015625
2017-08-11,3,-0.3671825854046875,-0.3730834132328125
2017-08-12,0,-0.2129014966546875,-0.14516249999999992
2017-08-13,0,-0.13634655760781214,0.91077975
2017-08-14,0,-0.08512949999999972,-0.36344336250000003
2017-08-15,0,14.9312352,0.8463224762500001
2017-08-16,1,6.442463202499999,-0.39865757926562506
2017-08-17,6,2.475633051687499,-0.17770318698281246
2017-08-18,3,2.7693362768406242,-0.10509696676562501
2017-08-19,0,-1.1263363525359371,-0.07702677573281252
2017-08-20,0,-0.7010512499999988,-0.04867752375
2017-08-21,1,-0.5230141874999987,-0.03915757926562504
