,docsifyjs/docsify,mkdocs/mkdocs,facebook/docusaurus
2021-07-07,0,2,2.0
2021-07-08,0,3,4.6
2021-07-09,0,0,1.84
2021-07-10,0,0,-1.0960000000000003
2021-07-11,0,0,-0.5472000000000005
2021-07-12,0,1,4.636928
2021-07-13,0,5,6.7306624
2021-07-14,0,2,3.78739456
2021-07-15,0,2,2.7453045759999997
2021-07-16,0,0,2.8203425792
2021-07-17,0,1,-1.1899898880000004
2021-07-18,0,3,-1.3854400512000007
2021-07-19,0,0,0.11071999999999949
2021-07-20,0,0,2.12639488
2021-07-21,0,0,-0.22243276799999956
2021-07-22,0,0,2.1136053248000004
2021-07-23,0,0,3.8905829376000005
2021-07-24,0,0,-0.5655480319999997
2021-07-25,0,0,0.04862873599999973
2021-07-26,0,0,-0.7370184704000002
2021-07-27,0,0,5.541795328
2021-07-28,0,1,8.4568743936
2021-07-29,0,0,1.2561440768
2021-07-30,3,0,0.9257691135999995
2021-07-31,1,0,-1.7483021312000002
2021-08-01,0,0,-1.0148771840000004
2021-08-02,0,0,4.316810137599999
2021-08-03,1,0,-0.5212616703999999
2021-08-04,1,0,4.986083327999999
2021-08-05,0,0,3.1323134976000007
2021-08-06,0,0,4.070975488
2021-08-07,0,0,-1.1423205375999999
2021-08-08,0,0,-1.2866880512000007
2021-08-09,0,0,-0.7942784000000005
2021-08-10,0,0,6.41128192
2021-08-11,0,0,8.132745216
2021-08-12,0,0,2.1084619776
2021-08-13,0,0,0.5952562175999998
2021-08-14,0,0,-0.8807997440000002
2021-08-15,0,0,-0.2839558144000003
2021-08-16,0,0,-1.0028309504000004
2021-08-17,0,0,7.32074496
2021-08-18,0,0,-1.1303331839999995
2021-08-19,0,0,2.7237814272000005
2021-08-20,0,3,6.442622976000001
2021-08-21,0,0,-2.3796654079999997
2021-08-22,0,0,0.8613895167999992
2021-08-23,0,3,-1.1342234624000003
2021-08-24,0,0,-0.6992559104000003
2021-08-25,0,0,-0.5140316159999998
2021-08-26,0,0,9.5875202048
2021-08-27,1,0,-1.2565059583999991
2021-08-28,0,0,-0.20583669760000012
2021-08-29,0,0,-0.8936082432000001
2021-08-30,0,1,6.507224576
2021-08-31,0,0,2.2381012992000002
2021-09-01,0,0,2.3765759999999996
2021-09-02,0,0,5.328767999999999
2021-09-03,0,0,4.671567360000001
2021-09-04,0,0,-2.6211599359999997
2021-09-05,0,0,-1.302402662400001
2021-09-06,0,0,-0.8860155904000004
2021-09-07,0,1,-0.6640880639999999
2021-09-08,0,1,1.4657032192000004
2021-09-09,0,0,0.2310831104000004
2021-09-10,1,1,-0.6290784255999996
2021-09-11,0,0,3.6360005632000005
2021-09-12,0,0,-1.0024854527999996
2021-09-13,0,0,-0.4046720000000003
2021-09-14,0,0,-0.25839360000000017
2021-09-15,1,0,1.8113177599999999
2021-09-16,0,0,0.45215385600000013
2021-09-17,1,0,1.5189583872
2021-09-18,0,0,-0.6561762304000001
2021-09-19,0,0,2.667249152
2021-09-20,0,0,-0.8305494015999999
2021-09-21,0,0,4.6264064
2021-09-22,0,0,10.75064576
2021-09-23,0,0,0.012640256000000072
2021-09-24,0,0,-0.9497878528000008
2021-09-25,0,0,-1.2865311744000005
2021-09-26,0,0,-0.8305988608000003
2021-09-27,0,0,-0.6005391360000001
2021-09-28,0,1,0.5226047487999999
2021-09-29,0,0,1.4381184000000002
2021-09-30,0,0,4.213791744000001
2021-10-01,0,0,1.5822779392000006
2021-10-02,0,0,0.8186042367999999
2021-10-03,1,0,1.0147946495999998
2021-10-04,0,0,-0.9435008000000003
2021-10-05,0,0,1.4577356799999996
2021-10-06,1,0,4.2098068479999995
2021-10-07,0,1,5.5345632256
2021-10-08,0,1,-0.13558702080000007
2021-10-09,0,0,-0.44742092800000033
2021-10-10,0,2,-0.01510891520000035
2021-10-11,0,8,-0.8334517248000001
2021-10-12,1,5,1.4651118591999999
2021-10-13,0,2,1.210917376
2021-10-14,0,0,6.1246420992
2021-10-15,2,0,4.101121024000001
2021-10-16,0,0,-0.07661639679999999
2021-10-17,1,0,-1.3905251328000006
2021-10-18,0,0,-0.8019866624000004
2021-10-19,0,0,3.4364676095999998
2021-10-20,0,0,9.773953536
2021-10-21,0,0,8.1341540352
2021-10-22,2,0,-3.5400706048
2021-10-23,0,0,-1.7498651648000005
2021-10-24,0,1,-1.1033355264000002
2021-10-25,0,0,0.24285009919999978
2021-10-26,0,2,0.22668031999999982
2021-10-27,0,0,6.251538432
2021-10-28,0,1,3.077663846400001
2021-10-29,0,0,12.062972313600001
2021-10-30,0,0,1.2677011456000002
2021-10-31,0,0,-0.6411648000000012
2021-11-01,0,1,1.143892479999999
2021-11-02,0,0,3.2276039679999995
2021-11-03,0,0,0.8910078975999998
2021-11-04,0,1,5.1772998656
2021-11-05,0,1,0.46978590720000035
2021-11-06,0,0,-0.9378739199999997
2021-11-07,0,3,2.6538706944
2021-11-08,0,0,4.420145664
2021-11-09,0,0,0.9384261631999999
2021-11-10,0,0,3.3146636288
2021-11-11,0,0,0.026780672000000116
2021-11-12,0,0,4.5429250048
2021-11-13,0,1,-2.0831065088
2021-11-14,0,0,1.9373165567999995
2021-11-15,0,0,4.6842530816
2021-11-16,0,1,1.0182001664000004
2021-11-17,0,0,-0.6206864384000002
2021-11-18,0,0,3.9054271488
2021-11-19,1,0,1.3051095040000003
2021-11-20,0,2,2.5254326272
2021-11-21,0,0,0.36162293759999997
2021-11-22,0,0,-0.26354585600000036
2021-11-23,0,0,1.0245767168
2021-11-24,1,0,2.9759420416
2021-11-25,0,0,0.6249402368000001
2021-11-26,0,0,0.8824247295999998
2021-11-27,0,0,2.941189632
2021-11-28,0,1,-1.3907131391999998
2021-11-29,0,0,1.2782188543999997
2021-11-30,0,0,0.13483294719999994
2021-12-01,0,0,0.3047187455999999
2021-12-02,0,0,1.3646554112000002
2021-12-03,0,0,3.2105785344
2021-12-04,0,0,-0.21409300479999982
2021-12-05,0,0,1.2015168512
2021-12-06,1,0,0.1311043583999999
2021-12-07,0,0,3.340397056
2021-12-08,1,0,8.791145267200001
2021-12-09,5,0,-0.6031617024
2021-12-10,4,2,4.3939475456
2021-12-11,0,1,1.8597901312
2021-12-12,0,0,-1.9326913536000003
2021-12-13,0,1,-0.07044669440000062
2021-12-14,0,0,-0.9559932928000001
2021-12-15,0,0,0.3522390016
2021-12-16,0,0,1.2996752384000008
2021-12-17,0,0,7.1496555520000005
2021-12-18,0,0,2.9874921472000007
2021-12-19,0,0,0.07760424960000001
2021-12-20,0,0,4.6564598784
2021-12-21,1,0,9.045311488
2021-12-22,0,0,2.7814583296
2021-12-23,0,0,0.22544844799999897
2021-12-24,0,0,1.8605254655999994
2021-12-25,0,0,2.8836524032
2021-12-26,0,0,0.7253843968
2021-12-27,0,0,0.13658470399999967
2021-12-28,0,0,5.488960307199999
2021-12-29,0,0,1.6299283456000007
2021-12-30,0,5,2.9595355136
2021-12-31,0,0,-0.08763811840000013
2022-01-01,0,0,-1.5191508992000002
2022-01-02,0,0,1.0733942784
2022-01-03,0,0,-1.048508928
2022-01-04,3,0,-0.6212657152000001
2022-01-05,0,0,4.557424435200001
2022-01-06,3,2,8.6624724992
2022-01-07,0,0,7.393258598400001
2022-01-08,0,1,-1.1719797760000001
2022-01-09,0,0,1.093207859199999
2022-01-10,0,0,2.2675445759999997
2022-01-11,0,0,-0.8544427008000004
2022-01-12,0,0,2.724518399999999
2022-01-13,1,0,4.33063424
2022-01-14,1,0,5.804643328000001
2022-01-15,0,0,2.2285455360000004
2022-01-16,0,0,3.626099712
2022-01-17,1,0,1.5560184832
2022-01-18,0,0,0.8643831808
2022-01-19,0,0,7.1651672064
2022-01-20,0,0,10.1037090816
2022-01-21,0,0,-2.1253774336000006
2022-01-22,0,0,4.527931801599999
2022-01-23,1,1,5.0820231168
2022-01-24,1,0,0.7997096959999999
2022-01-25,0,1,2.4578256895999995
2022-01-26,1,0,5.498772582399999
2022-01-27,0,1,9.9326455808
2022-01-28,0,0,1.7051925504000005
2022-01-29,0,0,4.6330615808
2022-01-30,0,0,-0.4432616448000002
2022-01-31,1,0,0.45867397119999964
2022-02-01,0,0,-0.16293765120000003
2022-02-02,1,0,9.2711798784
2022-02-03,1,0,1.670843392000001
2022-02-04,1,0,4.2948062208
2022-02-05,1,0,3.0830640128000004
2022-02-06,0,0,-2.7226563584
2022-02-07,0,0,1.5005483007999996
2022-02-08,0,0,0.40997857279999983
2022-02-09,0,0,0.6251266047999997
2022-02-10,0,0,2.7319452672000004
2022-02-11,0,0,4.3930387456
2022-02-12,0,0,0.9755709440000002
2022-02-13,0,0,-0.6251701247999999
2022-02-14,0,0,3.9200741375999995
2022-02-15,0,0,3.354381824
2022-02-16,0,0,3.1162318848
2022-02-17,0,0,7.0057981952
2022-02-18,0,0,-0.8788722688000004
2022-02-19,0,0,0.13690736639999956
2022-02-20,0,0,2.4752700416
2022-02-21,0,0,0.2753466367999997
2022-02-22,0,0,-0.3842095104000003
2022-02-23,0,0,6.926949888
2022-02-24,1,0,2.7110446080000004
2022-02-25,0,0,4.8761088
2022-02-26,0,1,0.47475978240000005
2022-02-27,0,0,1.1433853951999995
2022-02-28,0,0,-0.6850597888000003
2022-03-01,0,0,-0.2058899456000003
2022-03-02,0,1,10.019563827199999
2022-03-03,0,0,7.139385753600001
2022-03-04,0,0,0.6103251967999999
2022-03-05,0,0,2.5377367039999994
2022-03-06,1,0,4.6032064512
2022-03-07,0,0,1.2731772927999998
2022-03-08,2,0,2.716800716799999
2022-03-09,0,0,2.6565170175999997
2022-03-10,0,0,4.6234034176000005
2022-03-11,0,0,-0.8040428543999996
2022-03-12,0,0,2.1199764479999996
2022-03-13,0,0,1.0863017984
2022-03-14,0,0,4.288208384
2022-03-15,2,0,0.7904340992000001
2022-03-16,1,0,2.2410768383999997
2022-03-17,0,0,2.1754260480000003
2022-03-18,1,0,3.179162624
2022-03-19,2,0,0.9889298432000002
2022-03-20,0,0,-0.6588505088000003
2022-03-21,0,0,4.8275687424
2022-03-22,0,0,3.0496263168000004
2022-03-23,1,0,0.9761186816
2022-03-24,0,0,7.3369822207999995
2022-03-25,0,3,14.2395157504
2022-03-26,0,13,2.2217590784
2022-03-27,0,0,3.334510591999999
2022-03-28,0,0,3.5894919167999992
2022-03-29,0,0,2.6582603775999996
2022-03-30,0,0,2.8532939775999995
2022-03-31,1,1,0.9649080319999994
2022-04-01,0,0,-1.5796052992000003
2022-04-02,0,0,-0.8066558975999996
2022-04-03,0,0,-0.4009975807999995
2022-04-04,0,0,-0.04467527679999961
2022-04-05,0,0,0.12412344320000057
2022-04-06,0,0,1.2559767552000003
2022-04-07,0,0,13.163585945600001
2022-04-08,0,0,0.7631415296000008
2022-04-09,0,0,5.8232433664
2022-04-10,0,0,-0.7489485824000006
2022-04-11,0,0,0.18231541759999925
2022-04-12,0,0,0.4794546175999994
2022-04-13,0,0,3.6263422976
2022-04-14,0,0,3.1125779456
2022-04-15,0,0,1.9282240512000008
2022-04-16,0,0,-0.9666651136
2022-04-17,0,0,4.7812378624
2022-04-18,0,0,-0.9709212671999996
2022-04-19,0,0,-0.17979156480000036
2022-04-20,0,0,3.0557642751999996
2022-04-21,0,0,5.5816379392
2022-04-22,0,0,4.822763008000001
2022-04-23,0,0,-1.4705331199999998
2022-04-24,0,0,0.5578097663999995
2022-04-25,0,0,-0.28949514239999985
2022-04-26,0,0,0.9902022655999998
2022-04-27,0,0,1.9740824575999998
2022-04-28,0,0,1.7677551616
2022-04-29,0,0,12.689820774400001
2022-04-30,0,0,2.477480243200001
2022-05-01,0,0,-2.7718274048000007
2022-05-02,0,0,2.571562905599999
2022-05-03,0,0,4.2305257472
2022-05-04,0,0,21.7675846656
2022-05-05,0,0,5.9698988032
2022-05-06,0,0,-2.182518067200001
2022-05-07,0,0,2.6438596607999996
2022-05-08,0,0,0.6817716224000003
2022-05-09,0,0,-2.705159782400001
2022-05-10,0,0,0.33536563199999914
2022-05-11,0,0,2.3422014464
2022-05-12,0,0,3.0678557696000013
2022-05-13,0,0,-2.1634139135999986
2022-05-14,0,0,3.9647291392
2022-05-15,0,0,-0.6169132031999998
2022-05-16,0,0,2.9566314496
2022-05-17,0,2,3.5868739584
2022-05-18,0,0,3.2653736959999997
2022-05-19,0,0,-1.9204031488000002
2022-05-20,0,0,0.9761040383999999
2022-05-21,0,0,0.9224468479999999
2022-05-22,0,0,2.97373952
2022-05-23,1,0,2.569734656
2022-05-24,0,0,0.46000220160000005
2022-05-25,0,0,3.7632784384
2022-05-26,0,0,8.287385088
2022-05-27,0,0,7.130398208
2022-05-28,0,0,-0.3536880640000004
2022-05-29,0,0,-1.3022082048000012
2022-05-30,0,0,-0.5747340288000005
2022-05-31,0,0,-1.2587856896
2022-06-01,0,0,5.1482655744
2022-06-02,0,0,6.171359539200001
2022-06-03,1,0,1.4240865280000006
2022-06-04,1,0,-0.09331558399999995
2022-06-05,0,0,1.48918784
2022-06-06,0,0,0.5572615167999997
2022-06-07,1,0,-0.22411786240000042
2022-06-08,0,0,0.04919592959999963
2022-06-09,0,0,2.168672768
2022-06-10,0,0,-0.17029027839999933
2022-06-11,0,0,2.1748825088
2022-06-12,0,0,-1.0534265855999998
2022-06-13,0,0,0.4632799232
2022-06-14,0,0,1.4422530048
2022-06-15,0,0,6.2761244672
2022-06-16,0,0,3.2173259776000003
2022-06-17,0,0,3.1765543936
2022-06-18,0,0,0.06868807679999978
2022-06-19,0,0,-1.4023332864000002
2022-06-20,0,0,-0.8419443712000004
2022-06-21,0,0,0.4170772479999998
2022-06-22,0,0,3.3432441855999997
2022-06-23,0,0,3.7564977152000005
2022-06-24,0,0,5.3472847872000004
2022-06-25,0,0,-0.1937387519999998
2022-06-26,0,0,-1.4510581760000005
2022-06-27,0,0,2.1884884991999995
2022-06-28,0,0,0.8424780799999998
2022-06-29,0,0,-0.07019059200000033
2022-06-30,0,0,-0.8527273984
2022-07-01,0,0,4.4420393984
2022-07-02,0,0,-1.3887221759999993
