,neovim/neovim,pulsar-edit/pulsar,microsoft/vscode
2017-09-15,0,8,62
2017-09-16,3,7,5
2017-09-17,12,5,12
2017-09-18,0,7,63
2017-09-19,1,33,80
2017-09-20,0,26,67
2017-09-21,0,22,70
2017-09-22,1,9,69
2017-09-23,5,8,7
2017-09-24,14,3,8
2017-09-25,0,9,90
2017-09-26,9,0,74
2017-09-27,8,19,88
2017-09-28,5,11,50
2017-09-29,0,9,25
2017-09-30,6,4,1
2017-10-01,6,5,1
2017-10-02,3,4,52
2017-10-03,2,15,45
2017-10-04,1,0,65
2017-10-05,4,19,44
2017-10-06,0,9,30
2017-10-07,9,4,4
2017-10-08,20,1,3
2017-10-09,3,4,21
2017-10-10,3,3,67
2017-10-11,0,6,49
2017-10-12,0,0,49
2017-10-13,0,4,62
2017-10-14,2,4,5
2017-10-15,39,10,2
2017-10-16,15,7,56
2017-10-17,4,15,39
2017-10-18,1,9,66
2017-10-19,8,19,43
2017-10-20,1,8,76
2017-10-21,7,7,14
2017-10-22,6,1,6
2017-10-23,0,31,42
2017-10-24,2,14,75
2017-10-25,1,33,67
2017-10-26,23,17,51
2017-10-27,6,5,74
2017-10-28,8,3,12
2017-10-29,34,4,16
2017-10-30,3,8,77
2017-10-31,6,19,38
2017-11-01,0,25,74
2017-11-02,1,32,40
2017-11-03,1,14,20
2017-11-04,3,2,4
2017-11-05,9,1,5
2017-11-06,21,17,67
2017-11-07,31,11,63
2017-11-08,4,7,85
2017-11-09,2,8,55
2017-11-10,7,1,67
2017-11-11,6,2,14
2017-11-12,10,3,7
2017-11-13,6,13,51
2017-11-14,4,9,88
2017-11-15,0,19,64
2017-11-16,3,9,53
2017-11-17,4,21,64
2017-11-18,5,6,5
2017-11-19,16,7,9
2017-11-20,4,16,65
2017-11-21,3,18,50
2017-11-22,11,7,42
2017-11-23,2,3,34
2017-11-24,5,0,43
2017-11-25,18,0,7
2017-11-26,9,0,1
2017-11-27,6,5,67
2017-11-28,4,6,29
2017-11-29,7,16,46
2017-11-30,4,8,83
2017-12-01,3,5,57
2017-12-02,7,1,9
2017-12-03,8,0,5
2017-12-04,0,24,92
2017-12-05,16,8,50
2017-12-06,5,7,69
2017-12-07,1,26,51
2017-12-08,0,11,19
2017-12-09,1,7,12
2017-12-10,26,12,6
2017-12-11,8,4,74
2017-12-12,3,0,82
2017-12-13,5,4,81
2017-12-14,1,3,53
2017-12-15,4,2,66
2017-12-16,5,4,8
2017-12-17,13,1,12
2017-12-18,10,1,57
2017-12-19,10,1,39
2017-12-20,1,4,49
2017-12-21,2,13,47
2017-12-22,0,10,19
2017-12-23,8,0,3
2017-12-24,12,2,2
2017-12-25,0,0,3
2017-12-26,3,6,5
2017-12-27,6,10,11
2017-12-28,6,3,18
2017-12-29,6,0,4
2017-12-30,8,2,0
2017-12-31,7,3,4
2018-01-01,7,2,2
2018-01-02,4,0,16
2018-01-03,14,15,24
2018-01-04,1,16,48
2018-01-05,1,25,54
2018-01-06,8,8,3
2018-01-07,5,2,2
2018-01-08,3,16,40
2018-01-09,8,20,50
2018-01-10,3,15,25
2018-01-11,3,7,43
2018-01-12,0,9,61
2018-01-13,6,4,12
2018-01-14,3,3,5
2018-01-15,22,2,35
2018-01-16,7,5,70
2018-01-17,1,7,85
2018-01-18,13,24,35
2018-01-19,5,27,58
2018-01-20,7,7,24
2018-01-21,19,1,9
2018-01-22,8,3,57
2018-01-23,5,13,107
2018-01-24,1,2,80
2018-01-25,2,5,47
2018-01-26,8,19,74
2018-01-27,3,1,9
2018-01-28,23,0,8
2018-01-29,12,1,71
2018-01-30,4,0,34
2018-01-31,2,2,64
2018-02-01,6,2,69
2018-02-02,10,0,43
2018-02-03,0,1,4
2018-02-04,4,0,3
2018-02-05,1,6,33
2018-02-06,6,3,24
2018-02-07,12,4,42
2018-02-08,0,10,56
2018-02-09,3,0,64
2018-02-10,7,0,11
2018-02-11,79,1,5
2018-02-12,3,9,40
2018-02-13,2,2,64
2018-02-14,3,13,53
2018-02-15,0,13,58
2018-02-16,6,11,45
2018-02-17,1,8,16
2018-02-18,6,2,14
2018-02-19,25,8,28
2018-02-20,4,8,63
2018-02-21,4,13,65
2018-02-22,11,9,54
2018-02-23,1,2,77
2018-02-24,2,2,13
2018-02-25,3,8,3
2018-02-26,4,15,93
2018-02-27,1,13,86
2018-02-28,1,11,108
2018-03-01,13,7,84
2018-03-02,5,11,68
2018-03-03,3,3,8
2018-03-04,14,0,2
2018-03-05,2,10,72
2018-03-06,0,13,48
2018-03-07,3,1,80
2018-03-08,4,2,83
2018-03-09,0,22,108
2018-03-10,4,1,7
2018-03-11,17,0,3
2018-03-12,1,14,38
2018-03-13,0,9,88
2018-03-14,10,0,72
2018-03-15,2,0,58
2018-03-16,7,5,47
2018-03-17,3,0,14
2018-03-18,19,0,9
2018-03-19,0,13,47
2018-03-20,3,6,103
2018-03-21,0,14,46
2018-03-22,1,7,32
2018-03-23,2,10,26
2018-03-24,15,0,4
2018-03-25,6,0,5
2018-03-26,18,6,110
2018-03-27,3,12,63
2018-03-28,0,1,78
2018-03-29,6,13,35
2018-03-30,3,8,13
2018-03-31,2,0,22
2018-04-01,11,0,5
2018-04-02,15,5,15
2018-04-03,1,4,47
2018-04-04,4,0,46
2018-04-05,0,3,53
2018-04-06,2,0,63
2018-04-07,3,0,3
2018-04-08,4,2,3
2018-04-09,17,14,59
2018-04-10,4,4,51
2018-04-11,5,6,64
2018-04-12,18,13,71
2018-04-13,4,10,66
2018-04-14,3,0,22
2018-04-15,38,0,8
2018-04-16,17,6,75
2018-04-17,2,5,114
2018-04-18,3,9,106
2018-04-19,2,1,68
2018-04-20,2,2,67
2018-04-21,7,0,5
2018-04-22,40,0,14
2018-04-23,2,8,98
2018-04-24,2,5,49
2018-04-25,1,13,69
2018-04-26,0,2,73
2018-04-27,6,0,73
2018-04-28,1,1,7
2018-04-29,0,0,15
2018-04-30,3,7,66
2018-05-01,4,10,19
2018-05-02,1,4,84
2018-05-03,0,1,85
2018-05-04,7,3,88
2018-05-05,1,0,13
2018-05-06,8,0,28
2018-05-07,0,13,61
2018-05-08,0,4,63
2018-05-09,5,2,72
2018-05-10,7,1,50
2018-05-11,5,7,41
2018-05-12,3,1,15
2018-05-13,1,1,12
2018-05-14,2,3,71
2018-05-15,1,4,57
2018-05-16,0,4,71
2018-05-17,9,6,73
2018-05-18,8,7,60
2018-05-19,9,0,28
2018-05-20,13,0,14
2018-05-21,2,1,33
2018-05-22,2,3,65
2018-05-23,32,8,61
2018-05-24,2,3,31
2018-05-25,5,3,58
2018-05-26,3,0,16
2018-05-27,2,1,10
2018-05-28,0,2,71
2018-05-29,0,7,30
2018-05-30,4,6,79
2018-05-31,2,2,61
2018-06-01,5,11,40
2018-06-02,9,1,11
2018-06-03,14,1,4
2018-06-04,16,3,88
2018-06-05,14,7,62
2018-06-06,0,7,53
2018-06-07,7,4,69
2018-06-08,11,1,83
2018-06-09,3,0,6
2018-06-10,16,0,1
2018-06-11,1,7,78
2018-06-12,5,3,63
2018-06-13,7,23,58
2018-06-14,6,1,62
2018-06-15,1,6,98
2018-06-16,20,3,17
2018-06-17,8,0,9
2018-06-18,12,5,108
2018-06-19,17,2,71
2018-06-20,4,2,85
2018-06-21,8,2,42
2018-06-22,4,2,55
2018-06-23,1,1,16
2018-06-24,10,0,18
2018-06-25,6,1,78
2018-06-26,4,6,33
2018-06-27,5,6,77
2018-06-28,1,8,56
2018-06-29,2,9,25
2018-06-30,2,2,4
2018-07-01,7,2,7
2018-07-02,3,2,70
2018-07-03,0,5,54
2018-07-04,4,0,68
2018-07-05,0,13,43
2018-07-06,1,19,71
2018-07-07,7,3,1
2018-07-08,5,1,1
2018-07-09,2,13,64
2018-07-10,8,9,60
2018-07-11,7,9,83
2018-07-12,5,13,77
2018-07-13,6,9,45
2018-07-14,2,0,6
2018-07-15,4,0,2
2018-07-16,1,14,45
2018-07-17,3,3,47
2018-07-18,5,3,66
2018-07-19,4,12,73
2018-07-20,1,19,36
2018-07-21,7,6,6
2018-07-22,3,0,15
2018-07-23,17,4,70
2018-07-24,11,26,73
2018-07-25,14,8,66
2018-07-26,1,22,69
2018-07-27,8,7,77
2018-07-28,4,0,14
2018-07-29,26,0,7
2018-07-30,4,12,56
2018-07-31,0,3,27
2018-08-01,19,13,44
2018-08-02,11,20,52
2018-08-03,1,3,28
2018-08-04,4,0,2
2018-08-05,5,2,3
2018-08-06,15,14,39
2018-08-07,29,11,53
2018-08-08,8,15,47
2018-08-09,22,8,43
2018-08-10,9,7,61
2018-08-11,18,2,12
2018-08-12,12,1,14
2018-08-13,7,4,59
2018-08-14,8,8,34
2018-08-15,15,2,53
2018-08-16,11,1,61
2018-08-17,7,0,53
2018-08-18,6,0,10
2018-08-19,3,0,0
2018-08-20,10,18,59
2018-08-21,15,19,61
2018-08-22,4,14,67
2018-08-23,13,10,49
2018-08-24,3,29,81
2018-08-25,9,1,10
2018-08-26,12,0,3
2018-08-27,3,7,85
2018-08-28,12,8,53
2018-08-29,7,4,68
2018-08-30,0,8,32
2018-08-31,3,13,40
2018-09-01,3,0,13
2018-09-02,0,0,0
2018-09-03,10,0,62
2018-09-04,11,7,70
2018-09-05,21,11,114
2018-09-06,4,26,61
2018-09-07,7,2,63
2018-09-08,10,0,10
2018-09-09,15,0,4
2018-09-10,5,3,54
2018-09-11,8,6,75
2018-09-12,16,5,97
2018-09-13,6,5,76
2018-09-14,9,9,35
2018-09-15,0,6,4
2018-09-16,10,0,2
2018-09-17,6,12,55
2018-09-18,9,7,61
2018-09-19,2,3,87
2018-09-20,4,8,66
2018-09-21,10,9,78
2018-09-22,6,0,12
2018-09-23,13,0,7
2018-09-24,5,10,77
2018-09-25,5,6,38
2018-09-26,4,8,70
2018-09-27,7,5,53
2018-09-28,2,7,24
2018-09-29,2,2,7
2018-09-30,13,0,5
2018-10-01,3,6,133
2018-10-02,4,15,113
2018-10-03,4,2,84
2018-10-04,2,0,60
2018-10-05,4,3,67
2018-10-06,7,0,9
2018-10-07,4,0,5
2018-10-08,4,0,58
2018-10-09,4,0,59
2018-10-10,4,0,42
2018-10-11,9,1,70
2018-10-12,8,0,38
2018-10-13,18,0,12
2018-10-14,5,0,21
2018-10-15,3,2,71
2018-10-16,3,4,73
2018-10-17,7,8,54
2018-10-18,1,10,55
2018-10-19,0,8,45
