,highcharts/highcharts,apache/echarts,plotly/plotly.js
2017-12-23,0,-3.467715788800001,1
2017-12-24,0,-0.9702070272000007,0
2017-12-25,0,2.2642380799999993,0
2017-12-26,0,14.269991936,0
2017-12-27,0,8.853229158400001,1
2017-12-28,0,6.2242679808000005,4
2017-12-29,0,1.9474273280000016,9
2017-12-30,0,0.17329520640000062,7
2017-12-31,0,6.5965944832,0
2018-01-01,0,-8.101796352000001,0
2018-01-02,12,2.589473075199999,0
2018-01-03,1,-4.538374451199999,6
2018-01-04,2,12.7993288704,10
2018-01-05,5,-3.316103577599998,1
2018-01-06,0,-3.1786108928,0
2018-01-07,1,-3.2453943296,1
2018-01-08,7,6.2379716607999995,4
2018-01-09,8,7.638880972800001,4
2018-01-10,11,-0.4976299007999989,10
2018-01-11,2,14.0746082304,21
2018-01-12,9,16.186131251200003,4
2018-01-13,0,9.8798938112,0
2018-01-14,0,-3.823031807999998,0
2018-01-15,13,11.6377688064,11
2018-01-16,4,-11.786159615999999,6
2018-01-17,2,2.2480700415999992,35
2018-01-18,0,-5.6150439936000005,27
2018-01-19,1,-3.6461708288000008,9
2018-01-20,0,-3.2888461312,1
2018-01-21,0,-2.0860597248000006,1
2018-01-22,5,-0.3407153152000002,11
2018-01-23,14,3.7808806912,12
2018-01-24,10,-0.6730843135999995,10
2018-01-25,16,-1.6857020415999997,9
2018-01-26,23,-0.7654653952,6
2018-01-27,0,-0.40670402560000024,1
2018-01-28,6,0.7312786431999998,0
2018-01-29,12,3.40690944,11
2018-01-30,12,4.127065088,23
2018-01-31,17,0.9306821632000006,9
2018-02-01,18,-1.7119022079999997,17
2018-02-02,5,-1.4859483136000002,20
2018-02-03,0,-0.7683712000000004,0
2018-02-04,0,-0.5203353600000002,11
2018-02-05,8,-0.3878251520000001,12
2018-02-06,0,-0.3054491648,14
2018-02-07,0,0.7614276608000001,5
2018-02-08,3,1.4442176512000002,29
2018-02-09,26,1.0136516608000001,10
2018-02-10,3,-0.11679815679999983,0
2018-02-11,0,0.1904,0
2018-02-12,10,3.238848,14
2018-02-13,16,0.04993280000000011,4
2018-02-14,16,1.49019904,5
2018-02-15,8,-1.8653752319999999,3
2018-02-16,13,-0.7871659008000002,22
2018-02-17,9,-0.49224949760000014,6
2018-02-18,4,-0.3356793856000002,0
2018-02-19,5,-0.23721850880000003,14
2018-02-20,17,-0.17905172479999998,14
2018-02-21,3,1.8633842688,5
2018-02-22,3,1.1289365504000002,2
2018-02-23,2,-0.0783944703999997,7
2018-02-24,10,1.2320000000000002,0
2018-02-25,6,1.8688,4
2018-02-26,6,9.352896,11
2018-02-27,19,-0.03543039999999831,12
2018-02-28,6,2.2921804800000007,29
2018-03-01,5,1.0212802560000003,22
2018-03-02,33,-1.7076606976000002,17
2018-03-03,0,-2.4678547456000004,1
2018-03-04,0,-1.3101764608000004,0
2018-03-05,12,3.0963323903999997,26
2018-03-06,14,2.7323006976000004,16
2018-03-07,12,1.0184983552000006,22
2018-03-08,18,-0.7487042559999995,8
2018-03-09,17,2.0442913792,10
2018-03-10,0,-2.518110208,0
2018-03-11,0,-1.0416091136000003,0
2018-03-12,22,6.352693759999999,5
2018-03-13,24,-3.2706324479999997,5
2018-03-14,15,0.7938121728,6
2018-03-15,22,-1.501207552,11
2018-03-16,30,2.3138137087999997,4
2018-03-17,0,-1.6238831615999998,1
2018-03-18,0,-0.6551350272,0
2018-03-19,9,0.61950208,7
2018-03-20,20,3.323183616,5
2018-03-21,9,0.0638157824000003,2
2018-03-22,29,-1.443201024,3
2018-03-23,9,2.3816920064,6
2018-03-24,0,-0.569819136,0
2018-03-25,0,1.9756343296,0
2018-03-26,7,-0.6821273599999997,12
2018-03-27,11,-1.083364352,16
2018-03-28,0,0.44638187519999994,29
2018-03-29,0,4.230854348799999,16
2018-03-30,0,-1.3551271935999996,13
2018-03-31,0,-1.226679296,0
2018-04-01,0,-0.6132250624000001,0
2018-04-02,0,1.6214121471999998,2
2018-04-03,40,3.9321266176,1
2018-04-04,7,-0.41593671679999966,8
2018-04-05,8,0.3420282880000003,15
2018-04-06,10,-1.5501472767999998,18
2018-04-07,0,-0.7150504960000003,0
2018-04-08,0,2.5803154432,0
2018-04-09,9,-0.49466111999999995,11
2018-04-10,1,0.012005376000000068,11
2018-04-11,9,3.1039576064000003,17
2018-04-12,2,-2.039843328,9
2018-04-13,9,6.2686362624,13
2018-04-14,0,-3.2220379135999995,0
2018-04-15,0,-1.1144268800000001,0
2018-04-16,38,5.345391104,29
2018-04-17,9,0.1450264576000002,29
2018-04-18,14,7.7688998912,7
2018-04-19,8,-3.978163404799999,6
2018-04-20,46,2.7786134528,1
2018-04-21,0,-1.1706019839999997,0
2018-04-22,0,0.8027777023999998,8
2018-04-23,0,0.7197670399999998,0
2018-04-24,4,0.6983700480000001,10
2018-04-25,8,-1.3138848768,4
2018-04-26,3,2.5401578496,20
2018-04-27,3,2.59242752,10
2018-04-28,0,1.0471365632000005,0
2018-04-29,0,-0.8057594879999996,1
2018-04-30,3,-1.9914167296,20
2018-05-01,0,-0.9857444864000002,21
2018-05-02,11,6.3617550336,10
2018-05-03,6,-1.2448564223999994,6
2018-05-04,15,3.0429693952,0
2018-05-05,0,-2.9343798271999995,0
2018-05-06,0,2.8194452479999996,1
2018-05-07,13,0.7056319488000002,1
2018-05-08,16,-1.1342427136,1
2018-05-09,0,-1.34028032,14
2018-05-10,1,-0.7360471040000002,6
2018-05-11,0,-0.5203593216000002,10
2018-05-12,0,-0.32468367360000006,0
2018-05-13,0,-0.23631462399999997,0
2018-05-14,2,0.8613022720000001,6
2018-05-15,2,-0.5150303231999999,3
2018-05-16,1,-0.17355018239999997,10
2018-05-17,0,-0.0767981568,14
2018-05-18,0,-0.04160000000000005,12
2018-05-19,0,-0.029952000000000017,0
2018-05-20,0,-0.022963200000000007,0
2018-05-21,0,6.98162944,5
2018-05-22,0,-2.8151557119999993,19
2018-05-23,0,-0.8527981567999999,24
2018-05-24,7,-0.448,9
2018-05-25,1,-0.29120000000000035,6
2018-05-26,0,-0.20966400000000013,0
2018-05-27,0,-0.16074240000000004,0
2018-05-28,6,0.8714060800000001,7
2018-05-29,16,7.493910016,11
2018-05-30,6,-2.4095870975999993,14
2018-05-31,6,-1.424,7
2018-06-01,12,-0.6736000000000001,9
2018-06-02,0,-0.4267520000000004,1
2018-06-03,0,-0.30417920000000015,0
2018-06-04,8,-0.23202816000000007,10
2018-06-05,2,-0.18508339199999996,12
2018-06-06,2,-0.15241441279999995,13
2018-06-07,0,0.8824590336,9
2018-06-08,4,-0.4127981567999999,6
2018-06-09,0,-0.12,0
2018-06-10,0,-0.064,0
2018-06-11,10,-0.04160000000000005,23
2018-06-12,11,0.970048,3
2018-06-13,8,8.5770368,3
2018-06-14,10,-2.738370559999999,2
2018-06-15,9,-1.559155712,9
2018-06-16,0,-0.7503981568000001,0
2018-06-17,0,-0.46835200000000043,0
2018-06-18,12,0.6658687999999998,9
2018-06-19,11,1.34500864,6
2018-06-20,5,-0.12345395199999976,8
2018-06-21,3,1.1284298752000002,15
2018-06-22,8,-1.2199391231999999,0
2018-06-23,0,-0.4299501568000001,0
2018-06-24,2,-0.2524672000000001,0
2018-06-25,3,1.8225510399999998,0
2018-06-26,18,-0.9347640319999999,5
2018-06-27,8,-0.3474065408,28
2018-06-28,12,-0.20549314559999998,14
2018-06-29,3,-0.12630958080000007,11
2018-06-30,0,-0.08550031360000003,0
2018-07-01,0,-0.04592640000000001,1
2018-07-02,5,-0.03674111999999999,1
2018-07-03,5,1.969688576,11
2018-07-04,15,-0.8255963135999999,12
2018-07-05,5,-0.24,21
2018-07-06,12,-0.128,8
2018-07-07,5,-0.0832000000000001,0
2018-07-08,3,-0.059904000000000034,1
2018-07-09,24,-0.04592640000000001,10
2018-07-10,3,-0.03674111999999999,5
2018-07-11,1,0.969688576,7
2018-07-12,4,-0.4255963135999999,5
2018-07-13,7,-0.12,7
2018-07-14,0,-0.064,0
2018-07-15,0,-0.04160000000000005,0
2018-07-16,2,-0.029952000000000017,5
2018-07-17,9,-0.022963200000000007,2
2018-07-18,15,-0.018370559999999994,15
2018-07-19,3,-0.015155711999999993,4
2018-07-20,3,-0.012798156799999997,8
2018-07-21,0,0.0,0
2018-07-22,0,0.0,0
2018-07-23,12,0.0,3
2018-07-24,11,0.0,3
2018-07-25,14,0.0,2
2018-07-26,4,2.0,4
2018-07-27,7,1.2000000000000002,4
2018-07-28,0,-1.0399999999999998,0
2018-07-29,0,1.6320000000000001,0
2018-07-30,13,-1.0111999999999999,4
2018-07-31,43,-0.3831040000000001,19
2018-08-01,17,-0.23383040000000005,6
2018-08-02,17,-0.1658675200000001,8
2018-08-03,5,-0.126956544,6
2018-08-04,0,-0.10183413759999999,1
2018-08-05,0,-0.06233743359999998,0
2018-08-06,3,-0.030311423999999986,2
2018-08-07,24,0.9744036864,5
2018-08-08,7,-0.3999999999999999,5
2018-08-09,9,1.88,13
2018-08-10,9,2.136,7
2018-08-11,0,-1.4815999999999998,0
2018-08-12,0,-0.517952,0
2018-08-13,6,0.7018367999999999,10
2018-08-14,8,-0.60307456,10
2018-08-15,35,2.729061888,16
2018-08-16,39,-0.3824288767999997,23
2018-08-17,17,-0.887023104,29
2018-08-18,0,-0.4130154496,0
2018-08-19,0,-0.25015767040000014,0
2018-08-20,13,-0.14982656000000008,11
2018-08-21,12,-0.11399731200000003,30
2018-08-22,35,-0.09087303679999999,16
2018-08-23,17,-0.06383769599999997,16
2018-08-24,17,-0.053550182399999986,9
2018-08-25,0,0.9872018432,0
2018-08-26,0,1.6,0
2018-08-27,27,2.08,13
2018-08-28,9,-1.5039999999999998,5
2018-08-29,24,-0.5296000000000001,18
2018-08-30,15,-0.3051520000000001,12
2018-08-31,12,-0.20766720000000016,9
2018-09-01,0,-0.15415296000000006,12
2018-09-02,0,-0.120786432,0
2018-09-03,34,19.9017787392,0
2018-09-04,5,6.928936550400001,11
2018-09-05,33,-2.4383944703999987,20
2018-09-06,29,-3.4799999999999995,9
2018-09-07,30,-2.3120000000000007,29
2018-09-08,2,-2.247040000000001,2
2018-09-09,0,3.5938559999999993,0
2018-09-10,24,1.9612288000000007,23
2018-09-11,7,0.5820441600000006,18
2018-09-12,6,0.8105994240000007,9
2018-09-13,26,-1.9506109439999997,7
2018-09-14,32,1.3807690752,12
2018-09-15,0,-2.0477280256,7
2018-09-16,0,-0.9296749568000003,2
2018-09-17,18,-0.6128921600000001,13
2018-09-18,7,-0.4598563840000001,8
2018-09-19,86,1.689084928,4
2018-09-20,11,-0.9990756351999998,5
2018-09-21,6,17.6385399808,9
2018-09-22,0,-7.386265292799998,2
2018-09-23,0,-2.2815944704000004,0
2018-09-24,5,-1.211904,11
2018-09-25,13,-0.7947264000000008,10
2018-09-26,85,0.42412287999999976,3
2018-09-27,29,-0.8436490240000001,5
2018-09-28,9,-0.47626639359999984,21
2018-09-29,0,-0.3368028159999999,0
2018-09-30,2,-0.2719668224,18
2018-10-01,7,-0.029952000000000017,9
2018-10-02,15,-0.022963200000000007,22
2018-10-03,10,-0.018370559999999994,17
2018-10-04,7,-0.015155711999999993,20
2018-10-05,12,-0.012798156799999997,20
2018-10-06,0,0.0,2
2018-10-07,0,0.0,2
2018-10-08,26,4.0,7
2018-10-09,15,-1.5999999999999996,8
2018-10-10,12,4.52,15
2018-10-11,7,3.7440000000000007,11
2018-10-12,11,-1.1663999999999994,21
2018-10-13,0,-1.9598079999999998,3
2018-10-14,6,-0.9238528000000003,3
2018-10-15,35,18.39915776,14
2018-10-16,23,-2.0383508479999985,9
2018-10-17,16,2.9792713728000013,11
2018-10-18,50,-1.367928319999999,12
2018-10-19,16,-2.9260661760000004,21
2018-10-20,1,-2.3177883648000006,3
2018-10-21,1,-1.3504091136000005,3
2018-10-22,7,1.0431641599999997,18
2018-10-23,1,-0.5432954879999998,23
2018-10-24,7,-0.24286853119999963,33
2018-10-25,3,-0.9424800767999999,19
2018-10-26,7,0.5514213375999999,25
2018-10-27,0,-0.6318523392,0
2018-10-28,0,-0.25027655680000005,2
2018-10-29,21,4.84634368,26
2018-10-30,6,-0.11324518399999972,17
2018-10-31,16,-0.48907458559999983,20
2018-11-01,8,-1.0109170688,16
2018-11-02,5,-0.48716871680000023,9
2018-11-03,0,-0.31211571200000016,0
2018-11-04,0,4.7708818432,12
2018-11-05,5,-2.1677311999999995,18
2018-11-06,5,-0.73548288,26
2018-11-07,60,-0.432672768,14
2018-11-08,5,-0.24875202560000023,20
2018-11-09,10,-0.16255815680000008,23
2018-11-10,0,-0.11481600000000003,5
2018-11-11,0,-0.09185279999999997,3
2018-11-12,17,1.92422144,23
2018-11-13,2,-0.8639907839999998,23
2018-11-14,0,-0.24,5
2018-11-15,1,5.872,3
2018-11-16,3,-2.4831999999999996,21
2018-11-17,0,1.2200959999999998,7
2018-11-18,0,-1.2299263999999999,4
2018-11-19,60,-0.5263411200000002,23
2018-11-20,12,1.6619765759999998,18
2018-11-21,35,-1.0465755136,47
2018-11-22,11,-0.41012736,16
2018-11-23,17,-0.26486067199999996,31
2018-11-24,0,-0.19673006080000005,6
2018-11-25,2,-0.09021542400000002,1
2018-11-26,13,-0.07152271360000001,30
2018-11-27,46,0.96325888,10
2018-11-28,13,-0.4303114239999999,8
2018-11-29,69,2.8544036864,16
2018-11-30,24,-1.2639999999999998,23
2018-12-01,0,-0.4016,0
2018-12-02,2,0.778048,2
2018-12-03,38,3.4522367999999997,7
2018-12-04,133,5.171773440000001,1
2018-12-05,14,-3.428045311999999,17
2018-12-06,9,-1.2055098368000001,21
2018-12-07,34,-0.6898191360000002,15
2018-12-08,33,-0.47236567040000044,2
2018-12-09,8,-0.3198873600000002,0
2018-12-10,44,-0.249380352,0
2018-12-11,3,1.7979850752000002,19
2018-12-12,22,-0.9572826111999998,21
2018-12-13,8,2.6704129024,13
2018-12-14,4,-0.32799999999999985,4
2018-12-15,0,-0.8432,1
2018-12-16,0,-0.371904,6
2018-12-17,54,0.7652735999999999,32
2018-12-18,6,0.43180288,8
2018-12-19,18,1.3508469760000001,15
2018-12-20,15,0.9123288064000001,4
2018-12-21,23,-1.2094376959999997,37
2018-12-22,0,-0.49310218240000003,2
2018-12-23,0,-0.2769133568000001,0
2018-12-24,2,-0.18443776000000012,5
2018-12-25,0,-0.13935667200000004,0
2018-12-26,0,-0.1106213888,5
2018-12-27,0,1.9201492992,2
2018-12-28,0,1.1440922624,0
2018-12-29,0,-0.06559631359999973,0
2018-12-30,0,-0.7679999999999999,0
2018-12-31,0,0.6687999999999998,5
2019-01-01,0,2.392896,7
2019-01-02,0,3.5325696000000004,12
2019-01-03,11,1.4633804800000005,16
2019-01-04,17,0.47638425600000023,14
2019-01-05,0,-2.2290302975999996,0
2019-01-06,0,-0.9775712256000003,2
2019-01-07,37,-0.6082183168000004,20
2019-01-08,11,-0.4296913920000002,43
2019-01-09,18,2.6681731072,16
2019-01-10,13,1.5434551296000003,17
2019-01-11,24,-1.7397253119999996,5
2019-01-12,5,9.3513402368,5
2019-01-13,3,-3.355194470399999,8
2019-01-14,6,-0.814656,36
2019-01-15,3,-1.3187456,21
2019-01-16,18,0.2759987199999995,25
2019-01-17,16,1.0943011839999999,18
2019-01-18,20,-1.3050456063999998,32
2019-01-19,0,-0.5790152704,0
2019-01-20,0,-0.36249087999999996,8
2019-01-21,11,-0.27465984000000004,25
2019-01-22,7,-0.11082106880000003,14
2019-01-23,16,14.9229048832,14
2019-01-24,1,-0.05189683199999795,8
2019-01-25,24,-4.243109580799999,6
2019-01-26,0,-1.7055963136,0
2019-01-27,0,-1.0080000000000007,0
2019-01-28,22,9.30112,7
2019-01-29,23,-4.524159999999999,11
2019-01-30,4,-1.6133376,3
2019-01-31,0,2.02244096,8
2019-02-01,7,-1.898906624,16
2019-02-02,2,-0.7363089408000001,0
2019-02-03,1,-0.42163200000000006,0
2019-02-04,19,-0.30850560000000005,12
2019-02-05,19,-0.24141311999999998,13
2019-02-06,14,-0.19687116799999999,11
2019-02-07,2,-0.05511167999999998,7
2019-02-08,15,-0.04546713599999998,6
2019-02-09,0,-0.03839447039999999,0
2019-02-10,0,0.0,4
2019-02-11,17,0.0,21
2019-02-12,11,0.0,26
2019-02-13,8,0.0,13
2019-02-14,12,8.0,13
2019-02-15,13,1.8000000000000007,20
2019-02-16,0,-2.9599999999999995,1
2019-02-17,0,-1.112,0
2019-02-18,0,0.3471999999999996,21
2019-02-19,6,2.1523839999999996,21
2019-02-20,6,-1.6534655999999999,17
2019-02-21,6,0.31421952,10
2019-02-22,5,-0.8466984959999999,0
2019-02-23,1,-0.45291581440000006,0
2019-02-24,0,0.759190016,0
2019-02-25,1,5.47113984,14
2019-02-26,11,-1.6202193919999996,16
2019-02-27,26,0.7347715072000001,10
2019-02-28,18,0.5976349696000001,5
2019-03-01,13,-1.3987077120000002,14
2019-03-02,0,-0.6250733568000002,2
2019-03-03,0,-0.3973017600000001,4
2019-03-04,21,1.7085537279999998,16
2019-03-05,14,-0.027933388799999737,16
2019-03-06,42,1.1853878272,9
2019-03-07,30,-1.1278507007999998,9
2019-03-08,9,0.5568922623999999,9
2019-03-09,0,1.3448996864,0
2019-03-10,1,-1.0790784,0
2019-03-11,13,1.57639168,1
2019-03-12,16,0.9357916160000002,11
2019-03-13,8,-1.2306451456,10
2019-03-14,18,-0.4939767808,2
2019-03-15,8,-0.3010932736000001,2
2019-03-16,0,-0.19500083200000012,1
2019-03-17,1,-0.14893998080000004,0
2019-03-18,31,4.8917361664,11
2019-03-19,12,-1.0670525439999996,14
2019-03-20,20,-1.0559077376,16
2019-03-21,21,0.5344036864,6
2019-03-22,38,-0.6720000000000002,16
2019-03-23,0,-0.31136000000000014,1
2019-03-24,0,-0.20876800000000004,2
2019-03-25,20,1.843584,21
2019-03-26,18,0.07589888000000022,16
2019-03-27,17,-0.7421096959999999,15
2019-03-28,21,0.7208312832,30
2019-03-29,13,1.437644288,14
2019-03-30,0,-1.0343021568,0
2019-03-31,0,-0.3798784,1
2019-04-01,16,-0.22930432000000003,20
2019-04-02,3,0.838166016,18
2019-04-03,8,-0.5236192256,9
2019-04-04,14,0.8029048832,19
2019-04-05,3,-0.5158968319999999,14
2019-04-06,0,-0.2047095808,1
2019-04-07,0,-0.11954831360000001,0
2019-04-08,23,-0.06456320000000006,24
2019-04-09,20,1.95167744,13
2019-04-10,11,1.1618810880000003,7
2019-04-11,17,0.9288312832000001,12
2019-04-12,0,1.8168442880000002,2
2019-04-13,0,-1.6639981568,0
2019-04-14,0,-0.6311040000000001,0
2019-04-15,3,0.6189695999999998,7
2019-04-16,0,-0.6673715200000001,4
2019-04-17,0,-0.322834944,13
2019-04-18,0,0.7744615424,9
2019-04-19,0,-0.5526194175999999,4
2019-04-20,0,-0.22101544959999997,0
2019-04-21,0,-0.1253576704,0
2019-04-22,0,2.94002944,1
2019-04-23,45,-0.2451077119999998,2
2019-04-24,10,-0.7957613567999999,18
2019-04-25,19,-0.33037056,8
2019-04-26,12,-0.20395571200000012,6
2019-04-27,0,-0.1442541568000001,0
2019-04-28,0,-0.09884160000000004,0
2019-04-29,7,-0.07807487999999999,17
2019-04-30,2,-0.06383769599999997,23
2019-05-01,0,-0.053550182399999986,13
2019-05-02,3,-0.012798156799999997,8
2019-05-03,6,0.0,3
2019-05-04,0,0.0,2
2019-05-05,0,3.0,1
2019-05-06,21,2.8000000000000003,11
2019-05-07,17,1.0400000000000005,16
2019-05-08,5,-1.8719999999999997,23
2019-05-09,21,0.2591999999999999,7
2019-05-10,5,-0.8482560000000001,1
2019-05-11,1,0.5665023999999999,0
2019-05-12,0,-0.70082048,0
2019-05-13,6,1.650561024,15
2019-05-14,0,-0.048080998399999686,9
2019-05-15,6,1.1987770368000001,13
2019-05-16,25,-1.1347170303999998,11
2019-05-17,1,1.574681088,19
2019-05-18,0,-1.0606727167999999,1
2019-05-19,0,-0.4142341120000001,0
2019-05-20,13,-0.26040647680000006,13
2019-05-21,10,0.8221916159999999,23
2019-05-22,21,7.4626028544,25
2019-05-23,6,-3.4090359807999993,14
2019-05-24,15,-1.0863374336,10
2019-05-25,0,-0.5839114240000001,0
2019-05-26,0,-0.3883483136000004,0
2019-05-27,7,-0.2625792000000001,7
2019-05-28,9,0.7979238399999999,8
2019-05-29,8,1.4378798080000001,4
2019-05-30,0,5.9459561472,3
2019-05-31,5,-3.2063852543999993,7
2019-06-01,0,-1.0096,0
2019-06-02,0,-0.5611520000000001,0
2019-06-03,12,-0.3740672000000004,1
2019-06-04,12,2.72603904,1
2019-06-05,9,-1.4126392319999996,5
2019-06-06,15,-0.5317035008,0
2019-06-07,21,-0.32368629759999995,0
2019-06-08,0,-0.2143870976000001,0
2019-06-09,2,-0.08985600000000005,1
2019-06-10,0,0.9311104,1
2019-06-11,18,0.5448883200000001,17
2019-06-12,10,-0.5654671359999999,0
2019-06-13,2,-0.2223944704,7
2019-06-14,3,-0.10560000000000005,71
2019-06-15,0,-0.07155200000000006,0
2019-06-16,0,-0.05291520000000002,0
2019-06-17,19,1.95866624,21
2019-06-18,11,2.166473728,5
2019-06-19,35,-0.4679538687999998,2
2019-06-20,5,3.0992018432000004,3
2019-06-21,6,-1.9951999999999996,6
2019-06-22,0,-0.7287040000000001,0
2019-06-23,0,-0.4333824000000001,0
2019-06-24,19,0.6980172799999997,0
2019-06-25,47,1.371805696,9
2019-06-26,50,4.8987131904000005,28
2019-06-27,11,-0.8310324223999994,12
2019-06-28,72,1.2369789952000003,14
2019-06-29,0,-1.9883446271999998,0
2019-06-30,1,-0.8204672000000003,0
2019-07-01,42,-0.5192089600000003,1
2019-07-02,28,-0.3743800320000002,21
2019-07-03,16,-0.2891153408,18
2019-07-04,8,-0.22216130559999994,6
2019-07-05,12,-0.16221204479999995,12
2019-07-06,0,-0.07106344959999997,0
2019-07-07,0,-0.03839447039999999,0
2019-07-08,17,0.0,6
2019-07-09,7,3.0,0
2019-07-10,11,-1.1999999999999997,0
2019-07-11,3,0.64,8
2019-07-12,18,-0.5919999999999999,6
2019-07-13,0,-0.24480000000000013,0
