,rust-lang/rust,swiftlang/swift,golang/go
2014-11-27,45,0,-0.7998761847390613
2014-11-28,11,4,-0.5461407836062488
2014-11-29,7,0,-0.4046315395265613
2014-11-30,16,1,-0.27566708127968675
2014-12-01,12,12,1.8598134418406254
2014-12-02,18,22,1.7089531104015625
2014-12-03,33,39,1.6381313377937499
2014-12-04,41,28,1.61940458985625
2014-12-05,60,46,10.611675
2014-12-06,17,15,2.6794414999999994
2014-12-07,51,2,-1.0518825250000003
2014-12-08,27,19,12.3844300825
2014-12-09,42,18,5.25883095646875
2014-12-10,20,15,5.370620001396875
2014-12-11,17,20,7.347129138896875
2014-12-12,24,28,10.106274460146876
2014-12-13,122,16,1.6749208167562504
2014-12-14,79,11,1.2442784575421881
2014-12-15,47,19,2.609272701106251
2014-12-16,37,15,7.663821219546877
2014-12-17,63,31,0.18617173967343836
2014-12-18,41,24,19.770987924889063
2014-12-19,103,26,4.091820560107812
2014-12-20,45,17,5.773300248489063
2014-12-21,57,3,-0.12486437124375005
2014-12-22,62,19,25.549220753309378
2014-12-23,26,42,18.309273649079685
2014-12-24,22,15,0.8315828677156247
2014-12-25,35,0,-1.8495870076046876
2014-12-26,30,3,3.0571947478500023
2014-12-27,27,3,0.06434506063594103
2014-12-28,35,2,5.57571879812344
2014-12-29,63,0,4.290832229931252
2014-12-30,126,0,5.323557213506252
2014-12-31,42,0,1.2026888514359384
2015-01-01,49,4,4.72760892038125
2015-01-02,70,1,5.695352668054688
2015-01-03,61,0,0.5326001023859379
2015-01-04,60,2,5.921436412539063
2015-01-05,127,15,9.59570258881875
2015-01-06,136,25,20.053318242904687
2015-01-07,78,12,21.721733279924997
2015-01-08,109,35,12.77343582820156
2015-01-09,43,43,4.0213089155484365
2015-01-10,33,18,-0.14105203632499919
2015-01-11,48,10,-0.3159976050328095
2015-01-12,86,10,10.187447920068754
2015-01-13,32,27,5.448060209076565
2015-01-14,34,22,18.60809161701094
2015-01-15,91,28,10.390453232568749
2015-01-16,50,28,2.6459482578359377
2015-01-17,44,7,-0.466133110985937
2015-01-18,46,2,1.2921261981656271
2015-01-19,43,34,13.52851961136094
2015-01-20,72,35,6.461621206240626
2015-01-21,96,34,27.60690596919375
2015-01-22,51,40,0.5708697838843735
2015-01-23,28,33,7.131993762026563
2015-01-24,43,16,1.2556190064031254
2015-01-25,22,9,-1.0576667674968725
2015-01-26,31,12,8.517818799631252
2015-01-27,66,24,7.8903663559078145
2015-01-28,44,41,26.666963944820314
2015-01-29,40,27,11.730142830457812
2015-01-30,65,27,23.12386609634375
2015-01-31,28,18,-3.8095066903359394
2015-02-01,36,7,-2.7963555986718727
2015-02-02,51,17,9.101793439340629
2015-02-03,43,18,26.459027192307815
2015-02-04,21,51,18.437204203234376
2015-02-05,49,37,8.1710401696875
2015-02-06,71,33,21.90186095695781
2015-02-07,35,16,-0.020816538246874572
2015-02-08,18,0,3.6357572810140653
2015-02-09,21,15,8.182574376214065
2015-02-10,66,42,9.966062328078127
2015-02-11,75,58,18.687022368401564
2015-02-12,39,48,12.726210450848438
2015-02-13,46,31,29.927587407470313
2015-02-14,25,11,4.256539459876562
2015-02-15,71,7,-0.1672424922624991
2015-02-16,71,21,5.07305972496094
2015-02-17,86,23,26.160664512826568
2015-02-18,123,25,9.186814522901564
2015-02-19,36,18,16.867393269439063
2015-02-20,17,32,17.35749112544375
2015-02-21,53,30,3.096165351857814
2015-02-22,72,4,-0.6760757513781228
2015-02-23,64,10,27.460743290078128
2015-02-24,105,27,10.227845969481251
2015-02-25,32,16,33.768245592259376
2015-02-26,31,30,20.579023497989063
2015-02-27,34,57,5.82639882366875
2015-02-28,41,14,6.193445602901564
2015-03-01,43,17,15.87411102633438
2015-03-02,32,31,23.36653916566563
2015-03-03,76,31,24.324589883173438
2015-03-04,31,44,17.576886433687502
2015-03-05,55,20,24.91441311861719
2015-03-06,59,27,8.208707659712502
2015-03-07,15,19,-2.3770036834078105
2015-03-08,38,20,0.36564955139687916
2015-03-09,35,33,5.020922991792194
2015-03-10,33,56,9.040354247343755
2015-03-11,24,36,8.825772891025004
2015-03-12,33,70,14.878059890296877
2015-03-13,29,39,6.384151354403126
2015-03-14,18,27,4.9812977374015635
2015-03-15,42,30,4.491290387914064
2015-03-16,30,23,23.77951047032969
2015-03-17,53,39,20.959063080731248
2015-03-18,37,38,5.251981343524999
2015-03-19,57,49,11.31351585588125
2015-03-20,41,35,24.1982088227875
2015-03-21,10,15,-2.1233441333031235
2015-03-22,23,19,-3.177446978234373
2015-03-23,96,36,10.844239573603128
2015-03-24,65,44,24.077668112592193
2015-03-25,24,49,5.435798358675001
2015-03-26,44,46,7.525553512695313
2015-03-27,79,39,11.83426474690625
2015-03-28,26,29,7.525418108773439
2015-03-29,34,19,-2.1652562225531233
2015-03-30,37,24,14.06425605364219
2015-03-31,75,35,8.998740257046876
2015-04-01,95,49,12.959212615610939
2015-04-02,34,61,17.564140255123437
2015-04-03,37,35,15.99085570021875
2015-04-04,42,30,0.7220772556203121
2015-04-05,18,31,-2.975421127460936
2015-04-06,21,19,10.075820519089065
2015-04-07,43,51,21.400589834214067
2015-04-08,68,36,33.9312497007375
2015-04-09,38,41,13.947329140068748
2015-04-10,57,28,18.735049798596876
2015-04-11,45,11,5.504488355182812
2015-04-12,21,6,10.704260234203128
2015-04-13,36,17,27.804306582320315
2015-04-14,86,25,7.112040058812502
2015-04-15,49,36,17.203184049693753
2015-04-16,31,42,30.712847669543752
2015-04-17,75,51,23.214995245821875
2015-04-18,35,10,2.2515740906562502
2015-04-19,22,12,-2.834506497784373
2015-04-20,35,38,12.679564984370318
2015-04-21,99,24,26.98747086921094
2015-04-22,30,74,16.34248988214688
2015-04-23,45,44,5.6487028406890625
2015-04-24,63,37,17.68316347564688
2015-04-25,50,9,-3.9359808730124985
2015-04-26,25,53,8.071445764281254
2015-04-27,51,63,20.965896173645316
2015-04-28,31,44,19.64128117792813
2015-04-29,97,53,27.011426200940626
2015-04-30,70,50,15.910133501292187
2015-05-01,44,41,15.4555662210375
2015-05-02,36,31,-0.34346809798906186
2015-05-03,23,10,2.2477359724437536
2015-05-04,43,34,8.910401694292192
2015-05-05,52,47,16.589558999729693
2015-05-06,58,40,36.7714612217625
2015-05-07,56,69,14.425219192637499
2015-05-08,43,41,0.3623056487562497
2015-05-09,37,36,-0.8403008853687486
2015-05-10,54,15,-0.786721295832808
2015-05-11,54,39,25.90353200422657
2015-05-12,63,45,14.635343941096878
2015-05-13,66,41,11.60091570050625
2015-05-14,52,45,16.785107169390624
2015-05-15,53,57,24.37638075769844
2015-05-16,39,14,-1.438247395098438
2015-05-17,40,20,-0.41014004676249805
2015-05-18,33,43,14.39668458386094
2015-05-19,84,58,12.40725285174063
2015-05-20,36,52,4.128597029196877
2015-05-21,35,31,7.941708309817189
2015-05-22,21,33,12.974705794846876
2015-05-23,34,37,-0.46530255320781055
2015-05-24,26,22,-2.2955432768546857
2015-05-25,34,9,0.5912931145593772
2015-05-26,35,29,6.735962631126565
2015-05-27,30,40,11.260739291139064
2015-05-28,41,32,13.69109874655
2015-05-29,41,30,5.156247559040624
2015-05-30,20,13,2.6332050251046875
2015-05-31,22,18,0.09704289537812572
2015-06-01,28,15,6.65420219989219
2015-06-02,34,37,13.265339641468751
2015-06-03,26,25,32.402599039553124
2015-06-04,30,21,17.00071712050937
2015-06-05,25,11,24.18312877628281
2015-06-06,30,10,-0.6190921509500011
2015-06-07,20,4,0.3605453721343772
2015-06-08,44,12,4.182528103789066
2015-06-09,58,5,11.30329890955313
2015-06-10,40,6,3.711742590728128
2015-06-11,36,0,11.220632826414064
2015-06-12,35,6,10.784905521148438
2015-06-13,25,2,0.798035385506251
2015-06-14,18,3,12.772810838879689
2015-06-15,35,19,14.176716186507813
2015-06-16,19,16,14.648071063746876
2015-06-17,52,57,21.24454310127969
2015-06-18,51,26,20.306953450887498
2015-06-19,36,25,14.868278102529688
2015-06-20,37,10,-2.9767550402218745
2015-06-21,28,2,-1.1651808438156226
2015-06-22,28,19,10.61788958337188
2015-06-23,44,23,5.9194502956953166
2015-06-24,40,63,10.172937153857816
2015-06-25,36,64,10.919971672712501
2015-06-26,25,33,30.760276911210937
2015-06-27,21,19,1.7541707587890611
2015-06-28,9,8,-1.4230704817499995
2015-06-29,32,19,33.718596755146876
2015-06-30,57,25,12.770205296975
2015-07-01,37,41,2.3066068736421883
2015-07-02,28,35,5.507059835473438
2015-07-03,26,7,-1.2165447251859343
2015-07-04,28,3,-2.3035144767843714
2015-07-05,35,0,5.370201980168753
2015-07-06,35,12,0.23000236621719017
2015-07-07,29,21,9.645546656365626
2015-07-08,46,49,-1.0924358118249993
2015-07-09,32,40,6.859037671993751
2015-07-10,27,48,7.520263572607813
2015-07-11,27,25,7.265118613645313
2015-07-12,32,8,7.148275646178124
2015-07-13,38,44,17.023135528890624
2015-07-14,39,22,9.910482234967187
2015-07-15,11,36,53.01904780550625
2015-07-16,47,48,7.633323376589059
2015-07-17,37,51,7.768615014589062
2015-07-18,33,28,4.482562233821875
2015-07-19,24,13,-2.7907437437140574
2015-07-20,52,27,9.368433618785943
2015-07-21,46,50,20.849457878629693
2015-07-22,63,41,22.533376305114064
2015-07-23,45,38,21.72976453190781
2015-07-24,60,40,3.260396649003125
2015-07-25,34,36,-3.937177135992187
2015-07-26,35,30,1.5164727536421907
2015-07-27,32,31,43.81628960916094
2015-07-28,52,31,27.854043593776563
2015-07-29,53,28,14.28561937094375
2015-07-30,32,39,25.098445176465624
2015-07-31,31,60,9.386101263857814
2015-08-01,16,31,-5.402927385610934
2015-08-02,21,12,-0.31079903282343313
2015-08-03,20,25,7.268919045437506
2015-08-04,40,39,23.907455006137504
2015-08-05,37,16,18.153972132065626
2015-08-06,41,23,15.0970201567
2015-08-07,23,17,0.29003200326093737
2015-08-08,16,11,-3.2274984743640607
2015-08-09,21,1,-2.0046726043249965
2015-08-10,27,22,3.578548510953129
2015-08-11,66,19,10.35121672598594
2015-08-12,109,28,6.633688009468751
2015-08-13,78,40,3.6829757946703134
2015-08-14,28,17,0.10967915011093798
2015-08-15,36,3,2.7291476342031262
2015-08-16,40,6,-0.1481678251796863
2015-08-17,81,17,5.180561618750001
2015-08-18,42,36,8.803550467421875
2015-08-19,39,30,8.250987139882813
2015-08-20,26,16,1.0140832499281247
2015-08-21,29,25,17.617073256582813
2015-08-22,49,16,2.2496079612531243
2015-08-23,25,6,0.04657077161562562
2015-08-24,42,15,14.568998974340627
2015-08-25,67,19,14.418196431870314
2015-08-26,44,44,11.816970004628125
2015-08-27,44,35,7.694060268234375
2015-08-28,28,14,15.98838274434375
2015-08-29,23,11,9.279582488845314
2015-08-30,29,12,2.5073783942390633
2015-08-31,37,3,13.342077008789065
2015-09-01,51,20,9.633714512928126
2015-09-02,41,30,4.625938706909377
2015-09-03,60,31,13.16709316540469
2015-09-04,66,21,17.629078877539065
2015-09-05,31,20,7.928144048557813
2015-09-06,49,11,1.4630616051140635
2015-09-07,27,17,9.386765736439065
2015-09-08,30,37,15.088219225284377
2015-09-09,29,32,21.37298677022188
2015-09-10,43,39,20.411653510407813
2015-09-11,32,35,7.9222706502125
2015-09-12,19,11,2.7629233685968764
2015-09-13,15,0,-1.3087722906921853
2015-09-14,40,21,9.676350374490628
2015-09-15,32,29,14.153417886132814
2015-09-16,25,34,12.469436166537502
