,golang/go,rust-lang/rust,nim-lang/Nim
2018-08-16,3.0,116,9
2018-08-17,13.1,44,8
2018-08-18,3.4849999999999994,40,4
2018-08-19,-4.048499999999999,83,1
2018-08-20,51.2065125,72,5
2018-08-21,35.97256425,44,9
2018-08-22,30.727773912500002,118,12
2018-08-23,-14.239065896249997,72,21
2018-08-24,13.353608617203129,87,6
2018-08-25,-9.826968214417185,43,5
2018-08-26,-4.949352981884374,57,4
2018-08-27,-5.5652492771125,89,9
2018-08-28,6.521940040171873,61,9
2018-08-29,-2.5075163861671914,92,2
2018-08-30,22.78570219883281,98,12
2018-08-31,-0.9906434882609396,78,8
2018-09-01,-6.179624956248437,64,1
2018-09-02,-1.7828970678781246,42,6
2018-09-03,3.3425987730265625,74,25
2018-09-04,5.647064886556249,39,10
2018-09-05,11.643216037348438,64,5
2018-09-06,1.175876901129687,93,6
2018-09-07,7.75268474815,74,17
2018-09-08,-4.442486753173439,63,4
2018-09-09,-1.2864738378421867,47,0
2018-09-10,-1.3550132680124998,69,3
2018-09-11,4.339508092942188,85,10
2018-09-12,6.189276523464061,71,8
2018-09-13,9.034065893906249,76,4
2018-09-14,-0.5450386458484386,44,26
2018-09-15,-1.6768171625640615,69,17
2018-09-16,-0.31389823180624976,50,12
2018-09-17,9.279261525004689,51,14
2018-09-18,6.8114282855203125,61,11
2018-09-19,3.0088823436750003,45,9
2018-09-20,2.457413682214063,86,4
2018-09-21,-5.171805147046875,50,4
2018-09-22,-2.626235494603125,57,12
2018-09-23,0.34052169905625007,43,4
2018-09-24,15.215979725004686,41,15
2018-09-25,6.783952111614061,51,8
2018-09-26,4.48561607626875,87,3
2018-09-27,7.7856254003156256,35,8
2018-09-28,2.8800325467796872,37,11
2018-09-29,-2.307085780862499,66,12
2018-09-30,-3.344839959999999,59,4
2018-10-01,3.1391239502187505,51,11
2018-10-02,23.23968644226875,64,20
2018-10-03,18.78087007083906,42,8
2018-10-04,6.099517786051562,62,3
2018-10-05,3.7234169822203143,82,0
2018-10-06,1.0687460895843763,48,0
2018-10-07,-7.330642698140624,30,0
2018-10-08,0.21498795030312667,76,3
2018-10-09,11.277542632423437,76,34
2018-10-10,8.225639591681249,76,6
2018-10-11,8.318836667760936,58,17
2018-10-12,7.801442053951561,69,12
2018-10-13,-5.356247726657813,76,16
2018-10-14,-2.628380669164062,54,14
2018-10-15,15.877639068923438,123,6
2018-10-16,2.490216072939061,69,17
2018-10-17,10.734570173085938,63,4
2018-10-18,1.8262211037749996,73,25
2018-10-19,5.360453349509375,67,13
2018-10-20,-5.8086863924734375,54,3
2018-10-21,-3.486261713270311,36,1
2018-10-22,11.002549234271875,52,4
2018-10-23,17.74109463873906,57,6
2018-10-24,8.760179185921874,58,12
2018-10-25,4.9010173289078125,122,11
2018-10-26,1.7728531436375015,77,0
2018-10-27,-0.8024937735140618,49,4
2018-10-28,2.8228993456921883,61,14
2018-10-29,5.8761916742687506,61,8
2018-10-30,16.017740344548436,70,29
2018-10-31,4.415829623615624,62,8
2018-11-01,0.6333876201156237,96,4
2018-11-02,33.43933609834219,62,5
2018-11-03,-10.243504261664064,71,5
2018-11-04,-6.6965436266703104,37,1
2018-11-05,15.482149783979688,99,3
2018-11-06,5.091133445967186,53,9
2018-11-07,-3.3288384256531245,81,12
2018-11-08,10.422196144160937,56,18
2018-11-09,7.195195235101561,49,6
2018-11-10,-2.1156476372187516,85,2
2018-11-11,-2.6572716531390626,60,6
2018-11-12,27.391346400821874,38,1
2018-11-13,6.631033590206249,63,2
2018-11-14,11.912417765626563,36,3
2018-11-15,-3.1614707028359366,67,12
2018-11-16,11.532731918087501,123,6
2018-11-17,-7.738405359457813,34,0
2018-11-18,-4.173210574084375,47,3
2018-11-19,3.642411842807812,52,7
2018-11-20,6.6827311218187475,72,7
2018-11-21,1.3442355992531239,108,7
2018-11-22,-3.5649678007828136,61,5
2018-11-23,0.5609624822546873,42,25
2018-11-24,-2.1489306006578133,61,1
2018-11-25,-2.060402862453125,63,0
2018-11-26,11.835380786770312,56,15
2018-11-27,8.252494754409375,127,5
2018-11-28,10.07854867795,47,1
2018-11-29,18.61072705958125,84,6
2018-11-30,-1.0151431968937494,103,6
2018-12-01,-1.700106717278123,18,3
2018-12-02,-3.798824832196874,57,0
2018-12-03,6.092571815517188,79,7
2018-12-04,8.433312823296875,82,11
2018-12-05,12.80122200502031,59,15
2018-12-06,0.5200439172234361,74,5
2018-12-07,2.64654733986875,57,7
2018-12-08,-5.771718779209375,57,12
2018-12-09,-2.666151105421875,57,21
2018-12-10,7.375211274571875,73,10
2018-12-11,10.219719423378123,78,60
2018-12-12,14.083072732953124,86,20
2018-12-13,15.530033766928124,53,17
2018-12-14,4.3278657176875015,80,10
2018-12-15,-4.910979436234374,57,8
2018-12-16,-5.360192997843749,40,14
2018-12-17,15.026566445001563,56,3
2018-12-18,9.566285950360935,50,8
2018-12-19,-1.4849456950624997,117,12
2018-12-20,6.007148355679687,86,9
2018-12-21,-3.705698039529688,79,11
2018-12-22,-0.04028978032031283,75,4
2018-12-23,-4.307776356803125,54,2
2018-12-24,0.6140879908203125,38,0
2018-12-25,-1.5872321092796886,60,1
2018-12-26,-0.9328686557046886,52,1
2018-12-27,1.5568155689343741,76,8
2018-12-28,1.3077144686843742,61,0
2018-12-29,2.2612991421609374,73,0
2018-12-30,1.0330574257406249,72,14
2018-12-31,-0.7967774999140622,50,4
2019-01-01,0.8474834634531252,60,4
2019-01-02,11.721262432285938,83,3
2019-01-03,4.4349569612515625,89,2
2019-01-04,5.475467915220313,68,10
2019-01-05,-3.0625973224953125,70,3
2019-01-06,-1.951462790510937,63,7
2019-01-07,7.9796914480218755,82,6
2019-01-08,3.7097000335359374,91,10
2019-01-09,5.6116633319859375,51,8
2019-01-10,-0.17159123316875036,45,17
2019-01-11,-2.0129545354171876,44,12
2019-01-12,-1.6807157967515627,80,3
2019-01-13,-1.866240464609375,107,16
2019-01-14,3.85912181926875,69,9
2019-01-15,2.654756354110937,67,21
2019-01-16,-0.6934279164531256,46,15
2019-01-17,4.1389971827312495,45,4
2019-01-18,5.21527437384375,82,9
2019-01-19,-3.6170415234453124,99,8
2019-01-20,0.4146258942687506,55,0
2019-01-21,1.3988104055171877,72,11
2019-01-22,1.1696468224218748,102,16
2019-01-23,4.103337627507813,61,25
2019-01-24,-1.7734860421953127,76,8
2019-01-25,0.4374866829406252,92,12
2019-01-26,-1.5267241885218754,111,3
2019-01-27,3.1839398091374997,82,6
2019-01-28,0.30404815771874993,65,14
2019-01-29,2.5986007769875,59,7
2019-01-30,5.067154605004688,72,14
2019-01-31,-1.0011795390421883,66,9
2019-02-01,2.0925022563375,107,7
2019-02-02,-2.185050796764062,37,2
2019-02-03,-1.0885761464656247,69,3
2019-02-04,2.2790883854375,47,10
2019-02-05,1.5550272810374999,79,5
2019-02-06,-0.603817334778125,66,20
2019-02-07,1.909991332209375,131,11
2019-02-08,0.49334607883906223,93,15
2019-02-09,0.7251780564718748,68,10
2019-02-10,-0.2419994904312499,75,10
2019-02-11,12.09407784125,83,5
2019-02-12,3.5787314159531247,78,9
2019-02-13,0.8585542487546878,106,39
2019-02-14,-3.373163502714062,72,5
2019-02-15,4.3014774139703125,41,5
2019-02-16,-1.9388623332296877,53,2
2019-02-17,0.2508967537531255,60,1
2019-02-18,-1.68633625198125,112,9
2019-02-19,11.001481766314061,42,13
2019-02-20,1.664131525098437,87,7
2019-02-21,-2.4977813146906245,70,4
2019-02-22,7.091617928835938,54,5
2019-02-23,-2.8047292993437503,83,12
2019-02-24,3.9625902563375,90,0
2019-02-25,1.0163088032359378,58,6
2019-02-26,62.32497796353437,48,4
2019-02-27,31.087810143812497,81,1
2019-02-28,-12.420441545637495,37,8
2019-03-01,15.742254977587505,50,5
2019-03-02,6.006440187126563,56,2
2019-03-03,-6.664760778360936,59,3
2019-03-04,1.87933062867344,57,17
2019-03-05,15.171529759790626,71,15
2019-03-06,16.690349784803125,45,7
2019-03-07,4.093668344304685,56,4
2019-03-08,9.699866713721875,56,4
2019-03-09,-0.3588547542640619,39,0
2019-03-10,-7.627116542595312,44,2
2019-03-11,7.436284827253125,50,4
2019-03-12,17.7218118742,68,2
2019-03-13,9.751567409565624,56,7
2019-03-14,10.599657103710937,49,12
2019-03-15,3.1278590089531235,109,6
2019-03-16,-9.937428396515624,93,0
2019-03-17,-2.9064212185578118,51,2
2019-03-18,8.370498220176563,80,5
2019-03-19,16.13124188308281,64,8
2019-03-20,2.4853312188343732,66,3
2019-03-21,5.250324640853126,58,8
2019-03-22,5.464629930768748,46,3
2019-03-23,-5.408846583854688,60,6
2019-03-24,-2.0014126122406237,46,1
2019-03-25,17.160243790220314,72,2
2019-03-26,0.2423254335984364,78,8
2019-03-27,11.265803508614063,60,4
2019-03-28,12.085702020192187,87,2
2019-03-29,2.6078239232546885,91,3
2019-03-30,-5.7007439787281236,74,1
2019-03-31,-1.2884751193062494,49,2
2019-04-01,0.6371120987546881,46,6
2019-04-02,7.791429969473437,87,7
2019-04-03,10.871878081220313,68,3
2019-04-04,-0.01609633212656192,67,10
2019-04-05,11.88710686348125,50,7
2019-04-06,-8.523695517092188,36,7
2019-04-07,2.1781465701765637,52,2
2019-04-08,12.824041924489062,47,5
2019-04-09,0.5523338157406243,59,10
2019-04-10,4.156077278898438,51,11
2019-04-11,4.903906141190625,63,7
2019-04-12,4.613753313417186,74,5
2019-04-13,-1.4106776326437505,60,1
2019-04-14,-2.702906743190624,92,3
2019-04-15,12.87772914565625,45,7
2019-04-16,27.1879182705875,64,7
2019-04-17,-2.3303292340828143,109,8
2019-04-18,1.2170197777312524,73,2
2019-04-19,15.484547159500002,87,4
2019-04-20,-7.910958523732813,51,5
2019-04-21,-6.00148547688906,67,3
2019-04-22,8.393416045304688,75,3
2019-04-23,13.818728910284374,75,12
2019-04-24,6.737465131993748,74,4
2019-04-25,4.9353267406625,84,3
2019-04-26,10.634005403032813,51,2
2019-04-27,-0.8397634391875002,30,5
2019-04-28,-3.4044240046515606,43,6
2019-04-29,14.952846225301563,46,7
2019-04-30,24.9231691238125,74,4
2019-05-01,1.426069000893749,102,2
2019-05-02,1.7784337970937507,98,6
2019-05-03,4.465544389806251,44,3
2019-05-04,-8.23249431755625,104,11
2019-05-05,-2.1390101473140612,33,8
2019-05-06,17.807911113842188,41,9
2019-05-07,-3.3120473457437534,40,7
2019-05-08,9.837809772812498,39,18
2019-05-09,20.822552098084373,73,4
2019-05-10,-3.422150374678125,57,10
2019-05-11,-6.079478767995312,53,2
2019-05-12,-2.866516798274999,44,1
2019-05-13,16.39630473897031,61,9
2019-05-14,6.571374798957811,62,4
2019-05-15,-0.4393640342156253,55,14
2019-05-16,13.600417851103126,57,5
2019-05-17,2.509872913321873,61,0
2019-05-18,-7.994128207142188,45,0
2019-05-19,-3.8746397001265613,54,1
2019-05-20,8.457709327503125,100,7
2019-05-21,4.8083378319718735,93,7
2019-05-22,6.3612625438593735,75,14
2019-05-23,6.706219242382812,105,4
2019-05-24,3.1495235738249994,59,8
2019-05-25,-4.269736615843749,88,7
2019-05-26,-3.621742946293749,51,1
2019-05-27,-1.1250941362499995,99,12
2019-05-28,6.149424778078124,115,9
2019-05-29,2.2791492892828114,69,17
2019-05-30,9.435451582734375,63,4
2019-05-31,3.348304760753125,55,0
2019-06-01,-5.146286337182812,64,5
2019-06-02,-0.3881054283593741,54,6
2019-06-03,3.931694999784375,84,11
2019-06-04,0.9349541682343747,96,8
2019-06-05,8.226525747642187,64,14
2019-06-06,13.18277507229375,68,7
2019-06-07,4.4480712389,44,11
2019-06-08,-6.849508047917187,84,0
2019-06-09,-1.1915189415953114,71,3
2019-06-10,7.397531723968751,61,8
2019-06-11,1.318739790440624,93,6
2019-06-12,2.9017641172906252,100,9
2019-06-13,6.745096185146874,44,9
2019-06-14,-1.515751232342188,61,5
2019-06-15,-0.7912612643781252,85,3
2019-06-16,-1.8676831312937496,70,1
2019-06-17,2.13615940396875,30,6
2019-06-18,4.566283575878124,54,5
2019-06-19,7.561246663328125,65,10
2019-06-20,2.10338579199375,64,18
2019-06-21,4.722730290448437,75,4
2019-06-22,-4.7825955963734375,72,0
2019-06-23,-0.22537377697812433,44,4
2019-06-24,4.961017661035937,64,5
2019-06-25,11.654615065954687,52,3
2019-06-26,10.841551030959375,85,15
2019-06-27,0.2162185441984379,29,7
2019-06-28,-2.8492480266703115,22,4
2019-06-29,-2.8465153185203116,52,1
2019-06-30,-1.5426975540953123,61,1
2019-07-01,0.07628846271875034,43,11
2019-07-02,1.0588128874249996,110,1
2019-07-03,3.8594215521359363,91,12
2019-07-04,-2.9990389110078137,70,8
2019-07-05,3.6433703071671872,61,8
2019-07-06,-1.235463592409375,111,9
2019-07-07,-1.2772817052140624,86,4
2019-07-08,4.281961235001562,47,10
2019-07-09,-0.0022063430140626394,77,19
2019-07-10,4.4976956307375,97,15
2019-07-11,-0.589635102792188,56,3
2019-07-12,1.2506197893531255,50,17
2019-07-13,-1.7942671075781251,49,3
2019-07-14,0.06538640457031275,45,6
2019-07-15,5.107921993017188,81,8
2019-07-16,1.6580886936718748,44,6
2019-07-17,1.7613633828046877,48,13
2019-07-18,4.752653237940625,60,7
2019-07-19,-0.19882098417812522,57,9
2019-07-20,-2.3100493392624992,61,0
2019-07-21,-1.210423688448437,38,2
2019-07-22,1.1987376907343752,69,2
2019-07-23,2.7936744911734372,62,0
2019-07-24,-1.8829632289593752,75,2
2019-07-25,-0.85938402374375,64,6
2019-07-26,-0.5406674915406253,81,1
2019-07-27,1.637195457073437,69,8
2019-07-28,0.1938070353015624,129,0
2019-07-29,2.3589620025,71,0
2019-07-30,4.76841747146875,82,1
2019-07-31,2.6545013064718748,61,0
2019-08-01,2.53756334706875,82,1
2019-08-02,5.421230525,103,2
2019-08-03,-2.61383116,60,1
2019-08-04,-1.9371872947812492,69,7
2019-08-05,4.82998571051875,95,3
2019-08-06,2.379237231470312,88,2
2019-08-07,-1.7551257215421874,42,4
2019-08-08,3.346362418025,84,12
2019-08-09,1.5342852975078118,93,2
2019-08-10,-1.3775220740390628,91,1
2019-08-11,0.5295070523718752,74,1
2019-08-12,0.5827358817671875,101,3
2019-08-13,-0.39207878184375033,67,3
2019-08-14,0.915710850525,81,4
2019-08-15,1.7942511483203123,91,4
