,apache/tomee,spring-projects/spring-boot,dropwizard/dropwizard
2017-08-28,-0.11679770507187505,13,0
2017-08-29,-0.04500000000000003,19,0
2017-08-30,-0.028500000000000022,8,0
2017-08-31,-0.020662499999999924,1,0
2017-09-01,-0.016116749999999947,3,1
2017-09-02,-0.01316201249999996,0,0
2017-09-03,-0.011093696249999967,0,2
2017-09-04,-0.009568313015624975,10,0
2017-09-05,-0.008398852535937478,13,4
2017-09-06,0.0,13,0
2017-09-07,0.0,46,0
2017-09-08,0.0,12,2
2017-09-09,0.0,0,0
2017-09-10,0.0,3,0
2017-09-11,0.0,29,0
2017-09-12,0.0,20,0
2017-09-13,11.0,9,1
2017-09-14,1.899999999999999,28,1
2017-09-15,1.2049999999999994,8,0
2017-09-16,-0.6485000000000005,4,0
2017-09-17,-0.4027874999999993,3,0
2017-09-18,-0.2962717499999992,17,1
2017-09-19,-0.23445738749999928,28,4
2017-09-20,-0.1937501962499994,24,0
2017-09-21,0.8351434430781255,18,0
2017-09-22,0.7567202905578128,5,1
2017-09-23,-0.1893331836390625,3,0
2017-09-24,-0.09029770507187501,26,0
2017-09-25,0.9508375,37,0
2017-09-26,1.86322075,17,0
2017-09-27,0.7257212375,10,0
2017-09-28,-0.2427557087500001,19,0
2017-09-29,-0.14332450926562496,23,0
2017-09-30,-0.10390891555156227,6,0
2017-10-01,-0.07445686503593726,0,0
2017-10-02,0.9464655287500001,56,0
2017-10-03,-0.14491771801562497,15,0
2017-10-04,-0.08362917481718743,29,0
2017-10-05,0.9451339819125001,14,2
2017-10-06,-0.12906135253593748,9,12
2017-10-07,-0.061116749999999984,2,0
2017-10-08,-0.041662012499999984,9,0
2017-10-09,-0.03175619624999989,4,1
2017-10-10,1.974314936984375,30,0
2017-10-11,-0.2215608650359376,14,0
2017-10-12,-0.10109369625000003,11,0
2017-10-13,-0.06656831301562502,16,0
2017-10-14,-0.04972385253593733,0,0
2017-10-15,-0.032233499999999894,0,0
2017-10-16,-0.02632402499999992,9,0
2017-10-17,-0.022187392499999934,24,2
2017-10-18,-0.01913662603124995,11,2
2017-10-19,-0.016797705071874957,9,7
2017-10-20,0.0,13,1
2017-10-21,0.0,16,0
2017-10-22,0.0,0,0
2017-10-23,2.0,6,0
2017-10-24,6.8,13,1
2017-10-25,1.2099999999999993,14,1
2017-10-26,-0.5720000000000005,4,5
2017-10-27,6.669175,21,0
2017-10-28,0.066129,15,0
2017-10-29,-0.5954662749999997,11,0
2017-10-30,1.6089450200000002,28,1
2017-10-31,-0.4962540247812493,18,0
2017-11-01,1.6705569613187508,14,0
2017-11-02,-0.44317943128281223,42,0
2017-11-03,-0.23894059132187462,38,0
2017-11-04,-0.16730538735937475,7,0
2017-11-05,-0.1360093057671871,5,0
2017-11-06,-0.0628197450359373,14,0
2017-11-07,-0.04546065103124987,6,0
2017-11-08,-0.03898509757187489,2,0
2017-11-09,-0.01913662603124995,7,1
2017-11-10,-0.016797705071874957,9,11
2017-11-11,0.0,4,1
2017-11-12,0.0,14,0
2017-11-13,0.0,20,3
2017-11-14,1.0,14,1
2017-11-15,-0.10000000000000009,9,3
2017-11-16,-0.04500000000000003,12,0
2017-11-17,-0.028500000000000022,22,0
2017-11-18,-0.020662499999999924,13,0
2017-11-19,-0.016116749999999947,8,1
2017-11-20,-0.01316201249999996,28,0
2017-11-21,-0.011093696249999967,19,4
2017-11-22,-0.009568313015624975,6,5
2017-11-23,0.9916011474640625,46,0
2017-11-24,-0.10000000000000009,20,3
2017-11-25,-0.04500000000000003,0,0
2017-11-26,-0.028500000000000022,6,0
2017-11-27,-0.020662499999999924,27,0
2017-11-28,0.9838832500000001,27,0
2017-11-29,1.8868379874999999,33,2
2017-11-30,-0.25609369625000017,9,0
2017-12-01,-0.12806831301562505,0,0
2017-12-02,1.9139386474640625,5,0
2017-12-03,-0.25744174999999997,2,1
2017-12-04,3.8646044875000003,0,0
2017-12-05,-0.4944177212500003,2,0
2017-12-06,2.746919294484375,13,0
2017-12-07,-0.4737689785671877,4,0
2017-12-08,-0.2607717300718747,4,0
2017-12-09,-0.17215439249999978,3,0
2017-12-10,-0.13377217603124958,2,0
2017-12-11,-0.10952274007187467,10,0
2017-12-12,-0.07775928956249978,30,0
2017-12-13,26.93312350110625,20,4
2017-12-14,15.271295060953122,23,2
2017-12-15,5.959803442392185,4,0
2017-12-16,-2.479500000000002,2,0
2017-12-17,-1.4758874999999985,0,0
2017-12-18,6.936422750000003,1,0
2017-12-19,5.368561662500002,0,0
2017-12-20,-1.741496773749999,1,1
