,brave/brave-browser,gorhill/ublock,adblockplus/adblockplus
2017-10-12,0,1,-2.05469541
2017-10-13,0,5,0.1253017927187503
2017-10-14,1,0,-0.8501917932312499
2017-10-15,0,1,-0.47839925073281236
2017-10-16,0,0,-0.33481565874999997
2017-10-17,0,0,1.738931215953125
2017-10-18,1,3,-0.8128870087453128
2017-10-19,1,7,-0.3534146860265627
2017-10-20,0,1,1.7941256600859374
2017-10-21,0,4,-0.6962017167656251
2017-10-22,0,3,-0.2830239132328124
2017-10-23,1,8,0.8344382750000001
2017-10-24,0,11,8.5817604525
2017-10-25,0,4,-1.8961939335312503
2017-10-26,0,3,0.6217714485343755
2017-10-27,1,1,0.6814229525000002
2017-10-28,0,3,-1.2924361835312501
2017-10-29,0,3,-0.6870924389656248
2017-10-30,0,0,-0.45753028624999986
2017-10-31,0,4,-0.34953854301562504
2017-11-01,0,0,-0.28143336287343795
2017-11-02,0,3,2.777396291639062
2017-11-03,0,2,1.0167486057359372
2017-11-04,0,0,-0.973920259996875
2017-11-05,0,4,-0.4156668264656248
2017-11-06,0,0,-0.23948749999999994
2017-11-07,0,3,-0.16948575
2017-11-08,1,4,0.8707169125
2017-11-09,0,5,-0.40343354625000005
2017-11-10,9,7,-0.19054469779687505
2017-11-11,0,4,-0.13200367322968765
2017-11-12,1,2,-0.06732932646562505
2017-11-13,0,2,-0.029720249999999997
2017-11-14,0,3,0.9767191375000001
2017-11-15,0,2,-0.31895727375000005
2017-11-16,1,3,0.879123283234375
2017-11-17,0,0,-0.3730834132328125
2017-11-18,0,1,-0.14516249999999992
2017-11-19,2,0,-0.08922024999999997
2017-11-20,0,3,-0.06344336249999999
2017-11-21,0,4,0.95132247625
2017-11-22,0,2,0.6608424207343749
2017-11-23,0,0,1.5624593130171875
2017-11-24,0,2,2.219623283234375
2017-11-25,0,0,-1.2232459132328124
2017-11-26,0,0,-0.5038827499999997
2017-11-27,0,4,-0.3118261124999999
2017-11-28,0,0,1.77783386375
2017-11-29,0,4,-0.7705564655156252
2017-11-30,0,4,0.6527827350015626
2017-12-01,0,2,-0.5212086680140626
2017-12-02,0,0,-0.2601219767625001
2017-12-03,0,2,-0.15969073969843753
2017-12-04,0,0,-0.08672422499999999
2017-12-05,0,5,0.9323652025
2017-12-06,1,0,0.6449657039687499
2017-12-07,0,1,-0.451124100215625
2017-12-08,0,4,0.819623283234375
2017-12-09,0,0,-0.41324591323281257
2017-12-10,0,2,-0.17488274999999992
2017-12-11,0,0,-0.11250111249999996
2017-12-12,0,0,0.91759936375
2017-12-13,0,2,0.6354457594843749
2017-12-14,0,4,0.5422590075015625
2017-12-15,0,4,-0.49704068698281245
2017-12-16,0,0,-0.22053921676562493
2017-12-17,0,5,-0.14296616323281247
2017-12-18,0,0,-0.09316361249999999
2017-12-19,1,0,0.92804161375
2017-12-20,0,0,1.641885146984375
2017-12-21,0,1,-0.7534174037484376
2017-12-22,0,6,-0.2989601299984374
2017-12-23,0,1,-0.17274591323281246
2017-12-24,0,0,-0.11004524999999998
2017-12-25,0,0,-0.08272136249999999
2017-12-26,0,0,-0.06551899875
2017-12-27,0,1,-0.053791264265625055
2017-12-28,0,3,-0.04533684676406261
2017-12-29,6,7,-0.027166826465625047
2017-12-30,0,12,0.0
2017-12-31,0,4,0.0
2018-01-01,0,4,0.0
2018-01-02,1,0,0.0
2018-01-03,0,5,0.0
2018-01-04,0,5,0.0
2018-01-05,0,3,0.0
2018-01-06,0,1,0.0
2018-01-07,0,4,0.0
2018-01-08,0,6,1.0
