,vercel/next.js,gatsbyjs/gatsby,phenomic/phenomic
2016-12-05,3,0.0,0
2016-12-06,6,7.0,0
2016-12-07,0,-1.1000000000000005,0
2016-12-08,1,-0.034999999999999476,2
2016-12-09,6,9.1785,0
2016-12-10,0,0.5543624999999999,0
2016-12-11,2,-2.5577042499999996,0
2016-12-12,1,0.7521512125000007,0
2016-12-13,1,-1.42532702875,0
2016-12-14,0,0.1787723463906249,0
2016-12-15,5,-0.9006075081453127,0
2016-12-16,7,0.5025186825015625,5
2016-12-17,12,-0.667120175889063,0
2016-12-18,2,-0.39106522439062535,0
2016-12-19,16,7.81853154956875,5
2016-12-20,30,-2.4951967960312507,0
2016-12-21,10,-0.9158443502156245,0
2016-12-22,20,-0.5151575792656248,0
2016-12-23,7,-0.3538406869828125,0
2016-12-24,9,-0.253638716765625,0
2016-12-25,2,-0.1998303132328125,0
2016-12-26,9,-0.15165819000000003,0
2016-12-27,8,9.872986265875,0
2016-12-28,9,-0.10866730586250073,0
2016-12-29,6,-0.9499999999999995,0
2016-12-30,6,-0.20999999999999952,0
2016-12-31,11,-0.9851249999999998,0
2017-01-01,9,-0.58219,0
2017-01-02,6,7.578368125,1
2017-01-03,5,6.270701924999999,0
2017-01-04,0,-3.80864010140625,0
2017-01-05,12,1.3532975811250005,0
2017-01-06,6,0.1676157697859375,0
2017-01-07,4,-1.5436846299984373,0
2017-01-08,5,-0.8558125632328122,0
2017-01-09,4,5.3993265475,0
2017-01-10,5,-2.2671149478750006,4
2017-01-11,2,5.989159155746875,0
2017-01-12,10,7.317315734654687,3
2017-01-13,3,2.938480302203125,0
2017-01-14,1,-3.8173251732296873,0
2017-01-15,5,-1.7779895014656242,0
2017-01-16,15,-1.1399103924999996,3
2017-01-17,4,0.16343366190624975,0
2017-01-18,2,2.0449482293531247,0
2017-01-19,3,4.531324207640624,0
2017-01-20,12,1.4389480234640617,0
2017-01-21,4,-2.2956336496875003,0
2017-01-22,5,-0.022291642629687303,0
2017-01-23,2,-0.8914166124999999,0
2017-01-24,2,14.46722863875,0
2017-01-25,2,0.10918528698437413,0
2017-01-26,7,-3.3832431560296867,5
2017-01-27,3,0.34094011470781305,4
2017-01-28,3,1.3317742910406247,6
2017-01-29,3,-1.82990717668125,0
2017-01-30,1,-0.9476909042656245,0
2017-01-31,3,-0.6731718319828125,0
2017-02-01,2,0.4871348797656243,0
2017-02-02,11,1.2811427426796869,0
2017-02-03,5,2.1193257988359373,0
2017-02-04,1,6.74187474521875,0
2017-02-05,4,-2.9489594767625,1
2017-02-06,2,14.830704510301564,0
2017-02-07,1,9.5207911375,0
2017-02-08,6,-0.6559797487499992,0
2017-02-09,14,8.311604148234377,0
2017-02-10,2,-5.3535555680140625,0
2017-02-11,2,-3.3264166667624986,0
2017-02-12,8,-2.1055365238234374,0
2017-02-13,3,-1.5211306233625,0
2017-02-14,8,0.8954025004999993,0
2017-02-15,16,-1.501600468209376,0
2017-02-16,14,-0.778736920335938,0
2017-02-17,8,1.5741449288999994,0
2017-02-18,5,-0.8727860887921879,0
2017-02-19,2,-0.2830239132328124,0
2017-02-20,2,-0.16556172499999994,1
2017-02-21,4,-0.1182395475,1
2017-02-22,1,8.90880606646875,0
2017-02-23,2,-2.7737285514656254,7
2017-02-24,1,-0.9829145474999994,0
2017-02-25,3,-0.5672534335312498,0
2017-02-26,7,-0.38862932646562504,0
2017-02-27,8,5.73251775,0
2017-02-28,8,-2.0095277625000003,2
2017-03-01,3,0.1993845362500004,0
2017-03-02,4,1.2001095491093747,0
2017-03-03,1,-0.06822571909531261,0
2017-03-04,1,1.2521785000000003,0
2017-03-05,3,-1.0038476749999998,0
2017-03-06,6,-0.49328889249999985,0
2017-03-07,4,0.6628558369062498,0
2017-03-08,2,-0.5570647281468752,0
2017-03-09,0,2.758487373234375,0
2017-03-10,2,0.9296441544859373,0
2017-03-11,0,0.9638794092687499,0
2017-03-12,3,-0.0635570967640624,0
2017-03-13,5,-0.7999351889656249,0
2017-03-14,5,3.58755697625,0
2017-03-15,10,2.515015195734375,0
2017-03-16,1,1.1633800405171877,0
2017-03-17,0,0.28017332720312504,0
2017-03-18,2,0.5526509167703126,0
2017-03-19,1,-1.3459085337468748,0
2017-03-20,0,3.2954645067687505,0
2017-03-21,1,15.328978291767188,0
2017-03-22,1,-5.868944049562501,0
2017-03-23,1,0.696285433756251,0
2017-03-24,3,0.741409924271875,0
2017-03-25,2,-1.1270617207296878,0
2017-03-26,4,-1.4507879599968747,0
2017-03-27,4,6.097241916034375,0
2017-03-28,5,1.2450712291874995,0
2017-03-29,5,1.5415963245531246,0
2017-03-30,5,-1.4238526837078123,2
2017-03-31,2,-1.3669203340468747,19
2017-04-01,3,-0.8190294137453125,5
2017-04-02,1,-0.5586239939640625,1
2017-04-03,5,4.601548720517187,0
2017-04-04,3,-0.8098098123593755,1
2017-04-05,6,-1.0827007171921876,0
2017-04-06,12,0.4607022062562499,1
2017-04-07,7,0.3694771303031249,0
2017-04-08,0,-0.6073471632328125,0
2017-04-09,0,-0.31062456249999987,0
2017-04-10,2,6.78227026875,1
2017-04-11,7,4.7317763924218745,0
2017-04-12,2,0.028205104570312223,0
2017-04-13,3,-1.107321549482812,0
2017-04-14,1,3.6525285094843754,0
2017-04-15,0,-1.3021393799984375,0
2017-04-16,0,-1.3895787007328122,0
2017-04-17,3,6.17250979625,0
2017-04-18,7,-0.7037132711093759,3
2017-04-19,2,7.189862656260938,3
2017-04-20,0,-1.6342958791765625,0
2017-04-21,0,0.8801683122859378,0
2017-04-22,12,1.9542089791890627,0
2017-04-23,2,-1.3016628204296872,0
2017-04-24,1,8.560846695517188,0
2017-04-25,1,-1.8815073273593752,0
2017-04-26,2,0.6966747350890627,0
2017-04-27,9,13.858142087643749,0
2017-04-28,1,0.03065532612343702,0
2017-04-29,0,7.7900655657375015,0
2017-04-30,5,0.2820489944890632,0
2017-05-01,1,3.5448944178031265,0
2017-05-02,2,11.259393284110939,2
2017-05-03,5,2.7457753128906255,0
2017-05-04,6,1.7285834682375008,0
2017-05-05,0,-1.5895132004484367,0
2017-05-06,5,4.80487062768125,0
2017-05-07,4,-5.045160623084375,0
2017-05-08,4,1.4160842506125002,0
2017-05-09,11,1.1214487814781244,0
2017-05-10,5,-0.838857911612501,0
2017-05-11,8,7.85363433061875,82
2017-05-12,1,0.8431452760468741,11
2017-05-13,2,-3.2913206366749996,0
2017-05-14,3,-1.6095535538218748,0
2017-05-15,19,4.950231235904687,8
2017-05-16,11,14.5160873129375,13
2017-05-17,3,4.73283505750625,0
2017-05-18,4,-3.8340641364624997,0
2017-05-19,2,3.7118046371281257,3
2017-05-20,2,0.9591982838437492,0
2017-05-21,3,-3.5086339911640616,0
2017-05-22,3,6.141733945,1
2017-05-23,1,6.288298558156249,2
2017-05-24,0,-4.855350650662501,0
2017-05-25,5,0.7189562556203124,24
2017-05-26,0,5.753423792157812,17
2017-05-27,8,-1.587477212575,4
2017-05-28,0,-1.2764168764578123,0
2017-05-29,1,0.4411286188359378,0
2017-05-30,2,6.448952778374999,1
2017-05-31,6,2.6751359389812492,0
2017-06-01,5,0.762444146421875,25
2017-06-02,5,15.338104684703126,19
2017-06-03,1,5.213300116176562,13
2017-06-04,0,-6.41267673814375,2
2017-06-05,8,3.0628235092687515,5
2017-06-06,10,2.3075137882359376,1
2017-06-07,5,4.1920378469093755,1
2017-06-08,5,-0.44245522645625,17
2017-06-09,6,-3.4035836239593746,7
2017-06-10,0,2.1171016602874997,8
2017-06-11,1,-1.5123287143781257,2
2017-06-12,3,-0.5348417762937501,5
2017-06-13,3,11.842868156906249,0
2017-06-14,1,0.3533075800093748,0
2017-06-15,2,11.632113191478126,1
2017-06-16,8,9.866319627075,0
2017-06-17,0,-5.37777636043125,0
2017-06-18,0,-1.8654207533124985,0
2017-06-19,2,2.0951423940531253,0
2017-06-20,3,6.690287248751562,0
2017-06-21,3,9.136170962564062,0
2017-06-22,3,2.3999136378953114,0
2017-06-23,8,5.318801077351563,0
2017-06-24,0,-2.1704811892421887,0
2017-06-25,1,-4.15338440525625,0
2017-06-26,5,1.7614387462531256,0
2017-06-27,2,7.230675027206249,0
2017-06-28,12,4.390813421179686,0
2017-06-29,7,4.108305881703124,0
2017-06-30,4,6.9646383026,0
2017-07-01,9,10.026270301482812,0
2017-07-02,7,7.4397871373765625,0
2017-07-03,5,-3.885916122931249,0
2017-07-04,0,8.060960382937502,0
2017-07-05,2,-4.8049870468375,0
2017-07-06,5,22.990328103031253,5
2017-07-07,3,-3.5550760049859385,0
2017-07-08,10,7.339705862217188,4
2017-07-09,16,4.197300766706249,0
2017-07-10,1,-0.4642936707093748,1
2017-07-11,1,1.1631514006953125,5
2017-07-12,2,3.753454444115625,5
2017-07-13,3,6.367316265692188,0
2017-07-14,2,-4.513751670387501,0
2017-07-15,4,-3.9073406071453127,0
2017-07-16,3,0.7986845001515621,0
2017-07-17,5,-2.444787590196876,0
2017-07-18,4,3.6316653450968746,0
2017-07-19,0,22.60585277626094,0
2017-07-20,6,-0.6575108535203142,0
2017-07-21,1,-5.7623466177828115,0
2017-07-22,1,-2.792909479824999,0
2017-07-23,2,-1.7127023977156246,0
2017-07-24,9,-0.22834071279687485,0
2017-07-25,2,12.744679829051563,0
2017-07-26,4,6.955437672421874,0
2017-07-27,2,11.254006824695312,0
2017-07-28,6,-3.6997615649453124,0
2017-07-29,1,-4.399662555862498,0
2017-07-30,2,-2.3528143624999993,0
2017-07-31,1,-1.6222948487499997,0
2017-08-01,1,16.773456850734377,0
2017-08-02,0,12.621999604548437,0
2017-08-03,1,-3.3860854901968764,0
2017-08-04,0,-1.0747342388093744,0
2017-08-05,0,6.127150107979688,0
2017-08-06,1,-5.06988565293125,0
2017-08-07,3,1.5274472250000009,0
2017-08-08,1,7.112181435,0
2017-08-09,8,2.2971205844687486,30
2017-08-10,3,9.5807286245125,7
2017-08-11,0,5.663243844748436,0
2017-08-12,1,-6.328002670726562,0
2017-08-13,3,-2.977564270587499,0
2017-08-14,1,18.071211397671874,3
2017-08-15,1,2.685920857937499,0
2017-08-16,6,-1.1283768118374997,0
2017-08-17,1,0.46825666781250064,1
2017-08-18,2,3.0319047876515626,2
2017-08-19,2,2.700781613553124,0
2017-08-20,0,-1.2591332087937506,0
2017-08-21,1,-2.0128678499999992,0
2017-08-22,0,4.9152498646875,0
2017-08-23,1,12.485694636437499,0
2017-08-24,3,8.604000627593749,0
2017-08-25,0,2.8312091462578124,0
2017-08-26,0,-6.219455337273437,0
2017-08-27,2,-3.079515343739062,0
2017-08-28,2,23.002401145823438,0
2017-08-29,0,7.090749577285937,1
2017-08-30,6,1.5005477519078134,0
2017-08-31,3,12.966220907870314,0
2017-09-01,3,0.34887939929062384,0
2017-09-02,0,1.5568753838515637,0
2017-09-03,0,-1.5350046948281246,0
2017-09-04,1,3.0131218562500006,32
2017-09-05,2,-0.3895729241406256,5
2017-09-06,0,-4.5449677865703135,1
2017-09-07,0,0.5426493706187498,2
2017-09-08,7,-0.519870217640626,2
2017-09-09,1,11.9289702914375,0
2017-09-10,1,1.7031408980312488,0
2017-09-11,0,0.7208156945765625,7
2017-09-12,2,2.4727970809609383,0
2017-09-13,0,-0.6211089771906249,0
2017-09-14,1,7.3039283875859375,1
2017-09-15,0,5.507668977203125,14
2017-09-16,0,4.881052206770313,9
2017-09-17,1,-5.442355089934376,0
2017-09-18,0,15.32843790363125,0
2017-09-19,1,-1.0518812064578125,1
2017-09-20,0,16.15831468699219,0
2017-09-21,0,-2.8497144921937494,0
2017-09-22,0,4.293176230145313,1
