,rust-lang/rust,JuliaLang/julia,python/cpython
2010-08-16,3.0,3.0,35
2010-08-17,1.1999999999999997,4.699999999999999,48
2010-08-18,20.84,5.364999999999999,24
2010-08-19,-10.328000000000001,0.08949999999999925,26
2010-08-20,16.571199999999997,2.4255125,6
2010-08-21,-14.137344000000002,0.33233725000000014,24
2010-08-22,-4.355609599999999,-0.5075447874999994,22
2010-08-23,-2.1009459199999996,3.6530458487500006,18
2010-08-24,11.658241024,2.3302502547031256,14
2010-08-25,7.242910822399999,-0.7017750626859373,13
2010-08-26,0.13350154239999767,6.584899375476563,6
2010-08-27,3.6139761663999987,7.02544547051875,0
2010-08-28,-8.447221452800001,11.710348012167188,13
2010-08-29,-5.1840098304,2.0047368293765615,5
2010-08-30,-2.1390876671999997,4.550102824964062,17
2010-08-31,3.65131008,2.4998284091875003,8
2010-09-01,-2.9629660160000006,-1.335980936690624,39
2010-09-02,-1.9341945856000007,-0.8513162813578112,11
2010-09-03,3.1086609407999997,-0.6292759236093735,39
2010-09-04,-2.9095660544000004,-0.5115550731265609,26
2010-09-05,-0.7778899968000001,3.620607250509376,31
2010-09-06,-0.3561302016000001,-0.6666685625296871,29
2010-09-07,3.7842176,-0.3153800732374997,40
2010-09-08,12.443980799999999,-0.20266636727812487,25
2010-09-09,-5.599871488000002,3.88375458985625,20
2010-09-10,-1.4842038272,2.535533,40
2010-09-11,-3.2957614079999997,0.46735194999999974,26
2010-09-12,-0.21340026879999963,0.6066252149999999,28
2010-09-13,-0.3121408000000001,-0.3514232520624998,39
2010-09-14,3.7847782399999996,1.7664500898562505,29
2010-09-15,0.4531921919999995,1.6498392000000002,19
2010-09-16,12.6193190912,1.5893599275,8
2010-09-17,-10.624116736000001,0.5521668966875,16
2010-09-18,-2.4166325248,7.625118942059375,19
2010-09-19,-1.1998268415999997,-1.021417066873438,23
2010-09-20,0.26396620800000037,-0.5063496905515624,20
2010-09-21,10.8839415808,1.6621937299640628,32
2010-09-22,0.30001121279999854,-0.4490647935312493,4
2010-09-23,-2.586678784000001,0.7097822638968756,21
2010-09-24,3.7349460992,0.6906758726468754,13
2010-09-25,-6.290081075200001,3.6985594119125005,14
2010-09-26,-1.7437311999999998,8.409321143339062,6
2010-09-27,2.02082816,12.7773226547125,16
2010-09-28,2.540320768,17.0220333575,31
2010-09-29,-2.8457946112000005,13.082434611468749,29
2010-09-30,3.2615090175999994,8.854517086178124,3
2010-10-01,-1.7135814656000004,2.0308641907343747,16
2010-10-02,-1.2092750847999998,5.704977936948439,20
2010-10-03,-1.3861221376000001,7.665398204151565,15
2010-10-04,0.45459968000000006,4.4665817877156275,12
2010-10-05,1.0501565439999998,4.6943680162078145,11
2010-10-06,3.4267945984,-2.1807089227999983,51
2010-10-07,-0.46983628800000066,-1.3616646239328103,16
2010-10-08,3.3515900927999995,3.084729021987502,14
2010-10-09,4.59383552,3.9735477594906268,12
2010-10-10,-4.5457956864,8.885570933195313,17
2010-10-11,-0.8859779072,7.32833608830625,4
2010-10-12,8.665888768,2.1962274097812498,18
2010-10-13,-0.5355635712000009,1.6164503411390627,45
2010-10-14,1.8871545855999994,-0.1351487677515617,61
2010-10-15,-4.6707768320000005,0.1936851525000013,43
