,llvm/llvm-project,gcc-mirror/gcc,golang/go
2008-03-03,33.0,12,2.0
2008-03-04,36.099999999999994,17,0.6000000000000001
2008-03-05,37.735,14,1.64
2008-03-06,-8.2935,19,0.42399999999999993
2008-03-07,18.662637500000002,11,7.5248
2008-03-08,0.4242567500000014,18,-0.8606719999999999
2008-03-09,47.8981625375,8,-1.0215936000000005
2008-03-10,50.61293904125001,17,0.3970457599999996
2008-03-11,25.871420066734373,12,2.3711042559999997
2008-03-12,6.651862148348442,13,5.9885033472
2008-03-13,8.13777650043125,20,-1.9351378944
2008-03-14,4.0004479619609405,15,-0.9327689728000006
2008-03-15,-0.5751990042578115,21,-0.6068337663999998
2008-03-16,11.886891326535938,13,-0.44637931519999974
2008-03-17,14.791756681090625,2,0.7305655295999999
2008-03-18,11.4558878773625,18,0.591830528
2008-03-19,18.15227482212031,9,0.5458804736000001
2008-03-20,-3.0257615983421893,25,0.5338779648000005
2008-03-21,13.689229099626566,18,-0.4488854527999998
2008-03-22,7.2012741974171846,5,-0.18713600000000014
2008-03-23,0.5130984104218754,9,-0.1275648000000001
2008-03-24,23.34503639539375,11,-0.09649152000000005
2008-03-25,14.347625681735934,18,-0.07727923199999998
2008-03-26,-1.8731911801640635,72,3.9357874176000003
2008-03-27,25.681672583207813,22,0.15621621760000026
2008-03-28,-6.721907259626562,19,6.4531429376
2008-03-29,-4.140604610642187,8,0.3155306496000001
2008-03-30,0.9033833676250005,10,-1.1424000000000005
2008-03-31,22.790578642914063,19,0.3682559999999996
2008-04-01,32.158856258464056,19,1.3615487999999998
2008-04-02,35.85764815337031,22,-0.8140876800000002
2008-04-03,25.57263126580156,19,3.523448832
2008-04-04,-0.3155817668328105,21,-1.1532097535999997
2008-04-05,-14.966624298515622,9,-0.5597727743999998
2008-04-06,28.311893315832815,14,-0.3795616767999998
2008-04-07,29.683267848982812,20,-0.2171230208
2008-04-08,-0.16731401081093722,103,-0.15038515200000002
2008-04-09,8.295033884815627,16,-0.1229599743999999
2008-04-10,13.017261199917186,14,-0.09264558079999996
2008-04-11,9.494469357667185,10,-0.05755084799999976
2008-04-12,-1.4193428457781252,5,-0.04987740159999986
2008-04-13,4.680139943370314,9,0.0
2008-04-14,36.409801883212495,24,0.0
2008-04-15,10.401187725423434,19,1.0
2008-04-16,43.82297040421875,14,-0.19999999999999996
2008-04-17,3.0257570772421865,17,-0.08000000000000007
2008-04-18,25.309764141731254,21,2.952
2008-04-19,-3.0390790509031262,8,-0.6335999999999998
2008-04-20,11.416777254982815,10,-0.2655360000000002
2008-04-21,18.992996206495313,16,-0.1644288000000001
2008-04-22,5.630166076545315,20,-0.11772672000000003
2008-04-23,42.14883506509375,16,-0.09099571199999998
2008-04-24,-5.977579919682814,24,-0.0737557504
2008-04-25,16.6135323891,15,-0.05078016000000003
2008-04-26,-17.84211541195,11,-0.04316313599999982
2008-04-27,0.7114605554656279,3,-0.03740805119999989
2008-04-28,18.516312449660937,13,2.0
2008-04-29,19.212926845923434,16,0.6000000000000001
2008-04-30,13.63108875448281,22,-0.3600000000000001
2008-05-01,18.6369052812625,11,0.8239999999999998
2008-05-02,6.864383065206248,7,4.6848
2008-05-03,-12.464632332182813,13,-1.164672
2008-05-04,11.62712765957344,12,-0.5143936000000005
2008-05-05,20.187160129115625,11,-0.3278822400000002
2008-05-06,76.24708519375469,28,0.760761856
2008-05-07,-6.108471406281254,17,-0.38743521279999993
2008-05-08,3.925846934101564,21,1.7884599295999999
2008-05-09,18.286933552471876,13,3.452978688
2008-05-10,-3.679103736035934,17,-1.0780079103999998
2008-05-11,-14.061322476114057,9,-0.5038827520000002
2008-05-12,37.56042741874219,20,-0.2796288000000002
2008-05-13,12.471776421862497,11,-0.2023987200000001
2008-05-14,29.513953091614063,25,-0.157389312
2008-05-15,0.7105115138796876,43,1.8719620096
2008-05-16,15.876318719828127,27,0.5035176960000002
2008-05-17,-10.426655313128126,13,-0.4424895487999998
2008-05-18,-6.24637745587656,14,-0.2258774016
2008-05-19,22.230049033279688,15,-0.11520000000000005
2008-05-20,37.28016292305156,77,-0.08467200000000004
2008-05-21,2.1366879322937464,26,-0.06639360000000004
2008-05-22,12.589268806803126,17,-0.05428224000000003
2008-05-23,39.334979746203125,32,-0.04570214399999989
2008-05-24,-6.543053105849999,12,-0.03932641279999987
2008-05-25,-8.065773397054684,13,-0.012469350399999964
2008-05-26,-2.6562536221874957,60,0.0
2008-05-27,29.29607048712031,68,0.0
2008-05-28,2.337244432971872,38,1.0
2008-05-29,28.838288951504687,20,-0.19999999999999996
2008-05-30,55.1056864087125,9,-0.08000000000000007
2008-05-31,-5.527091982623439,7,-0.048000000000000036
2008-06-01,-2.257976165315622,6,-0.03360000000000001
2008-06-02,2.7004820801875056,18,-0.025536000000000014
2008-06-03,11.391668637515625,12,-0.02042880000000001
2008-06-04,26.073509998296874,11,6.98307328
2008-06-05,23.989090073609376,6,3.585612288
2008-06-06,7.627681691923435,19,16.4275306496
2008-06-07,-5.449056797681251,13,10.664
2008-06-08,11.267792266634375,12,-1.9152000000000005
2008-06-09,24.498538994901562,13,11.989247999999998
2008-06-10,5.158542421281247,8,-2.8354815999999996
2008-06-11,14.108429936421878,19,4.071720959999999
2008-06-12,0.004115329292186942,17,10.683094015999998
2008-06-13,-0.3496515502296873,17,0.19305502719999978
2008-06-14,-8.726546862709377,9,-1.5427527680000006
2008-06-15,1.8815150545500003,12,-1.5557481471999997
2008-06-16,56.94480788685313,8,4.225886208
2008-06-17,19.78930348782343,16,3.668417228800001
2008-06-18,4.754862524048438,27,10.456814080000001
2008-06-19,14.021369180696876,15,1.0825572352
2008-06-20,28.520425601753125,12,-1.9693406207999997
2008-06-21,12.965160427092187,7,1.1203922944
2008-06-22,-13.505827865554686,5,-0.7406376960000001
2008-06-23,23.931788935662507,9,0.7485724671999996
2008-06-24,17.891126832906245,16,6.7487896576
2008-06-25,11.281345974679688,14,6.5823302656000005
2008-06-26,25.60259856456875,23,13.986873241600001
2008-06-27,9.004734473715622,23,7.0910107648
2008-06-28,2.529673567317186,19,3.3401845759999986
2008-06-29,-10.151462594253125,16,-2.9961048064000013
2008-06-30,33.03773083199531,13,3.5338963967999986
2008-07-01,18.325295178810936,12,0.13817026559999945
2008-07-02,35.33833710130938,37,-0.34290247679999997
2008-07-03,22.412509588887502,18,7.0719679488
2008-07-04,-20.713486841651562,16,1.9454977024000009
2008-07-05,-1.4352388819749997,7,-0.6104900607999992
2008-07-06,-12.386943091557812,9,0.21995857920000028
2008-07-07,34.8972741420375,29,3.5695387648
2008-07-08,26.505387600934373,15,9.1557426176
2008-07-09,74.68012997191406,17,9.7734281216
2008-07-10,8.614698303279681,14,-0.15893995520000104
2008-07-11,17.95406886619844,11,1.1330086911999993
2008-07-12,-14.675773623999998,5,7.4998462464
2008-07-13,-6.071566038598434,5,0.5431843839999999
2008-07-14,21.729989664225002,20,3.3785674751999992
2008-07-15,29.440362284595313,17,11.214810419199999
2008-07-16,11.027894272785936,18,4.567481856000001
2008-07-17,8.278577225757811,11,5.9286148096
2008-07-18,8.309831410417186,20,2.8126087168
2008-07-19,0.3137524745593723,13,3.3859733503999996
2008-07-20,-10.037599471142187,8,-1.4839382016
2008-07-21,52.65453997980469,18,0.5683681279999995
2008-07-22,19.550798507645307,7,2.8564030463999996
2008-07-23,2.0903136433546834,11,1.6171754496000004
2008-07-24,3.0194521830312517,11,3.7937188864000007
2008-07-25,55.83396431138594,13,5.570538086400001
2008-07-26,1.9690103735812485,6,1.0986398720000006
2008-07-27,-6.6607734622968735,7,2.7267807232
2008-07-28,-2.2435598739999953,11,5.7232709632
2008-07-29,5.572677508118748,27,2.1515333631999995
2008-07-30,8.301045733129683,41,2.4816857087999997
2008-07-31,-3.7314759568984393,80,3.5609676799999996
2008-08-01,-4.896747839145313,69,2.4101873663999998
2008-08-02,-5.065337274495315,5,-0.45205667839999997
2008-08-03,-1.8896499105109408,6,1.2109503487999997
2008-08-04,12.534513572051562,62,10.3113462784
