,AvaloniaUI/Avalonia,nwjs/nw.js,electron/electron
2022-02-27,0,0,-0.40681578007187436
2022-02-28,16,1,2.7075425475000006
2022-03-01,9,0,2.4649174169062507
2022-03-02,22,0,2.368282240003125
2022-03-03,2,0,3.3552556161
2022-03-04,0,0,0.22462590577343744
2022-03-05,7,2,0.4798290663609377
2022-03-06,10,2,-0.42562149257187465
2022-03-07,11,0,6.722732623750001
2022-03-08,8,0,7.084898434703125
2022-03-09,6,0,3.708390114595312
2022-03-10,55,1,-0.18705504415468788
2022-03-11,19,0,2.214636981579688
2022-03-12,9,0,0.18012533059062574
2022-03-13,0,2,-0.6058477530515616
2022-03-14,12,0,1.5769029237140633
2022-03-15,19,0,4.4718579263906255
2022-03-16,9,0,8.137018284373438
2022-03-17,10,0,2.6362711308843743
2022-03-18,6,0,-0.08683067694531288
2022-03-19,12,0,1.2797565121671877
2022-03-20,3,1,-0.6866351456234367
2022-03-21,38,2,12.557402942464064
2022-03-22,17,3,7.364807280218749
2022-03-23,20,0,8.2404276636
2022-03-24,2,0,2.0066206226796868
2022-03-25,7,0,3.473606853864063
2022-03-26,2,1,-1.4258313656593742
2022-03-27,20,2,-0.889317391067186
2022-03-28,18,0,7.334208631178127
2022-03-29,11,14,11.676369039546875
2022-03-30,15,6,6.900531337392187
2022-03-31,8,1,1.005542349520312
2022-04-01,3,0,0.5814697413281253
2022-04-02,4,0,-1.0704834752218737
2022-04-03,9,0,-0.7182706126796857
2022-04-04,23,0,16.4761060175
2022-04-05,8,0,2.8711020821249997
2022-04-06,11,0,2.371858306759375
2022-04-07,7,0,2.6355949861421872
2022-04-08,7,0,0.7997554956296886
2022-04-09,23,0,-0.9156304336390615
2022-04-10,25,2,-0.6077856675718739
2022-04-11,18,0,7.541480101250001
2022-04-12,20,1,10.823430147484375
2022-04-13,15,1,6.120121606810937
2022-04-14,44,1,3.2810336752578118
2022-04-15,32,0,3.53864394529375
2022-04-16,29,0,-1.3826160361749995
2022-04-17,15,0,-0.8482948050718737
2022-04-18,8,2,6.378559780000002
2022-04-19,3,0,-0.1988632091249991
2022-04-20,16,0,3.167846041025001
2022-04-21,20,1,3.0568887216937504
2022-04-22,5,0,5.0763616333843755
2022-04-23,3,0,-1.1173155777578125
2022-04-24,0,0,-0.616895100179687
2022-04-25,3,0,4.591065113750001
2022-04-26,9,0,1.1808380626406256
2022-04-27,11,4,4.312916384232813
2022-04-28,23,2,3.0974810354015623
2022-04-29,11,0,2.0762566602937502
2022-04-30,0,0,0.16458596176250018
2022-05-01,0,1,-0.6007491777156245
2022-05-02,4,3,4.62447374375
2022-05-03,10,0,5.209206479921876
2022-05-04,20,0,3.9367398300390626
2022-05-05,20,0,3.92288315735
2022-05-06,23,1,6.873976884007813
2022-05-07,1,0,-1.445452795440625
2022-05-08,3,0,-0.8030879331234368
2022-05-09,12,0,4.445264341214063
2022-05-10,32,0,8.073902444921876
2022-05-11,6,0,8.525383315476562
2022-05-12,6,0,2.1935007384562493
2022-05-13,10,0,0.6116021022421876
2022-05-14,2,1,-1.0500870168046867
2022-05-15,13,2,-0.6886766327874986
2022-05-16,11,0,2.5252559062500013
2022-05-17,37,0,4.314903043671876
2022-05-18,34,0,1.041072407679688
2022-05-19,9,0,3.2475283870203127
2022-05-20,5,0,0.161063330078125
2022-05-21,1,0,-0.5413947861749996
2022-05-22,1,0,0.6628075074281254
2022-05-23,2,0,9.657525348750001
2022-05-24,19,0,2.7593730547031248
2022-05-25,40,0,4.957509684814062
2022-05-26,19,0,-0.2043301862109379
2022-05-27,26,0,0.22709359661562556
2022-05-28,22,0,-0.6161432356593742
2022-05-29,5,0,-0.41305467378593647
2022-05-30,28,11,2.680983674484376
2022-05-31,40,1,2.435791907307813
2022-06-01,29,1,6.346897282578126
2022-06-02,30,1,5.9642390030125
2022-06-03,64,0,1.7664573755187494
2022-06-04,11,0,-0.9428049155515628
2022-06-05,12,0,-0.5753726400359369
2022-06-06,8,1,3.584278123750001
2022-06-07,2,0,7.271075134703126
2022-06-08,17,0,1.7479582920953125
2022-06-09,11,2,2.0166833400328126
2022-06-10,22,2,1.0952987523890627
2022-06-11,8,0,-0.7377639067984368
2022-06-12,2,0,-0.44426610760781177
2022-06-13,1,0,7.682991365000001
2022-06-14,0,0,3.9438158904375
2022-06-15,3,2,0.9248574594812498
2022-06-16,4,7,2.191499126915625
2022-06-17,2,0,1.2261111108453129
2022-06-18,0,0,-0.668579683639062
2022-06-19,3,2,-0.4195025550718744
2022-06-20,3,0,7.694219367500001
2022-06-21,20,1,6.951985739625
2022-06-22,28,0,9.631060684634374
2022-06-23,7,0,1.1912639975390613
2022-06-24,26,0,-0.25599003661874997
2022-06-25,5,0,-0.8870671836390618
2022-06-26,12,0,-0.6088153050718734
2022-06-27,29,0,4.538182580000002
2022-06-28,13,2,9.120909038375
2022-06-29,4,0,8.4536292293375
2022-06-30,14,0,0.18861463529062417
2022-07-01,2,0,-0.17049851319218745
2022-07-02,9,0,-0.7969736206234368
2022-07-03,10,0,-0.544001415035936
2022-07-04,30,0,0.5819188937500013
2022-07-05,11,0,5.556705347421876
2022-07-06,32,0,0.06394486966406276
2022-07-07,15,0,2.386478939484375
2022-07-08,18,2,2.3491186523593752
2022-07-09,9,2,-0.6299577680874998
2022-07-10,6,0,-0.35942386503593715
2022-07-11,73,0,6.74632997875
2022-07-12,23,0,3.100369746984375
2022-07-13,23,0,3.1202612856203125
2022-07-14,7,0,2.08777144551875
2022-07-15,31,0,4.190977619667188
2022-07-16,2,0,-0.9983687466546873
2022-07-17,1,0,-0.5749476451078118
2022-07-18,14,0,0.6007415762500008
2022-07-19,17,0,6.584336223890626
2022-07-20,18,0,4.993490207685937
2022-07-21,20,0,3.8855401865437496
2022-07-22,37,0,-0.1079313304406253
2022-07-23,14,0,-0.7297923726859371
2022-07-24,16,0,-0.4794485251796867
2022-07-25,19,0,4.668259216250001
2022-07-26,19,0,10.232557488234375
2022-07-27,20,0,7.451133966354687
2022-07-28,15,9,0.2776676604046866
2022-07-29,19,8,2.86885912345625
2022-07-30,6,4,-1.105933825695312
2022-07-31,4,0,-0.6744556650359362
2022-08-01,11,2,4.499373631250001
2022-08-02,27,1,5.096786163671876
2022-08-03,29,0,10.837120002898438
2022-08-04,19,4,2.1341623624640618
2022-08-05,10,3,3.6465864161453125
2022-08-06,7,0,-0.28162970713437496
2022-08-07,13,0,-0.8830559726437489
2022-08-08,5,0,3.402008443750001
2022-08-09,23,2,3.131372607421876
2022-08-10,17,2,1.0335772042265632
2022-08-11,10,0,2.2144855310968756
2022-08-12,7,0,0.20566002375625048
2022-08-13,14,0,-0.5316476714718744
2022-08-14,5,0,-0.340502625695312
2022-08-15,12,0,7.771857312464063
2022-08-16,4,0,3.0220151879375
2022-08-17,5,0,3.09034115779375
2022-08-18,8,0,2.0928248625749997
2022-08-19,7,0,3.1841036596312504
2022-08-20,5,1,-0.8953488706234373
2022-08-21,7,0,-0.5263119525359369
2022-08-22,3,9,5.61814788
2022-08-23,5,2,3.095430410875
2022-08-24,8,0,2.07620810515
2022-08-25,0,0,6.19120219904375
2022-08-26,2,2,0.8203498658093751
2022-08-27,0,0,-0.8433203096703121
2022-08-28,3,0,-0.5285219851437495
2022-08-29,7,0,5.630802022500001
2022-08-30,11,0,0.10458704940625041
2022-08-31,10,2,4.383684956471876
2022-09-01,7,0,3.117719752059375
2022-09-02,7,0,0.10816285878281273
2022-09-03,0,1,-0.6177915937828122
2022-09-04,0,6,-0.37419903007187444
2022-09-05,4,0,1.7285420600000008
2022-09-06,0,2,2.5805568631562505
2022-09-07,20,0,6.42580529051875
2022-09-08,32,0,3.9942227848859373
2022-09-09,9,0,0.9668137890078121
2022-09-10,8,0,-0.761884723159375
2022-09-11,3,0,-0.4602106275359369
2022-09-12,5,2,3.665196820000001
2022-09-13,10,0,8.333539447718751
2022-09-14,6,2,0.6987979196312497
2022-09-15,12,0,6.107032745032813
2022-09-16,7,0,1.7420290746703122
2022-09-17,2,0,-0.983560388710937
2022-09-18,0,0,-0.5903215050718744
2022-09-19,6,0,4.5747961025000015
2022-09-20,34,0,3.1607547066875004
2022-09-21,16,1,4.092618042715626
2022-09-22,3,1,2.9656317898953124
2022-09-23,11,0,5.0406305150687505
2022-09-24,17,1,-0.17323065679843763
2022-09-25,14,0,-0.7427861201078121
2022-09-26,28,0,6.5126497187500005
2022-09-27,21,8,2.9250315874218753
2022-09-28,16,7,0.9792529540078128
2022-09-29,6,1,0.19959941477812515
2022-09-30,10,3,0.39137079525781315
2022-10-01,4,0,-0.49956623448749926
2022-10-02,0,2,-0.33138751573124925
2022-10-03,7,11,0.7799012237140631
2022-10-04,1,0,7.725543748890625
2022-10-05,6,0,3.006468625185937
2022-10-06,16,0,2.1345122550749993
2022-10-07,6,0,0.23387778566249962
2022-10-08,12,0,-0.5483839155515621
2022-10-09,3,0,-0.3636448650359368
2022-10-10,26,0,6.72865570375
2022-10-11,11,0,6.080021316984375
2022-10-12,35,0,5.8000770708390625
2022-10-13,13,0,4.633592826399999
2022-10-14,55,0,-0.33253154544062524
2022-10-15,40,0,-0.861719620623437
2022-10-16,15,0,-0.5739876900359365
2022-10-17,22,0,5.564917788750002
2022-10-18,39,0,2.0458688476406257
2022-10-19,27,0,2.131485142389063
2022-10-20,16,0,3.188505651139063
2022-10-21,12,0,1.1282294579046876
2022-10-22,12,0,-0.6841494282312497
2022-10-23,19,0,-0.40170867753593703
2022-10-24,16,0,1.7059515350000007
2022-10-25,20,2,2.5640309956562506
2022-10-26,20,4,1.4127393069875003
2022-10-27,6,3,7.483399693345312
2022-10-28,4,2,-0.1024822021703129
2022-10-29,3,0,-0.6639530361749999
2022-10-30,3,0,-0.4057969800718748
2022-10-31,4,0,0.7122930700000009
2022-11-01,18,0,2.6716617602187505
2022-11-02,26,2,-0.5341028866187498
2022-11-03,14,2,-0.3097447661390622
2022-11-04,15,0,-0.2106004054468747
2022-11-05,1,0,-0.15486338330312452
2022-11-06,6,0,-0.06991111503593728
2022-11-07,13,0,2.94942026625
2022-11-08,16,0,0.6571505982343748
2022-11-09,25,0,1.7278962084171874
2022-11-10,50,0,0.6443034423921873
2022-11-11,3,0,0.7195125
2022-11-12,3,0,-0.2710127499999999
2022-11-13,2,0,-0.17042778749999973
2022-11-14,15,0,2.8721608987500002
2022-11-15,14,0,6.597098089703125
2022-11-16,20,0,2.078768974376562
2022-11-17,8,0,0.24770881268281209
2022-11-18,18,0,0.46605278566249997
2022-11-19,5,0,0.5585450844484381
2022-11-20,1,0,-0.39618964003593693
2022-11-21,17,0,0.7320720737500006
2022-11-22,16,0,2.6888738997031254
2022-11-23,3,0,0.4796029000328127
2022-11-24,9,0,-0.3913693655484374
2022-11-25,5,0,-0.21018307937343736
2022-11-26,11,0,-0.13566511180156215
2022-11-27,8,0,-0.10014192805156219
2022-11-28,7,0,0.9249046637140628
2022-11-29,15,0,1.8439885857343752
2022-11-30,24,0,5.7068025121671875
2022-12-01,27,5,4.246735129376562
2022-12-02,32,2,-0.8560613525359381
2022-12-03,16,4,-0.4534417500000001
2022-12-04,7,3,-0.31187051249999953
