,llvm/llvm-project,gcc-mirror/gcc,golang/go
2016-03-03,116,19,25.0
2016-03-04,85,28,24.499999999999996
2016-03-05,24,13,7.174999999999997
2016-03-06,25,3,5.9724999999999975
2016-03-07,66,26,24.3189375
2016-03-08,90,8,27.62069375
2016-03-09,104,18,21.3370099375
2016-03-10,92,20,23.094536506249998
2016-03-11,128,17,21.586541988359375
2016-03-12,34,8,6.320343213929689
2016-03-13,54,6,4.752638434607816
2016-03-14,97,10,20.683418856214068
2016-03-15,85,27,18.58925750825469
2016-03-16,66,28,37.255935303779694
2016-03-17,81,23,16.273995976178124
2016-03-18,79,22,18.31729024657656
2016-03-19,23,2,-3.4916364142296867
2016-03-20,25,1,8.81616728479063
2016-03-21,74,17,28.865480830626566
2016-03-22,95,18,11.970723901750002
2016-03-23,98,24,12.647065685476566
2016-03-24,133,18,14.924228306965627
2016-03-25,118,10,22.878001134829688
2016-03-26,35,2,2.2380547124968757
2016-03-27,29,3,1.8907327838046903
2016-03-28,114,6,13.786055671939065
2016-03-29,114,18,17.039572830017192
2016-03-30,134,14,27.435112449532816
2016-03-31,104,20,26.203771745071876
2016-04-01,125,10,15.555071799040626
2016-04-02,45,7,1.1364912898437503
2016-04-03,30,2,7.796317484868753
2016-04-04,85,13,12.091468202868754
2016-04-05,120,20,24.822982542268754
2016-04-06,125,12,31.418896253560938
2016-04-07,133,7,16.051108275245312
2016-04-08,118,15,8.77335429735
2016-04-09,21,14,2.838553308756252
2016-04-10,25,3,10.042132248100003
2016-04-11,102,7,21.008133523560943
2016-04-12,133,21,31.898786357568753
2016-04-13,112,28,21.243892983221876
2016-04-14,121,15,25.354111493629688
2016-04-15,108,21,10.940772713060937
2016-04-16,48,4,4.184852701439065
2016-04-17,36,14,1.4162388978359415
2016-04-18,99,62,13.359046928743755
2016-04-19,122,33,15.721544127856255
2016-04-20,104,54,15.27146671002344
2016-04-21,146,45,23.159772686732815
2016-04-22,164,11,20.40937645499375
2016-04-23,50,6,-0.7481367029312498
2016-04-24,66,7,5.259236134196877
2016-04-25,121,15,9.639883510296878
2016-04-26,133,25,19.465837388518754
2016-04-27,176,57,35.41159497157656
2016-04-28,132,50,18.31577461896875
2016-04-29,165,37,22.84070076984375
2016-04-30,34,17,0.49237414683750025
2016-05-01,35,8,14.548153590237504
2016-05-02,129,73,3.2222140814296907
2016-05-03,124,29,5.161755494223442
2016-05-04,108,27,20.484422305173442
2016-05-05,117,13,16.22664835229844
2016-05-06,126,39,22.102968544421877
2016-05-07,42,6,-1.459083002101563
2016-05-08,22,7,-0.48107199340156015
2016-05-09,101,22,8.481987902451566
2016-05-10,151,31,12.102804481442192
2016-05-11,100,18,13.705741140071877
2016-05-12,124,20,7.2914743560515625
2016-05-13,130,27,1.6771773670593761
2016-05-14,64,5,5.51469707282344
2016-05-15,34,2,3.6253807532171898
2016-05-16,104,33,11.014466554559377
2016-05-17,129,27,3.4007955929703133
2016-05-18,129,48,26.828829203120314
2016-05-19,125,34,14.73010616944531
2016-05-20,131,33,8.849890482467186
2016-05-21,47,5,-0.6229433379734379
2016-05-22,43,8,-1.4786221068046852
2016-05-23,116,24,1.1867359253687535
2016-05-24,116,44,17.371627525581253
2016-05-25,159,27,15.926604360189064
2016-05-26,138,21,13.38072666608125
2016-05-27,135,22,22.216326990410938
2016-05-28,67,12,-3.6778471186359383
2016-05-29,43,6,1.3582244942359392
2016-05-30,41,24,0.8383950531265647
2016-05-31,111,26,16.182327992167192
2016-06-01,79,31,14.869773053845314
2016-06-02,157,16,18.33355194327031
2016-06-03,118,25,10.726707865551562
2016-06-04,57,7,-3.878573627767187
2016-06-05,43,11,-0.27582580144999813
2016-06-06,101,32,2.3109540816515657
2016-06-07,112,20,1.3465908933093782
2016-06-08,126,30,6.53457175061094
2016-06-09,119,22,7.144774515071877
2016-06-10,96,27,3.0115288242593756
2016-06-11,46,8,-0.6140779760249995
2016-06-12,32,4,1.0040315194609384
2016-06-13,74,43,5.194606051468751
2016-06-14,133,33,6.839488604115626
2016-06-15,122,21,4.502245718309375
2016-06-16,119,36,6.544161859517187
2016-06-17,95,19,0.32385536882187504
2016-06-18,31,6,-1.1538494591515618
2016-06-19,27,4,0.27636895680468854
2016-06-20,89,28,5.3816057439328135
2016-06-21,109,29,4.942811771834376
2016-06-22,148,40,3.770468603159375
2016-06-23,109,17,4.79866320661875
2016-06-24,119,18,7.714781238159375
2016-06-25,37,6,-0.6326649588187501
2016-06-26,47,6,1.0171235236781255
2016-06-27,114,3,9.138838684484377
2016-06-28,113,19,11.400656029370314
2016-06-29,103,22,4.785043200440625
2016-06-30,109,13,7.08930327970625
2016-07-01,108,15,-0.036767919523437165
2016-07-02,46,3,0.5917943463937514
2016-07-03,21,2,-0.139620753339061
2016-07-04,49,35,3.1446416464328144
2016-07-05,60,18,-0.0372087239781238
2016-07-06,118,33,5.213450919187501
2016-07-07,100,25,1.8857734346734378
2016-07-08,138,20,6.109315047607813
2016-07-09,53,2,-1.2212052038546877
2016-07-10,29,2,-0.6402678273531245
