,llvm/llvm-project,gcc-mirror/gcc,golang/go
2020-03-03,143,16.0,19
2020-03-04,119,31.4,12
2020-03-05,110,14.979999999999997,12
2020-03-06,83,21.159,9
2020-03-07,37,-3.6261000000000028,2
2020-03-08,16,1.293769500000002,1
2020-03-09,110,12.707467550000004,9
2020-03-10,118,12.856873697500003,20
2020-03-11,93,17.418155528,22
2020-03-12,150,11.663766738659376,15
2020-03-13,121,15.875131000267189,20
2020-03-14,31,3.6466209801765626,2
2020-03-15,33,1.6908749010859396,11
2020-03-16,102,16.477278501651565,8
2020-03-17,119,26.344860492121878,9
2020-03-18,110,33.79222938246094,14
2020-03-19,123,5.200197896096873,10
2020-03-20,113,22.060189813495313,16
2020-03-21,47,5.242099216612501,5
2020-03-22,40,-0.4964102735937459,6
2020-03-23,117,18.738323760884377,23
2020-03-24,106,11.48528991502344,20
2020-03-25,92,22.59633435759844,22
2020-03-26,111,9.5794372738125,11
2020-03-27,107,26.423271058660937,19
2020-03-28,60,6.236522109396875,6
2020-03-29,48,2.4957849783578148,4
2020-03-30,117,8.54609610254219,17
2020-03-31,146,17.483739476012502,20
2020-04-01,131,13.578102999709378,17
2020-04-02,133,17.607807576753125,14
2020-04-03,138,16.158590302545313,13
2020-04-04,57,7.121827565976563,2
2020-04-05,52,1.906839041448439,4
2020-04-06,166,8.939532460959377,12
2020-04-07,129,27.75602342981094,9
2020-04-08,127,29.811626638740627,30
2020-04-09,127,19.57655488246406,20
2020-04-10,104,6.844255496759374,18
2020-04-11,74,0.10075574088125183,7
2020-04-12,37,-0.5645087369421833,7
2020-04-13,104,13.303845898975005,28
2020-04-14,127,17.46506410734688,23
2020-04-15,152,10.653774122334376,11
2020-04-16,133,14.901631100839063,17
2020-04-17,118,17.694785659085937,13
2020-04-18,54,2.3880067461125005,5
2020-04-19,59,13.71921081320469,6
2020-04-20,112,24.19906064577344,33
2020-04-21,136,18.866019375392188,31
2020-04-22,134,38.60449410484688,26
2020-04-23,129,23.437675147760935,26
2020-04-24,143,10.739489109664062,43
2020-04-25,49,5.932339829223439,11
2020-04-26,47,3.0016658668500042,2
2020-04-27,126,24.949360415982817,48
2020-04-28,123,14.270385232451567,30
2020-04-29,135,30.567996094118755,35
2020-04-30,125,19.1113999577,35
2020-05-01,86,8.458055602434376,30
2020-05-02,54,0.7523497321046895,3
2020-05-03,40,0.18136796566562907,1
2020-05-04,89,22.022781824193757,15
2020-05-05,122,62.37964872725938,15
2020-05-06,107,22.518755376145307,13
2020-05-07,137,26.894846890718746,26
2020-05-08,91,12.772958151549998,28
2020-05-09,41,34.144588661331255,3
2020-05-10,55,-3.34034001363281,2
2020-05-11,114,37.56971288897188,7
2020-05-12,106,32.87123596571563,6
2020-05-13,110,23.970168747054693,9
2020-05-14,104,22.33180998234219,14
2020-05-15,126,20.90116437955313,1
2020-05-16,33,-4.791228770835934,0
2020-05-17,39,5.978738994354693,0
2020-05-18,71,21.357243779698443,10
2020-05-19,141,26.378048568898443,10
2020-05-20,122,25.259560893564064,7
2020-05-21,97,12.957652020260937,12
2020-05-22,82,15.998507684079689,1
2020-05-23,42,6.191855767682815,1
2020-05-24,36,-2.6734506463390586,3
2020-05-25,57,21.863945496720316,1
2020-05-26,108,23.173743803698443,16
2020-05-27,136,22.272686787565625,5
2020-05-28,153,24.90638650235,6
2020-05-29,152,23.4310689910375,9
2020-05-30,46,1.2876029329375003,1
2020-05-31,38,10.285848783021878,5
2020-06-01,75,13.427391887287504,7
2020-06-02,124,57.242340374537505,8
2020-06-03,143,42.71716753966406,18
2020-06-04,141,58.81628290580625,15
2020-06-05,161,39.40943118800937,13
2020-06-06,39,-8.191770076582813,0
2020-06-07,49,4.487977751046881,2
2020-06-08,125,40.647769676978136,13
2020-06-09,149,52.7890480101797,9
2020-06-10,112,37.19281317988438,7
2020-06-11,119,45.18991217470938,7
2020-06-12,93,32.43698731505313,4
2020-06-13,34,-7.779454286792182,1
2020-06-14,31,-0.2879535264312434,2
2020-06-15,145,38.38415308491876,7
2020-06-16,144,56.43928802783438,5
2020-06-17,128,47.230788945092186,12
2020-06-18,151,40.49768805625625,8
2020-06-19,117,30.661730752598437,6
2020-06-20,62,-2.4645170527515603,1
2020-06-21,29,-3.6851822899296796,0
2020-06-22,102,10.479272201246886,1
2020-06-23,132,18.243378015810947,5
2020-06-24,136,20.543412651153133,9
2020-06-25,154,18.27191092849219,9
2020-06-26,142,5.607793059301564,8
2020-06-27,48,3.1426640396734395,1
2020-06-28,27,7.300578038814066,1
2020-06-29,116,20.639034885114064,7
2020-06-30,140,15.417819784106252,7
2020-07-01,142,25.255197735800003,4
2020-07-02,109,18.164575031465624,1
2020-07-03,92,7.302418451139063,1
2020-07-04,42,-2.593374777085936,0
2020-07-05,21,0.973538306693754,3
2020-07-06,103,41.45816627654063,6
2020-07-07,127,40.76882430972969,11
2020-07-08,138,35.913519341325,9
2020-07-09,131,16.223735186312496,4
2020-07-10,120,47.554735835296874,4
2020-07-11,52,-1.9600704725656257,0
2020-07-12,25,-4.405962293998433,0
2020-07-13,124,27.48499232036563,2
2020-07-14,131,19.387510293418757,3
2020-07-15,120,34.21484557918438,1
2020-07-16,142,36.83073606437344,7
2020-07-17,114,9.896359769278126,3
2020-07-18,52,0.0022368757421880048,0
2020-07-19,28,0.9144468138984418,0
2020-07-20,123,19.169362698681255,3
2020-07-21,118,13.96159641342813,5
2020-07-22,163,15.878472721693754,1
2020-07-23,125,13.792742181675,6
2020-07-24,100,14.96372064407344,3
2020-07-25,45,0.06685298983593935,2
2020-07-26,45,3.7225243957078153,0
2020-07-27,108,40.15252565290469,2
2020-07-28,136,10.765384944175,2
2020-07-29,166,18.881835085626562,0
2020-07-30,129,22.54974549973906,11
2020-07-31,104,26.98833741194844,7
2020-08-01,34,2.2131702227546874,2
2020-08-02,36,1.1876742229531274,1
2020-08-03,112,29.279392394960944,8
2020-08-04,138,32.065657936326566,1
2020-08-05,170,13.667587709689064,1
2020-08-06,148,11.863084337014064,2
2020-08-07,136,4.439401685950003,2
