,microsoft/vscode,neovim/neovim,pulsar-edit/pulsar
2022-01-03,21.980153205000004,14,3
2022-01-04,43.980284800875005,15,1
2022-01-05,44.76770504386875,10,0
2022-01-06,36.855898759774995,8,0
2022-01-07,64.51938241342656,7,0
2022-01-08,1.3645570941703085,14,0
2022-01-09,-2.273302580767183,9,0
2022-01-10,49.96602983746407,5,1
2022-01-11,60.014042917625005,10,0
2022-01-12,60.983909234387504,7,0
