,minio/minio,seaweedfs/seaweedfs,ceph/ceph
2022-12-31,1.0,0,2.0
2023-01-01,0.7,3,2.0
2023-01-02,1.595,0,4.0
2023-01-03,2.2355,5,11.0
2023-01-04,3.7903375,3,10.0
2023-01-05,-0.003882749999999824,3,12.0
2023-01-06,1.5631738875000003,2,13.0
2023-01-07,-1.62966613625,0,4.0
2023-01-08,0.19463103448437535,0,5.0
2023-01-09,-0.8446435149984375,4,23.0
2023-01-10,1.4964590194859375,10,14.0
2023-01-11,0.0351941794874997,1,29.0
2023-01-12,6.221946541473438,0,32.0
2023-01-13,1.4897374290546868,2,31.0
2023-01-14,-2.1729028392624996,2,0.0
2023-01-15,-0.995810513448437,0,4.0
2023-01-16,3.388703808234375,7,10.0
2023-01-17,-0.6434705732328125,4,16.0
2023-01-18,0.9474422552187503,0,7.0
2023-01-19,2.78813209051875,0,20.0
2023-01-20,2.1693004744078124,1,13.0
2023-01-21,1.9433657403078124,0,4.0
2023-01-22,-2.1155023529312498,0,10.0
2023-01-23,3.0227995425000005,1,23.0
2023-01-24,2.1534431341874996,0,17.0
2023-01-25,3.899220632803125,0,32.0
2023-01-26,2.2088296082359378,0,16.0
2023-01-27,1.211723761471875,0,8.0
2023-01-28,-2.55520061499375,1,8.0
2023-01-29,-1.2883199699937498,1,7.0
2023-01-30,1.15957980206875,3,15.0
2023-01-31,2.8117276129374997,1,10.0
2023-02-01,0.12313052500624977,5,15.0
2023-02-02,1.523496227725,1,15.0
2023-02-03,0.33496184177499977,0,3.0
2023-02-04,-0.38551443322656276,0,0.0
2023-02-05,0.011398622068750086,0,2.0
2023-02-06,6.1650340025000006,3,5.0
2023-02-07,2.4118699964687496,6,21.0
2023-02-08,5.407466171471875,0,50.0
2023-02-09,2.3990966172875,2,15.0
2023-02-10,3.6156498632375005,7,8.0
2023-02-11,-2.7295960594796873,0,1.0
2023-02-12,-2.0868681044812494,0,8.0
2023-02-13,5.721197641251562,0,25.0
2023-02-14,0.9752873006578118,0,43.0
2023-02-15,-0.6490150914578123,1,22.0
2023-02-16,3.0621392697109373,0,26.0
2023-02-17,4.41095311479375,3,20.0
2023-02-18,-1.3242865205062504,4,9.0
2023-02-19,-2.105632646895312,2,7.0
2023-02-20,1.8738392205171879,2,31.0
2023-02-21,-0.6822665873593754,3,15.0
2023-02-22,10.783723630307811,5,41.0
2023-02-23,-3.2867799927125008,0,33.0
2023-02-24,0.9741994484562504,0,12.0
2023-02-25,2.9347081189765625,1,19.0
2023-02-26,-1.5828501636609378,0,6.0
2023-02-27,7.492374989784375,0,33.0
2023-02-28,-1.5986655240468748,3,84.0
2023-03-01,-1.2018683539640622,0,30.0
2023-03-02,0.4728323743296874,3,25.0
2023-03-03,1.4326634406906247,0,19.0
2023-03-04,0.3034119552203123,0,2.0
2023-03-05,-0.4822218597765626,0,4.0
2023-03-06,1.9004837783203126,0,22.0
2023-03-07,1.478402725876562,1,53.0
2023-03-08,1.3364910986234373,4,33.0
2023-03-09,1.35609632176875,1,19.0
2023-03-10,0.3075218569859375,0,27.0
2023-03-11,-0.4391406367624999,0,8.0
2023-03-12,-0.05945178447968735,0,13.0
2023-03-13,2.09659379801875,2,32.0
2023-03-14,-0.4219137222796876,1,22.0
2023-03-15,4.010802201254688,4,32.0
2023-03-16,0.9548033137546872,2,12.0
2023-03-17,1.2157164500046875,1,10.0
2023-03-18,-0.7565650594796873,0,0.0
2023-03-19,-1.1558761544812497,0,4.0
2023-03-20,6.337798436251562,7,3.0
2023-03-21,2.434276600220312,1,17.0
2023-03-22,1.4144208372859377,1,18.0
2023-03-23,1.6090983441890625,0,16.0
2023-03-24,0.6056625997890626,0,18.0
2023-03-25,-1.0741919137453122,1,3.0
2023-03-26,-0.38184424396406214,4,2.0
2023-03-27,0.8742803580171876,0,20.0
2023-03-28,-0.30291533610937527,0,12.0
2023-03-29,1.9577567285421873,1,40.0
2023-03-30,3.529021634273437,0,44.0
2023-03-31,3.81746154625625,1,27.0
2023-04-01,-2.7473049394781253,0,1.0
2023-04-02,-1.1998537052140619,0,2.0
2023-04-03,0.2623712100015627,2,17.0
2023-04-04,6.176287041985938,1,19.0
2023-04-05,0.40035882301874937,1,22.0
2023-04-06,6.009814892720312,0,21.0
2023-04-07,7.594460033973437,0,7.0
2023-04-08,-4.792535116757813,0,4.0
2023-04-09,-1.064310591896874,0,9.0
2023-04-10,-0.5468840612499997,2,21.0
2023-04-11,0.697030279484375,1,24.0
2023-04-12,4.540738098157812,6,25.0
2023-04-13,2.339875779573437,0,6.0
2023-04-14,0.3048232649265623,1,14.0
2023-04-15,1.801362697215625,0,4.0
2023-04-16,-2.3045711818109376,1,7.0
2023-04-17,2.9409702844843757,1,16.0
2023-04-18,0.08585139750156245,5,15.0
2023-04-19,0.4547044482359377,0,9.0
2023-04-20,-0.4539370833093752,1,31.0
2023-04-21,2.899470665525,2,3.0
2023-04-22,-1.8145823114609378,1,3.0
2023-04-23,-0.8166460567609374,1,3.0
2023-04-24,1.48567252706875,3,9.0
2023-04-25,2.0616466104374997,1,18.0
2023-04-26,4.6238365035375,0,17.0
2023-04-27,4.594999016253125,1,26.0
2023-04-28,2.89230236176875,0,8.0
2023-04-29,-2.149018280295312,1,3.0
2023-04-30,-0.7775311279312496,0,3.0
2023-05-01,-0.3292161349999998,1,26.0
2023-05-02,3.85817282021875,0,24.0
2023-05-03,6.7655093432374995,0,19.0
2023-05-04,1.2372206184578123,1,26.0
2023-05-05,-2.14204475175625,0,15.0
2023-05-06,3.1763849205265626,0,11.0
2023-05-07,-1.5521790824125001,3,5.0
2023-05-08,2.4823835337515625,1,54.0
2023-05-09,2.8749619887515623,0,35.0
2023-05-10,-0.5900195233109375,4,31.0
2023-05-11,3.1193615016953125,1,19.0
2023-05-12,2.465133860826562,0,8.0
2023-05-13,-1.6655545141796875,0,1.0
2023-05-14,-1.5564739708109372,0,1.0
2023-05-15,2.0612198095703125,0,26.0
2023-05-16,7.472647875954687,3,13.0
2023-05-17,1.508200153240625,0,20.0
2023-05-18,1.0359185690546875,0,34.0
2023-05-19,1.3943948584562502,2,36.0
2023-05-20,-2.5343811737421875,0,5.0
2023-05-21,-0.27993112042968704,2,7.0
2023-05-22,2.8727657530171875,2,46.0
2023-05-23,1.080819073453125,0,23.0
2023-05-24,-0.8699315093390627,1,18.0
2023-05-25,5.736250652076563,0,32.0
2023-05-26,6.218876721773437,0,21.0
2023-05-27,-1.8749898824937499,0,2.0
2023-05-28,-1.257237626681249,0,4.0
2023-05-29,-0.5179061492656245,2,8.0
2023-05-30,2.7492527859546874,2,22.0
2023-05-31,4.003805635521875,1,18.0
2023-06-01,0.2220413647859374,0,13.0
2023-06-02,1.820219630657813,0,5.0
2023-06-03,-0.3615400035203127,2,9.0
2023-06-04,0.24540171112343745,1,1.0
2023-06-05,0.49806673301875026,5,28.0
2023-06-06,1.5762148500015627,4,25.0
2023-06-07,3.3111174897046873,1,20.0
2023-06-08,-0.373354724775,0,11.0
2023-06-09,-0.69478694969375,1,10.0
2023-06-10,-0.17616137926093756,0,3.0
2023-06-11,2.0154633910374997,1,7.0
2023-06-12,4.539896355003124,2,9.0
2023-06-13,1.4937006062531246,2,21.0
2023-06-14,-0.2945278205124997,3,16.0
2023-06-15,6.291463016473438,0,48.0
2023-06-16,-0.3200443859453128,1,20.0
2023-06-17,-0.3298149044812497,2,4.0
2023-06-18,1.1837768737515628,2,4.0
2023-06-19,1.0626788439703125,0,21.0
2023-06-20,3.0493491397078123,8,33.0
2023-06-21,3.467845456040625,0,13.0
2023-06-22,0.008984136037499812,0,27.0
2023-06-23,4.705237643159375,0,11.0
2023-06-24,-2.3260278411593753,1,5.0
2023-06-25,0.19770566802031309,7,45.0
2023-06-26,0.33161788948750015,9,17.0
2023-06-27,2.437349816254687,0,17.0
2023-06-28,-0.08092430352656255,0,29.0
2023-06-29,0.3679395244921875,0,16.0
2023-06-30,1.52712209155625,0,8.0
2023-07-01,-1.6664967558078128,0,4.0
2023-07-02,-0.8286428818953124,0,8.0
2023-07-03,2.5053596557359374,1,24.0
2023-07-04,-0.2612390799968751,2,30.0
2023-07-05,1.120689283971875,1,8.0
2023-07-06,5.9226557785375,3,34.0
2023-07-07,4.394220418753124,1,26.0
2023-07-08,4.841879773237499,1,1.0
2023-07-09,-2.772138077198437,0,4.0
2023-07-10,3.0227693162500007,1,16.0
2023-07-11,5.316671600953125,4,25.0
2023-07-12,-0.7713492914640625,1,11.0
2023-07-13,5.343571699485938,1,26.0
2023-07-14,0.12121558992499981,0,25.0
2023-07-15,-0.06956121248906211,0,1.0
2023-07-16,-2.511708713004688,1,8.0
2023-07-17,1.630961958621875,3,24.0
2023-07-18,2.2086202254390623,0,16.0
2023-07-19,2.807581978460937,1,17.0
2023-07-20,0.4112601538406251,0,13.0
2023-07-21,2.9030768436765624,0,15.0
2023-07-22,-0.5913567441750001,1,5.0
2023-07-23,-0.7949998907281248,0,6.0
2023-07-24,2.732665739051563,2,47.0
2023-07-25,0.046163192203124925,0,37.0
2023-07-26,2.4226876869890623,0,14.0
2023-07-27,4.945403629490625,0,15.0
2023-07-28,0.9137344397890619,0,10.0
2023-07-29,0.4464647664734378,0,0.0
2023-07-30,-0.1683417234453124,0,5.0
2023-07-31,4.28154713676875,0,22.0
2023-08-01,2.2346799722046873,1,47.0
2023-08-02,0.18674928103749977,0,30.0
2023-08-03,2.7320161902218754,0,28.0
2023-08-04,2.275942147209375,0,17.0
2023-08-05,0.15534169405781206,0,2.0
2023-08-06,-2.2711522757281246,0,12.0
2023-08-07,-0.20512487822968728,0,24.0
2023-08-08,0.8850301666906248,0,38.0
2023-08-09,1.6917510530249997,2,63.0
2023-08-10,4.414601352289062,1,32.0
2023-08-11,1.4410747202234373,0,23.0
2023-08-12,-2.3227177212421877,0,0.0
2023-08-13,-1.0957560789609373,1,3.0
2023-08-14,0.32559501155156256,0,18.0
2023-08-15,6.237394648234375,0,30.0
2023-08-16,1.4342251569859368,0,25.0
2023-08-17,-0.2761640692624998,8,25.0
2023-08-18,0.3114978647078126,0,9.0
2023-08-19,0.49613490354062484,1,1.0
2023-08-20,-0.37530626543125,3,1.0
2023-08-21,3.9898706887500004,5,16.0
2023-08-22,-0.10546658301562495,6,33.0
2023-08-23,1.4286232494078124,5,20.0
2023-08-24,3.249829967807812,1,24.0
2023-08-25,2.6649038910375,0,15.0
2023-08-26,-0.5525419199968749,1,5.0
2023-08-27,-0.7967098462468747,3,5.0
2023-08-28,-0.2818648869812499,7,28.0
2023-08-29,2.9258621179390625,2,22.0
2023-08-30,3.1336271165546874,0,57.0
2023-08-31,0.6349093419875,1,10.0
2023-09-01,4.005635332723438,2,12.0
2023-09-02,-0.811366309992188,1,0.0
2023-09-03,-1.870102135945312,0,4.0
