,minio/minio,seaweedfs/seaweedfs,ceph/ceph
2023-09-04,2.00878698301875,0,7.0
2023-09-05,-0.5708292874984378,4,20.0
2023-09-06,4.8846342634546875,3,31.0
2023-09-07,1.5267852669906246,3,23.0
2023-09-08,-2.2858400839609376,1,19.0
2023-09-09,-0.08024833779218743,0,5.0
2023-09-10,-0.9917917504281251,0,12.0
2023-09-11,2.4487089897843752,3,74.0
2023-09-12,2.7153464009531247,1,31.0
2023-09-13,4.1813434510359375,1,17.0
2023-09-14,4.387106941173437,1,21.0
2023-09-15,2.7432242910406246,1,13.0
2023-09-16,-0.21510167668124947,7,2.0
2023-09-17,-0.3920753042656244,4,2.0
2023-09-18,1.104962315517188,9,13.0
2023-09-19,4.999338829703125,8,24.0
2023-09-20,-0.21377578676093778,0,30.0
2023-09-21,2.595034205225,9,40.0
2023-09-22,1.2123482732437498,6,45.0
2023-09-23,-1.5675759894734376,10,10.0
2023-09-24,-1.58291701469375,2,5.0
2023-09-25,5.074685218020313,20,21.0
2023-09-26,2.5539082694874997,4,33.0
2023-09-27,-1.6142068908078127,1,14.0
2023-09-28,-0.5423441116765624,3,12.0
2023-09-29,4.8372812189734375,0,9.0
2023-09-30,3.505984793023437,3,10.0
2023-10-01,-1.8881592946968748,6,5.0
2023-10-02,0.39938588176718803,6,28.0
2023-10-03,-0.5460227818437502,8,21.0
2023-10-04,-0.19191869947500018,0,37.0
2023-10-05,-0.9849202316796875,4,47.0
2023-10-06,4.442565802501562,1,20.0
2023-10-07,-0.9049712188265628,0,5.0
2023-10-08,1.862837471259375,1,9.0
2023-10-09,-1.4907928561625001,1,33.0
2023-10-10,10.337112516985938,1,32.0
2023-10-11,-1.729264566981251,0,15.0
2023-10-12,6.948927807501564,3,26.0
2023-10-13,0.21468860551718771,6,16.0
2023-10-14,0.126029054921875,0,9.0
2023-10-15,-2.4034133541796874,1,9.0
2023-10-16,1.7087939489703128,1,8.0
2023-10-17,0.19752577405156257,0,8.0
2023-10-18,3.4235453055781244,1,20.0
2023-10-19,-2.422570642842188,2,21.0
2023-10-20,0.91978354014375,1,31.0
2023-10-21,0.690384842592187,0,1.0
2023-10-22,-1.2420593907281252,2,18.0
2023-10-23,1.3782149640515626,0,5.0
2023-10-24,6.998725989703125,2,15.0
2023-10-25,3.0829444580203123,0,7.0
2023-10-26,2.02844736470625,1,7.0
2023-10-27,-2.838718338664062,0,13.0
2023-10-28,1.6675915189687505,0,1.0
2023-10-29,-0.7817189849968751,0,6.0
2023-10-30,3.7545377260343753,3,30.0
2023-10-31,-0.25519804853125017,0,19.0
2023-11-01,2.310683984409375,5,21.0
2023-11-02,-0.13553722520625033,0,41.0
2023-11-03,2.399740599275,0,65.0
2023-11-04,-2.0249959999140623,0,23.0
2023-11-05,0.05791776345312516,1,5.0
2023-11-06,2.0648189497859377,1,68.0
2023-11-07,-1.4490954945609378,1,37.0
2023-11-08,3.2845576803046876,1,15.0
2023-11-09,2.3596258089718747,3,26.0
2023-11-10,0.06787606853749995,1,10.0
2023-11-11,2.538884693971875,0,16.0
2023-11-12,-1.9517835141812498,0,6.0
2023-11-13,1.1087204619843753,10,16.0
2023-11-14,3.808456986470312,1,34.0
2023-11-15,-1.1397932846984378,0,23.0
2023-11-16,2.7512213129375,1,9.0
2023-11-17,2.0682964825062498,2,28.0
2023-11-18,-0.10166918146249992,1,6.0
2023-11-19,0.4160008314718753,0,14.0
2023-11-20,0.5529772370687502,13,16.0
2023-11-21,5.6416483352187505,8,24.0
2023-11-22,3.1531628659562494,0,12.0
2023-11-23,-2.046511827929687,1,34.0
2023-11-24,2.314253399704688,21,16.0
2023-11-25,-2.20489479249375,0,3.0
2023-11-26,-0.09908010896249975,6,5.0
2023-11-27,1.9837151550031251,2,15.0
2023-11-28,8.473323398753125,0,7.0
2023-11-29,-2.7687093488250003,0,42.0
2023-11-30,3.1289125830265627,1,73.0
2023-12-01,1.4765859588375,0,17.0
2023-12-02,2.6243431072046874,0,8.0
2023-12-03,-2.6979985141812497,0,7.0
2023-12-04,2.7009100869843756,0,46.0
2023-12-05,1.9191815864703123,1,18.0
2023-12-06,3.725427506395312,2,38.0
2023-12-07,1.0537780821562501,2,28.0
2023-12-08,3.4861495954390627,0,18.0
2023-12-09,-1.0827413019765624,1,6.0
2023-12-10,-2.0546966867593746,0,11.0
2023-12-11,-1.1428411111640622,1,52.0
2023-12-12,1.2421228629374998,2,19.0
2023-12-13,3.8166458875062497,4,35.0
2023-12-14,5.8654512764749995,2,12.0
2023-12-15,-1.3493127139593755,0,16.0
2023-12-16,-1.0053335010249995,0,6.0
2023-12-17,-1.359506912928125,0,8.0
2023-12-18,1.2323701985343751,0,18.0
2023-12-19,1.86809414,0,20.0
2023-12-20,0.47761029771874997,1,15.0
2023-12-21,0.6315094247062498,3,9.0
2023-12-22,5.675048789710937,8,9.0
2023-12-23,-0.7683060131437509,3,0.0
2023-12-24,-1.7130910182312495,2,4.0
2023-12-25,0.11239395176718792,0,2.0
2023-12-26,-0.89476497978125,0,9.0
2023-12-27,2.4473600007375,1,11.0
2023-12-28,-0.29232475822968773,5,12.0
2023-12-29,1.106654598753125,3,0.0
2023-12-30,0.9105613586749997,0,2.0
2023-12-31,-1.1401056886609378,1,2.0
2024-01-01,0.4955526497843752,1,6.0
2024-01-02,3.385235445734375,8,42.0
2024-01-03,-1.5385015969828126,6,16.0
2024-01-04,1.3479103509531252,0,23.0
2024-01-05,1.9807342710359375,12,24.0
2024-01-06,-0.38362164426406253,2,11.0
2024-01-07,-0.9350821224968748,0,1.0
2024-01-08,2.4969274497843754,4,25.0
2024-01-09,0.7688661882343748,3,47.0
2024-01-10,1.8320247447046873,1,56.0
2024-01-11,2.51968896206875,4,12.0
2024-01-12,1.13360638271875,9,8.0
2024-01-13,2.2382599994875,0,2.0
2024-01-14,-2.0593975439640624,2,4.0
2024-01-15,0.0346722905171879,2,3.0
2024-01-16,4.067244214703125,15,31.0
2024-01-17,-0.07730969447968761,4,22.0
2024-01-18,5.4761503407375,15,32.0
2024-01-19,2.098085121989062,1,7.0
2024-01-20,-1.762325648228125,2,24.0
2024-01-21,-1.5979642192609373,3,4.0
2024-01-22,2.06722676081875,15,17.0
2024-01-23,-0.525579060515625,0,25.0
2024-01-24,11.902388667939062,6,38.0
2024-01-25,-2.561995978445313,4,140.0
2024-01-26,1.5986414249250007,3,14.0
2024-01-27,0.4937519997921873,2,2.0
2024-01-28,2.8555308795703125,12,12.0
2024-01-29,5.3865756530171875,5,36.0
2024-01-30,4.307170863453125,3,56.0
2024-01-31,2.873498259785938,3,36.0
2024-02-01,-0.05699197868593764,1,20.0
2024-02-02,3.7650892619421876,2,11.0
2024-02-03,-0.7595118272781249,1,12.0
2024-02-04,-1.7748965719781244,7,21.0
2024-02-05,4.141769336473438,2,25.0
2024-02-06,7.006926472210937,8,12.0
2024-02-07,-0.4795346562375009,1,38.0
2024-02-08,2.8050772942781252,0,34.0
2024-02-09,0.5531704865578124,0,16.0
2024-02-10,-2.8935698540406247,0,5.0
2024-02-11,-0.5362089916765622,0,9.0
2024-02-12,7.698964776035938,0,21.0
2024-02-13,3.4644885986734373,0,27.0
2024-02-14,5.320837082946874,5,31.0
2024-02-15,-0.4168705918906248,1,15.0
2024-02-16,-1.1781057985249994,0,23.0
2024-02-17,-0.2724079589593744,0,8.0
2024-02-18,-1.9003229391812497,0,6.0
2024-02-19,0.8934095319843753,2,15.0
2024-02-20,3.583091457126562,1,39.0
2024-02-21,2.653107849795312,0,29.0
2024-02-22,2.436194336479687,1,25.0
2024-02-23,-0.6730588586578126,0,11.0
2024-02-24,0.1932453660375002,3,1.0
2024-02-25,0.4376042650031251,1,3.0
2024-02-26,3.540100563534375,2,17.0
2024-02-27,0.6991296352187497,1,25.0
2024-02-28,4.99849340845625,0,35.0
2024-02-29,2.8590857562578122,6,34.0
2024-03-01,2.7944700775078126,2,30.0
2024-03-02,-1.2997355221953124,0,9.0
2024-03-03,1.8294626300031256,0,7.0
2024-03-04,0.5604340337531251,0,46.0
2024-03-05,4.81531523095625,1,39.0
2024-03-06,1.7004201922890623,2,37.0
2024-03-07,3.9610934254421872,11,28.0
2024-03-08,-0.6315180607234376,0,22.0
2024-03-09,0.3894029725093753,3,2.0
2024-03-10,1.7007201545718753,1,6.0
2024-03-11,-0.43375030227812506,0,40.0
2024-03-12,1.121901718021875,3,19.0
2024-03-13,-0.9672879133078127,0,14.0
2024-03-14,0.6391782697921875,1,39.0
2024-03-15,2.6115255077265624,1,24.0
2024-03-16,-1.9421373141765628,13,4.0
2024-03-17,-0.8790944599953123,12,7.0
2024-03-18,4.439940508239062,3,24.0
2024-03-19,3.1136697297874996,3,41.0
2024-03-20,1.7158030244875002,2,90.0
2024-03-21,3.789835046035938,6,47.0
2024-03-22,-1.8394784417640624,11,30.0
2024-03-23,-1.6080874435281247,0,5.0
2024-03-24,-0.9419892154312499,6,7.0
2024-03-25,0.3694533187500001,5,31.0
2024-03-26,8.214222597421875,0,37.0
2024-03-27,0.8024648300078119,5,28.0
2024-03-28,12.527051561773437,10,28.0
2024-03-29,-1.6642137272750013,2,15.0
2024-03-30,-1.5015599461624989,1,9.0
2024-03-31,-2.377496525732812,5,7.0
2024-04-01,-0.39780353624999965,5,26.0
2024-04-02,3.694930619484375,5,119.0
2024-04-03,0.6142781033765621,3,35.0
2024-04-04,5.892819357592187,1,24.0
2024-04-05,0.5324622755843742,0,10.0
2024-04-06,0.24579463694531256,1,3.0
2024-04-07,-2.1744566989624996,2,5.0
2024-04-08,4.874010837284375,4,22.0
2024-04-09,-0.5574176730156251,0,31.0
2024-04-10,2.1945457816890626,0,190.0
2024-04-11,6.783510393539062,2,20.0
2024-04-12,1.206589343676562,9,25.0
2024-04-13,-3.170692494175,6,2.0
2024-04-14,-1.5222394782281246,2,2.0
2024-04-15,5.021100892801563,1,16.0
2024-04-16,0.5054069519062496,1,26.0
2024-04-17,4.922787979571875,1,24.0
2024-04-18,1.8503065302218746,4,20.0
2024-04-19,7.053514527428125,5,29.0
2024-04-20,-2.4419433029234376,0,3.0
2024-04-21,-1.5254004911640617,0,9.0
2024-04-22,-0.6974404799999998,1,59.0
2024-04-23,3.6106755906562498,1,18.0
2024-04-24,4.5797366415562495,2,14.0
2024-04-25,4.736414749192187,14,83.0
2024-04-26,3.0870153110421876,6,18.0
2024-04-27,-2.874912393820313,1,2.0
2024-04-28,0.8494355478906255,15,10.0
2024-04-29,-0.1292468794812498,4,41.0
2024-04-30,1.2193879637515626,2,50.0
2024-05-01,8.051380936689062,0,17.0
2024-05-02,-0.0778860610234382,9,30.0
2024-05-03,1.0239348444953125,0,26.0
2024-05-04,-1.7035321844718752,1,3.0
2024-05-05,-0.6631799056453123,7,8.0
2024-05-06,1.7301768014703125,2,27.0
2024-05-07,6.293784880520312,3,29.0
2024-05-08,-2.2910366642625,0,16.0
2024-05-09,10.243147297645313,0,32.0
2024-05-10,1.3703412931093748,2,26.0
2024-05-11,-2.6900394062437494,0,10.0
2024-05-12,-1.0809347309468746,1,17.0
2024-05-13,1.4537508987515626,3,41.0
2024-05-14,5.101729383970312,10,19.0
2024-05-15,4.840924402426562,2,27.0
2024-05-16,-1.8750992326281248,1,25.0
2024-05-17,2.6521637305796877,3,24.0
2024-05-18,-1.8567976456375002,4,3.0
2024-05-19,0.3404811925875002,6,14.0
2024-05-20,-0.5698849887484374,14,29.0
2024-05-21,-0.20991437977968763,8,18.0
2024-05-22,6.937129077942187,4,21.0
2024-05-23,1.9490382632453116,7,27.0
2024-05-24,4.24240902935625,0,11.0
2024-05-25,-1.34295215904375,2,8.0
2024-05-26,-1.128509442929687,2,15.0
2024-05-27,0.5473505169859378,1,11.0
2024-05-28,4.498013533018749,1,25.0
2024-05-29,0.3446106175015622,4,22.0
2024-05-30,0.8530474463921873,11,18.0
2024-05-31,0.9506412190593752,0,22.0
2024-06-01,1.0658350064765623,0,2.0
2024-06-02,-0.8846653249109375,4,5.0
2024-06-03,2.77620848426875,2,34.0
2024-06-04,5.077928673235937,1,26.0
2024-06-05,0.9617102141906244,2,30.0
2024-06-06,4.44183171155625,1,42.0
2024-06-07,1.6580349512546873,6,12.0
2024-06-08,-1.0415515737453118,0,7.0
2024-06-09,-1.1106528637453121,2,17.0
2024-06-10,5.497059411035938,4,20.0
2024-06-11,-0.03576889654531312,0,28.0
2024-06-12,0.6723079472093749,3,21.0
2024-06-13,4.861201011557812,1,45.0
2024-06-14,-1.2111765140406257,7,14.0
2024-06-15,-2.077692136457812,5,3.0
2024-06-16,-1.1177420609453121,1,13.0
2024-06-17,1.26511470301875,2,30.0
2024-06-18,0.8601984106578122,0,30.0
2024-06-19,6.768007598323438,3,28.0
2024-06-20,3.0033569687546873,2,26.0
2024-06-21,0.9708731954421874,0,32.0
2024-06-22,0.4273971738390627,2,9.0
2024-06-23,-2.1314690514656247,2,11.0
2024-06-24,-1.1162132724999996,0,33.0
2024-06-25,6.22661361896875,5,31.0
2024-06-26,1.3103678750031245,1,44.0
2024-06-27,-1.3852084030906249,7,26.0
2024-06-28,5.51390071104375,5,22.0
2024-06-29,0.07398333229062448,1,4.0
2024-06-30,-2.165155553228125,0,3.0
2024-07-01,1.905740222801563,4,29.0
2024-07-02,4.38481788375,0,21.0
2024-07-03,0.34622377514062475,5,49.0
2024-07-04,-0.13817482094218736,2,26.0
2024-07-05,-1.6652413734468747,0,16.0
2024-07-06,-0.9002280018421877,0,15.0
2024-07-07,-0.6303656304265628,0,1.0
2024-07-08,1.5932070140515626,5,19.0
2024-07-09,3.1093431197031247,0,40.0
2024-07-10,4.3505559134578125,3,30.0
2024-07-11,-1.5060451771937502,8,39.0
2024-07-12,4.679171326770313,6,18.0
2024-07-13,-0.509257326465625,0,1.0
2024-07-14,0.3040822750000003,0,5.0
2024-07-15,1.4834780025000003,2,37.0
2024-07-16,1.2530370464687501,5,35.0
2024-07-17,0.17965530147187492,1,19.0
2024-07-18,-0.5415019022750001,3,23.0
2024-07-19,-0.12611056366249995,0,22.0
2024-07-20,-0.9269682363265628,2,9.0
2024-07-21,0.4450032020718748,0,10.0
2024-07-22,0.3552623312531249,4,81.0
2024-07-23,4.3468867269875,0,38.0
2024-07-24,4.156203950004687,0,31.0
2024-07-25,-0.5394043094796874,1,16.0
2024-07-26,4.34061643301875,4,23.0
2024-07-27,-1.6502737424984373,3,2.0
2024-07-28,-1.494397799482812,0,8.0
2024-07-29,5.128115196984375,4,14.0
2024-07-30,2.5761528262515623,1,41.0
2024-07-31,-0.6017563645609378,2,35.0
2024-08-01,-0.8524973392578126,2,29.0
2024-08-02,0.701246582071875,8,8.0
2024-08-03,0.6554815991906247,0,2.0
2024-08-04,-1.3354886211625001,0,4.0
2024-08-05,2.3276656317671875,3,27.0
2024-08-06,-0.36565364434375036,1,34.0
2024-08-07,0.02315502677499981,3,77.0
2024-08-08,1.1918700015546875,2,21.0
2024-08-09,-0.01250731573125008,3,14.0
2024-08-10,0.21792535573593752,2,1.0
2024-08-11,-0.7226455974968751,1,1.0
2024-08-12,3.618135239784375,5,31.0
2024-08-13,3.5510287134531247,4,25.0
2024-08-14,-0.11202870521406272,0,46.0
2024-08-15,6.516624210001563,1,22.0
2024-08-16,-1.1557249830140628,3,9.0
2024-08-17,0.05930568301875061,0,4.0
2024-08-18,0.3624901700015628,1,9.0
2024-08-19,-1.5155573207328126,4,16.0
2024-08-20,2.1480580391875,1,41.0
2024-08-21,1.4833558157406246,3,9.0
2024-08-22,2.3473440853046874,1,30.0
2024-08-23,0.008402666909374634,0,30.0
2024-08-24,-1.5438845118937499,2,1.0
2024-08-25,0.24551694250312517,0,27.0
2024-08-26,2.202426402503125,1,32.0
2024-08-27,-0.358087235215625,3,39.0
2024-08-28,2.0684340784531248,0,44.0
2024-08-29,0.5655662900046874,1,23.0
2024-08-30,-0.2668794042609377,4,22.0
2024-08-31,1.0728088010375,0,11.0
2024-09-01,-0.09017443771562483,0,9.0
2024-09-02,1.164984849484375,3,24.0
2024-09-03,0.9263835752203124,0,18.0
2024-09-04,0.8603942472859374,8,35.0
2024-09-05,1.8489880264703125,2,34.0
2024-09-06,4.522932078020313,2,26.0
2024-09-07,-0.4780044532312502,2,2.0
2024-09-08,0.3408786544859379,0,6.0
2024-09-09,2.5255521842687503,5,39.0
2024-09-10,0.011051130735937331,6,33.0
2024-09-11,2.4356761050031253,2,19.0
2024-09-12,3.956757243753125,2,42.0
2024-09-13,-1.7941928442625001,3,11.0
2024-09-14,-0.5876928127921872,2,7.0
2024-09-15,-0.22638241042812512,1,9.0
2024-09-16,1.994332920003125,1,22.0
2024-09-17,-0.5046956910281253,4,30.0
2024-09-18,0.9540158935375,1,36.0
2024-09-19,0.8189190514718749,3,28.0
2024-09-20,-0.21153983977500035,0,11.0
2024-09-21,1.1020614175875,0,3.0
2024-09-22,-0.052305241248437495,0,8.0
2024-09-23,1.1811216862515626,1,17.0
2024-09-24,2.9496644377203123,1,31.0
