,vsouza/awesome-ios,raywenderlich/swift-style-guide,matteocrippa/awesome-swift
2016-08-15,-1.5462667080906263,0,3
2016-08-16,5.549583965665626,0,7
2016-08-17,14.365138237392188,0,0
2016-08-18,12.39505923021875,0,1
2016-08-19,23.024347378599998,0,8
2016-08-20,-3.326265579382814,0,0
2016-08-21,4.509869566220313,0,1
2016-08-22,8.646709984840626,0,0
2016-08-23,-0.6630731298765595,0,4
2016-08-24,4.21549562885469,0,0
2016-08-25,14.11524300524844,0,0
2016-08-26,1.1533907991906265,0,0
2016-08-27,-1.9875959601953115,0,1
2016-08-28,21.757415009800003,0,0
2016-08-29,1.9349677726046877,0,0
2016-08-30,6.859279121576563,0,0
2016-08-31,9.766354618573438,0,0
2016-09-01,5.472907726834376,0,0
2016-09-02,-1.3183586584656242,0,0
2016-09-03,1.4560725698625017,0,0
2016-09-04,1.679438763606252,0,0
2016-09-05,6.783801206890627,0,1
2016-09-06,13.331100910345313,0,4
2016-09-07,9.609866215179688,0,2
2016-09-08,2.4943412384890618,0,2
2016-09-09,-1.9090627183062496,0,0
