,microsoft/typescript,rescript-lang/rescript-compiler,google/closure-compiler
2015-01-13,9,-0.11034675199999985,7
2015-01-14,19,0.9664,2
2015-01-15,18,-0.22553599999999996,5
2015-01-16,12,-0.10042880000000008,5
2015-01-17,4,-0.06492672000000005,3
2015-01-18,0,-0.04798771199999995,0
2015-01-19,15,0.9619946496,1
2015-01-20,41,1.7795712,7
2015-01-21,21,1.50307328,5
2015-01-22,17,-0.6223877120000001,10
2015-01-23,10,-0.30206935040000016,7
2015-01-24,11,0.8112639999999999,4
2015-01-25,2,-0.3387008,0
2015-01-26,5,-0.18885632000000013,4
2015-01-27,20,-0.13709875200000002,8
2015-01-28,21,-0.10869821439999988,0
2015-01-29,26,0.9207498752000002,13
2015-01-30,19,-0.2453675007999999,2
2015-01-31,10,-0.09692672000000008,0
2015-02-01,5,-0.06238771199999998,2
2015-02-02,19,-0.04606935039999997,1
2015-02-03,33,1.974464,5
2015-02-04,27,-0.42042879999999994,13
2015-02-05,27,-0.17692672000000015,8
2015-02-06,27,0.889612288,7
2015-02-07,43,0.7203306496,2
2015-02-08,5,-0.33107200000000003,0
2015-02-09,28,-0.16885760000000014,8
2015-02-10,15,-0.11545344000000007,2
2015-02-11,16,-0.0879114239999999,6
2015-02-12,26,-0.07090350079999995,2
2015-02-13,32,-0.03735552000000002,4
2015-02-14,5,-0.03131443199999995,0
2015-02-15,11,-0.026857062399999902,0
2015-02-16,33,-0.012469350399999964,0
2015-02-17,26,0.0,4
2015-02-18,24,0.0,6
2015-02-19,17,0.0,1
2015-02-20,15,0.0,2
2015-02-21,29,0.0,4
2015-02-22,13,0.0,0
2015-02-23,35,0.0,5
2015-02-24,40,0.0,5
2015-02-25,27,0.0,7
2015-02-26,23,0.0,0
2015-02-27,51,0.0,10
2015-02-28,10,1.0,3
2015-03-01,4,0.8,0
2015-03-02,22,-0.28,0
2015-03-03,11,-0.1280000000000001,8
2015-03-04,18,-0.08160000000000005,5
2015-03-05,20,-0.05913600000000002,6
2015-03-06,17,-0.04596480000000003,5
2015-03-07,23,0.96264448,5
2015-03-08,10,1.768685568,0
2015-03-09,25,8.4931429376,4
2015-03-10,14,0.9795306496,7
2015-03-11,21,-1.4496000000000007,6
2015-03-12,35,1.2352639999999995,2
2015-03-13,57,-0.9179008000000002,5
2015-03-14,18,-0.5484083200000003,0
2015-03-15,10,1.595291648,0
2015-03-16,28,-0.7220716543999999,1
2015-03-17,77,0.5837197312000004,6
2015-03-18,35,1.5077551104000004,4
2015-03-19,9,6.3815385088,8
2015-03-20,6,-1.6878474239999997,2
2015-03-21,9,3.2446036991999994,0
2015-03-22,7,-1.2625894400000002,0
2015-03-23,19,-0.6554762240000003,2
2015-03-24,44,4.5465249792,1
2015-03-25,29,1.6743572480000002,2
2015-03-26,39,-1.2618758144000002,7
2015-03-27,13,-0.6873678848,1
2015-03-28,2,-0.46699233279999997,0
2015-03-29,5,-0.2860308479999999,0
2015-03-30,19,-0.22862940159999995,2
2015-03-31,43,1.85408,4
2015-04-01,42,5.477281280000001,3
2015-04-02,27,-1.4655098879999995,8
2015-04-03,16,-0.6134080512000004,5
2015-04-04,5,-0.35520000000000024,1
2015-04-05,0,-0.25267200000000006,0
2015-04-06,20,-0.1940736000000001,3
2015-04-07,7,-0.15642624000000008,11
2015-04-08,22,1.869664256,6
2015-04-09,59,1.4887350272000006,4
2015-04-10,29,-0.6348161023999999,1
2015-04-11,17,-0.2560000000000002,13
2015-04-12,14,-0.1632000000000001,0
2015-04-13,24,-0.11827200000000004,5
2015-04-14,36,-0.09192960000000006,6
2015-04-15,27,-0.07471104000000003,11
2015-04-16,48,-0.0626288639999999,7
2015-04-17,41,0.9462858752000002,7
2015-04-18,8,-0.2249387007999999,0
2015-04-19,22,0.9199999999999999,0
2015-04-20,19,-0.248,10
2015-04-21,32,-0.11360000000000009,7
2015-04-22,22,-0.07353600000000005,5
2015-04-23,40,0.9459712,1
2015-04-24,9,3.75753728,1
2015-04-25,1,-0.9148165119999998,17
2015-04-26,3,-0.3973960704000003,0
2015-04-27,15,1.760012288,4
2015-04-28,5,-0.5724053504,2
2015-04-29,20,0.7174271999999998,17
2015-04-30,25,-0.3946419200000001,3
2015-05-01,33,-0.22929459200000007,7
2015-05-02,17,0.8309078016000002,0
2015-05-03,13,-0.32433500159999984,0
2015-05-04,50,-0.1393894400000001,0
2015-05-05,30,-0.09720422399999992,7
2015-05-06,27,-0.07546542079999996,6
2015-05-07,25,-0.03992371199999995,5
2015-05-08,21,-0.03289815039999998,0
2015-05-09,8,-0.01692672000000001,0
2015-05-10,0,-0.01438771199999994,0
2015-05-11,11,-0.012469350399999964,8
2015-05-12,15,0.0,7
2015-05-13,29,0.0,6
2015-05-14,7,0.0,3
2015-05-15,23,1.0,3
2015-05-16,8,-0.19999999999999996,1
2015-05-17,1,-0.08000000000000007,0
2015-05-18,1,-0.048000000000000036,11
2015-05-19,38,-0.03360000000000001,6
2015-05-20,12,-0.025536000000000014,0
2015-05-21,6,-0.02042880000000001,7
2015-05-22,2,-0.01692672000000001,5
2015-05-23,6,-0.01438771199999994,0
2015-05-24,3,-0.012469350399999964,0
2015-05-25,1,0.0,0
2015-05-26,6,2.0,2
2015-05-27,14,-0.3999999999999999,6
2015-05-28,9,-0.16000000000000014,4
2015-05-29,7,-0.09600000000000007,10
2015-05-30,15,-0.06720000000000002,0
2015-05-31,5,-0.05107200000000003,0
2015-06-01,16,-0.04085760000000002,0
2015-06-02,45,-0.03385344000000002,0
2015-06-03,87,-0.02877542399999988,3
2015-06-04,46,-0.02493870079999993,2
2015-06-05,19,0.0,7
2015-06-06,3,0.0,0
2015-06-07,3,0.0,0
2015-06-08,12,1.0,7
2015-06-09,32,1.8,7
2015-06-10,19,-0.48,0
2015-06-11,15,-0.20800000000000018,21
2015-06-12,21,-0.12960000000000008,9
2015-06-13,7,-0.09273600000000004,0
2015-06-14,3,-0.07150080000000003,0
2015-06-15,21,-0.05778432000000003,10
2015-06-16,26,0.951758848,13
2015-06-17,23,-0.2412447743999998,6
2015-06-18,70,5.8950612992,15
2015-06-19,13,0.7520000000000002,15
2015-06-20,3,-0.9136000000000003,0
2015-06-21,1,-0.47353600000000035,0
2015-06-22,21,4.6819711999999996,7
2015-06-23,31,-1.23734272,17
2015-06-24,45,-0.5880325120000004,6
2015-06-25,35,-0.39488727040000027,8
2015-06-26,25,-0.2881797119999997,7
2015-06-27,0,-0.23127152639999973,5
2015-06-28,0,-0.12708270079999998,0
2015-06-29,24,1.9153664,8
2015-06-30,13,0.5280614400000003,4
2015-07-01,39,0.5776532480000001,2
2015-07-02,27,0.6239999999999999,2
2015-07-03,4,-0.3952000000000001,0
2015-07-04,1,-0.21267200000000014,0
2015-07-05,0,1.8520063999999998,0
2015-07-06,31,-0.51341824,0
2015-07-07,33,-0.25166694400000006,44
2015-07-08,14,-0.17268193279999997,17
2015-07-09,37,-0.11098378239999994,14
2015-07-10,39,1.9220709376,26
2015-07-11,18,-0.45332695039999993,0
2015-07-12,0,-0.19385344000000015,0
2015-07-13,24,-0.12477542399999995,5
2015-07-14,26,-0.09213870079999995,15
2015-07-15,49,-0.05107200000000003,11
2015-07-16,29,-0.04085760000000002,16
2015-07-17,34,-0.03385344000000002,8
2015-07-18,6,-0.02877542399999988,0
2015-07-19,4,-0.02493870079999993,0
2015-07-20,10,0.0,12
2015-07-21,29,0.0,1
2015-07-22,23,0.0,22
2015-07-23,28,0.0,14
2015-07-24,15,0.0,8
2015-07-25,4,0.0,0
2015-07-26,4,0.0,0
2015-07-27,28,0.0,13
2015-07-28,20,0.0,0
2015-07-29,17,0.0,10
2015-07-30,19,2.0,8
2015-07-31,20,1.6,17
2015-08-01,2,-0.56,0
2015-08-02,6,-0.2560000000000002,1
2015-08-03,11,0.8367999999999999,5
2015-08-04,14,-0.318272,7
2015-08-05,18,-0.17192960000000013,16
2015-08-06,34,-0.12271104000000008,3
2015-08-07,23,-0.09622886399999991,12
2015-08-08,0,-0.07925012479999982,5
2015-08-09,0,-0.04536750079999994,0
2015-08-10,11,3.98307328,14
2015-08-11,6,-0.8143877119999997,11
2015-08-12,10,-0.33246935040000025,9
2015-08-13,20,-0.19200000000000014,19
2015-08-14,11,-0.13440000000000005,20
2015-08-15,2,-0.10214400000000005,6
2015-08-16,2,-0.08171520000000004,0
2015-08-17,14,-0.06770688000000004,11
2015-08-18,23,-0.05755084799999976,13
2015-08-19,39,4.9501225984,10
2015-08-20,45,-0.9999999999999998,17
2015-08-21,31,-0.40000000000000036,13
2015-08-22,4,-0.24000000000000019,0
2015-08-23,0,-0.16800000000000007,0
2015-08-24,10,-0.12768000000000007,12
2015-08-25,16,-0.10214400000000005,7
2015-08-26,36,-0.08463360000000004,9
2015-08-27,55,1.9280614400000002,11
2015-08-28,22,-0.46234675199999975,2
2015-08-29,7,-0.16000000000000014,0
2015-08-30,2,-0.09600000000000007,0
2015-08-31,11,-0.06720000000000002,16
2015-09-01,9,-0.05107200000000003,13
2015-09-02,8,-0.04085760000000002,6
2015-09-03,23,1.9661465599999999,6
2015-09-04,19,-0.4287754239999998,19
2015-09-05,16,-0.18493870080000008,1
2015-09-06,4,-0.09600000000000007,0
2015-09-07,1,2.9328,0
2015-09-08,2,-0.6510719999999999,7
2015-09-09,15,-0.28085760000000026,13
2015-09-10,45,-0.1778534400000001,1
2015-09-11,20,-0.1295754239999999,6
2015-09-12,9,-0.10154670079999997,1
2015-09-13,4,-0.06128640000000003,2
2015-09-14,9,-0.05078016000000003,7
2015-09-15,18,-0.04316313599999982,13
2015-09-16,22,-0.03740805119999989,5
2015-09-17,16,0.0,10
2015-09-18,18,0.0,6
2015-09-19,6,0.0,0
2015-09-20,6,1.0,0
2015-09-21,18,-0.19999999999999996,5
2015-09-22,20,-0.08000000000000007,3
2015-09-23,1,-0.048000000000000036,7
2015-09-24,10,0.9664,10
2015-09-25,26,-0.22553599999999996,14
2015-09-26,9,-0.10042880000000008,0
2015-09-27,4,-0.06492672000000005,0
2015-09-28,14,-0.04798771199999995,1
2015-09-29,24,-0.03800535039999998,16
2015-09-30,25,-0.02042880000000001,10
2015-10-01,27,-0.01692672000000001,10
2015-10-02,25,-0.01438771199999994,8
2015-10-03,11,-0.012469350399999964,1
2015-10-04,5,0.0,0
2015-10-05,38,1.0,5
2015-10-06,41,-0.19999999999999996,13
2015-10-07,11,-0.08000000000000007,5
2015-10-08,34,-0.048000000000000036,9
2015-10-09,14,-0.03360000000000001,3
2015-10-10,2,-0.025536000000000014,0
2015-10-11,4,-0.02042880000000001,0
2015-10-12,36,-0.01692672000000001,11
2015-10-13,13,-0.01438771199999994,10
2015-10-14,13,-0.012469350399999964,7
2015-10-15,21,0.0,8
2015-10-16,15,0.0,7
2015-10-17,4,0.0,1
2015-10-18,4,0.0,1
2015-10-19,18,1.0,1
2015-10-20,16,-0.19999999999999996,1
2015-10-21,17,0.9199999999999999,4
2015-10-22,23,2.752,3
2015-10-23,18,0.2864,3
2015-10-24,3,-0.5135360000000002,0
2015-10-25,3,-0.2780288000000002,0
2015-10-26,14,-0.1912627200000001,4
2015-10-27,24,-0.145024512,1
2015-10-28,39,-0.11621847040000002,2
2015-10-29,21,-0.08559667199999998,11
2015-10-30,38,0.9274407936000002,1
2015-10-31,6,0.7482042368000001,0
2015-11-01,1,-0.2924693504,0
2015-11-02,16,-0.1280000000000001,4
2015-11-03,24,-0.08160000000000005,6
2015-11-04,15,-0.05913600000000002,4
2015-11-05,10,-0.04596480000000003,7
2015-11-06,18,-0.03735552000000002,7
2015-11-07,7,-0.03131443199999995,4
2015-11-08,2,-0.026857062399999902,0
2015-11-09,34,-0.012469350399999964,0
2015-11-10,29,0.0,7
2015-11-11,36,6.0,2
2015-11-12,27,5.800000000000001,0
2015-11-13,30,-1.8800000000000001,9
2015-11-14,12,-0.8480000000000008,2
2015-11-15,1,-0.5376000000000003,0
2015-11-16,10,-0.38841600000000015,3
2015-11-17,18,6.6986752,6
2015-11-18,17,-0.6445619199999999,7
2015-11-19,15,0.0351866879999998,7
2015-11-20,29,-0.7915300863999997,10
2015-11-21,3,-0.45048545279999996,4
2015-11-22,1,-0.26035200000000014,0
2015-11-23,21,-0.20213760000000008,2
2015-11-24,14,-0.16445184000000007,9
2015-11-25,21,-0.1380695039999996,15
2015-11-26,19,-0.1185998847999997,0
2015-11-27,0,0.9731429376000001,0
2015-11-28,5,-0.21246935039999992,1
2015-11-29,3,-0.08000000000000007,3
2015-11-30,26,-0.048000000000000036,9
2015-12-01,35,-0.03360000000000001,4
2015-12-02,32,-0.025536000000000014,7
2015-12-03,21,-0.02042880000000001,12
2015-12-04,26,0.9830732799999999,7
2015-12-05,7,-0.2143877119999999,0
2015-12-06,4,5.9075306496,0
2015-12-07,20,-1.2479999999999998,13
2015-12-08,38,-0.5136000000000004,5
2015-12-09,59,1.6864639999999997,7
2015-12-10,30,-0.6220288,8
2015-12-11,31,-0.3301427200000002,4
2015-12-12,19,-0.23296051200000006,6
2015-12-13,3,-0.18122967040000004,1
2015-12-14,18,-0.13739827199999965,6
2015-12-15,10,-0.1156737023999998,8
2015-12-16,9,2.96614656,13
2015-12-17,27,-0.6287754239999997,10
2015-12-18,45,-0.26493870080000015,8
2015-12-19,4,-0.1440000000000001,5
2015-12-20,1,-0.10080000000000003,0
2015-12-21,15,-0.07660800000000004,4
2015-12-22,21,-0.06128640000000003,9
2015-12-23,13,-0.05078016000000003,10
2015-12-24,7,0.9568368640000002,2
2015-12-25,0,-0.23740805119999986,2
2015-12-26,0,-0.08000000000000007,0
2015-12-27,0,-0.048000000000000036,0
2015-12-28,17,-0.03360000000000001,0
2015-12-29,4,2.9744639999999998,1
2015-12-30,5,-0.6204287999999999,1
2015-12-31,0,-0.2569267200000002,0
2016-01-01,2,-0.15838771200000004,1
2016-01-02,0,-0.1132693504,0
2016-01-03,1,-0.07660800000000004,0
2016-01-04,17,-0.06128640000000003,22
2016-01-05,21,-0.05078016000000003,10
2016-01-06,15,5.9568368640000005,9
2016-01-07,24,14.7625919488,15
2016-01-08,19,2.3200000000000003,6
2016-01-09,5,1.2319999999999989,1
2016-01-10,5,0.7503999999999991,2
2016-01-11,12,-1.8988160000000007,24
2016-01-12,11,-1.1647488000000008,12
2016-01-13,23,-0.8600371200000005,9
2016-01-14,25,2.317329408,16
2016-01-15,19,8.835096985600002,9
2016-01-16,13,-2.654829158399999,1
2016-01-17,2,3.8728528896,0
2016-01-18,3,0.32615946240000016,0
2016-01-19,10,6.7499839488,8
2016-01-20,9,4.6833536,9
2016-01-21,12,-2.5590681600000007,19
2016-01-22,19,0.6486896639999993,15
2016-01-23,4,0.6606988288000004,5
2016-01-24,11,0.750327296,0
2016-01-25,15,5.8960256,6
2016-01-26,17,5.907262464,2
2016-01-27,25,4.3672005632,15
2016-01-28,25,0.2644016128000004,12
2016-01-29,21,11.007731507199999,7
2016-01-30,10,-1.7270384640000005,7
2016-01-31,9,-2.254057164800001,2
2016-02-01,19,4.6008164352,13
2016-02-02,30,4.7865239552,25
2016-02-03,21,9.3386714112,8
2016-02-04,29,4.1841046528,2
2016-02-05,10,7.5110464511999995,11
2016-02-06,8,0.9372822528000011,5
2016-02-07,5,-1.1594017792000004,1
2016-02-08,6,11.827267379199998,11
2016-02-09,21,-1.223846912,1
2016-02-10,14,0.19302287359999948,17
2016-02-11,27,-2.3269485567999997,6
2016-02-12,32,-1.4585438207999997,16
2016-02-13,23,-0.9858148351999994,3
2016-02-14,4,-0.7063660543999994,0
2016-02-15,10,-0.4659906559999999,0
2016-02-16,13,5.6615667712,4
2016-02-17,22,4.531485798400001,13
2016-02-18,10,2.2394288128,16
2016-02-19,24,1.3945919487999996,25
2016-02-20,19,-1.4096000000000004,10
2016-02-21,6,-0.7868160000000005,2
2016-02-22,22,1.4458111999999996,9
2016-02-23,53,-0.8270771200000001,5
2016-02-24,21,4.493790208,12
2016-02-25,11,0.6138643456000006,17
2016-02-26,13,-0.05034711039999995,7
2016-02-27,1,-0.7441125376,0
2016-02-28,4,1.5777343488,0
2016-02-29,20,5.32326656,14
2016-03-01,22,10.424408576000001,11
2016-03-02,27,0.8480340992,13
2016-03-03,20,12.7585792,3
2016-03-04,13,-2.256720895999999,10
2016-03-05,9,5.571399987199999,4
2016-03-06,3,-1.0897275904000008,0
2016-03-07,2,1.8823746559999988,4
2016-03-08,4,5.809659187199999,0
2016-03-09,31,8.0425204736,4
2016-03-10,27,17.1945705472,14
2016-03-11,3,11.887551078400001,9
2016-03-12,4,-4.571031040000001,8
2016-03-13,1,-1.6774970368000015,1
2016-03-14,12,11.229836492799999,8
2016-03-15,11,-2.6396761088,8
2016-03-16,12,-2.9230258176000006,4
2016-03-17,12,-1.9314711552000001,10
2016-03-18,18,-1.4023153663999988,0
2016-03-19,2,-1.0202502143999983,0
2016-03-20,3,1.3758476288000006,0
2016-03-21,20,6.2684541952,13
2016-03-22,23,0.17977989120000104,18
2016-03-23,9,4.7406536704,4
2016-03-24,14,-1.7881387008,0
2016-03-25,14,-0.8622720000000006,7
2016-03-26,12,-0.5748096000000004,0
2016-03-27,1,-0.4295270400000002,0
2016-03-28,22,1.658663936,3
2016-03-29,10,-0.6820789247999994,14
2016-03-30,24,-0.37762119679999984,11
2016-03-31,11,-0.2072649727999996,4
2016-04-01,8,-0.1420161023999998,2
2016-04-02,2,3.948928,0
2016-04-03,1,-0.8408575999999999,0
2016-04-04,17,12.64614656,20
2016-04-05,23,4.179224576,2
2016-04-06,19,9.4006612992,6
2016-04-07,75,-0.6861440000000005,25
2016-04-08,40,4.585484799999999,9
2016-04-09,7,-1.8508748800000006,0
2016-04-10,8,-1.8090772480000006,0
2016-04-11,28,-0.23615836160000048,0
2016-04-12,34,6.889519104000001,8
2016-04-13,37,3.580425420800001,0
2016-04-14,21,1.6327442432000003,5
2016-04-15,12,0.9706888191999998,2
2016-04-16,8,-0.6573847551999998,5
2016-04-17,4,0.8400100351999997,0
2016-04-18,28,2.8955575295999996,0
2016-04-19,31,8.516681728,0
2016-04-20,32,2.1629454336000005,23
2016-04-21,20,3.6001896448,6
2016-04-22,18,3.5309520896,3
2016-04-23,3,0.4910311423999998,0
2016-04-24,0,3.0412755967999994,0
2016-04-25,11,-2.1705196544000005,9
2016-04-26,24,8.747283251199999,14
2016-04-27,14,7.1050230784,11
2016-04-28,9,4.534626816,6
2016-04-29,17,3.6808002559999995,0
2016-04-30,5,-3.1700665344,0
2016-05-01,3,-1.7379728384000008,0
2016-05-02,21,3.8262053888,8
2016-05-03,18,-0.8753899519999999,11
2016-05-04,22,6.74467328,3
2016-05-05,21,3.533014016000001,13
2016-05-06,17,-0.41428223999999947,8
2016-05-07,6,-1.6257487872,0
2016-05-08,4,0.06823454719999977,0
2016-05-09,4,3.1930495999999997,6
2016-05-10,12,0.6472883200000001,4
2016-05-11,17,11.846206976,2
2016-05-12,16,8.7444110336,5
2016-05-13,6,5.0841294848,6
2016-05-14,3,-3.6773643264000007,0
2016-05-15,1,2.0925473791999987,0
2016-05-16,20,1.9098798079999995,6
2016-05-17,24,-0.09828003840000044,12
2016-05-18,26,9.3143302144,2
2016-05-19,28,2.714641203200001,8
2016-05-20,16,3.1003614208000005,13
2016-05-21,11,-2.7381808127999996,0
2016-05-22,4,4.549681766399999,0
2016-05-23,45,8.863388672,0
2016-05-24,31,3.599185510400001,12
2016-05-25,41,7.8913644544,13
2016-05-26,43,-0.8969366527999996,7
2016-05-27,24,11.3361345536,12
2016-05-28,8,-2.3678111744,0
2016-05-29,1,-2.613445222400001,0
2016-05-30,0,-0.6292177920000004,0
2016-05-31,35,2.5807072256000003,1
2016-06-01,16,11.2099388416,20
2016-06-02,28,0.3985943552000011,10
2016-06-03,17,-0.5237576704000007,11
2016-06-04,8,-1.7766254591999997,0
2016-06-05,2,0.8852808704000001,0
2016-06-06,19,-1.0859486208000002,2
2016-06-07,19,-0.6770129920000003,7
2016-06-08,39,-0.5188547584,12
2016-06-09,44,2.587317862400001,7
2016-06-10,32,-0.9045778431999991,6
2016-06-11,4,0.6404895744000001,0
2016-06-12,0,-0.40279214080000003,0
2016-06-13,32,-0.20957542399999998,8
2016-06-14,52,-0.14954670080000002,0
2016-06-15,48,-0.09488640000000004,23
2016-06-16,13,9.92368384,0
2016-06-17,15,5.936408064,0
2016-06-18,9,-0.4543347712000001,0
2016-06-19,11,-1.534387712000001,0
2016-06-20,30,2.1075306495999993,33
2016-06-21,28,11.77984,1
2016-06-22,10,9.684224,10
2016-06-23,27,6.832230399999999,11
2016-06-24,26,1.7150515199999994,2
2016-06-25,9,-3.4910566400000005,0
2016-06-26,2,-1.9665846272000005,0
2016-06-27,31,3.669138739199999,13
2016-06-28,24,1.9887191039999998,8
2016-06-29,27,7.977571532800001,7
2016-06-30,32,3.782091468800001,14
2016-07-01,22,1.0180732928000005,0
2016-07-02,3,-0.3255691264,0
2016-07-03,4,-1.6711041024000004,0
2016-07-04,0,3.9910911999999996,0
2016-07-05,21,10.24691456,0
2016-07-06,18,6.598489600000001,0
2016-07-07,23,6.3549712384,22
2016-07-08,8,0.12202803200000023,12
2016-07-09,3,1.2104302591999994,0
2016-07-10,3,7.576771174399999,0
2016-07-11,38,4.5419220992,3
2016-07-12,11,8.5388928,16
2016-07-13,30,-0.3650984959999999,4
2016-07-14,11,6.8733642752,15
2016-07-15,12,-1.8381527039999996,10
2016-07-16,6,3.5462727679999992,0
2016-07-17,1,-0.7209578496000004,0
2016-07-18,23,-1.9884578816,11
2016-07-19,12,8.70480896,11
2016-07-20,5,7.106925772800001,0
2016-07-21,22,3.5622761472,13
2016-07-22,29,-1.0812527616,11
2016-07-23,10,-1.0718868480000006,0
2016-07-24,1,0.5675215871999997,0
2016-07-25,7,2.6255604736,22
2016-07-26,15,8.3475540992,11
2016-07-27,20,4.043182080000001,8
2016-07-28,16,-2.912651264,22
2016-07-29,18,1.4948382719999997,14
2016-07-30,2,-0.5479891967999999,0
2016-07-31,2,0.9145449471999996,0
2016-08-01,22,16.8840083456,4
2016-08-02,18,8.6964416512,0
2016-08-03,13,5.4415504384,0
2016-08-04,12,-2.2834298880000006,4
2016-08-05,13,5.361633587199998,57
2016-08-06,5,0.7626045439999993,0
2016-08-07,4,-2.657335603200001,0
2016-08-08,23,13.361939865599998,6
2016-08-09,16,2.779875123200002,14
2016-08-10,10,3.4396986368,12
2016-08-11,19,6.7145934848,10
2016-08-12,13,12.229402111999999,9
2016-08-13,5,-5.1619872768,0
2016-08-14,9,-2.6376896512000014,0
2016-08-15,35,6.2704681984,10
2016-08-16,18,1.129735680000001,6
2016-08-17,33,3.54089472,12
2016-08-18,22,3.4118725632,7
2016-08-19,22,5.357209907200001,15
2016-08-20,12,-3.0615848959999994,0
2016-08-21,13,-1.5946840064000005,0
2016-08-22,26,0.04405503999999949,25
2016-08-23,22,13.072602624,20
2016-08-24,4,4.534273228800001,0
2016-08-25,21,5.8308056064,7
