,microsoft/typescript,rescript-lang/rescript-compiler,google/closure-compiler
2016-08-26,25,8.557843865599999,14
2016-08-27,7,0.8101462016000003,0
2016-08-28,0,-2.1384876032000015,3
2016-08-29,15,-0.985617920000001,11
2016-08-30,16,1.4321838079999993,11
2016-08-31,3,9.2643977216,14
2016-09-01,44,13.663561318400001,6
2016-09-02,41,0.9823551488,6
2016-09-03,10,-0.6042750976000004,0
2016-09-04,3,3.3988657151999995,0
2016-09-05,0,1.2649564159999995,0
2016-09-06,20,12.6379339776,2
2016-09-07,43,2.5488679936,3
