,python/cpython,ruby/ruby,php/php-src
2016-04-27,3,13,24.993883046814062
2016-04-28,6,7,23.13136482495156
2016-04-29,11,8,45.23878337334844
2016-04-30,2,40,-0.5338739060187541
2016-05-01,14,19,12.368221944589063
2016-05-02,8,13,12.274094973603127
2016-05-03,2,7,9.317990692904692
2016-05-04,12,11,10.627749557425004
2016-05-05,4,11,12.646653407076567
2016-05-06,4,10,16.468820380107815
2016-05-07,15,6,2.1376454944984395
2016-05-08,15,15,2.435660133343753
2016-05-09,2,10,5.2991719497328145
2016-05-10,6,4,13.36441900062344
2016-05-11,9,12,10.719014218420314
2016-05-12,6,10,20.689104020512502
2016-05-13,19,6,7.6382536819453115
2016-05-14,3,5,10.361122984810939
2016-05-15,16,7,0.4136446281359385
2016-05-16,38,9,19.49092188415469
2016-05-17,22,19,11.097541065659376
2016-05-18,16,27,2.2218401239625014
2016-05-19,7,11,-0.9028153827937486
2016-05-20,18,14,-2.0811579778781217
2016-05-21,6,16,1.5501419854500036
2016-05-22,12,13,-1.2914079226499973
2016-05-23,2,16,2.129625807434377
2016-05-24,6,16,10.092790684762502
2016-05-25,4,14,21.281826846475
2016-05-26,11,11,-0.13443030863281447
2016-05-27,12,6,1.180496721253124
2016-05-28,20,13,7.583783456178125
2016-05-29,10,9,0.1587872734531266
2016-05-30,8,18,16.673567466142188
2016-05-31,0,9,15.289700364703124
2016-06-01,12,19,11.673598197970312
2016-06-02,32,12,24.605398546495312
2016-06-03,36,5,2.234223751376562
2016-06-04,54,7,4.7704047120953135
2016-06-05,21,13,9.116546007751564
2016-06-06,11,9,19.888869693645315
2016-06-07,10,19,25.749949440646876
2016-06-08,31,15,8.486531976321874
2016-06-09,15,12,14.52015437661875
2016-06-10,17,9,-3.6304860262265617
2016-06-11,34,10,0.10659996788437898
2016-06-12,57,7,6.769533385623442
2016-06-13,21,7,15.486252034775003
2016-06-14,52,13,17.544682757709378
2016-06-15,15,6,16.869782766204686
2016-06-16,4,3,15.597823050453124
2016-06-17,8,4,12.58956263345
2016-06-18,20,11,-3.2433997124484364
2016-06-19,4,12,22.41877246716719
2016-06-20,11,13,28.631398080251564
2016-06-21,2,10,52.11571330914531
2016-06-22,14,3,17.859530959774997
2016-06-23,4,3,6.3938821359171865
2016-06-24,19,10,1.0777217376828148
2016-06-25,17,3,2.4994398692656317
2016-06-26,6,6,21.229303375123443
2016-06-27,20,6,16.88397737082344
2016-06-28,6,15,19.58069363708594
2016-06-29,1,8,3.2241229876578137
2016-06-30,8,10,4.725696516493754
2016-07-01,7,11,2.5944908880609403
2016-07-02,0,4,-2.723899312862496
2016-07-03,8,2,15.191941909889065
2016-07-04,0,4,8.926875326857814
2016-07-05,2,8,53.94969953150781
2016-07-06,14,20,26.53651554006875
2016-07-07,9,8,1.866836028210935
2016-07-08,7,4,28.195298582535937
2016-07-09,1,6,-3.401917263417186
2016-07-10,22,8,2.94039014853438
2016-07-11,11,8,39.44454761123438
2016-07-12,5,7,47.135137389451565
2016-07-13,0,23,20.729835892678125
2016-07-14,13,16,34.81326533417031
2016-07-15,15,11,-4.967558567112501
2016-07-16,11,1,4.484445571410943
2016-07-17,12,4,31.15483101601719
2016-07-18,12,2,6.184057637532818
2016-07-19,9,2,62.55518035007657
2016-07-20,0,11,27.541291013110936
2016-07-21,0,5,16.594218083840627
2016-07-22,8,11,30.06378655425
2016-07-23,12,4,35.34823892639219
2016-07-24,2,5,10.568128232200003
2016-07-25,15,3,30.31965580482813
2016-07-26,7,17,4.160514919503129
2016-07-27,4,1,38.37481034947032
2016-07-28,12,7,41.9863025554625
2016-07-29,10,3,12.828368457728127
2016-07-30,9,4,18.908122054471875
2016-07-31,8,3,-2.790022819053121
2016-08-01,0,8,-0.30312364189374286
2016-08-02,4,7,31.940226690937507
2016-08-03,11,10,58.48990381568125
2016-08-04,12,2,13.790771285079686
2016-08-05,9,8,9.988642070835937
2016-08-06,9,3,8.429313710057816
2016-08-07,3,7,22.50993789650157
2016-08-08,12,6,8.664599735201566
2016-08-09,16,12,22.70903329474219
2016-08-10,17,7,8.703528912507815
2016-08-11,2,8,28.56473477769063
2016-08-12,13,8,8.193111852789064
2016-08-13,6,8,10.813454861106253
2016-08-14,18,5,19.192035776618752
2016-08-15,16,5,5.579386403773441
2016-08-16,33,9,42.61934675125938
2016-08-17,26,7,79.54083932877344
2016-08-18,6,4,33.16442357375937
2016-08-19,42,7,13.703107425679683
2016-08-20,18,6,5.879605128543751
2016-08-21,19,3,20.818768606210945
2016-08-22,22,7,-0.6447986491999922
2016-08-23,24,4,10.381244284715633
2016-08-24,24,11,-1.5385584883796817
2016-08-25,6,2,21.793649108451568
2016-08-26,8,10,6.52247833690469
2016-08-27,9,1,0.9120859142062532
2016-08-28,0,2,9.122228408867189
2016-08-29,10,7,67.94916437377344
2016-08-30,16,12,30.01822124788437
2016-08-31,19,6,29.667814413998435
2016-09-01,7,8,18.473931104862498
2016-09-02,16,1,30.336755533950004
2016-09-03,13,4,10.40527069662813
2016-09-04,8,6,2.9905167119906295
2016-09-05,52,4,57.43389105988282
2016-09-06,73,5,12.775225666709378
2016-09-07,82,19,-5.171441532660934
2016-09-08,105,12,14.865819332754691
2016-09-09,112,11,27.497455457212507
2016-09-10,83,2,8.291141983185941
2016-09-11,72,7,25.571229156337502
2016-09-12,54,8,14.56600927041094
2016-09-13,48,13,73.09186920340625
2016-09-14,29,5,19.38398950212656
2016-09-15,44,3,6.986112365126562
2016-09-16,18,8,12.039883268329689
2016-09-17,32,4,-1.5324484614843676
2016-09-18,24,5,-1.7657544251703037
2016-09-19,28,4,15.40791364972657
2016-09-20,14,6,2.4263211068078174
2016-09-21,23,6,10.46319983476094
2016-09-22,18,5,24.213224318676566
2016-09-23,19,16,40.23951452188594
2016-09-24,13,10,16.979010143378122
2016-09-25,6,7,5.884128660489061
2016-09-26,27,11,29.259701982023437
2016-09-27,21,15,0.5259999463453147
2016-09-28,30,8,32.45644176320782
2016-09-29,16,10,8.285585592529689
2016-09-30,33,7,26.53897266880938
2016-10-01,13,11,3.287958183290626
2016-10-02,39,1,1.0669495935078173
2016-10-03,10,10,6.346030772950003
2016-10-04,26,8,3.5512895407875047
2016-10-05,20,9,23.996202873918755
2016-10-06,21,15,6.414448106920314
2016-10-07,18,3,13.241273855935939
2016-10-08,31,4,12.107617157960938
2016-10-09,29,5,0.08816653619375181
2016-10-10,17,6,23.38859079654688
2016-10-11,15,10,21.656346793378127
2016-10-12,9,11,66.91613659728125
2016-10-13,14,6,59.88556070957656
2016-10-14,12,9,19.686102502107808
2016-10-15,11,7,7.15654361083906
2016-10-16,9,1,4.275803888639068
2016-10-17,9,3,51.71291567986251
2016-10-18,16,7,28.867654948950005
2016-10-19,26,5,1.0937681906593788
2016-10-20,21,6,21.865033409440628
2016-10-21,38,9,1.2484222138187562
2016-10-22,12,7,-0.4997516802656179
2016-10-23,19,3,5.08471356758438
2016-10-24,10,7,5.4276501307015685
2016-10-25,47,4,12.665967073412505
2016-10-26,9,5,10.126110074056253
2016-10-27,21,8,16.483971754176565
2016-10-28,21,13,7.047464965901563
2016-10-29,23,5,19.62174111556719
2016-10-30,28,3,16.746124383348437
2016-10-31,18,7,7.474070953929688
2016-11-01,7,10,14.126405695035938
2016-11-02,14,2,-0.2382564285734361
2016-11-03,16,4,6.008408164706253
2016-11-04,10,8,15.086891107934377
2016-11-05,7,53,10.310888229859376
2016-11-06,20,29,10.457378151495314
2016-11-07,21,17,11.442421738345313
2016-11-08,27,14,8.410494008057814
2016-11-09,41,1,13.710774737787501
2016-11-10,12,15,12.291378411040625
2016-11-11,17,21,-3.746236934784374
2016-11-12,12,30,32.718399520395316
2016-11-13,13,10,16.861458837134375
2016-11-14,18,11,-0.9554746614718743
2016-11-15,22,8,-1.263355198237499
2016-11-16,27,10,55.62982491952344
2016-11-17,15,5,48.53639205830312
2016-11-18,5,10,25.53923756113906
2016-11-19,6,12,-4.5910172843250034
2016-11-20,52,8,44.56674117695313
2016-11-21,63,13,29.15546696489844
2016-11-22,30,10,31.20164237464688
2016-11-23,5,10,-5.214975368674999
2016-11-24,11,6,26.965730712521882
2016-11-25,10,1,9.325101105290631
2016-11-26,6,5,13.754361392440632
2016-11-27,0,5,22.18010562167969
2016-11-28,10,8,3.6091184815750026
2016-11-29,9,23,-3.9930496713906205
2016-11-30,1,12,8.78415513550938
2016-12-01,6,11,23.605041457750005
2016-12-02,10,4,21.272423174090626
2016-12-03,8,9,9.630936270048437
2016-12-04,9,9,12.520042876576563
2016-12-05,11,6,1.5727227098437524
2016-12-06,25,17,37.7352339025875
2016-12-07,19,15,17.834471469125
2016-12-08,30,8,8.226025517526564
2016-12-09,17,7,7.108543278146875
2016-12-10,21,12,-0.3235678131265587
2016-12-11,14,2,9.874853477581254
2016-12-12,7,15,23.607074200695315
2016-12-13,11,4,6.156495282545315
2016-12-14,12,9,9.14523816614375
2016-12-15,29,6,4.215172136151564
2016-12-16,34,9,21.012793501918754
2016-12-17,13,12,11.759175610809375
2016-12-18,11,3,15.007451378756251
2016-12-19,21,4,3.7188868344031256
2016-12-20,7,14,14.60349964436094
2016-12-21,9,16,17.999563387107813
2016-12-22,12,11,14.490131182901564
2016-12-23,9,6,-3.5370907470921864
2016-12-24,16,9,-2.8072667101624975
2016-12-25,6,10,-2.001918297862496
2016-12-26,2,14,9.58249861712813
2016-12-27,30,8,6.84774374019219
2016-12-28,20,2,7.855323240431251
2016-12-29,4,6,16.695875526759377
2016-12-30,15,1,12.7885461006625
2016-12-31,14,6,15.727606738801562
2017-01-01,3,6,36.33364325996406
2017-01-02,47,4,21.894756228749998
2017-01-03,21,9,45.884966915578126
2017-01-04,7,4,29.21002710496406
