,ray-project/ray,DLR-RM/stable-baselines3,hill-a/stable-baselines
2019-11-25,2.458712064,4,0
2019-11-26,4.293199359999999,3,1
2019-11-27,-1.753879040000001,1,1
2019-11-28,0.19841474559999916,11,1
2019-11-29,-3.5612887040000007,0,0
2019-11-30,-0.0684848128000004,0,0
2019-12-01,-0.08036741120000013,2,0
2019-12-02,3.0455718912,7,1
2019-12-03,4.323033599999999,0,0
2019-12-04,-3.775497830400001,0,1
2019-12-05,2.3565301759999997,27,1
2019-12-06,5.0766850048,2,0
2019-12-07,-2.488223027200001,0,0
2019-12-08,-5.0297647104,0,0
2019-12-09,2.2849793024,0,0
2019-12-10,1.5927691263999995,0,0
2019-12-11,6.8401369088,0,1
2019-12-12,-0.8908843008000016,0,1
2019-12-13,3.765021286399999,0,0
2019-12-14,-5.9344351232,0,0
2019-12-15,4.5204167680000005,0,0
2019-12-16,-0.26451609600000037,0,1
2019-12-17,9.541768192,5,0
2019-12-18,-3.8088562688000014,3,1
2019-12-19,4.9352197119999985,5,1
2019-12-20,-1.5930540032000007,4,0
2019-12-21,-3.5958984704,0,0
2019-12-22,-2.919556096000001,2,0
2019-12-23,0.8802564095999998,0,0
2019-12-24,0.15179735039999986,1,0
2019-12-25,-0.8068421632000007,0,0
2019-12-26,5.848347647999999,0,0
2019-12-27,2.4818809855999993,0,0
2019-12-28,-0.14375178240000075,0,0
2019-12-29,-4.178441625600001,0,0
2019-12-30,3.9116444672,1,1
2019-12-31,-0.5003649024000012,0,0
2020-01-01,0.34222520319999994,0,0
2020-01-02,2.4487089151999992,0,1
2020-01-03,6.2869192703999985,0,0
2020-01-04,-5.9415062528,0,1
2020-01-05,-2.2062783487999997,0,0
2020-01-06,8.1641107456,0,0
2020-01-07,0.19107420159999844,2,0
2020-01-08,1.0998941695999989,2,0
2020-01-09,-1.8974965760000009,0,0
2020-01-10,-2.143559680000001,0,0
2020-01-11,-0.6240134144000002,0,0
2020-01-12,-3.2347879424,0,1
2020-01-13,4.7988076544,0,0
2020-01-14,-1.3512331264000004,0,0
2020-01-15,1.9472309247999995,2,2
2020-01-16,2.969823846399999,0,0
2020-01-17,7.621639782399999,0,0
2020-01-18,-3.2701957120000014,0,0
2020-01-19,-1.9456024576000006,0,0
2020-01-20,1.6492355584,8,0
2020-01-21,3.8026695679999998,0,0
2020-01-22,-6.1065710592,6,1
2020-01-23,5.3270083584,2,0
2020-01-24,-4.100446720000001,0,0
2020-01-25,0.0059995135999999505,0,0
2020-01-26,-0.05203394560000074,0,0
2020-01-27,2.1156287488,5,0
2020-01-28,-0.007118540800000517,2,0
2020-01-29,1.3944613887999995,0,0
2020-01-30,2.8468831231999996,0,0
2020-01-31,4.5721146367999985,6,1
2020-02-01,-2.546379161600001,0,1
2020-02-02,-1.0219695104,0,0
2020-02-03,3.9023847423999998,9,2
2020-02-04,2.7313782783999994,1,0
2020-02-05,-1.2462653440000002,1,0
2020-02-06,-3.7203801088000006,0,0
2020-02-07,-1.1121151999999999,0,0
2020-02-08,0.44425000960000016,0,1
2020-02-09,-0.8816977920000002,0,0
2020-02-10,9.785639935999999,0,0
2020-02-11,1.9455127551999993,7,0
2020-02-12,1.0293612543999995,3,0
2020-02-13,-1.6056659968000009,1,0
2020-02-14,-1.8367055872000009,7,0
2020-02-15,-2.3441475584000004,0,0
2020-02-16,1.1781815295999998,0,0
2020-02-17,2.3599238143999997,0,0
2020-02-18,0.11537244159999993,0,0
2020-02-19,1.4751195135999993,0,0
2020-02-20,4.961246719999999,0,0
2020-02-21,-1.5167648768000008,1,0
2020-02-22,-0.6263334912000005,0,0
2020-02-23,-2.8027619328,0,0
2020-02-24,4.1712178176000005,0,0
2020-02-25,3.5887112191999986,0,1
2020-02-26,-1.0049068032000008,0,0
2020-02-27,7.4122219519999994,0,1
2020-02-28,1.3793594367999997,0,1
2020-02-29,-8.203536384000001,0,0
2020-03-01,-1.3010834432,0,0
2020-03-02,3.18564608,0,0
2020-03-03,8.1311292416,0,0
2020-03-04,5.635124121599999,0,0
2020-03-05,-9.476946636800001,0,0
2020-03-06,0.6803319808000001,0,1
2020-03-07,-1.9245945856000004,0,1
2020-03-08,-0.5432691712000004,0,0
2020-03-09,6.8255269888,2,0
2020-03-10,0.7598990335999991,7,1
2020-03-11,4.204131020799999,3,0
2020-03-12,3.3353969663999976,5,1
2020-03-13,-0.6356485120000013,3,0
2020-03-14,-2.1110278144,0,0
2020-03-15,-2.1842437120000007,0,0
2020-03-16,-1.5983512576,5,0
2020-03-17,5.3908035584,0,1
2020-03-18,-3.902217728,1,0
2020-03-19,4.192849510399999,3,0
2020-03-20,3.709340876799999,2,0
2020-03-21,-3.838605414400001,0,3
2020-03-22,0.4050399231999995,0,1
2020-03-23,12.340709068799999,3,0
2020-03-24,-7.7744078848000004,1,0
2020-03-25,1.6257327103999994,3,1
2020-03-26,1.7301128191999986,0,1
2020-03-27,1.1460557823999995,0,0
2020-03-28,-1.981713817600001,0,0
2020-03-29,0.7895603199999996,0,0
2020-03-30,2.550800691199999,0,0
2020-03-31,-2.638868480000001,8,0
2020-04-01,3.5427997695999993,0,0
2020-04-02,-1.387675852800001,0,0
2020-04-03,1.0806951935999995,0,0
2020-04-04,-0.28108175360000054,0,1
2020-04-05,-0.6915045376000002,0,0
2020-04-06,2.0382392319999996,3,0
2020-04-07,1.004681420799999,0,0
2020-04-08,-1.1456454656000004,0,0
2020-04-09,5.0134705152,0,1
2020-04-10,1.2099610623999997,0,0
2020-04-11,-2.6788884480000004,0,0
2020-04-12,0.6095648767999995,0,0
2020-04-13,1.4162524159999998,0,0
2020-04-14,-3.1390558208000003,1,0
2020-04-15,4.167262924799999,0,1
2020-04-16,13.6218636288,0,0
2020-04-17,-2.965335756800002,2,0
2020-04-18,-7.1710071808,0,0
2020-04-19,0.9805676543999997,0,1
2020-04-20,4.2048909312,5,0
2020-04-21,0.8701982719999997,4,0
2020-04-22,-1.936199987200001,7,0
2020-04-23,-1.1802179584,3,0
2020-04-24,-2.2833859584000002,0,0
2020-04-25,2.1909983231999997,1,0
2020-04-26,5.864090623999999,0,0
2020-04-27,-0.2797164544000008,1,0
2020-04-28,3.838654975999999,0,1
2020-04-29,1.095414579199999,0,0
2020-04-30,1.3528295424000003,1,0
2020-05-01,3.302821376,0,0
2020-05-02,-0.9668041728000016,0,0
2020-05-03,0.5298733055999998,0,0
2020-05-04,-0.2879759360000005,0,0
2020-05-05,3.3793136639999988,13,0
2020-05-06,-4.238171750400001,1,0
2020-05-07,4.0776959999999995,14,0
2020-05-08,0.6962127871999995,9,0
2020-05-09,-2.027643596800001,3,0
2020-05-10,-4.2238154752,0,0
2020-05-11,5.5494385664,3,0
2020-05-12,3.9888937983999995,1,1
2020-05-13,-4.732200550400001,0,0
2020-05-14,3.0274073599999993,0,1
2020-05-15,-2.725898956800001,1,0
2020-05-16,0.4325921791999998,0,0
2020-05-17,4.2520346624,0,0
2020-05-18,3.924449791999999,1,0
2020-05-19,-3.7154808832000015,3,0
2020-05-20,5.421573222399999,0,0
2020-05-21,-0.6569774080000013,0,0
2020-05-22,-2.346469785600001,0,0
2020-05-23,-0.43915888640000045,0,0
2020-05-24,-3.0372151296,1,0
2020-05-25,2.9193137152,0,0
2020-05-26,5.9709901824,0,0
2020-05-27,8.745285119999998,1,0
2020-05-28,-2.499902668800001,0,1
2020-05-29,3.653026304000001,0,0
2020-05-30,-4.795572838400002,0,1
2020-05-31,-5.8821511168,0,0
2020-06-01,2.7835041792,3,0
2020-06-02,13.6536265728,0,0
2020-06-03,-2.3456936960000014,0,0
2020-06-04,-0.12209766400000177,1,1
2020-06-05,3.7560224767999983,0,0
2020-06-06,-2.824270028800001,0,0
2020-06-07,-3.1287665664000013,0,0
2020-06-08,-0.8516111360000007,1,0
2020-06-09,16.66725632,1,0
2020-06-10,-6.322063872000001,2,0
2020-06-11,7.5878319103999985,0,1
2020-06-12,-5.412267520000002,0,0
2020-06-13,-4.7230937088000005,0,0
2020-06-14,-3.5777378304000003,0,0
2020-06-15,4.4231791616,0,0
2020-06-16,7.430386483199999,0,0
2020-06-17,-1.5793783808000015,2,0
2020-06-18,2.5604963327999988,0,0
2020-06-19,0.6797461503999997,0,0
2020-06-20,-5.9086830592,1,1
2020-06-21,4.3734286336,0,0
2020-06-22,3.5930737664,0,0
2020-06-23,6.0141631488,0,0
2020-06-24,-0.7857265664000028,0,0
2020-06-25,2.972203110399999,1,0
2020-06-26,-1.0240434176000015,0,0
2020-06-27,-4.43685632,0,0
2020-06-28,0.8239731711999996,0,0
2020-06-29,2.320765849599999,2,0
2020-06-30,4.159495782399999,1,1
2020-07-01,-0.7961344000000015,0,2
2020-07-02,5.610673459199999,1,0
2020-07-03,-5.174342656,7,0
2020-07-04,-3.9077049344,0,0
2020-07-05,-0.37760225280000004,0,0
2020-07-06,3.6766548992,1,0
2020-07-07,3.453019340799999,1,0
2020-07-08,-0.09242152960000105,8,0
2020-07-09,10.753451724799998,0,1
2020-07-10,-1.1483227136000007,1,0
2020-07-11,-6.732681113600002,0,0
2020-07-12,-0.7320857600000004,0,0
2020-07-13,5.6035639296,0,0
2020-07-14,11.2624799744,0,0
2020-07-15,-5.704022118400001,0,0
2020-07-16,7.6041152512,3,0
2020-07-17,4.520862105599999,1,0
2020-07-18,-7.798956134400001,0,0
2020-07-19,-5.582709555200001,0,0
2020-07-20,12.8931451904,1,0
2020-07-21,-3.2298047488000012,1,0
2020-07-22,1.2050099199999984,0,0
2020-07-23,1.0278044671999993,0,1
2020-07-24,13.1253781504,0,0
2020-07-25,-10.073698099200001,1,0
2020-07-26,-3.8588985344000006,0,0
2020-07-27,10.641297612799999,0,0
2020-07-28,3.139648921599999,0,0
2020-07-29,2.6173392895999985,1,0
2020-07-30,2.3547210751999987,1,0
2020-07-31,-1.8423070720000005,1,0
2020-08-01,-7.5666498560000015,0,0
2020-08-02,-3.3755925504000004,0,0
2020-08-03,6.4267711488,2,0
2020-08-04,7.235016499199999,0,1
2020-08-05,-0.400475955200001,1,1
2020-08-06,7.243430911999997,0,0
2020-08-07,-0.21677772800000028,0,0
2020-08-08,-5.5020416,0,0
2020-08-09,-7.1422666752,0,0
2020-08-10,14.3027026944,0,0
2020-08-11,4.1401875456,0,0
2020-08-12,-5.805768192000002,0,0
2020-08-13,4.112087039999999,0,0
2020-08-14,0.9549293567999992,0,0
2020-08-15,-0.7145283584000008,0,0
2020-08-16,-6.4501753856000015,0,0
2020-08-17,4.0020359168,0,0
2020-08-18,8.312344576,0,0
2020-08-19,-0.227249254400002,0,0
2020-08-20,2.3313399807999993,0,0
2020-08-21,-3.151071334400001,0,0
2020-08-22,-1.308392038400001,0,0
2020-08-23,-2.1707983872000005,3,0
2020-08-24,4.381541171199999,0,0
2020-08-25,2.7967082496,0,0
2020-08-26,11.7680999424,0,1
2020-08-27,3.510845439999997,1,0
2020-08-28,1.4375917567999998,1,0
2020-08-29,-5.740612710400001,1,0
2020-08-30,-2.9525351424000004,0,0
2020-08-31,8.1059852288,0,0
2020-09-01,4.291706163199997,1,0
2020-09-02,-6.110392524800002,0,0
2020-09-03,11.863047167999998,0,0
2020-09-04,5.925895679999998,0,0
