,netdata/netdata,cacti/cacti,grafana/grafana
2021-06-17,3.0,1,24.0
2021-06-18,5.4,0,7.599999999999998
2021-06-19,-0.43999999999999995,0,-1.0800000000000018
2021-06-20,-0.8240000000000005,1,-1.2340000000000009
2021-06-21,0.5311999999999997,2,10.174100000000001
2021-06-22,1.473792,0,8.278073000000001
2021-06-23,4.2718976,0,13.0072817
2021-06-24,-0.40688895999999997,0,10.322514414999999
2021-06-25,-0.8947522560000003,10,3.158974012625
2021-06-26,0.4466029568000002,1,-1.3047585372687491
2021-06-27,-0.5767046143999999,3,0.5500560241250019
2021-06-28,1.6884663295999998,1,11.811586613714065
2021-06-29,1.3760788480000001,0,9.834388656828127
2021-06-30,2.2600928256,1,9.515054885698438
2021-07-01,1.0046600192000004,4,14.38135490315625
2021-07-02,3.099636736,0,9.787058952757812
2021-07-03,-0.25166807040000005,1,-3.0684804323109374
2021-07-04,-0.8231173120000004,1,-0.7641059832312487
2021-07-05,-0.5029883904000003,0,12.655138820182815
2021-07-06,-0.35738726400000004,0,10.580148470725002
2021-07-07,2.7189041152,0,21.251098843345314
2021-07-08,5.1907935232,0,11.020032514631248
2021-07-09,0.4056808448000002,3,10.336442647053126
2021-07-10,-0.12341626880000023,0,-1.5335775748140623
2021-07-11,-0.8130651136000001,0,-0.26746470421718493
2021-07-12,1.5333226495999996,0,17.278274276984376
2021-07-13,1.2702976,0,16.819512163995313
2021-07-14,3.1819750399999998,0,15.115389597793751
2021-07-15,0.732882944,0,12.895443285907811
2021-07-16,-0.06121656319999991,0,13.923446071403125
2021-07-17,-0.7907902464,0,-2.1344188377578117
2021-07-18,0.5583439871999999,0,-2.6184086915343725
2021-07-19,5.4954756096,2,15.229564440146879
2021-07-20,1.4909839360000001,0,12.926542435131253
2021-07-21,1.6841853951999997,0,23.51809460025469
2021-07-22,2.7016282112,0,18.287982440734375
2021-07-23,-0.5067155456000001,2,6.129487423051562
2021-07-24,-0.9777712128000003,0,-2.846282269892187
2021-07-25,-0.6013768704000003,0,-2.4603256841781223
2021-07-26,1.5637575679999998,0,16.31512750867813
2021-07-27,-0.7466061823999997,0,6.877992451234378
2021-07-28,1.5639894016000002,0,2.0939236623890642
2021-07-29,1.3352931328000002,0,19.728220006753126
2021-07-30,0.2609143808000003,0,9.336042110920314
2021-07-31,0.42866288639999994,0,-3.238745247748437
2021-08-01,-0.4965269504000001,0,-1.8153519159109366
2021-08-02,0.7198745599999998,0,7.7546357399640655
2021-08-03,2.597694976,0,11.127842340718752
2021-08-04,3.1612142592000003,0,23.493587017946876
2021-08-05,1.803406336,0,11.011502429562498
2021-08-06,1.8113303552,0,6.3768222997265624
2021-08-07,-0.21458913280000003,0,-3.1388260749937498
2021-08-08,-0.8422938624000003,0,-1.851885945467185
2021-08-09,6.482373529599999,0,13.715077571250003
2021-08-10,0.2277089280000002,0,13.479078556609377
2021-08-11,9.7451662336,0,7.877988467973438
2021-08-12,1.071438540800001,0,9.096513209876562
2021-08-13,-0.17544949760000073,0,15.066230676331251
2021-08-14,-0.5914499072000003,0,-1.4475171681953123
2021-08-15,-1.1674693632000004,0,-0.11857421285937342
2021-08-16,4.2368900096,0,9.394768106250002
2021-08-17,0.4233717760000004,0,17.72186802726563
2021-08-18,2.7313580032,1,19.55752289496094
2021-08-19,1.4826959872000005,0,15.803267836253124
2021-08-20,-0.43299594239999983,0,6.702261308417187
2021-08-21,-0.9224595456000002,0,-3.5675615322124994
2021-08-22,-0.5509424128000002,0,-2.1998580016781224
2021-08-23,0.6110954495999998,0,19.48135951014688
2021-08-24,3.5022848000000004,0,15.703728139256253
2021-08-25,2.874348544,0,11.175566848042187
2021-08-26,3.6783014912,0,11.291795687421875
2021-08-27,1.3444327424,2,19.34301697261094
2021-08-28,-0.40373176320000015,6,-3.406767743890624
2021-08-29,-0.9494421504000005,2,-0.5474453903953105
2021-08-30,0.4072140799999996,0,7.064765391250003
2021-08-31,1.3597102079999999,3,13.655366260421879
2021-09-01,0.16992092160000016,1,21.824642768198437
2021-09-02,-0.6868842495999998,0,12.693823625332811
2021-09-03,0.5973750784000003,0,0.9629794904765614
2021-09-04,1.5368273920000004,0,-2.8366224586484363
2021-09-05,0.3631034368000001,4,-1.8273179263421844
2021-09-06,0.4962103295999999,1,10.765347805182817
2021-09-07,1.5217300479999998,2,17.813240775287504
2021-09-08,4.3210925056,3,15.649636950176562
2021-09-09,1.6475727872,0,19.230007635284373
2021-09-10,-0.22538967040000024,1,16.598948884085935
2021-09-11,-0.8414059520000003,0,-4.473773058189063
2021-09-12,-0.5216722944000002,0,-1.5153609126796859
2021-09-13,-0.37359073280000005,0,24.123679645000003
2021-09-14,2.7269374976,0,13.963630331312501
2021-09-15,8.1872992256,4,20.857389243006253
2021-09-16,1.7919137792000006,0,12.047005225734374
2021-09-17,2.2135633919999997,0,17.496041231207812
2021-09-18,-1.7045957632000004,0,-4.8757306941546865
2021-09-19,1.0965226495999993,2,-1.8108459245046844
2021-09-20,9.9824896,0,20.98389810948438
2021-09-21,7.16881664,0,11.140528414057815
2021-09-22,0.6446371839999996,0,10.190235081034377
2021-09-23,5.4884804608,0,20.3802932177125
2021-09-24,1.9418461184,0,-2.565548202164061
2021-09-25,-0.5971818496000001,8,-0.7260681419546855
2021-09-26,-0.8822076416000009,0,-2.0036209895406225
2021-09-27,3.6097986559999997,0,15.669311985734378
2021-09-28,8.0175260672,0,15.235729329354688
2021-09-29,1.844942745600001,0,22.553543148939063
2021-09-30,1.4555258879999995,3,16.520754594742186
