,golang/go,gcc-mirror/gcc,llvm/llvm-project
2008-03-03,2.0,12,33.0
2008-03-04,0.6000000000000001,17,36.099999999999994
2008-03-05,1.64,14,37.735
2008-03-06,0.42399999999999993,19,-8.2935
2008-03-07,7.5248,11,18.662637500000002
2008-03-08,-0.8606719999999999,18,0.4242567500000014
2008-03-09,-1.0215936000000005,8,47.8981625375
2008-03-10,0.3970457599999996,17,50.61293904125001
2008-03-11,2.3711042559999997,12,25.871420066734373
2008-03-12,5.9885033472,13,6.651862148348442
2008-03-13,-1.9351378944,20,8.13777650043125
2008-03-14,-0.9327689728000006,15,4.0004479619609405
2008-03-15,-0.6068337663999998,21,-0.5751990042578115
2008-03-16,-0.44637931519999974,13,11.886891326535938
2008-03-17,0.7305655295999999,2,14.791756681090625
2008-03-18,0.591830528,18,11.4558878773625
2008-03-19,0.5458804736000001,9,18.15227482212031
2008-03-20,0.5338779648000005,25,-3.0257615983421893
2008-03-21,-0.4488854527999998,18,13.689229099626566
2008-03-22,-0.18713600000000014,5,7.2012741974171846
2008-03-23,-0.1275648000000001,9,0.5130984104218754
2008-03-24,-0.09649152000000005,11,23.34503639539375
2008-03-25,-0.07727923199999998,18,14.347625681735934
2008-03-26,3.9357874176000003,72,-1.8731911801640635
2008-03-27,0.15621621760000026,22,25.681672583207813
2008-03-28,6.4531429376,19,-6.721907259626562
2008-03-29,0.3155306496000001,8,-4.140604610642187
2008-03-30,-1.1424000000000005,10,0.9033833676250005
2008-03-31,0.3682559999999996,19,22.790578642914063
2008-04-01,1.3615487999999998,19,32.158856258464056
2008-04-02,-0.8140876800000002,22,35.85764815337031
2008-04-03,3.523448832,19,25.57263126580156
2008-04-04,-1.1532097535999997,21,-0.3155817668328105
2008-04-05,-0.5597727743999998,9,-14.966624298515622
2008-04-06,-0.3795616767999998,14,28.311893315832815
2008-04-07,-0.2171230208,20,29.683267848982812
2008-04-08,-0.15038515200000002,103,-0.16731401081093722
2008-04-09,-0.1229599743999999,16,8.295033884815627
2008-04-10,-0.09264558079999996,14,13.017261199917186
2008-04-11,-0.05755084799999976,10,9.494469357667185
2008-04-12,-0.04987740159999986,5,-1.4193428457781252
2008-04-13,0.0,9,4.680139943370314
2008-04-14,0.0,24,36.409801883212495
2008-04-15,1.0,19,10.401187725423434
2008-04-16,-0.19999999999999996,14,43.82297040421875
2008-04-17,-0.08000000000000007,17,3.0257570772421865
2008-04-18,2.952,21,25.309764141731254
2008-04-19,-0.6335999999999998,8,-3.0390790509031262
2008-04-20,-0.2655360000000002,10,11.416777254982815
2008-04-21,-0.1644288000000001,16,18.992996206495313
2008-04-22,-0.11772672000000003,20,5.630166076545315
2008-04-23,-0.09099571199999998,16,42.14883506509375
2008-04-24,-0.0737557504,24,-5.977579919682814
2008-04-25,-0.05078016000000003,15,16.6135323891
2008-04-26,-0.04316313599999982,11,-17.84211541195
2008-04-27,-0.03740805119999989,3,0.7114605554656279
2008-04-28,2.0,13,18.516312449660937
2008-04-29,0.6000000000000001,16,19.212926845923434
2008-04-30,-0.3600000000000001,22,13.63108875448281
2008-05-01,0.8239999999999998,11,18.6369052812625
2008-05-02,4.6848,7,6.864383065206248
2008-05-03,-1.164672,13,-12.464632332182813
2008-05-04,-0.5143936000000005,12,11.62712765957344
2008-05-05,-0.3278822400000002,11,20.187160129115625
2008-05-06,0.760761856,28,76.24708519375469
2008-05-07,-0.38743521279999993,17,-6.108471406281254
2008-05-08,1.7884599295999999,21,3.925846934101564
2008-05-09,3.452978688,13,18.286933552471876
2008-05-10,-1.0780079103999998,17,-3.679103736035934
2008-05-11,-0.5038827520000002,9,-14.061322476114057
2008-05-12,-0.2796288000000002,20,37.56042741874219
2008-05-13,-0.2023987200000001,11,12.471776421862497
2008-05-14,-0.157389312,25,29.513953091614063
2008-05-15,1.8719620096,43,0.7105115138796876
2008-05-16,0.5035176960000002,27,15.876318719828127
2008-05-17,-0.4424895487999998,13,-10.426655313128126
2008-05-18,-0.2258774016,14,-6.24637745587656
2008-05-19,-0.11520000000000005,15,22.230049033279688
2008-05-20,-0.08467200000000004,77,37.28016292305156
2008-05-21,-0.06639360000000004,26,2.1366879322937464
2008-05-22,-0.05428224000000003,17,12.589268806803126
2008-05-23,-0.04570214399999989,32,39.334979746203125
2008-05-24,-0.03932641279999987,12,-6.543053105849999
2008-05-25,-0.012469350399999964,13,-8.065773397054684
2008-05-26,0.0,60,-2.6562536221874957
2008-05-27,0.0,68,29.29607048712031
2008-05-28,1.0,38,2.337244432971872
2008-05-29,-0.19999999999999996,20,28.838288951504687
2008-05-30,-0.08000000000000007,9,55.1056864087125
2008-05-31,-0.048000000000000036,7,-5.527091982623439
2008-06-01,-0.03360000000000001,6,-2.257976165315622
2008-06-02,-0.025536000000000014,18,2.7004820801875056
2008-06-03,-0.02042880000000001,12,11.391668637515625
2008-06-04,6.98307328,11,26.073509998296874
2008-06-05,3.585612288,6,23.989090073609376
2008-06-06,16.4275306496,19,7.627681691923435
2008-06-07,10.664,13,-5.449056797681251
2008-06-08,-1.9152000000000005,12,11.267792266634375
2008-06-09,11.989247999999998,13,24.498538994901562
2008-06-10,-2.8354815999999996,8,5.158542421281247
2008-06-11,4.071720959999999,19,14.108429936421878
2008-06-12,10.683094015999998,17,0.004115329292186942
2008-06-13,0.19305502719999978,17,-0.3496515502296873
2008-06-14,-1.5427527680000006,9,-8.726546862709377
2008-06-15,-1.5557481471999997,12,1.8815150545500003
2008-06-16,4.225886208,8,56.94480788685313
2008-06-17,3.668417228800001,16,19.78930348782343
2008-06-18,10.456814080000001,27,4.754862524048438
2008-06-19,1.0825572352,15,14.021369180696876
2008-06-20,-1.9693406207999997,12,28.520425601753125
2008-06-21,1.1203922944,7,12.965160427092187
2008-06-22,-0.7406376960000001,5,-13.505827865554686
2008-06-23,0.7485724671999996,9,23.931788935662507
2008-06-24,6.7487896576,16,17.891126832906245
