,pytorch/pytorch,google/flax,deepmind/dm-haiku
2024-04-22,50,1.0,0
2024-04-23,53,4.8,0
2024-04-24,66,1.9200000000000002,0
2024-04-25,75,4.952,0
2024-04-26,60,-1.7136000000000002,0
2024-04-27,24,1.1824639999999995,0
2024-04-28,15,0.06309119999999979,0
2024-04-29,31,-0.7572787200000003,0
2024-04-30,47,-0.4895237120000002,0
2024-05-01,58,3.6270391296,0
2024-05-02,33,0.9082577920000006,0
2024-05-03,37,3.0898720768000003,0
2024-05-04,21,-1.2810983424,0
2024-05-05,18,-0.5961021440000003,0
2024-05-06,30,-0.40067041280000004,0
2024-05-07,52,3.7203434496,0
2024-05-08,56,4.98929152,0
2024-05-09,64,4.306880512,0
2024-05-10,36,0.9816402944,0
2024-05-11,26,-1.5848895488,0
2024-05-12,6,-0.8816214016000004,0
2024-05-13,20,2.4194687999999998,0
2024-05-14,70,0.9557043199999999,0
2024-05-15,71,1.0017080319999998,2
2024-05-16,64,1.9969496064000003,0
2024-05-17,54,-0.16872253439999962,0
2024-05-18,18,-0.7977872384,0
2024-05-19,9,-0.4409664512000001,0
2024-05-20,27,1.70849024,0
2024-05-21,48,-0.6280821759999998,0
2024-05-22,56,4.6531406848,1
2024-05-23,55,3.7790769152,0
2024-05-24,60,7.447771443200001,0
2024-05-25,35,-1.5428677631999999,0
2024-05-26,3,-1.3813269504000008,0
2024-05-27,24,-0.8415334400000005,0
2024-05-28,38,0.3910005759999998,0
2024-05-29,69,1.3248596992,0
2024-05-30,65,1.15403264,0
2024-05-31,64,0.08494540800000028,0
2024-06-01,22,2.3016371200000005,0
2024-06-02,17,-0.9953478655999997,0
2024-06-03,49,5.560829849599999,0
2024-06-04,58,2.51354368,0
2024-06-05,44,1.5045652479999998,0
2024-06-06,50,2.6198649855999996,0
2024-06-07,65,4.4344727552,1
2024-06-08,47,-2.0417225728000004,0
2024-06-09,13,-1.0531492864000005,0
2024-06-10,42,0.28030842879999973,1
2024-06-11,52,7.280936448,0
2024-06-12,81,4.9019216896,0
2024-06-13,64,-1.3713202176000001,0
2024-06-14,70,-0.37411921920000046,0
2024-06-15,27,-1.0465396735999999,0
2024-06-16,9,-0.6627329024000002,0
2024-06-17,38,-0.44070912000000023,0
2024-06-18,50,2.648060928,0
2024-06-19,43,3.1079771136000005,0
2024-06-20,32,2.7221756928000005,0
2024-06-21,62,2.6174001152,0
2024-06-22,24,-1.4396570624000002,0
2024-06-23,10,-0.7354773504000005,0
2024-06-24,26,3.5101696,0
2024-06-25,64,1.83096064,0
2024-06-26,50,1.785270784,0
2024-06-27,51,3.7236190208,0
2024-06-28,45,5.3064648704,0
2024-06-29,36,0.7456277504000002,0
2024-06-30,13,-1.7090006016000006,0
2024-07-01,27,1.0503987199999993,0
2024-07-02,66,7.923502592,0
2024-07-03,33,-0.4855166975999996,1
2024-07-04,35,-1.6008143872000005,0
2024-07-05,25,0.05167994879999982,0
2024-07-06,25,-0.8633128959999996,0
2024-07-07,9,0.45166981120000016,0
2024-07-08,40,5.4458073088,0
2024-07-09,42,5.464426496,0
2024-07-10,53,3.8581824512000003,0
2024-07-11,59,1.7569716224,0
2024-07-12,55,1.1149985791999995,0
2024-07-13,15,-1.6312325120000004,0
2024-07-14,10,-0.9643208704000006,0
2024-07-15,48,1.3094343679999998,0
2024-07-16,65,2.0572005376,0
2024-07-17,72,-0.19541360639999938,0
2024-07-18,58,1.1613949952000002,0
2024-07-19,42,-0.8743471103999997,0
2024-07-20,25,-0.4529125375999999,0
2024-07-21,9,-0.28447365120000007,0
2024-07-22,40,9.81212416,0
2024-07-23,74,-0.15105638399999943,0
2024-07-24,74,-1.3258861568000004,0
2024-07-25,103,0.27435079679999963,0
2024-07-26,91,1.3267552256,0
2024-07-27,31,-0.8274987008000001,0
2024-07-28,31,-0.4633600000000003,0
2024-07-29,60,-0.3397248000000002,0
2024-07-30,58,0.7295334400000006,0
2024-07-31,62,0.5750302720000005,0
2024-08-01,68,0.6372769792,0
2024-08-02,74,-0.376241152,1
2024-08-03,26,-0.20284477439999996,0
2024-08-04,27,-0.1320747008,0
2024-08-05,48,0.9204352,0
2024-08-06,55,1.73710848,0
2024-08-07,69,-0.531743232,0
2024-08-08,79,0.7482162175999999,0
2024-08-09,48,-0.35645706239999997,0
2024-08-10,20,-0.18520535040000008,0
2024-08-11,7,-0.11950080000000007,0
2024-08-12,30,0.9086156799999999,0
2024-08-13,44,0.7262228480000001,0
2024-08-14,49,-0.3416735743999999,0
2024-08-15,54,1.8301345792,0
2024-08-16,68,0.5040122880000001,0
2024-08-17,24,0.5683946495999999,0
2024-08-18,11,-0.42196480000000014,0
2024-08-19,47,0.7674444799999999,0
2024-08-20,77,0.636013568,0
2024-08-21,54,4.5931493376,0
2024-08-22,57,2.7797124096,0
2024-08-23,52,-0.34773094400000026,0
2024-08-24,44,-0.8753891328000003,0
2024-08-25,14,-0.5128218624000002,0
2024-08-26,52,-0.3599048704000002,0
2024-08-27,74,7.730797568,0
2024-08-28,63,0.18125813760000042,0
2024-08-29,76,-1.2125435904000001,0
2024-08-30,40,1.3191756799999999,1
2024-08-31,21,-0.8290651135999999,0
2024-09-01,10,-0.44395735040000023,0
2024-09-02,9,2.6894975999999997,0
2024-09-03,30,1.1565286399999999,0
2024-09-04,63,5.159972864,0
2024-09-05,72,3.3266121728000004,0
2024-09-06,78,2.2644078592,0
2024-09-07,20,-1.6605834240000004,0
2024-09-08,13,0.10110289919999949,0
2024-09-09,35,1.1951462399999997,0
2024-09-10,39,4.058330624,0
2024-09-11,53,1.4199682048,1
2024-09-12,43,-1.4072137728,0
2024-09-13,71,1.2128024576,0
2024-09-14,54,-0.9033983999999997,0
2024-09-15,12,-0.49614172160000014,0
2024-09-16,31,3.677006848,0
2024-09-17,22,1.9456352256000002,0
2024-09-18,23,0.8812705792000002,0
2024-09-19,16,0.021632512000000048,0
2024-09-20,27,-0.7096614912000001,0
2024-09-21,16,0.5922805759999998,0
2024-09-22,2,1.5015380992,0
2024-09-23,28,2.3063347199999997,0
2024-09-24,56,5.017275392,0
2024-09-25,51,-1.7169227775999998,1
2024-09-26,42,5.200153804799999,0
2024-09-27,60,-0.6996272127999998,0
2024-09-28,18,-1.0284616704000005,0
2024-09-29,3,-0.6307435520000004,0
2024-09-30,47,0.5358022656,0
2024-10-01,44,14.4435218432,0
2024-10-02,50,-2.3518431231999988,0
2024-10-03,35,4.3551947775999995,0
2024-10-04,52,6.863147008,0
2024-10-05,10,-1.9467398143999999,0
2024-10-06,7,-1.657538150400001,0
2024-10-07,39,3.9375052799999994,0
2024-10-08,51,11.207666688,0
2024-10-09,68,3.3687914496000007,0
2024-10-10,51,8.807616512,0
2024-10-11,44,-2.0235649024000004,0
2024-10-12,17,-0.4817122304000008,0
2024-10-13,26,-1.9319238656000004,0
2024-10-14,28,-0.20062935040000052,0
2024-10-15,60,0.89538048,0
2024-10-16,61,10.788708352,2
2024-10-17,50,-0.1658657791999989,2
2024-10-18,75,-0.02424903679999968,0
2024-10-19,29,-1.5209970688,0
2024-10-20,18,0.16758507519999977,0
2024-10-21,49,3.2140449791999997,0
2024-10-22,50,3.682805248,0
2024-10-23,46,3.2752761856,0
2024-10-24,41,5.0851709952,1
2024-10-25,50,1.5734152192000002,1
2024-10-26,32,-1.9567562752000005,0
2024-10-27,19,-1.0752606208000006,0
2024-10-28,71,3.2608814079999995,0
2024-10-29,58,2.6300502016,1
2024-10-30,54,6.4284048384000005,0
2024-10-31,69,7.553512448,0
2024-11-01,71,-1.1971676159999998,0
2024-11-02,32,-1.9653803008000006,0
2024-11-03,16,-1.1425366016000007,0
2024-11-04,54,-0.7857100800000003,0
2024-11-05,66,0.38875187199999994,0
2024-11-06,55,-0.6982020095999998,0
2024-11-07,70,-0.4551038975999996,0
2024-11-08,63,6.674514636800001,0
2024-11-09,30,-0.5870689279999992,0
2024-11-10,5,-0.8104747008000004,0
2024-11-11,30,3.5635711999999997,0
2024-11-12,59,-1.10012672,0
2024-11-13,66,4.453260287999999,0
2024-11-14,58,2.6269930496000002,0
