,thheller/shadow-cljs,bhauman/figwheel-main,bhauman/lein-figwheel
2018-07-10,4,6.0,1
2018-07-11,3,0.19999999999999973,0
2018-07-12,0,0.7700000000000005,0
2018-07-13,0,10.833000000000002,0
2018-07-14,1,-4.169975,0
2018-07-15,0,3.362353500000001,0
2018-07-16,1,-2.493450675,0
2018-07-17,4,-0.2266958674999997,0
2018-07-18,0,0.8661204269062499,0
2018-07-19,0,-1.336351310428125,0
2018-07-20,0,-0.704508794996875,0
2018-07-21,0,-0.49325424015312547,0
2018-07-22,1,0.6321674224562497,0
2018-07-23,5,-0.46210494632812527,0
2018-07-24,0,1.7615639350859373,0
2018-07-25,0,0.28670873573437494,0
2018-07-26,0,9.404500653235937,0
2018-07-27,0,2.7191129235343747,0
2018-07-28,0,-2.0131058625,0
2018-07-29,1,-1.6435602737499992,0
2018-07-30,3,-0.9557836917656248,0
2018-07-31,2,0.32754367676718743,0
2018-08-01,0,8.19799666771875,0
2018-08-02,3,3.7929782942687496,1
2018-08-03,1,6.586124914110937,0
2018-08-04,3,10.439285793328125,0
2018-08-05,4,1.5449400538375002,0
2018-08-06,8,1.844515974267189,0
2018-08-07,0,2.3293482137500003,0
2018-08-08,3,-0.5600982180156251,0
2018-08-09,0,-3.6405871553734372,0
2018-08-10,0,0.8724270885453125,0
2018-08-11,1,2.648363683464062,0
2018-08-12,2,-0.8723008613125005,3
2018-08-13,0,1.951187113632812,0
2018-08-14,2,4.726383810528125,0
2018-08-15,1,1.7889767450109368,0
2018-08-16,4,3.0696404028078126,0
2018-08-17,4,-1.1892002866812499,0
2018-08-18,6,1.8835032559531255,0
2018-08-19,0,-2.4270260710265625,0
2018-08-20,5,-1.2670418821953124,0
2018-08-21,7,-0.836425422278125,0
2018-08-22,2,0.3799672859593747,0
2018-08-23,0,1.2463461560421871,0
2018-08-24,7,-0.9992153642578129,0
2018-08-25,0,7.541416992071875,0
2018-08-26,0,0.3501638064718744,0
2018-08-27,0,0.09562109706875033,0
2018-08-28,5,7.526278637500001,0
2018-08-29,0,-3.4753189987499997,0
2018-08-30,2,2.5239592357343756,0
2018-08-31,4,-1.1365694967640625,0
2018-09-01,0,-1.3895706039656248,0
2018-09-02,0,4.159070469625,0
2018-09-03,0,3.8761102338406244,0
2018-09-04,0,0.2728373630203125,0
2018-09-05,2,-0.12040097735625022,0
2018-09-06,1,3.3058268234046877,0
2018-09-07,2,-2.3605403908125,0
2018-09-08,0,-1.1294236821968746,0
2018-09-09,0,-0.7150407069828123,0
2018-09-10,1,5.476777186171875,0
2018-09-11,4,1.7847878369921868,0
2018-09-12,0,-2.11344948969375,0
2018-09-13,0,0.055709958020312866,0
2018-09-14,0,2.1144745897062496,0
2018-09-15,2,-0.41188856616406255,0
2018-09-16,2,8.066933825,0
2018-09-17,1,-3.2305295925,0
2018-09-18,0,-1.3257971455937496,0
2018-09-19,0,0.1668885410406249,0
2018-09-20,3,3.16568373581875,0
2018-09-21,0,2.331488349484375,0
2018-09-22,2,-0.9691985997796875,0
2018-09-23,0,-1.2254049202140622,0
2018-09-24,1,3.3101558858765623,0
2018-09-25,0,-1.684562581595313,0
2018-09-26,0,0.3088757762500003,0
2018-09-27,0,0.2474504882343751,0
2018-09-28,0,-0.7418502377953127,0
2018-09-29,0,1.5798212062562498,0
2018-09-30,4,-0.8629963196968752,0
2018-10-01,2,-0.3692952582328124,0
2018-10-02,2,7.7644920204375,0
2018-10-03,0,-2.5768967891812506,0
2018-10-04,0,0.0657255094843755,0
2018-10-05,0,2.147978145001563,0
2018-10-06,3,-1.3777979607328126,0
2018-10-07,0,0.3559845664687502,0
2018-10-08,0,-0.732076226465625,0
2018-10-09,0,-0.4068659399999999,0
2018-10-10,5,-0.29895534662500034,0
2018-10-11,0,-0.23762966711250016,0
2018-10-12,0,3.897531211984375,0
2018-10-13,2,-1.2844944260296878,0
2018-10-14,0,-0.47970751344843726,0
2018-10-15,7,-0.2538767167656249,0
2018-10-16,2,-0.17423341323281252,0
2018-10-17,5,-0.11888099999999999,0
2018-10-18,4,-0.09312344999999998,0
2018-10-19,0,1.924170905,0
2018-10-20,0,0.3364931329374997,0
2018-10-21,1,-0.5643336529312499,0
2018-10-22,3,-0.22399999999999987,0
2018-10-23,4,0.860175,0
2018-10-24,4,-0.39960300000000004,2
2018-10-25,2,-0.18128197499999993,0
2018-10-26,5,0.87930459,0
2018-10-27,0,-0.39087320728125013,0
2018-10-28,0,-0.17776379323125002,0
2018-10-29,0,-0.09636427573281249,0
2018-10-30,4,-0.05911977375,0
2018-10-31,2,-0.04559696676562504,0
2018-11-01,2,-0.03686427573281252,0
2018-11-02,0,-0.018957273750000003,0
2018-11-03,0,0.9841232832343749,0
2018-11-04,0,-0.3135834132328126,0
2018-11-05,0,-0.10499999999999993,0
2018-11-06,10,-0.05949999999999997,0
2018-11-07,1,-0.0401625,0
2018-11-08,3,-0.029720249999999997,0
2018-11-09,0,-0.023280862499999996,0
2018-11-10,0,1.98104272625,0
2018-11-11,0,-0.6158767167656252,0
2018-11-12,3,-0.2235834132328124,0
2018-11-13,3,-0.11899999999999994,0
