,gcc-mirror/gcc,llvm/llvm-project,golang/go
2009-01-25,3,-9.8873008128,0
2009-01-26,9,58.3853810688,11
2009-01-27,8,10.213884108800002,15
2009-01-28,17,38.3239919616,5
2009-01-29,12,10.66952417280001,4
2009-01-30,13,51.7071926272,11
2009-01-31,8,-26.66426480639999,3
2009-02-01,2,-29.7537215488,2
2009-02-02,14,40.7913038848,3
2009-02-03,12,59.260474880000004,5
2009-02-04,7,41.54129561600001,5
2009-02-05,11,7.327509913600011,11
2009-02-06,10,14.973178675200003,10
2009-02-07,5,17.2155444224,8
2009-02-08,3,-6.136099942400001,5
2009-02-09,15,9.1309802496,4
2009-02-10,16,15.764608409600001,7
2009-02-11,9,20.762144665600005,4
2009-02-12,17,16.028318617600007,4
2009-02-13,16,47.57305282560001,7
2009-02-14,2,-7.496888115199994,1
2009-02-15,5,-9.020924518400001,3
2009-02-16,7,29.1627165696,4
2009-02-17,16,58.8454320128,12
2009-02-18,16,42.748127436800004,4
2009-02-19,11,14.986066432000001,0
2009-02-20,8,33.835600998400004,7
2009-02-21,15,-21.54765567999999,1
2009-02-22,5,-4.614853324799995,1
2009-02-23,8,2.7307032575999983,0
2009-02-24,8,15.984259481599999,6
2009-02-25,13,13.8642397184,1
2009-02-26,7,34.295136768,3
2009-02-27,10,4.342374195200009,2
2009-02-28,7,20.1381823488,2
2009-03-01,18,9.083453542400008,0
2009-03-02,9,41.519953203200004,0
2009-03-03,12,11.495562444800001,11
2009-03-04,13,57.795997696,7
2009-03-05,9,12.488302899200008,21
2009-03-06,9,22.193886310400003,12
2009-03-07,5,-21.18632355839999,7
2009-03-08,5,-4.023875276799998,5
2009-03-09,8,47.81731327999999,1
2009-03-10,7,21.573375283200008,13
2009-03-11,15,29.443500544000003,13
2009-03-12,12,27.793918259200005,6
2009-03-13,6,57.5530172416,12
2009-03-14,3,-46.87511326719999,0
2009-03-15,3,-16.942362521600003,0
2009-03-16,12,-4.676642099200002,3
2009-03-17,22,29.083935436799997,7
2009-03-18,13,69.6362243072,8
2009-03-19,8,-5.631771340799993,4
2009-03-20,3,21.768429260800005,9
2009-03-21,2,-13.507958476799992,3
2009-03-22,7,0.4114098175999956,0
2009-03-23,9,32.244630630399996,3
2009-03-24,11,27.322805248,13
2009-03-25,14,7.6541587456,10
2009-03-26,7,20.714408652800003,4
2009-03-27,29,21.069171712,9
2009-03-28,41,25.7670590464,3
2009-03-29,23,7.577721344000004,0
2009-03-30,32,11.518593126400006,6
2009-03-31,35,30.755662233600006,20
2009-04-01,27,42.9309688832,7
2009-04-02,23,-4.391622860799998,8
2009-04-03,14,1.7299372032000022,14
2009-04-04,19,-23.171336703999998,1
2009-04-05,11,-13.179679846400003,0
2009-04-06,25,12.171611852799998,1
2009-04-07,44,44.7995450368,10
2009-04-08,46,22.666813337600004,3
2009-04-09,49,20.193308467200005,9
2009-04-10,53,38.52658790400001,7
2009-04-11,10,-18.393466265599997,2
2009-04-12,6,16.3421514752,1
2009-04-13,16,29.303303987200003,9
2009-04-14,14,23.3631217664,8
2009-04-15,50,65.7080645632,10
2009-04-16,61,1.4975405056,16
2009-04-17,68,10.709703475200001,10
2009-04-18,26,32.120530944,3
2009-04-19,17,9.059962572800003,1
2009-04-20,75,12.453537279999999,10
2009-04-21,20,38.08960450560001,9
2009-04-22,59,23.14540308480001,11
2009-04-23,18,8.162226688000004,1
2009-04-24,62,6.686474752000002,5
2009-04-25,24,22.413067264000006,5
2009-04-26,24,-1.5323631616000029,1
2009-04-27,22,32.31225344,3
2009-04-28,36,8.413499289600004,8
2009-04-29,62,34.9060938752,3
2009-04-30,19,-0.873698816000001,15
2009-05-01,7,16.4378165248,1
2009-05-02,10,-11.345122099199997,5
2009-05-03,14,126.5625227264,2
2009-05-04,14,-3.9363544063999854,3
2009-05-05,14,-15.079047065599994,8
2009-05-06,47,7.185093529599996,12
2009-05-07,21,1.1446124543999971,10
2009-05-08,19,32.7533508608,22
2009-05-09,8,-15.942251724800002,0
2009-05-10,19,-14.153236275200001,0
2009-05-11,13,33.4992902144,3
2009-05-12,21,24.057009356800002,7
2009-05-13,17,27.387491123200007,6
2009-05-14,25,5.646382080000009,11
2009-05-15,32,26.125587558400007,12
2009-05-16,15,-3.6877786112000024,7
2009-05-17,12,-15.089674444799996,1
2009-05-18,22,44.4278669312,11
2009-05-19,17,24.1126171648,10
2009-05-20,15,4.461856153600003,9
2009-05-21,18,-4.956450508800003,15
2009-05-22,13,20.3947249664,12
2009-05-23,10,-2.2969638912000008,11
2009-05-24,10,-5.040821043200001,2
2009-05-25,10,-3.484873523200001,1
2009-05-26,16,13.0247963648,9
2009-05-27,26,31.180721049600002,15
2009-05-28,18,0.16131758080000225,8
2009-05-29,19,7.452857446400003,11
2009-05-30,6,26.320373862400004,1
2009-05-31,11,-5.596578303999998,5
2009-06-01,24,5.5774065664000005,0
2009-06-02,26,7.274549145599998,8
