,nwjs/nw.js,AvaloniaUI/Avalonia,electron/electron
2022-03-05,2,7,1.0
2022-03-06,2,10,-0.19999999999999996
2022-03-07,0,11,6.92
2022-03-08,0,8,6.5520000000000005
2022-03-09,0,6,2.8064
2022-03-10,1,55,-1.0015360000000006
2022-03-11,0,19,1.7603711999999994
2022-03-12,0,9,-0.3844787200000004
2022-03-13,2,0,-1.0176773120000004
2022-03-14,0,12,1.3203332095999996
2022-03-15,0,19,4.087392256
2022-03-16,0,9,7.4223424512000005
2022-03-17,0,10,1.4285575168000006
2022-03-18,0,6,-0.9751434240000005
2022-03-19,0,12,0.7563687935999996
2022-03-20,1,3,-1.1947333632000001
2022-03-21,2,38,12.2793092096
2022-03-22,3,17,5.870987776
2022-03-23,0,20,6.736331059199999
2022-03-24,0,2,0.32495616000000016
2022-03-25,0,7,2.3036406783999994
2022-03-26,1,2,-2.5324865536000005
2022-03-27,2,20,-1.4646431744000008
2022-03-28,0,18,6.9413947392
2022-03-29,14,11,10.586187264000001
2022-03-30,6,15,5.089746636800001
2022-03-31,1,8,-0.6499521536000001
2022-04-01,0,3,-0.4796779520000003
2022-04-02,0,4,-1.8349039616000002
2022-04-03,0,9,-1.1641451520000003
2022-04-04,0,23,16.17238784
2022-04-05,0,8,0.9371837440000004
2022-04-06,0,11,1.0885060608
2022-04-07,0,7,1.6007712768000002
2022-04-08,0,7,-0.12044072959999985
2022-04-09,0,23,-1.5802954752000002
2022-04-10,2,25,-0.9863083008000005
2022-04-11,0,18,7.27755776
2022-04-12,1,20,9.819716096
2022-04-13,1,15,4.475588403200001
2022-04-14,1,44,1.8275379199999997
2022-04-15,0,32,2.3739183103999997
2022-04-16,0,29,-2.4701408256000006
2022-04-17,0,15,-1.403601100800001
2022-04-18,2,8,6.007152639999999
2022-04-19,0,3,-1.1773327359999994
2022-04-20,0,16,2.6023548928
2022-04-21,1,20,2.3324884992000006
2022-04-22,0,5,4.340473036800001
2022-04-23,0,3,-2.0586373119999997
2022-04-24,0,0,-1.0372843520000006
2022-04-25,0,3,4.336540159999999
2022-04-26,0,9,0.4969000960000005
2022-04-27,4,11,3.7956887551999996
2022-04-28,2,23,2.3397001216
2022-04-29,0,11,1.3270114304
2022-04-30,0,0,-0.49108367359999994
2022-05-01,1,0,-1.0280321024
2022-05-02,3,4,4.3884288
2022-05-03,0,10,4.54112
2022-05-04,0,20,3.032321024
2022-05-05,0,20,3.0285934591999997
2022-05-06,1,23,5.95289344
2022-05-07,0,1,-2.6792472576
2022-05-08,0,3,-1.3551557632000009
2022-05-09,0,12,4.100644249599999
