,twbs/bootstrap,ant-design/ant-design,mui/material-ui
2016-02-04,15,1,6.27551203890625
2016-02-05,5,1,14.332150657307812
2016-02-06,61,1,4.822159481648438
2016-02-07,43,0,9.971487886995313
2016-02-08,28,0,34.854648468621875
2016-02-09,29,0,-1.4020238511859375
2016-02-10,0,0,12.880962758410938
2016-02-11,6,3,13.4109133877875
2016-02-12,0,0,11.253454317090624
2016-02-13,0,0,-5.873324797853124
2016-02-14,5,2,2.0047178936437504
2016-02-15,2,1,1.791962701710938
2016-02-16,33,4,-2.3766676846265646
2016-02-17,49,12,3.636517202007812
2016-02-18,6,10,-1.3714146133640632
2016-02-19,15,13,8.217814920259375
2016-02-20,0,4,-0.4235113731906264
2016-02-21,0,8,8.371836516307813
2016-02-22,0,26,7.93141747721875
2016-02-23,9,15,3.117008123035937
2016-02-24,1,16,12.972425837596875
2016-02-25,3,15,-6.527220244551563
2016-02-26,2,7,14.653933283845314
2016-02-27,10,1,4.845001244634375
2016-02-28,11,0,14.475407677381249
2016-02-29,1,5,-4.132699021098439
2016-03-01,1,6,3.6571234520062506
2016-03-02,1,25,14.612436854585937
2016-03-03,4,15,3.4992380478765615
2016-03-04,4,12,-3.1535792149531243
2016-03-05,2,7,3.612024504989064
2016-03-06,3,5,0.2335766168749993
2016-03-07,15,17,7.332756825381249
2016-03-08,0,10,4.968676992035937
2016-03-09,0,23,-1.9741663745515625
2016-03-10,4,81,7.984367678095312
2016-03-11,6,23,-1.736815643340626
2016-03-12,0,2,8.331219889146876
2016-03-13,1,8,0.5684247241968752
2016-03-14,7,30,-2.2059998084375003
2016-03-15,2,23,1.3589514419171875
2016-03-16,7,19,7.333243695535937
2016-03-17,1,9,8.723765836128123
2016-03-18,0,14,1.3472187846328119
2016-03-19,2,2,-1.4798518021046867
2016-03-20,0,5,-3.940246637867187
2016-03-21,0,13,2.7538047268640624
2016-03-22,5,19,5.031026600823437
2016-03-23,0,20,-1.9780079097765628
2016-03-24,7,11,11.449409316914062
2016-03-25,0,33,3.2967142797203106
2016-03-26,0,1,-3.151911864384375
2016-03-27,2,3,0.015334514575000568
2016-03-28,0,30,4.39741757831875
2016-03-29,0,29,19.410850501171875
2016-03-30,2,47,-4.7200846727890635
2016-03-31,2,25,1.1732216656062517
2016-04-01,0,25,4.5745837000656255
2016-04-02,3,0,4.85940537885
2016-04-03,0,4,-3.5200577613765622
2016-04-04,3,2,-2.2883137305124994
2016-04-05,1,25,1.6741879966921873
2016-04-06,7,30,-1.768869898239064
2016-04-07,2,31,0.1437757235828121
2016-04-08,0,12,4.404378957724999
2016-04-09,7,4,1.2796043572124995
2016-04-10,5,10,3.549743203248437
2016-04-11,9,20,8.033286460390624
2016-04-12,2,18,8.38943099926875
2016-04-13,1,29,1.1064192209546881
2016-04-14,3,19,3.2728339078031254
2016-04-15,1,21,6.219187060735938
2016-04-16,0,4,-0.7434766470593752
2016-04-17,6,5,-0.31334122645937423
2016-04-18,1,13,1.4303830727250002
2016-04-19,1,9,1.4373955399312495
2016-04-20,0,9,1.5345020702359369
2016-04-21,4,11,5.672779683114062
2016-04-22,0,10,2.6107745494953125
2016-04-23,4,2,-1.1631347590343752
2016-04-24,2,3,0.0590517131109376
2016-04-25,1,14,-1.4841783644765623
2016-04-26,0,9,0.312972331990625
2016-04-27,0,24,4.336355968757813
2016-04-28,2,15,7.239969598757812
2016-04-29,0,17,-2.2916742708046876
2016-04-30,0,1,6.522852604795313
2016-05-01,0,0,1.9717177733234372
2016-05-02,0,0,3.4021541112546876
2016-05-03,0,5,7.122745821035938
2016-05-04,0,3,5.7952078857359375
2016-05-05,0,15,-0.7385188395593749
2016-05-06,1,14,7.743331042946876
2016-05-07,0,8,10.092782545390625
2016-05-08,32,8,3.4270227926437498
2016-05-09,17,17,-3.828036673439062
2016-05-10,3,30,-0.29480824550624973
2016-05-11,20,33,-0.7634051008015628
2016-05-12,20,12,1.8859703512671873
2016-05-13,8,12,1.6708075356109373
2016-05-14,3,3,-2.271154284851563
2016-05-15,2,15,0.9427304742062494
2016-05-16,4,26,-2.1344470173968757
2016-05-17,1,11,2.9333668716421872
2016-05-18,1,22,-0.8447969905109378
2016-05-19,1,18,3.8166377655218753
2016-05-20,3,9,2.829638195223437
2016-05-21,0,6,0.5187494887578121
2016-05-22,2,1,2.9777908958203128
2016-05-23,0,23,-2.4973697635296874
2016-05-24,0,8,1.807226052801563
2016-05-25,0,7,3.3345427966875
2016-05-26,6,24,0.613625699053125
2016-05-27,0,44,4.990302796689063
2016-05-28,2,5,-0.15356428374218822
2016-05-29,0,0,-1.3138068352109373
2016-05-30,2,1,-1.4905651610265622
2016-05-31,22,5,10.105008550085937
2016-06-01,0,11,2.099711643453124
2016-06-02,2,24,-1.4242949322765623
2016-06-03,4,15,1.767689029789063
2016-06-04,15,0,4.559172559192188
2016-06-05,9,0,-1.3685690666765629
2016-06-06,0,11,1.8556370560359383
2016-06-07,0,2,-1.4083890994828123
2016-06-08,2,2,3.4260322480781245
2016-06-09,1,2,4.492917406345312
2016-06-10,1,6,-2.2566395454281256
2016-06-11,0,7,3.2385201652218756
2016-06-12,0,9,3.4514585822093746
2016-06-13,6,14,-1.0401860336609379
2016-06-14,0,7,3.9982604702218754
2016-06-15,0,21,0.07450447405312488
2016-06-16,1,16,0.7124749741890621
2016-06-17,0,7,-0.14506216977343733
2016-06-18,0,3,0.2606523468546875
2016-06-19,0,8,-0.5405813645609374
2016-06-20,6,6,-1.1794253392578127
2016-06-21,0,9,0.3096741070718749
2016-06-22,2,15,-0.7484070358093753
2016-06-23,0,15,-0.4371671759437502
2016-06-24,2,13,1.7379230875046874
2016-06-25,0,1,0.2261384167703122
2016-06-26,3,5,4.382402216253125
2016-06-27,3,17,5.20967559426875
2016-06-28,6,14,6.202634313017187
2016-06-29,7,6,-3.8479797167656247
2016-06-30,0,1,-1.6521778882328118
2016-07-01,0,3,1.9735658400000002
2016-07-02,0,0,1.36338073021875
2016-07-03,0,0,7.21672180051875
2016-07-04,2,15,5.371304324189063
2016-07-05,1,8,-1.2936570472734372
2016-07-06,2,10,-0.8281225935203125
2016-07-07,0,19,-0.09321655659531203
2016-07-08,4,16,-0.7441591587499996
2016-07-09,1,19,11.669000515953124
2016-07-10,1,6,14.237990633754688
2016-07-11,0,12,-1.6883642418390634
2016-07-12,7,7,-5.036677716235937
2016-07-13,1,9,3.4333101081078135
2016-07-14,2,1,-1.4401498332296878
2016-07-15,0,9,-2.4161884962468747
2016-07-16,2,3,-0.47714598948124953
2016-07-17,2,5,2.6201708925640617
2016-07-18,0,10,0.8443678669265613
2016-07-19,1,8,1.068029172982812
2016-07-20,5,4,-1.7349683468968748
2016-07-21,1,29,0.18295490190624997
2016-07-22,0,4,14.145596724571876
2016-07-23,0,2,-0.9538958002156255
2016-07-24,8,13,4.914790850734375
2016-07-25,3,22,-3.9564671890453122
2016-07-26,11,19,-1.8689933744781246
2016-07-27,14,8,0.8058849975046876
2016-07-28,8,1,0.5508985490515625
2016-07-29,0,16,-1.441121273015625
2016-07-30,3,5,-0.8428101597171879
2016-07-31,0,3,-0.6182412555546879
2016-08-01,0,9,6.67888711294375
2016-08-02,9,11,3.685330469137499
2016-08-03,2,19,-2.6194762724999996
2016-08-04,3,13,-1.1161679810312495
2016-08-05,0,7,-0.697057759996875
2016-08-06,1,4,5.523816423534375
