,cfengine/core,saltstack/salt,ansible/ansible
2012-05-05,1,16.0,4
2012-05-06,0,0.1999999999999993,17
2012-05-07,8,3.820000000000001,7
2012-05-08,3,5.423,25
2012-05-09,6,8.6249,5
2012-05-10,4,33.0621635,36
2012-05-11,6,-1.4027325499999996,16
2012-05-12,3,7.242275057500002,2
2012-05-13,0,29.9131253755,6
2012-05-14,13,4.8498523756968765,10
2012-05-15,1,-3.1450230097734355,8
2012-05-16,0,-2.4514982897703117,2
2012-05-17,1,6.6536228242015625,2
2012-05-18,5,-1.50488054713594,0
2012-05-19,21,9.463708412217187,4
2012-05-20,0,0.8023187679578108,6
2012-05-21,5,6.359664294417186,0
2012-05-22,5,6.683995040593748,3
2012-05-23,13,25.54012539695625,2
2012-05-24,20,-1.2619065359359372,1
2012-05-25,8,-8.116228409846872,5
2012-05-26,9,13.107631788632814,3
2012-05-27,0,12.611094946621874,2
2012-05-28,0,2.749099037385937,0
2012-05-29,5,2.458795151703125,6
2012-05-30,10,22.42295494325625,9
2012-05-31,7,-0.8778256022734396,3
2012-06-01,11,-3.233604802868749,10
2012-06-02,16,-3.288238481807811,0
2012-06-03,1,14.618002957487501,0
2012-06-04,9,9.567914947232811,0
2012-06-05,1,9.824196101659375,3
2012-06-06,5,17.175293164803126,1
2012-06-07,3,-4.617220774778126,4
2012-06-08,2,2.9592000055796888,5
2012-06-09,0,3.5918975156140647,2
2012-06-10,0,0.9054723778078131,2
2012-06-11,0,7.934697060506251,3
2012-06-12,6,1.4872322417968746,1
2012-06-13,5,5.734956385764063,3
2012-06-14,4,-4.726807647843751,12
2012-06-15,7,6.239996593590624,8
2012-06-16,4,12.014284882217186,5
2012-06-17,0,-5.426164961231251,4
2012-06-18,2,20.225590109065624,3
2012-06-19,0,42.73042632942031,6
2012-06-20,5,-14.432153262398437,14
2012-06-21,3,-9.163144759031248,9
2012-06-22,7,26.971476691426563,3
2012-06-23,0,17.139913610879685,1
2012-06-24,1,-9.714740081092186,0
2012-06-25,1,11.763066855262503,6
2012-06-26,6,12.288328407410937,4
2012-06-27,15,-0.3058815743984393,2
