,JetBrains/kotlin,rust-lang/rust,apple/swift
2014-10-17,14.0,21,14
2014-10-18,9.599999999999998,17,7
2014-10-19,-1.7300000000000013,16,3
2014-10-20,22.105999999999998,15,24
2014-10-21,18.097224999999998,23,15
2014-10-22,71.412078,20,8
2014-10-23,-8.462052425000007,21,22
2014-10-24,6.151168615,19,29
2014-10-25,-4.343084790968749,26,8
2014-10-26,-2.937200916174992,21,12
2014-10-27,7.833136595854693,53,20
2014-10-28,5.31640599189063,41,20
2014-10-29,3.333418337095315,24,17
2014-10-30,41.70512478682344,45,9
2014-10-31,30.13386208803906,37,19
2014-11-01,-4.191117795707816,18,14
2014-11-02,-2.5509165028953134,30,14
2014-11-03,-2.438083562499996,76,18
2014-11-04,-1.8183917751562442,24,14
2014-11-05,31.54374624301563,34,15
2014-11-06,10.56054821661875,69,20
2014-11-07,60.10178727209688,40,25
2014-11-08,-0.7648581851437548,18,16
2014-11-09,-5.121951513575,31,15
2014-11-10,16.9478437319125,18,13
2014-11-11,27.765103484964065,18,40
2014-11-12,59.13970583625,32,35
2014-11-13,28.036537426734373,20,18
2014-11-14,19.713770511079687,20,29
2014-11-15,-8.273139391039061,14,16
2014-11-16,-5.124111816424993,42,6
2014-11-17,42.63048710471251,62,29
2014-11-18,6.786455647187504,42,27
2014-11-19,7.367204451531253,73,33
2014-11-20,19.065037552834376,38,38
2014-11-21,42.434286499320315,55,47
2014-11-22,-7.877782973818751,18,17
2014-11-23,-4.187266298542186,46,4
2014-11-24,58.232004047500006,25,11
2014-11-25,31.754837691281253,36,2
2014-11-26,10.500986049878126,33,2
2014-11-27,20.42150268529375,45,0
2014-11-28,36.17326548465782,11,4
2014-11-29,-8.526973235612498,7,0
2014-11-30,-4.947785184224995,16,1
2014-12-01,64.70719827875,12,12
2014-12-02,3.598867068546877,18,22
2014-12-03,62.48576265843282,33,39
2014-12-04,-9.806248384984379,41,28
2014-12-05,5.124498411645318,60,46
2014-12-06,-5.114257978142184,17,15
2014-12-07,-3.414897759045304,51,2
2014-12-08,38.62830424250001,27,19
2014-12-09,-3.046446448812498,42,18
2014-12-10,22.203578654603128,20,15
2014-12-11,20.171225485204687,17,20
2014-12-12,68.68621770325468,24,28
2014-12-13,-10.102424545707818,122,16
2014-12-14,-4.260105140395312,79,11
2014-12-15,51.361074416250005,47,19
2014-12-16,43.75526200260938,37,15
2014-12-17,-6.886683808020312,63,31
2014-12-18,48.24653347273594,41,24
2014-12-19,2.5519342361750024,103,26
2014-12-20,-2.6075597390546816,45,17
2014-12-21,31.26442202859063,57,3
2014-12-22,-2.59027150676562,62,19
2014-12-23,45.596731189104695,26,42
2014-12-24,29.814430069960938,22,15
2014-12-25,2.805233981584376,35,0
2014-12-26,23.37448913454844,30,3
2014-12-27,-5.662157028128123,27,3
2014-12-28,-3.9005930974937444,35,2
2014-12-29,45.20824591129376,63,0
2014-12-30,-5.000469980856248,126,0
2014-12-31,15.073598094075003,42,0
2015-01-01,-4.661384292640625,49,4
2015-01-02,12.336912956712505,70,1
2015-01-03,12.762608848401564,61,0
2015-01-04,-3.5847326365578107,60,2
2015-01-05,8.979061452464064,127,15
2015-01-06,2.402517845250002,136,25
2015-01-07,-1.2004130265062471,78,12
2015-01-08,5.7076061601312515,109,35
2015-01-09,2.348636658067189,43,43
2015-01-10,11.654879414765626,33,18
2015-01-11,9.795395816210938,48,10
2015-01-12,32.618023388175,86,10
2015-01-13,11.220150813078122,32,27
2015-01-14,23.906463773276563,34,22
2015-01-15,3.843165750554686,91,28
2015-01-16,0.17655350885468968,50,28
2015-01-17,-2.8969136710640595,44,7
2015-01-18,-2.02469627184687,46,2
2015-01-19,15.425892092095317,43,34
2015-01-20,14.090586574021877,72,35
2015-01-21,32.59439854549219,96,34
2015-01-22,20.595714278737496,51,40
2015-01-23,-5.421419973146877,28,33
2015-01-24,-2.9351101748859367,43,16
2015-01-25,-2.016184372643746,22,9
2015-01-26,2.470224951250005,31,12
2015-01-27,2.3558778924843784,66,24
2015-01-28,14.37297279562344,44,41
2015-01-29,35.330324135826565,40,27
2015-01-30,17.732215170299998,65,27
2015-01-31,-4.831487165934378,28,18
2015-02-01,-2.56571505,36,7
2015-02-02,11.204434165000004,51,17
2015-02-03,5.319085762937504,43,18
2015-02-04,10.494790472793753,21,51
2015-02-05,10.058524836606251,49,37
2015-02-06,30.86525495108125,71,33
2015-02-07,-5.269545345725001,35,16
2015-02-08,-2.6623262708265614,18,0
2015-02-09,35.30335559875,21,15
2015-02-10,23.003713448296878,66,42
2015-02-11,34.485974699157815,75,58
2015-02-12,20.902194634259374,39,48
2015-02-13,15.226728675329689,46,31
2015-02-14,-6.209377475498436,25,11
2015-02-15,-3.8383244487218695,71,7
2015-02-16,66.37077688875,71,21
2015-02-17,-3.9969755765781247,86,23
2015-02-18,29.649476991732815,123,25
2015-02-19,25.090411838368748,36,18
2015-02-20,28.808859316625004,17,32
2015-02-21,-6.69853900735,53,30
2015-02-22,-3.5287248682906203,72,4
