,nim-lang/Nim,golang/go,rust-lang/rust
2014-09-16,5,23.0,22
2014-09-17,7,10.699999999999998,61
2014-09-18,18,11.665,30
2014-09-19,5,19.359499999999997,21
2014-09-20,0,-3.675737500000001,18
2014-09-21,7,-1.0282977499999992,12
2014-09-22,2,5.471480962500002,43
2014-09-23,2,3.1485293237500036,19
2014-09-24,1,19.253374074390628,34
2014-09-25,1,12.692399799970312,31
2014-09-26,3,17.664542967314063,21
2014-09-27,3,-2.9758785843468765,16
2014-09-28,3,-1.3034987895406238,9
2014-09-29,0,12.434414000734378,47
2014-09-30,0,19.42747171260469,37
2014-10-01,4,8.232192395920313,40
2014-10-02,10,5.677390511492188,67
2014-10-03,0,6.052009704745314,43
2014-10-04,6,1.313218577346877,22
2014-10-05,8,-1.04532458752031,27
2014-10-06,0,16.62129331194844,25
2014-10-07,1,10.165626047745313,29
2014-10-08,1,10.054129960653125,23
2014-10-09,1,7.998974609271874,48
2014-10-10,5,-0.7829341138218742,12
2014-10-11,10,1.1565447125359392,25
2014-10-12,6,-0.5435030961359353,23
2014-10-13,1,3.8572383318406276,41
2014-10-14,4,4.654938049432815,22
2014-10-15,2,17.4877113964,28
2014-10-16,1,7.236559414079687,27
2014-10-17,3,6.578460793860937,21
2014-10-18,2,-0.25402585517656284,17
2014-10-19,19,3.4983055971312513,16
2014-10-20,2,14.471451323126564,15
2014-10-21,12,4.397989167385938,23
2014-10-22,2,7.809319755476563,20
2014-10-23,1,0.6318678624875003,21
2014-10-24,5,7.25788763041094,19
2014-10-25,4,-0.980606297499999,26
2014-10-26,4,-0.27072923010468575,21
2014-10-27,0,16.04107250235,53
2014-10-28,0,18.587823980320312,41
2014-10-29,4,18.589003918315623,24
2014-10-30,3,12.027506450842186,45
2014-10-31,5,5.218422006843749,37
2014-11-01,7,-1.0904643334984363,18
2014-11-02,13,-1.1740326445890599,30
2014-11-03,18,6.385369235698441,76
2014-11-04,6,1.9605774299484402,24
2014-11-05,3,6.2267556660609396,34
2014-11-06,4,12.056267957901564,69
2014-11-07,4,1.4805481947093755,40
2014-11-08,6,-0.7254298627156246,18
2014-11-09,0,5.8801169048953135,31
2014-11-10,4,11.5550273619125,18
2014-11-11,3,23.813599258339064,18
2014-11-12,5,12.151888682649998,32
2014-11-13,5,3.380644038231249,20
2014-11-14,12,18.19888624999375,20
2014-11-15,2,-1.8768277213156241,14
2014-11-16,8,1.6139387405906271,42
2014-11-17,3,7.9471870801046895,62
2014-11-18,2,8.534061910545315,42
2014-11-19,4,3.3286288011265643,73
2014-11-20,5,6.779595189565626,38
2014-11-21,1,10.784756522065626,55
2014-11-22,2,1.4009830164203132,18
2014-11-23,2,-0.9142666892859364,46
2014-11-24,0,2.7560469428656265,25
2014-11-25,1,2.697055475950002,36
2014-11-26,0,-1.2749280085312484,33
2014-11-27,5,-0.7998761847390613,45
2014-11-28,4,-0.5461407836062488,11
2014-11-29,2,-0.4046315395265613,7
2014-11-30,2,-0.27566708127968675,16
2014-12-01,1,1.8598134418406254,12
2014-12-02,0,1.7089531104015625,18
2014-12-03,2,1.6381313377937499,33
2014-12-04,3,1.61940458985625,41
2014-12-05,2,10.611675,60
2014-12-06,2,2.6794414999999994,17
2014-12-07,1,-1.0518825250000003,51
2014-12-08,9,12.3844300825,27
2014-12-09,2,5.25883095646875,42
2014-12-10,7,5.370620001396875,20
2014-12-11,5,7.347129138896875,17
2014-12-12,8,10.106274460146876,24
2014-12-13,3,1.6749208167562504,122
