,aws/aws-cli,iterate-ch/cyberduck,rclone/rclone
2013-04-13,0,-2.681480132189062,0
2013-04-14,0,-1.6584994656468748,0
2013-04-15,0,1.852523999484375,0
2013-04-16,0,8.206091371314063,0
2013-04-17,1,3.9698045594421867,0
2013-04-18,6,4.926325287346875,0
2013-04-19,5,7.3909909400187495,0
2013-04-20,3,2.32521329120625,0
2013-04-21,2,-4.883845087499999,0
2013-04-22,1,1.5570950537500008,0
2013-04-23,6,24.151117962203124,0
2013-04-24,1,-0.7586463598546889,0
2013-04-25,1,2.2764043197968755,0
2013-04-26,0,-6.077441941753124,0
2013-04-27,0,-3.148198010282812,0
2013-04-28,0,-2.0825473929187504,0
2013-04-29,2,19.557975561637498,0
2013-04-30,5,-4.352363270812501,0
2013-05-01,3,-1.9681482318531245,0
2013-05-02,8,18.155241928073437,0
2013-05-03,0,4.202946330014061,0
2013-05-04,0,-6.790863469095312,0
2013-05-05,2,-3.1678838624999983,0
2013-05-06,0,5.9152016637500004,0
2013-05-07,7,-3.9429198483281263,0
2013-05-08,1,-2.0563374881859375,0
2013-05-09,2,1.7740232280203125,0
2013-05-10,1,1.190634836456249,0
2013-05-11,2,-1.9285342790765634,0
2013-05-12,2,-0.84274785879375,0
2013-05-13,1,5.54935431,0
2013-05-14,2,-2.1366619841250007,0
2013-05-15,1,-0.8976706433624997,0
2013-05-16,7,9.51628559125,0
2013-05-17,8,-0.3454769715468755,0
2013-05-18,0,-2.216701889995312,0
2013-05-19,1,-1.090435414698437,0
2013-05-20,5,-0.6938686424999998,0
2013-05-21,7,1.4870496994062496,0
2013-05-22,1,-0.003469854396875194,0
2013-05-23,3,6.230584675,0
2013-05-24,2,12.460361011093749,0
2013-05-25,3,-5.558289282625001,0
2013-05-26,0,-2.131853239698436,0
2013-05-27,0,-1.2499194749999996,0
2013-05-28,3,-0.8716746599999999,0
2013-05-29,2,-0.65948049478125,0
2013-05-30,4,4.47504260301875,0
2013-05-31,2,-0.9090795368421882,0
2013-06-01,0,-1.1582346441140632,0
2013-06-02,0,-0.6062511984921877,0
2013-06-03,0,2.7396875,0
2013-06-04,0,6.91123625,0
2013-06-05,4,0.13887543749999987,0
2013-06-06,1,-2.0365672312499994,0
2013-06-07,0,15.990171642421876,0
2013-06-08,0,-4.772754532929688,0
2013-06-09,0,-2.5266755007328117,0
2013-06-10,8,10.551220528750001,0
2013-06-11,19,21.388606572203123,0
2013-06-12,2,-9.830042545073438,0
2013-06-13,0,-4.025792368659373,0
2013-06-14,3,17.584745244051565,0
2013-06-15,0,-7.689729458765626,0
2013-06-16,0,-0.39889159172343636,0
2013-06-17,0,-2.936373123232812,0
2013-06-18,0,4.1983402813124995,0
2013-06-19,0,2.8512994052999985,0
2013-06-20,0,2.6307265059468747,0
2013-06-21,0,65.744693775,0
2013-06-22,1,-20.315351922812503,0
2013-06-23,0,11.050163414093756,0
2013-06-24,0,1.0778881747031264,0
2013-06-25,0,48.93728694280156,0
2013-06-26,3,48.670288631906246,0
2013-06-27,0,-1.8635744349906247,6
2013-06-28,2,16.78627060625938,2
2013-06-29,0,40.663906266275,5
2013-06-30,0,-25.223336771595314,0
2013-07-01,6,-9.03782872177812,0
2013-07-02,9,25.81912326915625,1
2013-07-03,0,1.673548270049995,0
2013-07-04,0,11.777629565887498,0
2013-07-05,0,30.020384998017185,0
2013-07-06,0,-15.389778382610938,0
2013-07-07,0,25.50364533092031,0
2013-07-08,0,20.33785231125625,0
2013-07-09,4,30.77178348824375,0
2013-07-10,14,16.917644721526564,0
2013-07-11,7,-9.484301707424997,2
2013-07-12,5,-16.42396465107656,0
2013-07-13,3,36.57470780024688,0
2013-07-14,3,-5.272945229301566,0
2013-07-15,8,23.194255206526563,0
2013-07-16,0,36.06221740704375,0
2013-07-17,4,8.390140893873436,0
2013-07-18,18,15.209995714720314,0
2013-07-19,2,16.246109967737503,0
2013-07-20,0,-20.041585478492188,0
2013-07-21,0,16.33228126003125,0
2013-07-22,2,-7.2123553264437525,0
2013-07-23,0,34.989786649929684,0
2013-07-24,0,35.497560568276555,0
2013-07-25,3,-17.22247850158594,0
2013-07-26,2,15.673157802256252,0
2013-07-27,2,-14.187637474207811,0
2013-07-28,4,35.51001393612188,0
2013-07-29,0,0.6609534653468749,0
2013-07-30,3,21.925153836090626,0
2013-07-31,6,5.986690217185938,0
2013-08-01,3,-16.854447736334375,0
2013-08-02,3,-8.509283641928125,0
2013-08-03,0,-5.270980355814062,0
2013-08-04,0,-1.8775388660312506,0
2013-08-05,2,-0.3387461316515643,0
2013-08-06,1,-3.3222286220390647,0
2013-08-07,1,3.232961371265623,0
2013-08-08,1,5.34167079124531,0
2013-08-09,1,9.555486669179686,0
2013-08-10,0,-2.1732224749999993,0
2013-08-11,0,1.9504303650000008,0
2013-08-12,5,-1.1470265047812496,0
2013-08-13,25,10.7454242107375,0
2013-08-14,11,-1.2361342584484376,0
2013-08-15,0,-1.5076662363281246,0
2013-08-16,19,-2.533644196539062,0
2013-08-17,0,-1.5178937575656257,0
2013-08-18,0,20.96842413392656,0
2013-08-19,13,-4.259905583526564,0
2013-08-20,5,-2.708679008445311,0
2013-08-21,20,7.720045035581251,0
2013-08-22,5,3.554919213410937,0
2013-08-23,15,5.6300799135375,0
2013-08-24,0,-5.103669051465625,0
2013-08-25,0,9.555752140000001,0
2013-08-26,12,1.7570570474062492,0
2013-08-27,6,-4.59761814016875,0
2013-08-28,13,15.821350906035939,0
2013-08-29,25,-6.855267395889063,0
2013-08-30,17,-2.9802011039531244,0
2013-08-31,8,-1.8258465735187501,0
2013-09-01,0,12.750787545171875,0
2013-09-02,4,42.9418139825625,0
2013-09-03,8,-2.563193501153126,0
2013-09-04,7,-0.5093148201296849,0
2013-09-05,3,6.825944098218752,0
2013-09-06,10,23.028615061809376,0
2013-09-07,1,-14.084779075,0
2013-09-08,0,3.5469082675000028,0
2013-09-09,4,11.73820475028125,0
2013-09-10,4,35.06853560249062,0
2013-09-11,3,18.545888455106248,0
2013-09-12,14,-5.735406659165623,0
2013-09-13,7,2.496592356187504,0
2013-09-14,3,-5.383112009992189,0
2013-09-15,0,7.9614979015500005,0
2013-09-16,11,11.489144068593749,0
2013-09-17,9,21.522238267875,0
2013-09-18,9,20.279613802873435,0
2013-09-19,2,19.870228887945313,0
2013-09-20,1,29.404535611182812,0
2013-09-21,2,-23.68246031601094,0
2013-09-22,0,1.0761557584140675,0
2013-09-23,11,27.386496841103124,0
2013-09-24,1,-10.771778747553128,0
2013-09-25,0,29.363389788845314,0
2013-09-26,4,-17.358903105245314,0
2013-09-27,2,-8.820542527225001,0
2013-09-28,0,-2.4690061743625016,0
2013-09-29,0,-0.551789058407814,0
2013-09-30,11,-0.8178355411875007,0
2013-10-01,11,14.641528137862498,0
2013-10-02,10,3.517633967293748,0
2013-10-03,5,15.63257941299531,0
2013-10-04,1,-5.694424333578127,0
2013-10-05,0,-3.140164434482811,0
2013-10-06,0,-3.4990538327968745,0
2013-10-07,0,9.761317796989061,0
2013-10-08,6,39.76722028177188,0
2013-10-09,5,5.9935538722703114,0
2013-10-10,1,5.972230704887501,0
2013-10-11,4,15.209453865595314,0
2013-10-12,2,-7.968212005684375,0
2013-10-13,0,-8.351943686462498,0
2013-10-14,12,28.044274076034377,0
2013-10-15,0,28.538150855062497,0
2013-10-16,4,9.154728626753123,0
2013-10-17,11,-0.9011343530703115,0
2013-10-18,0,13.183613224081252,0
2013-10-19,1,-14.614093096595312,0
2013-10-20,0,-5.2850814203796865,0
2013-10-21,2,6.693346261853126,0
2013-10-22,6,-4.301750300765627,0
2013-10-23,5,18.929901294160935,0
2013-10-24,7,8.767004769784371,0
2013-10-25,0,-7.06714265626875,1
2013-10-26,1,-4.47682147263125,0
2013-10-27,0,-2.4690143915531246,0
2013-10-28,10,36.61104319396875,0
2013-10-29,6,-2.3829721989031256,0
2013-10-30,5,24.308234683409378,0
2013-10-31,4,11.702795019176563,0
2013-11-01,1,22.776630030115626,0
2013-11-02,4,-4.742330387970313,0
2013-11-03,0,1.03217688228594,0
2013-11-04,0,15.483623456251564,0
2013-11-05,8,10.193187159157812,0
2013-11-06,11,25.739448790748437,0
2013-11-07,5,25.99689402117344,0
2013-11-08,7,16.57629413616094,0
2013-11-09,0,-7.031329535631251,0
2013-11-10,0,-12.153016591317183,0
2013-11-11,2,10.773765992520314,0
2013-11-12,2,0.9131631720671862,0
2013-11-13,9,10.519833041071875,0
2013-11-14,0,-1.1433927944625033,0
2013-11-15,0,6.4827538524843735,0
2013-11-16,3,-8.90566474308594,0
2013-11-17,0,-5.154668688814062,0
2013-11-18,3,1.9439092137109375,0
2013-11-19,0,14.37735000373906,0
2013-11-20,2,13.427055681140624,0
2013-11-21,5,0.3917605146453127,0
2013-11-22,10,-4.263305304810936,0
2013-11-23,1,-4.493428537560937,0
2013-11-24,0,-0.6379926409906251,0
2013-11-25,6,7.6683244430171875,0
2013-11-26,20,3.462797376171874,0
2013-11-27,6,5.357229908304687,0
2013-11-28,1,6.647347184731249,0
2013-11-29,0,-6.087956166795313,0
2013-11-30,0,-2.7035285076249993,0
2013-12-01,0,-1.6648604121984372,0
2013-12-02,4,-0.18672557103124987,0
2013-12-03,5,0.7729561908781246,0
2013-12-04,4,-1.4367909539531256,0
2013-12-05,9,-0.7644217585187505,0
2013-12-06,5,-0.4855172335156257,0
2013-12-07,4,-0.2730462087937503,0
2013-12-08,0,-0.08272136249999999,0
2013-12-09,2,-0.06551899875,0
2013-12-10,0,-0.053791264265625055,0
2013-12-11,2,-0.04533684676406261,0
2013-12-12,5,-0.027166826465625047,0
2013-12-13,3,10.0,0
2013-12-14,1,-3.0000000000000004,0
2013-12-15,0,-1.0499999999999994,0
2013-12-16,7,-0.5949999999999998,0
2013-12-17,0,-0.40162499999999995,0
2013-12-18,1,-0.2972025,0
2013-12-19,2,-0.23280862499999996,0
2013-12-20,14,-0.18957273750000003,0
2013-12-21,2,-0.15876716765625046,0
2013-12-22,0,0.8641658676718748,0
2013-12-23,0,0.7,0
2013-12-24,0,-0.40499999999999997,0
2013-12-25,0,-0.1644999999999999,0
2013-12-26,0,-0.09966249999999996,0
2013-12-27,0,-0.06988275,0
2013-12-28,0,1.9469988875,0
2013-12-29,1,2.35776186375,0
2013-12-30,0,3.8551660094843747,0
2013-12-31,0,0.03653987000156245,0
2014-01-01,0,2.602591586767188,0
2014-01-02,10,-1.8874279999999999,0
2014-01-03,2,5.124465025,0
2014-01-04,0,-2.374683385,0
2014-01-05,0,-1.0551200672812495,0
2014-01-06,0,0.3079739294874999,0
2014-01-07,0,-0.7921468210265628,0
2014-01-08,0,-0.4588210946953126,0
2014-01-09,14,-0.28985886852812515,0
2014-01-10,0,11.79176020456875,0
2014-01-11,0,-3.724980550593751,0
2014-01-12,0,5.635218658103126,0
2014-01-13,0,4.16704272625,0
2014-01-14,0,-1.332826716765625,0
2014-01-15,6,-2.1217264132328117,0
2014-01-16,5,6.81299215,0
2014-01-17,0,0.764333465,0
2014-01-18,0,-2.6818533886875002,0
2014-01-19,0,-1.4141084125437497,0
2014-01-20,0,-0.8496996586093751,0
2014-01-21,0,7.357452542510937,0
2014-01-22,4,-2.8319652261609383,0
2014-01-23,7,1.8880515335343755,0
2014-01-24,0,5.4211571708749995,0
2014-01-25,0,-2.9084741729250005,0
2014-01-26,0,-1.2055956529312493,0
2014-01-27,0,4.2767656,0
2014-01-28,4,10.97804356,0
2014-01-29,8,18.170101928375,0
2014-01-30,4,7.108994835387499,0
2014-01-31,3,-3.3696435665468734,0
2014-02-01,2,-5.371101007057812,0
2014-02-02,0,-2.9985889551296863,0
2014-02-03,3,0.9788966687500005,0
2014-02-04,0,-2.4376244800781253,0
2014-02-05,2,1.453573269632812,0
2014-02-06,11,2.9600304498640613,0
2014-02-07,5,-2.596719841354689,0
2014-02-08,0,-1.089378945553125,0
2014-02-09,0,-0.5557471536640625,0
2014-02-10,1,8.65315492875,0
2014-02-11,12,1.0339260122031249,0
2014-02-12,2,7.640973626551563,0
2014-02-13,0,-3.0979165190468745,0
2014-02-14,7,-2.0695963235265618,0
2014-02-15,0,-1.1960493161640624,0
2014-02-16,0,-0.7895337625,0
2014-02-17,1,0.39889608625000006,0
