,adblockplus/adblockplus,brave/brave-browser,gorhill/ublock
2017-05-18,0.0,0,2
2017-05-19,1.0,0,3
2017-05-20,-0.30000000000000004,0,11
2017-05-21,-0.10499999999999993,0,0
2017-05-22,-0.05949999999999997,0,0
2017-05-23,-0.0401625,0,2
2017-05-24,-0.029720249999999997,0,0
2017-05-25,-0.023280862499999996,0,4
2017-05-26,-0.018957273750000003,0,4
2017-05-27,-0.015876716765625045,0,7
2017-05-28,-0.013583413232812524,0,8
2017-05-29,0.0,1,4
2017-05-30,0.0,1,5
2017-05-31,0.0,0,4
2017-06-01,0.0,0,1
2017-06-02,0.0,0,4
2017-06-03,0.0,0,0
2017-06-04,0.0,0,0
2017-06-05,0.0,0,4
2017-06-06,0.0,2,1
2017-06-07,0.0,0,4
2017-06-08,0.0,0,3
2017-06-09,0.0,1,1
2017-06-10,0.0,0,1
2017-06-11,0.0,0,1
2017-06-12,0.0,1,0
2017-06-13,0.0,1,0
2017-06-14,0.0,0,2
2017-06-15,0.0,0,0
2017-06-16,0.0,1,0
2017-06-17,0.0,0,3
2017-06-18,0.0,0,1
2017-06-19,0.0,0,3
2017-06-20,0.0,0,0
2017-06-21,0.0,2,6
2017-06-22,0.0,0,5
2017-06-23,0.0,0,2
2017-06-24,0.0,0,4
2017-06-25,0.0,0,0
2017-06-26,0.0,0,2
2017-06-27,0.0,0,0
2017-06-28,0.0,0,0
2017-06-29,0.0,0,0
2017-06-30,0.0,0,0
2017-07-01,0.0,0,0
2017-07-02,0.0,0,4
2017-07-03,1.0,0,7
2017-07-04,0.7,0,1
2017-07-05,-0.40499999999999997,1,2
2017-07-06,-0.1644999999999999,0,0
2017-07-07,-0.09966249999999996,1,3
2017-07-08,-0.06988275,0,2
2017-07-09,-0.05300111249999999,0,5
2017-07-10,-0.04223813625,0,0
2017-07-11,-0.03483399051562505,1,4
2017-07-12,-0.02946012999843757,0,0
2017-07-13,-0.013583413232812524,0,3
2017-07-14,0.0,1,1
2017-07-15,0.0,0,0
2017-07-16,0.0,0,0
2017-07-17,1.0,0,0
2017-07-18,0.7,0,3
2017-07-19,-0.40499999999999997,0,3
2017-07-20,-0.1644999999999999,0,0
2017-07-21,-0.09966249999999996,1,2
2017-07-22,-0.06988275,0,3
2017-07-23,-0.05300111249999999,0,3
2017-07-24,0.95776186375,0,4
2017-07-25,-0.3348339905156251,1,2
2017-07-26,-0.13446012999843748,0,2
2017-07-27,-0.07308341323281249,0,0
2017-07-28,-0.0401625,0,0
2017-07-29,-0.029720249999999997,0,0
2017-07-30,-0.023280862499999996,0,0
2017-07-31,-0.018957273750000003,0,1
2017-08-01,-0.015876716765625045,0,0
2017-08-02,-0.013583413232812524,1,0
2017-08-03,0.0,0,3
2017-08-04,0.0,0,4
2017-08-05,0.0,0,3
2017-08-06,0.0,0,0
2017-08-07,0.0,0,0
2017-08-08,0.0,0,4
2017-08-09,0.0,0,1
2017-08-10,0.0,0,3
2017-08-11,0.0,0,3
2017-08-12,0.0,0,2
2017-08-13,0.0,0,2
2017-08-14,0.0,0,1
2017-08-15,0.0,0,1
2017-08-16,0.0,1,3
2017-08-17,0.0,0,5
2017-08-18,0.0,0,1
2017-08-19,0.0,0,0
2017-08-20,0.0,0,0
2017-08-21,1.0,0,3
2017-08-22,0.7,0,3
2017-08-23,1.595,0,3
2017-08-24,-0.7645,0,3
2017-08-25,1.6903375,0,0
2017-08-26,-0.78888275,0,0
2017-08-27,-0.34332611249999984,0,0
2017-08-28,1.77932136375,0,1
2017-08-29,2.238279284484375,0,2
2017-08-30,-1.2368151774984375,0,9
2017-08-31,-0.5258985717640623,0,3
2017-09-01,-0.32390637396562494,2,2
2017-09-02,-0.21168143353125007,1,10
2017-09-03,-0.16288930146562502,0,0
2017-09-04,0.892242865,0,7
2017-09-05,-0.38862525478125015,0,3
2017-09-06,-0.17979697676250012,1,0
2017-09-07,-0.10025023969843755,0,0
2017-09-08,-0.0401625,0,0
2017-09-09,-0.029720249999999997,0,0
2017-09-10,-0.023280862499999996,0,4
2017-09-11,-0.018957273750000003,0,5
2017-09-12,-0.015876716765625045,2,1
2017-09-13,-0.013583413232812524,0,2
2017-09-14,2.0,0,3
2017-09-15,2.4,0,0
2017-09-16,-1.1099999999999999,0,7
2017-09-17,-0.4339999999999997,0,2
2017-09-18,0.7411750000000001,0,4
2017-09-19,-0.479928,0,3
2017-09-20,-0.2407224749999999,1,4
2017-09-21,-0.16725713499999995,0,5
2017-09-22,2.87121224521875,1,0
2017-09-23,-1.0045172267625002,0,1
2017-09-24,-0.37903110219843733,0,0
2017-09-25,3.80254272625,0,0
2017-09-26,-0.3363642167656251,0,7
2017-09-27,0.1772558367671877,0,7
2017-09-28,3.2871574125,0,4
2017-09-29,2.41797817875,1,3
2017-09-30,-1.886173650296875,0,6
2017-10-01,-0.8617564396984372,0,3
2017-10-02,-0.5274802074999999,0,5
2017-10-03,-0.3852760033125001,0,0
2017-10-04,-0.3011720934468751,3,6
2017-10-05,1.8015873250015624,0,2
2017-10-06,0.24708062470468717,0,5
2017-10-07,-0.6278405199937502,0,0
2017-10-08,-0.27833365293124995,0,1
2017-10-09,2.860175,0,2
2017-10-10,2.000397,0,0
2017-10-11,3.708718025,0,0
2017-10-12,-2.05469541,0,1
2017-10-13,0.1253017927187503,0,5
2017-10-14,-0.8501917932312499,1,0
2017-10-15,-0.47839925073281236,0,1
2017-10-16,-0.33481565874999997,0,0
2017-10-17,1.738931215953125,0,0
2017-10-18,-0.8128870087453128,1,3
2017-10-19,-0.3534146860265627,1,7
2017-10-20,1.7941256600859374,0,1
2017-10-21,-0.6962017167656251,0,4
2017-10-22,-0.2830239132328124,0,3
2017-10-23,0.8344382750000001,1,8
2017-10-24,8.5817604525,0,11
2017-10-25,-1.8961939335312503,0,4
2017-10-26,0.6217714485343755,0,3
2017-10-27,0.6814229525000002,1,1
2017-10-28,-1.2924361835312501,0,3
2017-10-29,-0.6870924389656248,0,3
2017-10-30,-0.45753028624999986,0,0
2017-10-31,-0.34953854301562504,0,4
2017-11-01,-0.28143336287343795,0,0
2017-11-02,2.777396291639062,0,3
2017-11-03,1.0167486057359372,0,2
2017-11-04,-0.973920259996875,0,0
2017-11-05,-0.4156668264656248,0,4
2017-11-06,-0.23948749999999994,0,0
2017-11-07,-0.16948575,0,3
2017-11-08,0.8707169125,1,4
2017-11-09,-0.40343354625000005,0,5
2017-11-10,-0.19054469779687505,9,7
2017-11-11,-0.13200367322968765,0,4
2017-11-12,-0.06732932646562505,1,2
2017-11-13,-0.029720249999999997,0,2
2017-11-14,0.9767191375000001,0,3
2017-11-15,-0.31895727375000005,0,2
2017-11-16,0.879123283234375,1,3
2017-11-17,-0.3730834132328125,0,0
2017-11-18,-0.14516249999999992,0,1
2017-11-19,-0.08922024999999997,2,0
2017-11-20,-0.06344336249999999,0,3
2017-11-21,0.95132247625,0,4
2017-11-22,0.6608424207343749,0,2
2017-11-23,1.5624593130171875,0,0
2017-11-24,2.219623283234375,0,2
2017-11-25,-1.2232459132328124,0,0
2017-11-26,-0.5038827499999997,0,0
2017-11-27,-0.3118261124999999,0,4
2017-11-28,1.77783386375,0,0
2017-11-29,-0.7705564655156252,0,4
2017-11-30,0.6527827350015626,0,4
2017-12-01,-0.5212086680140626,0,2
2017-12-02,-0.2601219767625001,0,0
2017-12-03,-0.15969073969843753,0,2
2017-12-04,-0.08672422499999999,0,0
2017-12-05,0.9323652025,0,5
2017-12-06,0.6449657039687499,1,0
2017-12-07,-0.451124100215625,0,1
2017-12-08,0.819623283234375,0,4
2017-12-09,-0.41324591323281257,0,0
2017-12-10,-0.17488274999999992,0,2
2017-12-11,-0.11250111249999996,0,0
2017-12-12,0.91759936375,0,0
2017-12-13,0.6354457594843749,0,2
2017-12-14,0.5422590075015625,0,4
2017-12-15,-0.49704068698281245,0,4
2017-12-16,-0.22053921676562493,0,0
2017-12-17,-0.14296616323281247,0,5
2017-12-18,-0.09316361249999999,0,0
2017-12-19,0.92804161375,1,0
2017-12-20,1.641885146984375,0,0
2017-12-21,-0.7534174037484376,0,1
2017-12-22,-0.2989601299984374,0,6
2017-12-23,-0.17274591323281246,0,1
2017-12-24,-0.11004524999999998,0,0
2017-12-25,-0.08272136249999999,0,0
2017-12-26,-0.06551899875,0,0
2017-12-27,-0.053791264265625055,0,1
2017-12-28,-0.04533684676406261,0,3
2017-12-29,-0.027166826465625047,6,7
2017-12-30,0.0,0,12
2017-12-31,0.0,0,4
2018-01-01,0.0,0,4
2018-01-02,0.0,1,0
2018-01-03,0.0,0,5
2018-01-04,0.0,0,5
2018-01-05,0.0,0,3
2018-01-06,0.0,0,1
2018-01-07,0.0,0,4
2018-01-08,1.0,0,6
2018-01-09,0.7,0,3
2018-01-10,-0.40499999999999997,0,4
2018-01-11,-0.1644999999999999,0,3
2018-01-12,0.9003375,0,1
2018-01-13,-0.36988275000000004,0,7
2018-01-14,-0.15800111249999993,1,0
2018-01-15,-0.10173813624999997,0,1
2018-01-16,-0.07499649051562504,0,3
2018-01-17,-0.05918037999843757,0,0
2018-01-18,-0.03686427573281252,3,1
2018-01-19,-0.018957273750000003,0,0
2018-01-20,-0.015876716765625045,1,1
2018-01-21,-0.013583413232812524,0,0
2018-01-22,1.0,0,0
2018-01-23,-0.30000000000000004,0,0
2018-01-24,-0.10499999999999993,0,0
2018-01-25,1.9405000000000001,0,0
2018-01-26,-0.6401625000000001,0,0
2018-01-27,-0.23972024999999986,0,0
2018-01-28,-0.14228086249999994,0,0
2018-01-29,-0.09928227375,2,0
2018-01-30,-0.07531721676562504,3,1
2018-01-31,0.9398548617671875,0,3
2018-02-01,-0.33791454750000005,0,0
2018-02-02,-0.13675343353125002,0,0
2018-02-03,-0.08666682646562501,0,5
2018-02-04,-0.0401625,0,1
2018-02-05,-0.029720249999999997,0,1
2018-02-06,-0.023280862499999996,1,0
2018-02-07,-0.018957273750000003,0,0
2018-02-08,0.9841232832343749,0,1
