,sinatra/sinatra,django/django,rails/rails
2019-12-08,0,0.0,3
2019-12-09,0,6.0,20
2019-12-10,0,4.800000000000001,11
2019-12-11,0,3.32,7
2019-12-12,0,7.231999999999999,8
2019-12-13,2,-1.6896000000000004,16
2019-12-14,0,0.48518399999999917,8
2019-12-15,0,-1.3557888000000005,9
2019-12-16,0,2.1377868799999993,11
2019-12-17,0,-0.24945459199999975,36
2019-12-18,0,6.037628825600001,44
2019-12-19,0,3.0054040576000007,19
2019-12-20,0,1.0415795200000004,23
2019-12-21,0,-0.6066733056000002,9
2019-12-22,0,-1.0432671744000004,9
2019-12-23,0,5.3331003392,10
2019-12-24,0,-1.6795714559999997,5
2019-12-25,0,-0.8626348032000004,10
2019-12-26,0,-0.5726393343999998,4
2019-12-27,0,4.567967027200001,22
2019-12-28,0,-1.2756526079999995,7
2019-12-29,0,-0.5743685632000002,5
2019-12-30,2,5.6459703296,1
2019-12-31,0,4.545673728000001,9
2020-01-01,7,-1.8824961024,1
2020-01-02,0,3.1298559999999993,14
2020-01-03,0,3.6257664,10
2020-01-04,0,-0.7467545599999998,11
2020-01-05,0,-1.1301355520000005,6
2020-01-06,0,2.3214668799999996,11
2020-01-07,0,2.8939694080000002,19
2020-01-08,0,3.5558624256000004,14
2020-01-09,0,8.2657970176,12
2020-01-10,0,1.144586752,14
2020-01-11,0,-0.18975068160000053,6
2020-01-12,0,-1.6081648640000006,3
2020-01-13,0,1.0393552895999996,8
2020-01-14,0,0.9012259839999999,10
2020-01-15,0,5.886775500800001,13
2020-01-16,0,3.9201296384000006,6
2020-01-17,0,3.7620116480000005,8
2020-01-18,0,-1.350369792,0
2020-01-19,0,-1.3737824256000004,10
2020-01-20,0,5.151998259199999,8
2020-01-21,0,3.1915535360000002,12
2020-01-22,0,3.0384100351999996,3
2020-01-23,0,0.9366781951999998,16
2020-01-24,0,2.2627991551999997,9
2020-01-25,0,-1.7792850943999998,2
2020-01-26,0,-0.9714566144000003,6
2020-01-27,0,5.3633463296,17
2020-01-28,0,1.3158881280000005,5
2020-01-29,0,11.5251813376,11
2020-01-30,0,-1.3947806719999996,7
2020-01-31,0,5.041183232,0
2020-02-01,0,-2.5329748992,3
2020-02-02,0,-1.3418582016000007,4
2020-02-03,0,6.101985279999999,2
2020-02-04,0,4.9110471680000005,5
2020-02-05,0,2.4823638016,12
2020-02-06,0,2.7026966528000003,8
2020-02-07,0,2.7194359808,13
2020-02-08,0,-1.1796046848000001,4
2020-02-09,0,-1.4170390528000005,14
2020-02-10,0,4.122831359999999,23
2020-02-11,0,2.3349749760000003,8
2020-02-12,0,1.2639429632000003,11
2020-02-13,0,3.4684623872,14
2020-02-14,1,2.160652288,6
2020-02-15,0,-1.757292032,1
2020-02-16,0,-0.9418224640000004,12
2020-02-17,0,0.38457384959999974,2
2020-02-18,1,5.336988160000001,3
2020-02-19,0,5.34503424,2
2020-02-20,0,0.8126106624,13
2020-02-21,0,-1.6586534912000002,6
2020-02-22,0,-0.9230336000000001,4
2020-02-23,0,-0.6027222016000001,0
2020-02-24,0,4.58094848,22
2020-02-25,0,-0.335557632,26
2020-02-26,0,7.1214309376,12
2020-02-27,0,2.8536897536000008,31
2020-02-28,0,5.0135514112,12
2020-02-29,0,-1.3826880512000006,3
2020-03-01,0,-1.3964800000000008,0
2020-03-02,0,1.1066495999999995,3
2020-03-03,0,3.9368243200000004,8
2020-03-04,0,5.313355776,21
2020-03-05,0,3.7232577536000004,14
2020-03-06,0,3.6221907968,7
2020-03-07,0,-0.4150594559999998,4
2020-03-08,0,-1.6734107648000005,0
2020-03-09,0,6.0231812096,6
2020-03-10,4,7.892773376,9
2020-03-11,1,-0.11835310079999983,5
2020-03-12,0,1.8257341439999997,14
2020-03-13,11,1.9287703552000002,8
2020-03-14,0,0.0262521856000002,4
2020-03-15,1,-1.5147531264000003,0
2020-03-16,1,4.089278259199999,11
2020-03-17,0,7.336188416000001,5
2020-03-18,5,4.266998067200001,8
2020-03-19,4,3.27164928,10
2020-03-20,2,-0.5635233792000003,7
2020-03-21,0,0.21263831039999959,9
2020-03-22,0,-1.4938208256000003,3
2020-03-23,0,4.0702164992,6
2020-03-24,0,6.31630336,8
2020-03-25,1,8.448832,3
2020-03-26,0,0.5135719424000005,4
2020-03-27,0,-0.48032276480000036,5
2020-03-28,0,-1.7819249664000005,5
2020-03-29,0,-1.0817461248000004,9
2020-03-30,0,0.21570129919999959,6
2020-03-31,0,6.198586880000001,12
2020-04-01,0,5.0235704320000005,3
2020-04-02,0,2.6254158848000007,3
2020-04-03,0,-2.1581671424,3
2020-04-04,0,0.9246111743999996,5
2020-04-05,0,-1.0993195008,6
2020-04-06,0,3.33331968,5
2020-04-07,0,13.700443648,8
2020-04-08,0,1.2789856256000007,13
2020-04-09,0,6.2842949632,3
2020-04-10,0,2.7455183871999997,9
2020-04-11,0,-2.862344192000001,8
2020-04-12,0,-1.5735306240000009,4
2020-04-13,0,-1.1171575808000005,14
2020-04-14,0,9.154980351999999,14
2020-04-15,0,6.312598118400001,6
2020-04-16,0,1.8661079040000006,6
2020-04-17,0,3.5066035199999996,4
2020-04-18,0,-1.5665504256,5
2020-04-19,0,-1.5525761024000007,4
2020-04-20,0,11.029888,8
2020-04-21,0,3.8695936,5
2020-04-22,0,8.054822399999999,6
2020-04-23,0,0.1770746880000007,8
2020-04-24,0,2.2746481663999996,10
2020-04-25,0,-0.5552317440000003,10
2020-04-26,0,-1.8747014144000005,4
2020-04-27,0,3.8261124095999994,9
2020-04-28,0,7.1179996160000005,8
2020-04-29,0,4.086864691200001,8
2020-04-30,0,2.1735268352000006,5
2020-05-01,0,4.519795097599999,22
2020-05-02,0,-0.7217494016000003,11
2020-05-03,0,-1.8582901760000006,8
2020-05-04,0,7.8638164991999995,16
2020-05-05,0,4.37383936,35
2020-05-06,0,3.2215808,24
2020-05-07,0,0.3163546624000002,19
2020-05-08,0,8.9630313472,13
2020-05-09,0,-3.3899381759999994,15
2020-05-10,0,-1.7042720768000008,11
2020-05-11,0,7.897703219199999,11
2020-05-12,0,4.383242752000001,23
2020-05-13,0,14.223319142400001,17
2020-05-14,0,7.1588913152,17
2020-05-15,0,1.2974268415999992,13
2020-05-16,0,-3.6366968832000004,12
2020-05-17,0,-2.126974054400001,21
2020-05-18,0,5.57934592,20
2020-05-19,0,3.4967019520000004,21
2020-05-20,0,2.3409460224000003,21
2020-05-21,0,4.526430003200001,9
2020-05-22,0,-2.8093918207999993,4
2020-05-23,0,0.5836895231999999,15
2020-05-24,0,-1.2750337024,16
2020-05-25,0,5.236060159999999,9
2020-05-26,0,2.2208296960000005,16
2020-05-27,0,9.2515530752,12
2020-05-28,0,2.8756862976000006,16
2020-05-29,0,3.3224816639999997,12
2020-05-30,0,-2.6167548928000004,1
2020-05-31,0,-1.3910922240000008,12
2020-06-01,0,8.0212897792,21
2020-06-02,0,1.4664340480000004,13
2020-06-03,0,11.8856503296,14
2020-06-04,0,7.015724646400001,19
2020-06-05,0,-0.13944944640000045,11
2020-06-06,0,-2.8773663744000006,2
2020-06-07,0,-1.6792193024000008,7
2020-06-08,0,3.846840319999999,4
2020-06-09,0,-1.8984954879999996,5
2020-06-10,0,5.8663901184,12
2020-06-11,0,-0.15921448959999918,7
2020-06-12,0,4.471457382400001,3
2020-06-13,0,-2.0183937023999996,12
2020-06-14,0,-0.9632214016000005,13
2020-06-15,0,3.3814143999999997,11
2020-06-16,0,3.7323878400000003,5
2020-06-17,0,8.305092607999999,9
2020-06-18,0,0.15085977600000033,5
2020-06-19,0,-1.9920211968000006,16
2020-06-20,0,-1.1014089728000003,20
2020-06-21,0,-0.7642113024000001,4
2020-06-22,0,6.47398912,9
2020-06-23,0,5.176919552,6
2020-06-24,0,7.6876304384,6
2020-06-25,0,1.8469959680000008,7
2020-06-26,0,2.46094336,0
2020-06-27,0,-2.331360051200001,4
2020-06-28,0,-1.297753600000001,2
2020-06-29,0,1.0751513599999996,10
2020-06-30,0,4.880830976,8
2020-07-01,0,5.0529093632,4
2020-07-02,0,-0.3939401727999994,8
2020-07-03,0,2.403534336,2
2020-07-04,0,0.31704268800000013,2
2020-07-05,1,-1.3076203520000003,3
2020-07-06,0,3.2456217599999997,13
2020-07-07,0,0.645190656,12
2020-07-08,0,5.8400463872,8
2020-07-09,0,0.9058292736000007,7
2020-07-10,0,4.3849746432,3
2020-07-11,0,-2.0616869888,1
2020-07-12,6,-1.0706400256000004,1
2020-07-13,0,3.2989448192,7
2020-07-14,0,3.6873861120000004,6
2020-07-15,0,1.2683577344,4
2020-07-16,0,4.5089943552000005,4
2020-07-17,0,0.9535910912000003,4
2020-07-18,2,-1.6178783232,5
2020-07-19,0,-0.9130113024000004,4
2020-07-20,1,6.407941119999999,6
2020-07-21,0,1.1425131520000003,2
2020-07-22,0,6.468223078399999,7
2020-07-23,0,-0.44435660799999965,7
2020-07-24,0,0.4062855167999997,4
2020-07-25,0,-1.3415312384,10
2020-07-26,1,-0.7818176512000004,6
2020-07-27,0,3.45273856,9
2020-07-28,3,4.766803456,7
2020-07-29,0,5.1222080512,6
2020-07-30,0,1.7007792128000006,10
2020-07-31,0,2.0552163327999997,12
2020-08-01,1,0.18654187519999965,4
2020-08-02,0,-1.4070699008000005,2
2020-08-03,0,1.1445683199999994,7
2020-08-04,0,1.965343232,6
2020-08-05,0,5.7342500864,3
2020-08-06,0,0.8879758336000005,6
2020-08-07,0,2.3753992192,6
2020-08-08,5,1.3308463104000001,3
2020-08-09,1,-1.4953184256000003,0
2020-08-10,0,1.1683694591999996,8
2020-08-11,1,5.022434816,4
2020-08-12,2,0.18918072320000023,8
2020-08-13,0,3.6767746048,2
2020-08-14,1,3.2253581312,16
2020-08-15,1,-1.8944110591999999,5
2020-08-16,0,-0.9943141376000003,0
2020-08-17,0,1.3470937087999997,11
2020-08-18,0,4.133126656,4
2020-08-19,0,0.46505758720000046,8
2020-08-20,0,2.8136308735999997,5
2020-08-21,0,0.5512891392000001,3
2020-08-22,0,-1.1693573119999998,4
2020-08-23,0,-0.6500843520000003,12
2020-08-24,0,6.5825305599999995,8
2020-08-25,0,0.27638937600000024,11
2020-08-26,0,2.7764820992,31
2020-08-27,0,0.504313344,2
2020-08-28,0,7.8324570112,0
2020-08-29,1,-2.4766048256,2
2020-08-30,1,-1.1694123008000008,4
2020-08-31,2,5.239311359999999,6
2020-09-01,0,5.230245376000001,9
2020-09-02,0,4.6655506432,11
2020-09-03,5,1.4517978111999996,10
2020-09-04,7,0.8714066943999996,7
2020-09-05,0,-0.7988441088,7
2020-09-06,0,-1.2807489536000003,6
2020-09-07,0,3.2182860799999995,5
2020-09-08,0,-1.3987589119999997,12
2020-09-09,0,3.1940596736,6
2020-09-10,0,3.6654712832000005,4
2020-09-11,0,1.3295547392000002,4
2020-09-12,0,-1.4041112576,1
2020-09-13,0,1.2520890367999997,3
2020-09-14,0,4.1056797696,4
2020-09-15,0,3.472253952,6
2020-09-16,0,2.2076637183999996,10
2020-09-17,0,2.2893291519999996,5
2020-09-18,1,-0.7516681215999998,1
2020-09-19,0,-1.1540474880000002,4
2020-09-20,0,-0.7074854912000004,5
2020-09-21,0,1.499902976,10
2020-09-22,0,4.201029939200001,18
2020-09-23,1,5.530756608000001,13
2020-09-24,0,0.8959667200000001,10
2020-09-25,3,6.408445030399999,9
2020-09-26,0,-2.4593371136,5
2020-09-27,0,-1.2002069504000008,1
2020-09-28,1,0.2004505599999995,3
2020-09-29,0,2.198181376,6
2020-09-30,0,3.8390612992000004,4
2020-10-01,1,5.334728704000001,3
2020-10-02,5,-0.24346234879999962,69
2020-10-03,0,-1.4788457472,9
2020-10-04,0,-0.8607916032000003,2
2020-10-05,1,4.46290688,7
2020-10-06,2,5.586736128,10
2020-10-07,0,1.8656603136000003,22
2020-10-08,1,2.1313087487999995,3
2020-10-09,0,1.1790858240000002,6
2020-10-10,0,-1.5909408768,1
2020-10-11,0,-0.8722347008000005,2
2020-10-12,0,2.3918207999999996,2
2020-10-13,0,3.9249152,13
2020-10-14,1,8.370909184,7
2020-10-15,0,4.1821704192,5
2020-10-16,0,0.3009915903999998,5
2020-10-17,0,0.02235146239999941,0
2020-10-18,2,0.4616255487999994,2
2020-10-19,0,5.6525158399999995,3
2020-10-20,0,0.732363264,1
2020-10-21,0,6.1785765887999995,16
2020-10-22,0,1.3197306880000008,11
2020-10-23,0,-1.1873172479999998,5
2020-10-24,0,-1.3887116288000003,4
2020-10-25,0,-0.8604465152000003,6
2020-10-26,0,5.3798244352,8
2020-10-27,0,6.324392755200001,25
2020-10-28,0,4.546886451200001,13
2020-10-29,0,0.4313545728000001,23
2020-10-30,0,5.0801676288,118
2020-10-31,0,-2.4622811136000005,14
2020-11-01,0,-1.2785301504000008,17
2020-11-02,0,6.11945728,34
2020-11-03,0,3.9234503680000006,21
2020-11-04,5,6.6915567616,10
2020-11-05,1,0.9897494528000004,13
2020-11-06,0,1.7078643711999995,13
2020-11-07,0,-1.0704740352000002,6
2020-11-08,0,-1.3979030528000005,4
2020-11-09,1,1.1227161599999995,32
2020-11-10,1,5.929322496,7
2020-11-11,1,5.896588595200001,4
2020-11-12,0,0.36473640960000075,3
2020-11-13,2,2.0988893183999995,4
2020-11-14,0,2.1653730304,2
2020-11-15,0,-1.8166747136000003,5
2020-11-16,0,1.9935876095999994,3
2020-11-17,0,-0.3137008640000003,9
2020-11-18,0,-0.9988968447999999,3
2020-11-19,0,2.3389734912000004,6
2020-11-20,0,1.9588599808000005,2
2020-11-21,0,-0.11287377919999986,3
2020-11-22,0,-0.7782506495999999,3
2020-11-23,0,-0.44588636160000006,2
2020-11-24,0,2.714502144,11
2020-11-25,0,3.1767098368,18
2020-11-26,0,0.8099280896000001,20
2020-11-27,0,2.021627904,9
2020-11-28,0,3.8497020928000003,5
2020-11-29,0,-1.5988037631999998,1
2020-11-30,0,3.2129002495999996,13
2020-12-01,0,0.6756326399999999,11
2020-12-02,0,-0.1163356160000002,10
2020-12-03,0,1.1302212608,12
2020-12-04,0,-0.9419769856,4
2020-12-05,0,-0.5300794368000001,1
2020-12-06,0,-0.37173381119999976,3
2020-12-07,0,3.736352768,3
