,decaporg/decap-cms,TryGhost/Ghost,strapi/strapi
2020-05-25,6,11.0,24
2020-05-26,2,25.9,19
2020-05-27,3,6.804999999999997,6
2020-05-28,1,31.471499999999995,17
2020-05-29,0,-1.8467875000000031,21
2020-05-30,0,-2.850171749999999,3
2020-05-31,0,-1.890559387499998,2
2020-06-01,5,9.573402503750003,10
2020-06-02,1,26.75364163307813,11
2020-06-03,4,2.647472533182812,0
2020-06-04,1,13.942376141373437,0
2020-06-05,0,9.488620243359374,14
2020-06-06,0,4.644737324731251,0
2020-06-07,3,-2.6515019451078112,0
2020-06-08,0,27.301691228750002,5
2020-06-09,4,18.810300028078125,5
2020-06-10,0,15.348903708401563,0
2020-06-11,0,27.339322086598436,3
2020-06-12,0,29.174320059732814,0
2020-06-13,0,-6.808541382314063,0
2020-06-14,0,-3.838365199592185,2
2020-06-15,5,16.327330700962506,21
2020-06-16,0,10.06520015879688,4
2020-06-17,1,4.07421750209844,3
2020-06-18,7,31.82829141386094,7
2020-06-19,0,28.48597006403125,3
2020-06-20,0,-6.402147486696876,0
2020-06-21,5,-2.4624725762578112,1
2020-06-22,0,5.683830096250004,0
2020-06-23,1,21.445982955203128,5
2020-06-24,1,17.82057591209844,7
2020-06-25,2,8.441419266621875,3
2020-06-26,0,-1.9346841983343745,1
2020-06-27,0,-2.6692784937890597,0
2020-06-28,0,-1.7038277824718713,0
2020-06-29,1,18.90561281698438,3
2020-06-30,0,20.108398908339062,3
2020-07-01,3,20.055768687337498,2
2020-07-02,0,10.412382576543749,2
2020-07-03,0,10.01989978250625,1
2020-07-04,0,-3.6848942089984362,0
2020-07-05,0,-2.204123205071872,0
2020-07-06,4,23.379660287500002,3
2020-07-07,2,12.206564175937501,4
2020-07-08,0,43.197638352421876,540
2020-07-09,3,12.094013260548433,6
2020-07-10,0,7.512028596403125,3
2020-07-11,0,-4.487957920257813,0
2020-07-12,1,-2.8021397480031203,0
2020-07-13,0,10.991490643750005,0
2020-07-14,2,1.089847697109379,1
2020-07-15,5,7.670935967101565,13
2020-07-16,4,13.483521256440627,41
2020-07-17,0,6.846625432264064,5
2020-07-18,0,-2.581134017385937,7
2020-07-19,0,-1.4573832454671865,0
2020-07-20,0,19.026366398750003,16
2020-07-21,2,39.235124020796874,2
2020-07-22,0,23.269845002470312,11
2020-07-23,3,11.201602194699998,12
2020-07-24,0,22.036731503890625,8
2020-07-25,0,-5.711724770731249,4
2020-07-26,4,0.6771552246406296,3
2020-07-27,4,3.2371733000000043,11
2020-07-28,2,8.349127884687505,9
2020-07-29,0,6.965530148875003,16
2020-07-30,0,8.077149942287502,4
2020-07-31,0,-1.7576998435578117,4
2020-08-01,0,-1.6577609945328107,0
2020-08-02,1,-1.0925251284703101,0
2020-08-03,0,12.333427432937501,13
2020-08-04,1,28.157397178012502,19
2020-08-05,0,3.9875195916124984,8
2020-08-06,1,3.156236820698436,4
2020-08-07,0,10.71605383521875,21
2020-08-08,0,-2.729348440910936,2
2020-08-09,0,4.415692484964065,0
2020-08-10,1,28.237512573750003,11
2020-08-11,0,51.802191943296876,10
2020-08-12,0,3.1055261315640585,18
2020-08-13,1,14.834844579796874,7
2020-08-14,0,-0.07639424963124952,7
2020-08-15,0,-3.607855759418745,1
2020-08-16,2,-2.4954331354671826,0
2020-08-17,1,14.139672284406256,4
2020-08-18,0,27.87088086681563,1
2020-08-19,0,2.9263542362968753,1
2020-08-20,11,12.485728827315626,2
2020-08-21,0,13.486677880542187,1
2020-08-22,0,-2.7622241157968737,0
2020-08-23,0,-2.2385057126796855,1
2020-08-24,0,18.425444472500004,0
2020-08-25,0,12.760075808000002,7
2020-08-26,1,8.475011635940625,10
2020-08-27,3,14.755718964760938,6
2020-08-28,0,1.3687113227125005,11
2020-08-29,0,-2.613071658090623,0
2020-08-30,2,-1.6594070561265601,1
2020-08-31,2,15.851309022464065,7
2020-09-01,2,11.379776449687501,2
2020-09-02,0,20.06330561103125,7
2020-09-03,1,6.070802008237498,13
2020-09-04,0,9.886253154037501,8
2020-09-05,0,-3.1677806607249996,2
2020-09-06,2,-1.8366204751796849,0
2020-09-07,0,11.679328738750003,1
2020-09-08,5,15.649520643734377,5
2020-09-09,3,1.7419702359203129,2
2020-09-10,0,6.6998017401375005,0
2020-09-11,0,3.6603127102671884,1
2020-09-12,0,-1.9373193445624983,0
2020-09-13,2,-1.2002052454671857,0
2020-09-14,0,10.181319473750001,10
2020-09-15,1,14.241089585796876,4
2020-09-16,0,15.352958189001562,4
2020-09-17,0,12.788663748024998,2
2020-09-18,0,26.712041242679685,2
2020-09-19,0,-4.873883800917189,0
2020-09-20,7,-2.6309682527156237,0
2020-09-21,0,13.191675641250002,3
2020-09-22,0,23.102590191828128,87
2020-09-23,0,11.585738381354687,16
2020-09-24,0,25.923529210143748,13
2020-09-25,0,-3.408020741396876,9
2020-09-26,0,-3.206407281043748,0
2020-09-27,0,-2.144031263578122,0
2020-09-28,2,20.556639231250006,5
2020-09-29,1,6.6326195022656265,9
2020-09-30,0,12.03064805855469,7
2020-10-01,0,20.692401913315624,12
2020-10-02,0,31.74180657645625,32
2020-10-03,0,-5.939795702109377,1
2020-10-04,2,-2.081466980071874,3
2020-10-05,0,7.760667307500003,33
2020-10-06,1,5.305477963656255,14
2020-10-07,0,-2.621454629696872,12
2020-10-08,0,2.3667431194062525,22
2020-10-09,0,6.39426288458594,11
2020-10-10,0,-1.8656612419249983,3
2020-10-11,2,-1.0480065125437488,2
2020-10-12,8,4.463548624484376,25
2020-10-13,0,12.077401447307814,8
2020-10-14,1,16.132882920515623,25
2020-10-15,5,7.255638294712499,13
2020-10-16,0,16.5891646779375,17
2020-10-17,0,-1.3223381642687508,0
2020-10-18,0,-2.054443632787499,0
2020-10-19,0,12.645198856250001,7
2020-10-20,1,9.560269158671877,5
2020-10-21,2,10.324767760617188,5
2020-10-22,1,0.08633658275156275,22
2020-10-23,0,7.999758270446876,12
2020-10-24,0,-2.267058365156249,0
2020-10-25,7,-1.3604964992140602,0
2020-10-26,2,6.1134411474281265,10
2020-10-27,0,19.606837850281252,10
2020-10-28,0,13.007724719559373,7
2020-10-29,0,22.865424486615623,11
2020-10-30,0,-1.311964484514064,3
2020-10-31,0,-2.5936094377640617,3
2020-11-01,0,-0.7211743628593728,0
2020-11-02,4,13.665348863750003,17
2020-11-03,0,13.463438987640627,25
2020-11-04,0,12.868711743920313,10
2020-11-05,1,21.574446448495312,3
2020-11-06,0,5.58150688226875,11
2020-11-07,0,-3.4135883674812497,1
2020-11-08,4,-1.9846884413578108,1
2020-11-09,1,3.5540035432343786,24
2020-11-10,0,19.35044136222969,16
