,apache/mxnet,pytorch/pytorch,tensorflow/tensorflow
2021-08-30,0,30.19012861044688,44
2021-08-31,0,27.111457808479692,52
2021-09-01,0,36.33871828250781,53
2021-09-02,0,38.94598072892968,49
2021-09-03,0,1.0442359472421874,49
2021-09-04,0,-3.7319727168796835,22
2021-09-05,1,1.3915938688500074,14
2021-09-06,1,-2.73736097069843,23
2021-09-07,0,21.18521250166563,57
2021-09-08,1,43.40554653371094,63
2021-09-09,1,29.535328433590625,88
2021-09-10,2,22.348291767418747,85
2021-09-11,0,1.834333721353124,32
2021-09-12,0,1.1160814930578153,13
2021-09-13,1,25.192295068048445,84
2021-09-14,1,31.399318511768755,82
2021-09-15,0,33.89700475258906,48
2021-09-16,1,20.6732956281375,84
2021-09-17,1,48.29614549669688,81
2021-09-18,0,1.9179794744515615,22
2021-09-19,0,-6.7763231832187465,9
2021-09-20,1,13.662289545332818,33
2021-09-21,0,28.95553078358126,74
2021-09-22,1,27.20537778612969,69
2021-09-23,2,20.601750731279687,92
2021-09-24,1,31.92804982857344,63
2021-09-25,0,1.9658568925828135,18
2021-09-26,0,-4.625566223199995,8
2021-09-27,0,9.463999312068754,58
2021-09-28,7,23.115969768218758,57
2021-09-29,2,26.629097739321878,64
2021-09-30,1,27.597844388746875,72
2021-10-01,0,54.98802272059062,67
2021-10-02,0,2.8581636963843717,34
2021-10-03,0,-2.7607904878078102,8
2021-10-04,1,1.4365897728750046,48
2021-10-05,1,29.166954379510948,77
2021-10-06,1,32.87811276061094,104
2021-10-07,1,27.425646767529688,72
2021-10-08,2,45.16305674631875,72
2021-10-09,1,16.159274505559374,38
2021-10-10,0,0.9113459635687526,12
2021-10-11,0,21.419392324970318,70
2021-10-12,1,24.524385498012506,103
2021-10-13,2,37.77761521401875,54
2021-10-14,3,19.99430962745469,73
2021-10-15,2,29.895937319301567,181
2021-10-16,0,-3.6711643935859364,23
2021-10-17,1,0.384935323439068,13
2021-10-18,2,29.755496580675008,58
2021-10-19,4,47.664809979504696,89
2021-10-20,3,33.77894958429531,105
2021-10-21,1,24.58362906943281,136
2021-10-22,0,30.183974538429688,40
2021-10-23,0,0.9391523256140637,9
2021-10-24,0,-1.363860563943744,28
2021-10-25,0,24.355616261726567,61
2021-10-26,0,33.695451107253135,75
2021-10-27,3,23.990534497184377,50
2021-10-28,4,48.153540343387505,69
2021-10-29,1,28.889456169673437,58
2021-10-30,9,-1.4613579688312495,17
2021-10-31,1,-3.317275222807808,29
2021-11-01,2,14.575636218312507,59
2021-11-02,0,21.844216909867193,67
2021-11-03,3,39.84727652583282,66
2021-11-04,2,29.6758729045625,71
2021-11-05,0,30.577023186225,45
2021-11-06,1,-4.756841307121876,27
2021-11-07,0,-3.311088329276558,10
2021-11-08,0,21.31990417441563,75
2021-11-09,0,35.76574912134532,77
2021-11-10,1,19.578407597895314,65
2021-11-11,0,30.03491763781094,83
2021-11-12,0,12.132458685003126,90
2021-11-13,0,4.552399336025003,25
2021-11-14,0,-3.9902404559640594,7
2021-11-15,1,16.765618295075004,54
2021-11-16,0,34.565708835787504,71
2021-11-17,1,26.23308109171094,60
2021-11-18,4,17.900648833354687,63
2021-11-19,2,35.526680587451565,104
2021-11-20,0,9.969011024607813,17
2021-11-21,2,4.739521809859378,11
2021-11-22,2,8.007436646589067,49
2021-11-23,1,16.354490570901568,65
2021-11-24,1,14.71638795292188,56
2021-11-25,2,-2.3063455096671843,32
2021-11-26,1,-3.463618176576559,26
2021-11-27,0,-1.3047393800546834,9
2021-11-28,0,0.24467998795937973,10
2021-11-29,2,22.693626397431252,51
2021-11-30,0,48.72016643165156,69
2021-12-01,1,23.070857881204685,62
2021-12-02,3,52.51753499768281,56
2021-12-03,0,20.53002249773437,56
2021-12-04,0,1.9661337211421888,73
2021-12-05,0,-4.8370900055156225,16
2021-12-06,0,15.914201161432821,68
2021-12-07,0,31.881066952553134,84
2021-12-08,0,29.872878137325003,71
2021-12-09,0,20.1099918239125,68
2021-12-10,0,17.7702061935,53
2021-12-11,0,0.19197183491093917,29
2021-12-12,0,4.39418509751563,10
2021-12-13,0,1.0952050241250046,63
2021-12-14,2,40.83044216340157,88
2021-12-15,0,27.269936006453126,72
2021-12-16,1,31.874261317092188,51
2021-12-17,1,39.119489947982814,29
2021-12-18,0,-1.0842234326468763,11
2021-12-19,0,1.1192351667421905,5
2021-12-20,0,12.467189183857817,44
2021-12-21,2,27.098246952098442,44
2021-12-22,0,27.559208554632818,60
2021-12-23,1,19.655787604637503,59
2021-12-24,3,-1.8915047675812495,17
