,NativeScript/NativeScript,flutter/flutter,facebook/react-native
2015-08-17,0,26,8.270425057356253
2015-08-18,6,20,5.746213547125002
2015-08-19,2,29,12.745357617196877
2015-08-20,1,26,18.075093669748437
2015-08-21,1,17,16.249848651645312
2015-08-22,0,9,-1.1005752866937506
2015-08-23,1,0,-2.5875050845109366
2015-08-24,4,21,0.3515406118046902
2015-08-25,7,49,27.572536509807815
2015-08-26,3,43,13.022334764265626
2015-08-27,6,24,10.182726363228124
2015-08-28,18,25,2.378897676132812
2015-08-29,0,11,-1.7469692523171858
2015-08-30,0,6,1.1893457352343777
2015-08-31,5,24,12.49165793739219
2015-09-01,12,15,18.52228247021875
2015-09-02,8,21,9.399997206225
2015-09-03,12,29,11.637383882692188
2015-09-04,26,24,15.622413684670313
2015-09-05,3,4,1.1693794526531254
2015-09-06,0,1,4.332925058018752
2015-09-07,7,1,5.54522694841719
2015-09-08,0,9,12.54493452642344
2015-09-09,8,12,13.870802502418751
2015-09-10,11,12,9.454531096292188
2015-09-11,6,21,6.700082680548437
2015-09-12,1,1,6.036245195914064
2015-09-13,1,0,-1.7038854870109361
2015-09-14,7,11,12.27225053871094
2015-09-15,6,4,23.35685912187344
2015-09-16,7,29,28.823955485728124
2015-09-17,7,24,6.400804464445311
2015-09-18,21,24,17.77204461268594
2015-09-19,1,10,2.2387670081265636
2015-09-20,0,1,2.5016367862500033
2015-09-21,6,14,4.09551519166094
2015-09-22,0,28,22.317386250245317
2015-09-23,5,32,24.624397799840626
2015-09-24,5,26,29.58189462455
2015-09-25,10,39,11.512984705126561
2015-09-26,0,11,-0.2987968155249998
2015-09-27,0,3,-3.720080461899997
2015-09-28,5,5,0.5485187179046926
2015-09-29,11,24,11.845076674925005
2015-09-30,17,35,8.991198578107817
2015-10-01,22,42,25.891268265398438
2015-10-02,5,17,19.255058225910936
2015-10-03,0,15,2.093716795710937
2015-10-04,0,1,-1.3185914482249994
2015-10-05,11,26,21.748842973570316
2015-10-06,6,36,16.005253413453126
2015-10-07,7,13,13.657584842673439
2015-10-08,6,24,17.591848567059376
2015-10-09,18,23,25.15521639461563
2015-10-10,1,12,3.119761865332813
2015-10-11,0,4,-4.177886344471872
2015-10-12,10,25,21.38790594621719
2015-10-13,12,26,30.66382913255313
2015-10-14,17,19,33.868345471325
2015-10-15,20,20,1.6168208724999982
2015-10-16,12,17,21.993648768009376
2015-10-17,0,4,-0.9266569125093724
2015-10-18,0,4,0.9839450567812555
2015-10-19,10,27,17.872358679676566
2015-10-20,10,18,21.685162368875005
2015-10-21,17,20,31.675365871090627
2015-10-22,13,16,17.215693786867185
2015-10-23,6,27,12.892094970171875
2015-10-24,0,5,1.6346105820046883
2015-10-25,0,0,-3.029029327298433
2015-10-26,4,38,22.28626447599219
2015-10-27,2,22,29.45775109899219
2015-10-28,10,23,27.844137147089064
2015-10-29,20,31,15.135295554987499
2015-10-30,20,13,16.925009377545315
2015-10-31,0,4,5.161367955590626
2015-11-01,0,1,-4.579194898042184
2015-11-02,29,19,13.053744387982817
2015-11-03,14,39,24.18439322457344
2015-11-04,6,32,16.679983346570314
2015-11-05,8,21,22.749044516246876
2015-11-06,30,20,18.185398976184374
2015-11-07,0,14,3.349705386100001
2015-11-08,0,4,-1.1928612514984351
2015-11-09,18,15,18.03945863210469
2015-11-10,27,30,22.80805022175
2015-11-11,9,24,12.681843427487502
2015-11-12,12,27,8.107279197650001
2015-11-13,5,27,16.80084290727188
2015-11-14,0,4,5.3015240628687526
2015-11-15,0,0,-3.7199478792531226
2015-11-16,9,19,13.70014942937969
2015-11-17,10,31,25.708992595314065
2015-11-18,10,24,28.02941020032344
2015-11-19,2,24,6.958213533498435
2015-11-20,2,33,17.4177448389
2015-11-21,0,9,-3.003637118795311
2015-11-22,0,10,-1.192399483410933
2015-11-23,20,15,22.639348722140628
2015-11-24,7,21,32.779750638
2015-11-25,15,20,9.773045643221876
2015-11-26,6,19,22.955838120692185
2015-11-27,11,2,8.204768454610937
2015-11-28,0,2,-3.6516306368109346
2015-11-29,0,4,0.9899311631781291
2015-11-30,7,15,16.51931080014688
2015-12-01,10,16,21.273891508287505
2015-12-02,10,20,20.17466861502344
2015-12-03,5,23,17.775991027920313
2015-12-04,10,39,2.8346773349875
2015-12-05,0,27,2.196853250525002
2015-12-06,0,0,3.043413478981253
2015-12-07,3,30,8.437341104151567
2015-12-08,10,32,19.101228673809377
2015-12-09,3,26,12.902236282676563
2015-12-10,10,28,17.96619424746094
2015-12-11,4,9,13.486247842242188
2015-12-12,8,7,9.678386385048437
2015-12-13,0,0,7.121223986618752
2015-12-14,11,27,18.509042322940626
2015-12-15,9,30,31.556046411612503
2015-12-16,9,26,20.736076124510937
2015-12-17,3,11,10.771664380443749
2015-12-18,7,6,12.689902663045313
2015-12-19,0,0,-0.09001677507187189
2015-12-20,0,4,3.37067883838438
2015-12-21,4,7,5.834856103825004
2015-12-22,6,3,4.938952583260941
2015-12-23,2,0,25.149567964396876
2015-12-24,0,2,5.372066546034375
2015-12-25,0,1,-0.44170668473593633
2015-12-26,0,3,4.679036553857814
2015-12-27,0,0,-0.22261889697499715
2015-12-28,1,4,3.42749417996094
2015-12-29,0,2,14.385152295107815
2015-12-30,0,3,19.330632453051564
2015-12-31,0,4,2.2978311652749994
2016-01-01,0,0,1.3621878225875
2016-01-02,0,10,2.075142886843751
2016-01-03,0,0,3.356384796282815
2016-01-04,2,8,22.38346722496719
2016-01-05,0,8,18.54994681485
2016-01-06,0,15,32.91226233657031
2016-01-07,1,30,24.994125745581247
2016-01-08,3,16,11.692308781115624
2016-01-09,0,5,1.7102717852218747
2016-01-10,0,7,-0.9558064434562463
2016-01-11,11,30,3.9978927897781302
2016-01-12,16,23,14.091266194945318
2016-01-13,10,11,8.234196504043753
2016-01-14,4,15,10.541072103881252
2016-01-15,8,15,12.483316382685938
2016-01-16,0,9,2.4141842758546885
2016-01-17,0,0,1.4154925369937512
2016-01-18,6,13,16.002417006951564
2016-01-19,13,17,6.8540537650328135
2016-01-20,12,26,19.155311180982814
2016-01-21,3,23,30.034145303201562
2016-01-22,5,21,11.39739417235
2016-01-23,0,5,1.2563863287468742
2016-01-24,2,8,-2.4228250286687483
2016-01-25,8,12,11.66843347522188
2016-01-26,16,17,6.8784417180750035
2016-01-27,5,20,12.005108031696878
2016-01-28,3,18,10.638205703296876
2016-01-29,4,14,22.556945940428125
2016-01-30,0,4,-1.6177059974874997
2016-01-31,0,9,3.264342757545314
2016-02-01,10,12,19.64608044926875
2016-02-02,8,17,21.230918115245313
2016-02-03,12,26,19.294036315590624
2016-02-04,14,26,5.950637456906249
2016-02-05,11,16,6.968363189742188
2016-02-06,0,16,14.371255762340628
2016-02-07,1,0,0.8894796925187523
2016-02-08,5,11,17.10669243429844
2016-02-09,13,38,16.003301542190627
2016-02-10,15,26,16.573277321318752
2016-02-11,17,28,3.3301623779765626
2016-02-12,9,57,21.525395462215627
2016-02-13,1,19,-1.6572204160671866
2016-02-14,1,21,0.007426756573440496
2016-02-15,15,15,7.664613164275003
2016-02-16,5,20,16.402366789507816
2016-02-17,7,33,12.401986717718751
2016-02-18,17,8,11.362950743453126
2016-02-19,9,24,15.413773898870312
2016-02-20,0,9,0.03607922807187558
2016-02-21,0,12,-1.7228957161953105
2016-02-22,4,19,13.195777803345315
2016-02-23,7,22,7.16440913348594
2016-02-24,24,21,20.266915949843753
2016-02-25,15,42,8.008215612317187
2016-02-26,1,38,26.612611135440627
2016-02-27,3,23,-2.009193782835938
2016-02-28,0,5,-1.0347803339953106
2016-02-29,9,9,11.850175458090627
2016-03-01,8,23,12.045637202229692
2016-03-02,6,24,15.632744918054689
2016-03-03,2,46,19.10428029528125
2016-03-04,1,28,11.415701210485938
2016-03-05,0,8,3.84048726535
2016-03-06,0,16,6.703035167375002
2016-03-07,9,18,10.00546913136094
2016-03-08,7,27,19.75347698145938
2016-03-09,15,21,12.632216853012501
2016-03-10,4,31,19.785413050914062
2016-03-11,7,44,9.087275362457813
2016-03-12,1,30,-0.21589156157656042
2016-03-13,0,9,2.0710809803000028
2016-03-14,1,34,9.541296960806253
2016-03-15,5,19,25.0976371791875
2016-03-16,9,8,7.375478081423438
2016-03-17,7,22,11.223868685407814
2016-03-18,7,42,11.253086447014063
2016-03-19,1,6,1.2653353094187518
2016-03-20,0,0,7.329011181184377
2016-03-21,12,35,23.261063819778126
2016-03-22,8,13,8.630429586132813
2016-03-23,8,24,11.20068271263125
2016-03-24,14,37,16.172967991556252
2016-03-25,13,23,4.779581068084376
2016-03-26,0,10,2.628255910476564
2016-03-27,0,11,-0.7214288906171848
2016-03-28,9,18,-0.978720907835934
2016-03-29,7,30,8.456289597484378
2016-03-30,7,25,12.856570321112503
2016-03-31,3,23,3.290432684298438
2016-04-01,2,28,25.890939610398437
2016-04-02,0,5,-4.067219820359377
2016-04-03,0,2,0.9295460440828136
2016-04-04,2,8,7.324030187503126
2016-04-05,0,11,8.955016331912503
2016-04-06,3,13,15.608771498557815
2016-04-07,1,21,10.72390075190625
2016-04-08,11,19,6.748171088867188
2016-04-09,0,3,5.126869832846875
2016-04-10,0,0,-0.5851163222562485
2016-04-11,7,10,15.302293157203128
2016-04-12,4,15,12.079482241501562
2016-04-13,18,13,10.786736676504688
2016-04-14,15,10,11.718692115323439
2016-04-15,16,15,8.557635209634375
2016-04-16,0,3,3.813737089340626
2016-04-17,0,0,3.3949971155156264
2016-04-18,11,10,8.735077529931253
2016-04-19,10,10,16.4106661049125
2016-04-20,8,15,6.456914376654688
2016-04-21,8,17,12.010418985992189
2016-04-22,7,10,25.698144926762502
2016-04-23,0,3,3.172697757023437
2016-04-24,0,2,5.575548013459375
2016-04-25,5,12,11.95408425790469
2016-04-26,6,7,7.5279913378625025
2016-04-27,8,11,6.7532617748078145
2016-04-28,5,14,15.95923836541094
2016-04-29,1,17,22.226985238156253
