,NativeScript/NativeScript,flutter/flutter,facebook/react-native
2015-04-30,3,0,18.0
2015-05-01,0,0,3.1999999999999984
2015-05-02,0,0,10.69
2015-05-03,0,0,3.061999999999998
2015-05-04,5,1,6.445575000000001
2015-05-05,7,0,17.239586
2015-05-06,0,0,12.032050025
2015-05-07,2,0,21.854789905
2015-05-08,6,0,8.65197398446875
2015-05-09,0,0,-3.7719768282249992
2015-05-10,0,0,0.7687656498828144
2015-05-11,11,0,2.0837306469906287
2015-05-12,4,1,-1.733282433054684
2015-05-13,8,3,48.780537726165626
2015-05-14,8,4,30.07246103783281
2015-05-15,11,1,14.50959108532031
2015-05-16,0,0,-0.5833124201015654
2015-05-17,0,0,-1.699239221717185
2015-05-18,11,3,10.35373277595313
2015-05-19,13,9,-1.2681859346703082
2015-05-20,6,1,6.654123077356254
2015-05-21,8,5,3.3634002717187528
2015-05-22,6,0,10.573974420890629
2015-05-23,0,1,4.337571479128126
2015-05-24,0,0,-1.0917070233328117
2015-05-25,14,0,2.7138012850390636
2015-05-26,5,5,12.708355720725002
2015-05-27,11,9,6.730207699751563
2015-05-28,4,12,22.8819393877875
2015-05-29,9,2,16.22788156033281
2015-05-30,0,0,3.9991589293312497
2015-05-31,1,0,6.935997979673438
2015-06-01,7,3,10.111383509232814
2015-06-02,11,10,14.885389285401565
2015-06-03,9,10,20.2459196288875
2015-06-04,3,16,2.3396595911062503
2015-06-05,2,4,5.635252476785939
2015-06-06,0,0,1.8978499812890646
2015-06-07,0,0,2.5829318201562534
2015-06-08,4,9,6.943052273306252
2015-06-09,3,10,14.709768822937502
2015-06-10,3,12,6.864339235251563
2015-06-11,11,13,17.217670905728127
2015-06-12,4,5,38.36474976927813
2015-06-13,0,3,-3.147498578642189
2015-06-14,0,0,-3.537967581651562
2015-06-15,10,5,14.68014919349219
2015-06-16,3,10,5.576017958929691
2015-06-17,19,10,7.98368079341094
2015-06-18,33,12,7.949007676732814
2015-06-19,1,4,11.016461434328127
2015-06-20,0,0,3.728425463875001
2015-06-21,0,0,-1.6210492080562484
2015-06-22,0,10,17.449180743642188
2015-06-23,2,11,9.981654024984376
2015-06-24,2,10,13.950519893498438
2015-06-25,9,13,18.552880300254685
2015-06-26,14,11,1.8107110939328122
2015-06-27,0,0,1.0335076036359387
2015-06-28,0,0,-1.3035143103624978
2015-06-29,9,1,2.370193577982816
2015-06-30,5,2,11.40428743641719
2015-07-01,9,2,8.550026121364064
2015-07-02,4,1,4.520990703267188
2015-07-03,4,0,6.863239643045313
2015-07-04,0,0,-2.1613009313843743
2015-07-05,0,0,-0.1937133635281234
2015-07-06,22,8,9.062933579340626
2015-07-07,18,1,13.320547956651563
2015-07-08,6,4,13.504301024403125
2015-07-09,10,2,12.008786987610936
2015-07-10,9,2,13.870549414745312
2015-07-11,0,0,-3.460173797392188
2015-07-12,0,0,-1.9831547440734356
2015-07-13,6,0,10.629759036984378
2015-07-14,11,1,16.725906623557815
2015-07-15,23,0,13.68357270190625
2015-07-16,17,8,6.433764547460937
2015-07-17,4,18,10.979050827940625
2015-07-18,0,8,-2.209132609304687
2015-07-19,0,0,-1.973205393110935
2015-07-20,12,10,6.6921876575000026
2015-07-21,6,34,15.171703302562502
2015-07-22,10,29,6.090905861021875
2015-07-23,6,31,9.473438593051563
2015-07-24,14,22,12.338262616732813
2015-07-25,0,6,0.9942648961718756
2015-07-26,0,0,-2.109395598518749
2015-07-27,11,19,20.678596614964064
2015-07-28,12,15,7.799064047125
2015-07-29,8,17,8.097959192196875
2015-07-30,10,31,10.154083147248437
2015-07-31,11,13,3.027462077239064
2015-08-01,0,4,3.6309582893343766
2015-08-02,0,2,1.9011079348984392
2015-08-03,25,17,5.290664384856252
2015-08-04,12,18,7.138191567406252
2015-08-05,1,13,1.8671614797875016
2015-08-06,6,17,6.395320552682813
2015-08-07,13,39,14.192085800401564
2015-08-08,0,7,1.3414150614390623
2015-08-09,0,0,-1.8200126158093746
2015-08-10,5,27,6.849452646471876
2015-08-11,8,50,15.373401082496876
2015-08-12,7,11,6.304904330107813
2015-08-13,11,30,15.629328305114061
2015-08-14,4,17,15.80491089573125
2015-08-15,0,0,1.2886448864625
2015-08-16,0,0,-1.6058982426374988
