,rust-lang/rust,python/cpython,JuliaLang/julia
2021-05-23,87,4,4
2021-05-24,94,4,3
2021-05-25,67,15,8
2021-05-26,88,9,8
2021-05-27,98,14,13
2021-05-28,43,12,7
2021-05-29,50,8,5
2021-05-30,62,2,6
2021-05-31,103,7,16
2021-06-01,59,5,6
2021-06-02,72,8,17
2021-06-03,73,16,3
2021-06-04,119,11,2
2021-06-05,59,2,12
2021-06-06,59,4,3
2021-06-07,75,9,20
2021-06-08,70,16,7
2021-06-09,82,9,16
2021-06-10,54,12,10
2021-06-11,52,9,3
2021-06-12,34,7,1
2021-06-13,68,3,0
2021-06-14,81,6,13
2021-06-15,78,8,4
2021-06-16,69,6,3
2021-06-17,97,5,2
2021-06-18,78,5,9
2021-06-19,52,5,4
2021-06-20,57,5,3
2021-06-21,103,11,4
2021-06-22,65,8,3
2021-06-23,47,11,6
2021-06-24,54,12,7
2021-06-25,73,1,1
2021-06-26,46,2,3
2021-06-27,38,7,1
2021-06-28,59,1,6
2021-06-29,58,8,7
2021-06-30,67,7,12
2021-07-01,78,7,8
2021-07-02,77,7,6
2021-07-03,47,6,0
2021-07-04,60,4,5
2021-07-05,66,8,5
2021-07-06,76,2,11
2021-07-07,64,8,12
2021-07-08,79,8,2
2021-07-09,71,1,4
2021-07-10,91,2,3
2021-07-11,58,1,2
2021-07-12,41,5,3
2021-07-13,47,10,9
2021-07-14,73,10,6
2021-07-15,63,15,6
2021-07-16,58,14,6
2021-07-17,52,7,2
2021-07-18,75,3,5
2021-07-19,71,14,19
2021-07-20,57,9,13
2021-07-21,59,3,17
2021-07-22,50,8,7
2021-07-23,76,8,4
2021-07-24,55,15,1
2021-07-25,61,5,2
2021-07-26,74,14,5
2021-07-27,89,8,3
2021-07-28,98,15,4
2021-07-29,65,19,5
2021-07-30,73,12,1
2021-07-31,45,8,5
2021-08-01,27,1,0
2021-08-02,83,12,5
2021-08-03,89,6,7
2021-08-04,70,12,4
2021-08-05,59,5,1
2021-08-06,60,11,2
2021-08-07,56,1,5
2021-08-08,39,3,3
2021-08-09,54,12,9
2021-08-10,84,7,6
2021-08-11,36,7,5
2021-08-12,87,7,4
2021-08-13,63,7,2
2021-08-14,47,0,4
2021-08-15,48,1,2
2021-08-16,104,8,7
2021-08-17,42,9,7
2021-08-18,70,6,13
2021-08-19,83,4,4
2021-08-20,42,3,3
2021-08-21,53,4,1
2021-08-22,94,10,0
2021-08-23,82,13,8
2021-08-24,60,5,12
2021-08-25,74,11,14
2021-08-26,91,9,11
2021-08-27,63,8,1
2021-08-28,55,2,8
2021-08-29,53,6,2
2021-08-30,73,11,4
2021-08-31,108,15,3
2021-09-01,68,1,12
2021-09-02,78,10,5
2021-09-03,43,7,4
2021-09-04,44,6,3
2021-09-05,53,7,0
2021-09-06,48,3,4
2021-09-07,53,20,2
2021-09-08,78,8,11
2021-09-09,113,8,9
2021-09-10,65,10,7
2021-09-11,62,4,5
2021-09-12,46,2,3
2021-09-13,63,8,9
2021-09-14,39,8,13
2021-09-15,59,21,9
2021-09-16,70,8,2
2021-09-17,101,23,5
2021-09-18,44,4,2
2021-09-19,46,8,4
2021-09-20,42,10,4
2021-09-21,57,13,6
2021-09-22,49,5,5
2021-09-23,29,7,16
2021-09-24,72,8,4
2021-09-25,59,4,0
2021-09-26,50,2,6
2021-09-27,49,7,4
2021-09-28,66,9,5
2021-09-29,41,11,11
2021-09-30,97,8,5
2021-10-01,97,14,9
2021-10-02,64,5,6
2021-10-03,75,4,2
2021-10-04,80,4,9
2021-10-05,81,16,11
2021-10-06,74,16,6
2021-10-07,86,12,11
2021-10-08,62,2,7
2021-10-09,113,12,5
2021-10-10,103,6,10
2021-10-11,79,19,4
2021-10-12,91,8,5
2021-10-13,89,22,16
2021-10-14,60,14,21
2021-10-15,80,14,9
2021-10-16,55,6,5
2021-10-17,45,3,1
2021-10-18,77,6,10
2021-10-19,75,19,5
2021-10-20,87,17,4
2021-10-21,78,18,10
2021-10-22,60,13,10
2021-10-23,44,2,5
2021-10-24,35,1,4
2021-10-25,58,7,9
2021-10-26,66,3,9
2021-10-27,68,7,3
2021-10-28,43,21,6
2021-10-29,46,9,4
2021-10-30,63,1,5
2021-10-31,52,7,8
2021-11-01,51,5,11
2021-11-02,53,11,14
2021-11-03,49,7,5
2021-11-04,51,6,6
2021-11-05,73,13,9
2021-11-06,43,8,6
2021-11-07,44,2,11
2021-11-08,44,9,17
2021-11-09,67,13,10
2021-11-10,92,7,17
2021-11-11,37,3,10
2021-11-12,35,5,8
2021-11-13,41,3,4
2021-11-14,33,5,2
2021-11-15,39,8,4
2021-11-16,80,8,12
2021-11-17,46,7,12
2021-11-18,52,12,9
2021-11-19,40,10,16
2021-11-20,105,18,8
2021-11-21,39,6,3
2021-11-22,57,19,7
2021-11-23,60,14,8
2021-11-24,57,13,3
2021-11-25,56,7,4
2021-11-26,64,13,3
2021-11-27,51,5,2
2021-11-28,52,3,5
2021-11-29,69,18,8
2021-11-30,55,7,3
2021-12-01,76,8,3
2021-12-02,63,7,3
2021-12-03,121,9,4
2021-12-04,77,6,1
2021-12-05,56,8,2
2021-12-06,54,9,4
2021-12-07,70,17,6
2021-12-08,67,20,2
2021-12-09,75,12,4
2021-12-10,68,15,4
2021-12-11,69,5,2
2021-12-12,63,7,2
2021-12-13,102,7,2
2021-12-14,76,10,13
2021-12-15,82,6,2
2021-12-16,68,11,2
2021-12-17,61,7,8
2021-12-18,70,8,5
2021-12-19,47,8,0
2021-12-20,59,3,5
2021-12-21,55,2,5
2021-12-22,37,2,4
2021-12-23,60,2,4
2021-12-24,44,3,1
2021-12-25,20,1,1
2021-12-26,16,8,3
2021-12-27,31,2,2
2021-12-28,106,3,3
2021-12-29,53,3,1
2021-12-30,71,6,6
2021-12-31,36,6,5
2022-01-01,60,2,2
2022-01-02,46,8,3
2022-01-03,48,9,4
2022-01-04,76,13,7
2022-01-05,81,8,9
2022-01-06,59,12,18
2022-01-07,55,9,11
2022-01-08,40,9,7
2022-01-09,64,5,3
2022-01-10,52,8,16
2022-01-11,53,14,9
2022-01-12,71,8,23
2022-01-13,62,14,7
2022-01-14,93,13,12
2022-01-15,73,3,5
2022-01-16,50,5,4
2022-01-17,95,11,7
2022-01-18,118,14,5
2022-01-19,87,11,4
2022-01-20,74,10,12
2022-01-21,70,25,5
2022-01-22,48,26,2
2022-01-23,61,18,3
2022-01-24,41,9,12
2022-01-25,52,16,5
2022-01-26,48,14,16
2022-01-27,57,22,7
2022-01-28,84,16,12
2022-01-29,44,2,2
2022-01-30,45,0,3
2022-01-31,63,2,1
2022-02-01,89,13,3
2022-02-02,98,17,2
2022-02-03,57,19,7
2022-02-04,50,5,4
2022-02-05,38,4,2
2022-02-06,48,9,1
2022-02-07,76,21,5
2022-02-08,62,12,12
2022-02-09,68,10,13
2022-02-10,60,17,8
2022-02-11,62,7,5
2022-02-12,87,5,12
2022-02-13,46,5,29
2022-02-14,47,15,9
2022-02-15,77,8,15
2022-02-16,61,13,10
2022-02-17,66,11,10
2022-02-18,59,12,11
2022-02-19,57,7,14
2022-02-20,57,8,17
2022-02-21,84,6,7
2022-02-22,62,16,7
2022-02-23,76,12,14
2022-02-24,74,11,7
2022-02-25,100,23,9
2022-02-26,55,9,2
2022-02-27,39,2,2
2022-02-28,58,9,9
2022-03-01,57,10,6
2022-03-02,74,6,7
2022-03-03,114,21,15
2022-03-04,100,7,5
2022-03-05,77,3,3
2022-03-06,54,5,5
2022-03-07,99,15,4
2022-03-08,82,17,8
2022-03-09,82,7,6
2022-03-10,74,10,1
2022-03-11,69,13,3
2022-03-12,80,6,9
2022-03-13,40,6,4
2022-03-14,53,14,9
2022-03-15,56,14,11
2022-03-16,69,10,6
2022-03-17,70,16,4
2022-03-18,75,10,3
2022-03-19,42,7,3
2022-03-20,61,4,1
2022-03-21,64,11,9
2022-03-22,56,16,7
2022-03-23,74,16,8
2022-03-24,71,6,5
2022-03-25,59,6,4
2022-03-26,63,6,3
2022-03-27,64,5,2
2022-03-28,86,10,9
2022-03-29,58,8,8
2022-03-30,138,11,17
2022-03-31,90,13,5
2022-04-01,55,13,8
2022-04-02,69,17,7
2022-04-03,46,11,3
2022-04-04,81,9,6
2022-04-05,126,28,12
2022-04-06,82,24,6
2022-04-07,82,13,10
2022-04-08,75,5,3
2022-04-09,76,4,3
2022-04-10,58,5,2
2022-04-11,91,10,4
2022-04-12,94,7,14
2022-04-13,60,9,8
2022-04-14,83,12,12
2022-04-15,80,15,7
2022-04-16,90,18,2
2022-04-17,63,10,1
2022-04-18,98,15,2
2022-04-19,64,16,8
2022-04-20,72,14,5
2022-04-21,58,21,8
2022-04-22,42,16,1
2022-04-23,46,8,2
2022-04-24,59,5,1
2022-04-25,54,11,3
2022-04-26,61,9,5
2022-04-27,77,9,6
2022-04-28,50,10,5
2022-04-29,93,8,4
2022-04-30,81,23,0
2022-05-01,69,5,0
2022-05-02,57,41,7
2022-05-03,81,45,5
2022-05-04,51,12,2
2022-05-05,108,20,2
2022-05-06,118,30,12
2022-05-07,75,2,3
2022-05-08,44,33,3
2022-05-09,68,14,26
2022-05-10,111,22,14
2022-05-11,78,20,24
2022-05-12,85,12,16
2022-05-13,115,13,7
2022-05-14,46,3,0
2022-05-15,54,3,2
2022-05-16,47,11,11
2022-05-17,92,11,18
2022-05-18,69,8,7
2022-05-19,75,23,6
2022-05-20,100,10,4
2022-05-21,77,8,7
2022-05-22,91,1,3
2022-05-23,89,20,8
2022-05-24,112,8,6
2022-05-25,126,18,3
2022-05-26,46,6,12
2022-05-27,78,11,10
2022-05-28,59,3,2
2022-05-29,49,5,5
2022-05-30,113,3,8
2022-05-31,90,10,3
2022-06-01,86,7,11
2022-06-02,91,4,11
2022-06-03,116,9,0
2022-06-04,84,4,0
2022-06-05,84,5,0
2022-06-06,159,12,2
2022-06-07,121,15,4
2022-06-08,105,8,5
2022-06-09,71,8,12
2022-06-10,88,10,19
2022-06-11,76,7,7
2022-06-12,47,5,6
2022-06-13,87,10,4
2022-06-14,100,22,11
2022-06-15,95,15,2
