,golang/go,gcc-mirror/gcc,llvm/llvm-project
2010-04-06,18,34,60
2010-04-07,5,40,111
2010-04-08,6,18,74
2010-04-09,14,27,58
2010-04-10,2,8,32
2010-04-11,10,9,33
2010-04-12,5,22,72
2010-04-13,8,28,77
2010-04-14,6,25,92
2010-04-15,5,21,73
2010-04-16,6,39,106
2010-04-17,0,16,59
2010-04-18,3,8,30
2010-04-19,5,20,53
2010-04-20,2,23,82
2010-04-21,16,22,60
2010-04-22,5,22,76
2010-04-23,3,11,60
2010-04-24,0,11,55
2010-04-25,0,12,23
2010-04-26,6,23,50
2010-04-27,28,44,36
2010-04-28,16,16,57
2010-04-29,10,16,60
2010-04-30,14,24,66
2010-05-01,5,8,42
2010-05-02,0,13,13
2010-05-03,15,12,59
2010-05-04,6,23,43
2010-05-05,8,24,58
2010-05-06,4,32,66
2010-05-07,7,23,85
2010-05-08,3,12,26
2010-05-09,2,11,12
2010-05-10,1,23,45
2010-05-11,4,28,59
2010-05-12,0,24,69
2010-05-13,3,20,61
2010-05-14,3,21,83
2010-05-15,3,19,33
2010-05-16,0,19,27
2010-05-17,1,33,65
2010-05-18,2,14,65
2010-05-19,9,25,55
2010-05-20,8,24,80
2010-05-21,15,25,64
2010-05-22,5,10,25
2010-05-23,3,16,17
2010-05-24,22,16,37
2010-05-25,6,37,52
2010-05-26,5,36,91
2010-05-27,6,32,85
2010-05-28,7,37,85
2010-05-29,1,26,26
2010-05-30,1,18,23
2010-05-31,8,15,18
2010-06-01,11,27,33
2010-06-02,7,39,51
2010-06-03,12,26,45
2010-06-04,3,28,54
2010-06-05,3,25,17
2010-06-06,1,15,0
2010-06-07,4,26,40
2010-06-08,7,20,60
2010-06-09,12,46,101
2010-06-10,6,39,31
2010-06-11,6,32,53
2010-06-12,5,14,42
2010-06-13,0,12,16
2010-06-14,7,46,38
2010-06-15,4,25,64
2010-06-16,6,28,75
2010-06-17,0,53,54
2010-06-18,2,43,80
2010-06-19,5,8,36
2010-06-20,7,7,8
2010-06-21,11,34,76
2010-06-22,9,75,83
2010-06-23,3,41,49
2010-06-24,2,24,90
2010-06-25,0,34,83
2010-06-26,0,17,38
2010-06-27,0,9,16
2010-06-28,10,23,74
2010-06-29,10,33,102
2010-06-30,15,40,101
2010-07-01,15,10,87
2010-07-02,9,46,78
2010-07-03,0,23,27
2010-07-04,0,18,24
2010-07-05,1,34,24
2010-07-06,0,22,89
2010-07-07,1,19,92
2010-07-08,2,33,76
2010-07-09,5,29,90
2010-07-10,1,11,23
2010-07-11,0,8,43
2010-07-12,12,43,97
2010-07-13,9,30,72
2010-07-14,8,20,65
2010-07-15,20,26,71
2010-07-16,7,16,78
2010-07-17,5,5,44
2010-07-18,0,5,27
2010-07-19,7,17,84
2010-07-20,5,24,150
2010-07-21,14,22,81
2010-07-22,5,31,75
2010-07-23,2,41,69
2010-07-24,0,8,34
2010-07-25,3,11,16
2010-07-26,12,17,67
2010-07-27,11,42,73
2010-07-28,4,27,78
2010-07-29,10,21,105
2010-07-30,14,15,53
2010-07-31,0,10,19
2010-08-01,1,6,15
2010-08-02,1,14,72
2010-08-03,19,9,57
2010-08-04,4,30,88
2010-08-05,15,25,94
2010-08-06,7,26,69
2010-08-07,2,9,35
2010-08-08,0,15,28
2010-08-09,7,18,58
2010-08-10,12,28,91
2010-08-11,5,84,100
2010-08-12,17,15,71
2010-08-13,7,8,64
2010-08-14,2,14,22
2010-08-15,1,11,29
2010-08-16,7,9,88
2010-08-17,9,18,101
2010-08-18,5,18,109
2010-08-19,9,22,86
2010-08-20,3,26,99
2010-08-21,1,13,50
2010-08-22,2,9,34
2010-08-23,4,12,78
2010-08-24,7,10,123
2010-08-25,21,14,108
2010-08-26,19,10,110
2010-08-27,10,22,76
2010-08-28,0,10,59
2010-08-29,3,6,66
2010-08-30,7,20,79
2010-08-31,9,21,104
2010-09-01,9,27,87
2010-09-02,13,27,125
2010-09-03,7,39,110
2010-09-04,5,12,31
2010-09-05,1,11,35
2010-09-06,1,34,56
2010-09-07,14,32,91
2010-09-08,8,36,101
2010-09-09,17,73,93
2010-09-10,19,60,83
2010-09-11,7,9,35
2010-09-12,16,8,19
2010-09-13,10,20,75
2010-09-14,10,20,74
2010-09-15,6,28,96
2010-09-16,14,22,81
2010-09-17,3,20,85
2010-09-18,2,14,48
2010-09-19,3,13,16
2010-09-20,16,24,32
2010-09-21,5,20,107
2010-09-22,17,26,70
2010-09-23,12,18,67
2010-09-24,29,22,44
2010-09-25,2,8,21
2010-09-26,0,12,1
2010-09-27,12,20,91
2010-09-28,10,31,61
2010-09-29,14,23,98
2010-09-30,16,75,101
2010-10-01,5,20,112
2010-10-02,0,7,39
2010-10-03,1,8,22
2010-10-04,3,28,63
2010-10-05,2,33,112
2010-10-06,13,48,92
2010-10-07,13,54,109
2010-10-08,2,49,81
2010-10-09,1,26,32
2010-10-10,0,16,18
2010-10-11,11,66,80
2010-10-12,16,46,86
2010-10-13,9,25,72
2010-10-14,10,36,73
2010-10-15,10,35,90
2010-10-16,2,15,27
2010-10-17,4,14,15
2010-10-18,14,45,73
2010-10-19,7,25,101
2010-10-20,17,24,70
2010-10-21,17,42,87
2010-10-22,12,56,91
2010-10-23,0,11,22
2010-10-24,1,11,20
2010-10-25,11,17,67
2010-10-26,14,57,76
2010-10-27,8,27,83
2010-10-28,14,25,90
2010-10-29,7,19,118
2010-10-30,4,7,68
2010-10-31,4,10,34
2010-11-01,18,26,87
2010-11-02,6,50,105
2010-11-03,6,46,69
2010-11-04,10,41,49
2010-11-05,14,29,43
2010-11-06,4,19,46
2010-11-07,0,11,18
2010-11-08,6,28,64
2010-11-09,5,42,117
2010-11-10,9,48,74
2010-11-11,4,34,77
2010-11-12,8,38,79
2010-11-13,3,27,64
2010-11-14,0,12,73
2010-11-15,0,33,91
2010-11-16,0,39,98
2010-11-17,2,27,124
2010-11-18,8,25,100
2010-11-19,5,33,95
2010-11-20,1,14,36
2010-11-21,1,21,42
2010-11-22,4,29,29
2010-11-23,2,24,74
2010-11-24,1,24,47
2010-11-25,0,17,29
2010-11-26,1,27,19
2010-11-27,1,16,36
2010-11-28,1,8,42
2010-11-29,5,26,78
2010-11-30,10,21,128
2010-12-01,4,24,95
2010-12-02,9,33,74
2010-12-03,5,27,94
2010-12-04,0,8,62
2010-12-05,3,7,34
2010-12-06,13,31,78
2010-12-07,28,24,115
2010-12-08,29,28,81
2010-12-09,17,45,91
2010-12-10,5,24,110
2010-12-11,1,10,11
2010-12-12,4,7,29
2010-12-13,18,28,70
2010-12-14,17,37,74
2010-12-15,14,47,98
2010-12-16,17,28,66
2010-12-17,12,25,89
2010-12-18,0,22,48
2010-12-19,0,33,47
2010-12-20,2,14,84
2010-12-21,2,41,74
2010-12-22,0,35,68
2010-12-23,5,20,48
2010-12-24,1,12,21
2010-12-25,0,4,8
2010-12-26,0,9,15
2010-12-27,3,5,13
2010-12-28,0,10,23
2010-12-29,0,14,23
2010-12-30,1,23,10
2010-12-31,0,22,6
2011-01-01,0,5,26
2011-01-02,0,15,36
2011-01-03,2,22,66
2011-01-04,13,33,62
2011-01-05,14,21,54
2011-01-06,6,20,53
2011-01-07,8,19,48
2011-01-08,5,13,55
2011-01-09,3,12,41
2011-01-10,5,20,46
2011-01-11,15,32,81
2011-01-12,16,28,46
2011-01-13,11,22,64
2011-01-14,11,46,76
2011-01-15,1,6,54
2011-01-16,3,15,49
2011-01-17,1,37,49
2011-01-18,14,14,69
2011-01-19,31,43,56
2011-01-20,32,15,81
2011-01-21,9,29,55
2011-01-22,3,17,40
2011-01-23,0,5,39
2011-01-24,10,18,67
2011-01-25,12,55,75
2011-01-26,12,37,78
2011-01-27,13,25,84
2011-01-28,7,18,47
2011-01-29,4,12,45
2011-01-30,4,14,13
2011-01-31,16,30,43
2011-02-01,24,26,64
2011-02-02,18,22,41
2011-02-03,23,23,69
2011-02-04,13,11,59
2011-02-05,6,10,51
2011-02-06,0,9,16
2011-02-07,6,23,34
2011-02-08,7,31,70
2011-02-09,25,20,84
2011-02-10,11,35,61
2011-02-11,16,21,57
2011-02-12,3,21,22
2011-02-13,2,13,23
2011-02-14,9,25,55
2011-02-15,7,26,69
2011-02-16,19,16,67
2011-02-17,14,19,94
2011-02-18,13,22,84
2011-02-19,2,29,56
2011-02-20,1,14,29
2011-02-21,5,12,55
2011-02-22,10,21,95
2011-02-23,24,20,74
2011-02-24,10,25,73
2011-02-25,17,10,63
2011-02-26,1,7,16
2011-02-27,0,16,22
2011-02-28,7,19,103
2011-03-01,9,10,80
2011-03-02,11,15,85
2011-03-03,14,26,56
2011-03-04,10,18,71
2011-03-05,10,9,59
2011-03-06,12,7,26
2011-03-07,31,21,47
2011-03-08,19,17,68
2011-03-09,12,14,73
2011-03-10,14,8,44
