,tensorflow/tensorflow,apache/mxnet,pytorch/pytorch
2017-06-24,-2.3694318599203115,1,13
2017-06-25,-4.8014998173421795,1,0
2017-06-26,41.623054893789075,2,13
2017-06-27,50.24437969717813,6,16
2017-06-28,30.696044039240626,11,17
2017-06-29,32.26603130803906,1,17
2017-06-30,33.37812698892344,5,10
2017-07-01,3.4078097661968787,6,2
2017-07-02,-0.48977899229218114,0,4
2017-07-03,-0.5516480731203064,4,17
2017-07-04,11.501589876907822,2,17
2017-07-05,18.98590968288907,5,10
2017-07-06,65.41366906497345,4,7
2017-07-07,43.711290173818746,1,13
2017-07-08,1.2802139832671848,1,5
2017-07-09,-5.05423983005,0,3
2017-07-10,30.416537692137506,6,18
2017-07-11,32.207914777170316,7,25
2017-07-12,38.95390663157032,29,30
2017-07-13,35.4503517383,9,45
2017-07-14,30.88015256752813,9,32
2017-07-15,0.8931204371046899,2,4
2017-07-16,-1.8784063731281204,4,3
2017-07-17,15.127679537287507,2,11
2017-07-18,44.48612634813126,3,20
2017-07-19,32.28860741738281,3,31
2017-07-20,34.98327844561406,10,19
2017-07-21,41.41122241135781,6,19
2017-07-22,1.437950080992188,1,4
2017-07-23,-5.170313128395309,1,6
2017-07-24,36.21635975702657,1,10
2017-07-25,75.37738765200783,5,60
2017-07-26,29.04773295225,3,26
2017-07-27,34.6901452670625,4,24
2017-07-28,36.77602261458907,5,8
2017-07-29,-1.459756105378121,2,6
2017-07-30,0.21849360947969476,5,2
2017-07-31,35.08741005978751,7,8
2017-08-01,24.639149647537508,14,22
2017-08-02,44.43686024822969,7,16
2017-08-03,40.47897196536094,19,19
2017-08-04,95.14139174977187,7,18
2017-08-05,-5.810008553903128,3,0
2017-08-06,-7.0776853843812475,2,11
2017-08-07,25.226301761765633,4,11
2017-08-08,27.816150457321886,7,13
2017-08-09,43.019501177760944,7,24
2017-08-10,58.28349369273594,8,16
2017-08-11,34.77061266179844,2,7
2017-08-12,-3.25068535523906,7,5
2017-08-13,-7.131148300731244,2,1
2017-08-14,27.913293453057822,3,18
2017-08-15,28.879463960892195,5,22
2017-08-16,39.828659882787505,5,32
2017-08-17,50.27663414064375,2,19
2017-08-18,37.36811128755313,5,17
2017-08-19,1.6044921215203125,1,4
2017-08-20,-3.721702847615621,1,1
2017-08-21,33.680063587910944,4,8
2017-08-22,32.21472965294844,3,13
2017-08-23,31.128827177751567,7,19
2017-08-24,56.72413414645625,14,21
2017-08-25,33.897754518587504,3,50
2017-08-26,0.6653021588281263,6,14
2017-08-27,-2.715795115964058,4,6
2017-08-28,44.53401201122032,4,9
2017-08-29,39.04183153224688,11,13
2017-08-30,38.79545105547344,13,26
2017-08-31,16.161963350437503,7,21
2017-09-01,18.97757431203125,4,16
2017-09-02,-0.4025385835906192,4,6
2017-09-03,21.169697420909383,1,2
2017-09-04,15.459302541990631,7,3
2017-09-05,61.64545180403907,5,250
2017-09-06,41.04574389470312,9,22
2017-09-07,56.88612009175937,9,44
2017-09-08,47.94646492931719,9,25
2017-09-09,-4.340424190407813,10,6
2017-09-10,-5.654197448881245,16,9
2017-09-11,26.848765560790635,9,22
2017-09-12,34.076080600185946,5,16
2017-09-13,40.753106654146876,5,38
2017-09-14,37.336533393243755,1,19
2017-09-15,42.14022804931875,4,18
2017-09-16,9.421203879853126,0,2
2017-09-17,4.370899176917192,6,18
2017-09-18,33.4236713868797,4,14
2017-09-19,43.48279674537657,4,38
2017-09-20,44.47590705715781,6,29
2017-09-21,28.351684210209374,3,30
2017-09-22,46.26339243470313,9,21
2017-09-23,2.8990407046968762,2,9
2017-09-24,2.5037191910171934,8,6
2017-09-25,20.458642277542197,15,19
2017-09-26,50.76236700390782,10,21
2017-09-27,49.472767578,9,11
2017-09-28,63.99448113977188,4,30
2017-09-29,45.63738796614844,9,8
2017-09-30,0.04388722542187651,2,16
2017-10-01,-2.540185786032808,6,1
2017-10-02,51.128484245039076,3,16
2017-10-03,45.23749003818282,4,22
2017-10-04,60.886554101623446,7,17
2017-10-05,52.46265410697812,2,36
2017-10-06,54.02674485865625,4,28
2017-10-07,0.45277109133125215,2,11
2017-10-08,-1.5043406331249933,3,3
2017-10-09,20.28752054088751,4,5
2017-10-10,45.637637224842194,10,32
2017-10-11,20.926190610290632,8,23
2017-10-12,46.307890396596875,2,21
2017-10-13,56.46714880157969,9,26
2017-10-14,-3.3179379704859375,7,9
2017-10-15,3.6115020505203166,4,3
2017-10-16,47.497295372284384,4,22
2017-10-17,30.10366556523907,7,7
2017-10-18,38.08150824615001,4,12
2017-10-19,40.175894606559375,0,18
2017-10-20,45.600243719975005,0,41
2017-10-21,-1.449666639574998,7,2
2017-10-22,-1.2656481325999938,2,4
2017-10-23,38.02876012095314,1,10
2017-10-24,30.27878366672501,1,27
2017-10-25,55.73452713493438,6,13
2017-10-26,41.0578319025625,2,31
2017-10-27,53.973281040728125,5,9
2017-10-28,3.459625432526561,7,19
2017-10-29,-5.392886211470307,0,1
2017-10-30,37.650492058495324,3,16
2017-10-31,49.94960454331095,3,25
2017-11-01,26.429641362059378,4,26
2017-11-02,38.52821092883281,4,298
2017-11-03,28.72589883033594,4,20
2017-11-04,14.465886770314066,3,10
2017-11-05,13.226947826362505,4,1
2017-11-06,36.46436588232657,4,16
2017-11-07,56.671993513418755,7,24
2017-11-08,62.63118845049688,9,23
2017-11-09,61.48930643953594,5,21
2017-11-10,18.319479603368748,5,35
2017-11-11,162.60845502386405,6,6
2017-11-12,-19.20774479432813,2,3
2017-11-13,22.99960409025782,9,15
2017-11-14,62.78998658152188,1,29
2017-11-15,25.566694660637516,6,26
2017-11-16,56.81851666645626,8,21
2017-11-17,51.94514341061719,3,13
2017-11-18,5.657325895987505,3,7
2017-11-19,-9.889770403956241,10,2
2017-11-20,32.7900702168672,8,11
2017-11-21,41.83331461320626,9,17
2017-11-22,70.00909853698282,16,11
2017-11-23,11.3177552768625,2,6
2017-11-24,-8.653933650618747,2,7
2017-11-25,-1.910423407614056,7,0
2017-11-26,-3.170071513787489,2,4
2017-11-27,25.345302684428134,5,12
2017-11-28,55.36613944003751,4,17
2017-11-29,50.32931536097969,0,21
2017-11-30,40.78845628890156,9,19
2017-12-01,41.71297335118281,3,17
2017-12-02,12.602902451784376,8,8
2017-12-03,-3.958396775149996,0,4
2017-12-04,56.68231415753907,6,22
2017-12-05,33.09710149622501,3,19
2017-12-06,52.09513200750469,5,16
2017-12-07,64.07349784687031,2,12
2017-12-08,34.92334111978125,8,10
2017-12-09,5.539075055803128,15,2
2017-12-10,10.085171534470318,5,2
2017-12-11,34.586186810309385,2,11
2017-12-12,40.02225784483595,7,8
2017-12-13,40.634063691298444,7,12
2017-12-14,43.12036328218438,9,21
2017-12-15,70.45352663803281,11,26
2017-12-16,4.417706975201561,5,9
2017-12-17,-5.5723685365937445,0,1
2017-12-18,50.77391747775469,13,32
2017-12-19,62.98506727710938,6,11
2017-12-20,95.95621054767344,5,22
2017-12-21,54.97125726514062,6,18
2017-12-22,45.11497666352187,4,14
2017-12-23,-2.772587357273437,1,12
2017-12-24,-8.516850727045302,0,1
2017-12-25,-5.860609423296861,3,1
2017-12-26,16.90591168491408,0,2
2017-12-27,13.830385627259387,6,7
2017-12-28,15.196208170621883,6,9
2017-12-29,11.59472476914063,1,7
2017-12-30,0.6849124073562525,5,4
2017-12-31,13.43571304426719,1,2
2018-01-01,13.252770695450002,2,2
2018-01-02,29.06161604011094,11,17
2018-01-03,51.27702269931875,9,19
2018-01-04,50.00745127584531,14,33
2018-01-05,51.30371535290156,9,9
2018-01-06,0.9173319699281208,0,11
2018-01-07,-3.102051522490621,2,2
2018-01-08,11.174264064768758,2,13
2018-01-09,49.050768246873446,5,12
2018-01-10,50.45721475362344,5,11
2018-01-11,62.43454092067344,4,26
2018-01-12,41.99847335752968,10,12
2018-01-13,31.650781929660937,3,6
2018-01-14,-9.179510870181247,1,5
2018-01-15,3.513439828204696,20,2
2018-01-16,32.5282308723047,8,16
2018-01-17,47.3785010910297,5,11
2018-01-18,48.95021685708594,3,14
2018-01-19,67.6673383821875,2,22
2018-01-20,3.024835264715623,4,11
2018-01-21,-4.974626303965621,2,2
2018-01-22,29.225709550585947,29,13
2018-01-23,87.74182014547031,4,25
2018-01-24,81.09971567449531,5,22
2018-01-25,71.07862244722344,6,20
2018-01-26,79.05071980205,7,14
2018-01-27,4.36030421159375,11,8
2018-01-28,-0.35074676840624086,2,6
2018-01-29,65.43388232427502,4,20
2018-01-30,73.88318267875782,4,18
2018-01-31,-0.27233469329374316,15,17
2018-02-01,78.33474216580001,6,15
2018-02-02,92.68341325315939,5,18
2018-02-03,18.181361367520314,3,8
2018-02-04,-0.46773582141249825,2,6
2018-02-05,40.08114327688282,4,17
2018-02-06,50.304969834059385,4,26
2018-02-07,49.511497678878136,6,20
2018-02-08,83.99593400627032,2,23
2018-02-09,23.37344034493125,5,15
2018-02-10,-0.04958610373905614,3,3
2018-02-11,0.31603868218750897,2,0
2018-02-12,60.08487525961408,1,22
2018-02-13,41.65887833441407,8,26
2018-02-14,43.195478003182814,1,21
2018-02-15,52.770381053485934,4,17
2018-02-16,70.61051076915312,0,14
2018-02-17,-1.8222571289640612,1,4
2018-02-18,-4.746728510493744,1,5
2018-02-19,5.339882748789072,4,1
2018-02-20,42.103317039542205,3,16
2018-02-21,58.086388059712505,4,17
2018-02-22,42.41845516918438,3,10
2018-02-23,39.43594823020625,6,22
2018-02-24,16.55201135755,0,14
2018-02-25,-3.0973662507890563,2,7
2018-02-26,43.308074170117195,5,22
2018-02-27,97.28423959933126,8,25
2018-02-28,32.35690204676719,8,22
2018-03-01,39.89120974692656,8,32
2018-03-02,56.14360799419688,2,29
2018-03-03,-9.216565445039056,4,13
2018-03-04,8.524067341928134,2,6
2018-03-05,44.755939185348446,4,12
2018-03-06,52.033148770217196,4,34
2018-03-07,69.85176058928126,2,17
2018-03-08,76.99794946838907,9,23
2018-03-09,54.000522510395314,4,42
2018-03-10,-4.3332236005343745,5,17
2018-03-11,2.5365544993906344,1,3
2018-03-12,44.06390181175314,0,19
2018-03-13,58.26329241327501,3,11
2018-03-14,43.59419464436094,5,15
2018-03-15,61.73803090868907,1,26
2018-03-16,42.917442836564064,6,10
2018-03-17,5.927939200782816,2,16
2018-03-18,4.170398638209381,1,2
2018-03-19,33.61593025856407,1,27
2018-03-20,65.91787951216875,12,44
2018-03-21,47.93903082200157,4,17
2018-03-22,59.772049265078124,14,22
2018-03-23,22.389168172478126,5,33
2018-03-24,-6.777494569403121,2,11
2018-03-25,43.65937515830157,1,5
2018-03-26,35.13258770901095,7,15
2018-03-27,68.72416787530469,8,28
2018-03-28,63.96984681180312,6,53
2018-03-29,60.4652113028,3,18
2018-03-30,58.94713744711562,3,19
2018-03-31,-10.446968309753125,9,32
2018-04-01,-5.795068554459364,5,0
2018-04-02,38.04354783047189,12,14
2018-04-03,50.35998283191251,8,19
2018-04-04,48.27630027584688,6,17
2018-04-05,48.34553775764063,15,24
2018-04-06,52.949916794957815,9,18
2018-04-07,14.252347629295313,1,9
2018-04-08,-9.291746290090618,4,2
2018-04-09,46.90147692717032,11,15
2018-04-10,75.33813910485156,15,33
2018-04-11,68.77119069314375,15,14
2018-04-12,99.01662814635469,6,22
2018-04-13,67.79045007708906,3,11
2018-04-14,-0.6711265455249986,2,5
2018-04-15,-11.00583076486093,3,3
2018-04-16,82.51914697792658,5,21
2018-04-17,121.79334096458439,8,29
2018-04-18,65.39178235871563,7,27
2018-04-19,86.89935001109687,4,34
2018-04-20,75.14669261091875,2,23
2018-04-21,-7.76287271505937,3,12
2018-04-22,7.592375625239077,0,9
2018-04-23,53.43823698023439,8,22
2018-04-24,58.4988561999547,8,17
2018-04-25,55.53322179178751,9,30
2018-04-26,59.233020862900005,8,30
2018-04-27,25.07227762684844,25,17
2018-04-28,20.218806157535944,3,15
2018-04-29,-0.43892924805780353,4,5
2018-04-30,50.17133903256564,7,23
2018-05-01,43.826580047642196,8,42
2018-05-02,51.90109803072188,6,16
2018-05-03,25.74628066345,5,22
2018-05-04,43.778935786423446,8,34
2018-05-05,12.035139126310941,2,3
2018-05-06,-8.01132520709218,1,3
2018-05-07,30.404530876304698,7,11
2018-05-08,65.55363549914688,6,26
2018-05-09,57.17997091525469,9,20
2018-05-10,54.89815961197188,7,26
2018-05-11,38.16529876203906,9,11
2018-05-12,-3.700790811562497,0,6
2018-05-13,-3.2092399224031176,2,21
2018-05-14,50.27205137432033,6,12
2018-05-15,36.42473206585001,10,25
2018-05-16,62.799636943014065,3,28
2018-05-17,70.82100879749687,9,15
2018-05-18,40.588317698156246,5,24
2018-05-19,1.1996572976921893,0,7
2018-05-20,-4.2316314545609295,1,4
2018-05-21,35.714194322796885,4,14
2018-05-22,57.33513414414376,3,10
2018-05-23,42.07659535871719,5,17
2018-05-24,75.08165687390469,5,19
2018-05-25,30.5525574197625,4,17
2018-05-26,3.1793247275546896,0,10
2018-05-27,-1.8036160677984316,2,0
2018-05-28,0.8401034550812616,1,1
2018-05-29,53.037069588862515,6,26
2018-05-30,53.632612225157814,6,23
2018-05-31,54.59387505673281,5,22
2018-06-01,57.39515962889843,2,25
2018-06-02,2.2302798288531243,4,13
2018-06-03,-1.829241310454682,2,2
2018-06-04,82.91100519526407,4,22
2018-06-05,64.9680060468375,5,17
2018-06-06,51.10287556429063,6,35
2018-06-07,56.95503038112969,9,30
2018-06-08,48.25493081940313,3,24
2018-06-09,-2.313307280267182,0,6
2018-06-10,-10.095421296317177,4,7
2018-06-11,41.571756602764076,4,13
2018-06-12,69.44981891705626,6,21
2018-06-13,90.21373823228126,3,25
2018-06-14,52.28724603886406,12,31
2018-06-15,60.69985234870156,8,23
2018-06-16,1.1662489088609398,2,4
2018-06-17,-2.228316605804679,6,0
2018-06-18,53.038999385231264,6,18
2018-06-19,80.30578254719845,3,23
2018-06-20,60.69895619073907,6,33
2018-06-21,64.24428627173438,5,21
2018-06-22,78.52064121461719,2,22
2018-06-23,5.78110170097969,1,3
2018-06-24,-5.176422932599991,0,2
2018-06-25,53.04693084166095,9,17
2018-06-26,76.49258934142189,5,20
2018-06-27,52.45277494981876,4,15
2018-06-28,59.83568199393906,19,22
2018-06-29,186.28019872366562,23,19
2018-06-30,-14.758706735462507,10,7
2018-07-01,-12.863897388142181,5,4
2018-07-02,67.05884602817501,14,9
2018-07-03,91.36469331969221,7,11
2018-07-04,2.703773418829698,4,3
2018-07-05,-0.837624300578117,1,7
2018-07-06,21.930692735281262,5,18
2018-07-07,-4.960729952954672,3,1
2018-07-08,13.317764605668764,2,5
2018-07-09,59.53330044059688,3,15
2018-07-10,56.06460451408594,5,19
2018-07-11,69.92826820897344,7,20
2018-07-12,55.54701325374374,9,16
2018-07-13,54.77273035566875,13,17
2018-07-14,10.215104294981252,1,8
2018-07-15,0.9954577919703205,4,2
2018-07-16,58.864905771456264,9,12
2018-07-17,52.63972650146407,6,21
2018-07-18,77.25342158433125,13,29
2018-07-19,69.1384655910453,9,15
2018-07-20,57.169206202907816,8,17
2018-07-21,2.677693293854688,3,5
2018-07-22,-0.8400862171718657,6,3
2018-07-23,45.442799094862515,2,18
2018-07-24,79.68607327947032,8,23
2018-07-25,51.955868726025,9,25
2018-07-26,60.406024661440625,3,22
2018-07-27,29.518500656834377,3,31
2018-07-28,0.23232501893594382,2,12
2018-07-29,1.585764091440634,4,2
2018-07-30,45.97017764680783,6,21
2018-07-31,66.86453038620938,6,25
2018-08-01,57.239413559335944,7,40
2018-08-02,45.355561519865624,7,30
2018-08-03,45.092709161567186,12,25
2018-08-04,2.300248549248442,10,14
2018-08-05,-7.265450294423427,1,4
2018-08-06,59.93768238327345,2,12
2018-08-07,57.02717990922501,4,22
2018-08-08,46.87973715534063,11,3
2018-08-09,116.73906249382188,12,16
2018-08-10,67.67800178595937,14,17
2018-08-11,21.646457590620315,5,4
2018-08-12,-3.8926966496718727,7,3
2018-08-13,41.8606488065922,4,18
2018-08-14,69.77812191659532,3,27
2018-08-15,52.04690842326407,14,38
2018-08-16,56.14176525981719,7,23
2018-08-17,40.63506399901094,16,24
2018-08-18,4.803615816901569,5,3
2018-08-19,3.4660192101453227,3,2
2018-08-20,41.13359724855314,12,17
2018-08-21,78.91468977849064,11,12
2018-08-22,85.98821488154844,14,26
2018-08-23,64.74605584018906,12,24
2018-08-24,65.97227942987968,10,23
2018-08-25,12.549061301220313,4,6
2018-08-26,-7.489656589162491,4,2
2018-08-27,43.99877496401095,8,15
2018-08-28,60.3175241236797,3,25
2018-08-29,42.52111938429688,5,39
2018-08-30,53.93312029667187,3,26
2018-08-31,81.15633791677188,4,41
2018-09-01,5.19739041315313,3,3
2018-09-02,-8.914940780804681,0,15
2018-09-03,6.499388017740635,4,3
2018-09-04,60.370964328154706,1,15
2018-09-05,74.64813711791876,4,36
2018-09-06,69.13278935622031,0,31
2018-09-07,58.733271618587494,2,39
2018-09-08,15.622154802504689,3,11
2018-09-09,-6.322209680860931,0,9
2018-09-10,44.18926224332501,8,17
2018-09-11,65.42763971212189,5,35
2018-09-12,55.948213790648445,10,52
2018-09-13,71.90116741394688,9,37
2018-09-14,38.78109614554531,3,34
2018-09-15,-7.028020568492181,3,1
2018-09-16,-2.4103369084968644,0,4
2018-09-17,62.2623295614547,3,24
2018-09-18,40.43283344367032,10,31
2018-09-19,61.08957392964219,7,26
2018-09-20,49.85710739812344,14,21
2018-09-21,60.89506212582344,10,27
2018-09-22,19.653082768696876,2,6
2018-09-23,0.16934739331094484,2,2
2018-09-24,61.75201642305157,4,10
2018-09-25,64.37213369236876,4,27
2018-09-26,56.89427239765625,1,18
2018-09-27,54.44308694618906,3,12
2018-09-28,62.155035951325004,6,33
2018-09-29,20.224939318476565,2,4
2018-09-30,-7.205462000043742,1,5
2018-10-01,50.453903580753135,3,15
2018-10-02,54.21070272292344,5,13
2018-10-03,84.2551120909797,2,13
2018-10-04,84.43687723080625,4,22
2018-10-05,48.313907812017185,7,23
2018-10-06,0.4261976967140626,2,9
2018-10-07,-8.960391618682802,0,1
2018-10-08,91.12109305002501,4,20
2018-10-09,61.51355461506095,8,21
2018-10-10,76.48238540954688,11,11
2018-10-11,75.29031606529531,3,27
2018-10-12,89.08371707958281,3,31
2018-10-13,7.033926311970312,1,5
2018-10-14,-2.9787763072765543,1,2
2018-10-15,80.4032299497547,3,30
2018-10-16,67.46306955579377,7,26
2018-10-17,50.71737019618751,5,37
2018-10-18,35.74463055997813,6,31
